

2015年08月13日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9582.18,+,34.5,0.36
發行量加權股價指數,8311.74,+,28.36,0.34
臺灣公司治理100指數,4548.72,+,4.09,0.09
臺灣50指數,6173.19,+,14.52,0.24
臺灣中型100指數,6052.16,+,21.66,0.36
臺灣資訊科技指數,6584.88,+,31.61,0.48
臺灣發達指數,7498.72,+,35.27,0.47
臺灣高股息指數,4815.69,+,14.84,0.31
臺灣就業99指數,5089.88,+,2.06,0.04
臺灣高薪100指數,4660.21,+,4.75,0.1
臺灣低波動高股息指數,1293.51,-,7.95,-0.61
未含金融保險股指數,6901.68,+,34.21,0.5
未含電子股指數,12387.93,-,40.2,-0.32
未含金融電子股指數,10421.03,-,23.82,-0.23
小型股300指數,--,,--,--
水泥窯製類指數,463.67,+,1.36,0.29
塑膠化工類指數,707.69,-,6.2,-0.87
機電類指數,1790.07,+,16.88,0.95
水泥類指數,122.27,+,0.37,0.3
食品類指數,1340.7,+,3.76,0.28
塑膠類指數,202.71,-,2.9,-1.41
紡織纖維類指數,578.61,+,5.99,1.05
電機機械類指數,134.51,+,0.27,0.2
電器電纜類指數,29.27,+,0.24,0.83
化學生技醫療類指數,90.82,+,0.19,0.21
化學類指數,88.78,+,0.69,0.78
生技醫療類指數,65.79,-,0.33,-0.5
玻璃陶瓷類指數,37.88,+,0.09,0.24
造紙類指數,147.52,+,0.18,0.12
鋼鐵類指數,79.47,-,1.21,-1.5
橡膠類指數,286.58,+,0.66,0.23
汽車類指數,287.79,+,3.86,1.36
電子類指數,318.42,+,3.08,0.98
半導體類指數,98.56,+,0.32,0.33
電腦及週邊設備類指數,87.42,+,1.67,1.95
光電類指數,31.89,+,0.77,2.47
通信網路類指數,110.16,-,0.15,-0.14
電子零組件類指數,75.8,+,1.51,2.03
電子通路類指數,97.19,+,0.48,0.5
資訊服務類指數,86.11,-,0.61,-0.7
其他電子類指數,84.59,+,1.38,1.66
建材營造類指數,243.07,-,0.62,-0.25
航運類指數,78.19,-,0.78,-0.99
觀光類指數,112.66,+,1.17,1.05
金融保險類指數,1065.43,-,5.76,-0.54
貿易百貨類指數,208.23,-,4.07,-1.92
油電燃氣類指數,93.06,+,0.35,0.38
其他類指數,246.31,+,0.89,0.36
電子類兩倍槓桿指數,7208.32,+,138.11,1.95
電子類反向指數,11649.37,-,114.9,-0.98
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10188.18,+,53.25,0.53
發行量加權股價報酬指數,13070.77,+,67.02,0.52
臺灣公司治理100報酬指數,4701.14,+,12.82,0.27
臺灣50報酬指數,9822.36,+,40.48,0.41
臺灣中型100報酬指數,8979.98,+,56.65,0.63
臺灣資訊科技報酬指數,10011.18,+,48.06,0.48
臺灣發達報酬指數,10713.62,+,59.92,0.56
臺灣高股息報酬指數,8444.57,+,79.8,0.95
臺灣就業99報酬指數,5988.83,+,14.32,0.24
臺灣高薪100報酬指數,4870.88,+,19.86,0.41
臺灣低波動高股息報酬指數,2649.08,+,1.91,0.07
未含金融電子股報酬指數,16465.89,-,20.41,-0.12
小型股300報酬指數,--,,--,--
水泥類報酬指數,167.39,+,0.5,0.3
食品類報酬指數,1582.28,+,4.44,0.28
塑膠類報酬指數,258.57,-,3.7,-1.41
紡織纖維類報酬指數,728.95,+,7.55,1.05
電機機械類報酬指數,165.73,+,0.33,0.2
電器電纜類報酬指數,33.47,+,0.28,0.84
化學生技醫療類報酬指數,112.78,+,0.23,0.2
化學類報酬指數,112.91,+,0.87,0.78
生技醫療類報酬指數,77.76,-,0.39,-0.5
玻璃陶瓷類報酬指數,40.69,+,0.1,0.25
造紙類報酬指數,176.12,+,0.23,0.13
鋼鐵類報酬指數,102.4,-,1.56,-1.5
橡膠類報酬指數,351.66,+,0.8,0.23
汽車類報酬指數,341.88,+,4.59,1.36
電子類報酬指數,459.08,+,4.56,1
半導體類報酬指數,136.95,+,0.44,0.32
電腦及週邊設備類報酬指數,131.95,+,2.6,2.01
光電類報酬指數,38.44,+,0.92,2.45
通信網路類報酬指數,176.42,-,0.25,-0.14
電子零組件類報酬指數,108.02,+,2.29,2.17
電子通路類報酬指數,152.81,+,0.75,0.49
資訊服務類報酬指數,136.98,+,0.89,0.65
其他電子類報酬指數,98.54,+,1.61,1.66
建材營造類報酬指數,326.22,-,0.83,-0.25
航運類報酬指數,94.08,-,0.88,-0.93
觀光類報酬指數,127.34,+,1.33,1.06
金融保險類報酬指數,1375.91,+,3.96,0.29
貿易百貨類報酬指數,252.57,-,1.54,-0.61
油電燃氣類報酬指數,111.85,+,0.42,0.38
其他類報酬指數,325.86,+,2.1,0.65
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","79587407838","2029627097","738275"
"2.台灣存託憑證","20590880","3622572","688"
"3.受益憑證","0","0","0"
"4.ETF","6658261038","271673428","37403"
"5.受益證券","10831430","693000","113"
"6.變更交易股票","7259349","4256013","594"
"7.認購(售)權證","2745677000","2917343000","82526"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","79594667187","2033883110","738869"
"總計(1~12)","89030027535","5227215110","859599"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3234(16),482(6)
"下跌(跌停)",2291(44),278(1)
"持平",523,76
"未成交",4963,6
"無比價",952,22
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年08月13日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","16147105","2147","1025508660","63.45","63.9","63.35","63.55","+","0.1","63.55","67","63.6","402","0.00"
="0051  ","元大中型100     ","12229","12","310595","25.47","25.5","25.3","25.5","+","0.1","25.5","4","25.56","2","0.00"
="0052  ","FB科技          ","20000","20","715720","35.33","36.08","35.33","35.38","+","0.21","35.38","29","35.6","13","0.00"
="0053  ","元大電子        ","7000","7","180560","25.76","25.87","25.76","25.79","+","0.15","25.72","2","25.79","1","0.00"
="0054  ","元大台商50      ","3000","3","63940","21.26","21.37","21.26","21.31","+","0.18","21.06","3","21.41","1","0.00"
="0055  ","元大MSCI金融    ","329000","130","4856750","14.75","14.9","14.69","14.73","-","0.07","14.73","2","14.78","4","0.00"
="0056  ","元大高股息      ","835378","542","17794121","21.25","21.43","21.2","21.43","+","0.18","21.42","12","21.45","12","0.00"
="0057  ","FB摩台          ","5000","4","190450","38.14","38.14","37.93","37.93","-","0.03","37.99","50","38.08","58","0.00"
="0058  ","FB發達          ","3000","3","110210","36.73","36.77","36.71","36.71","+","0.16","36.59","22","36.78","22","0.00"
="0059  ","FB金融          ","16000","11","542280","33.39","34.69","33.39","33.53","+","0.28","33.4","29","33.61","22","0.00"
="0060  ","新台灣          ","5000","5","155220","31.25","31.25","30.88","31.03","-","0.07","30.11","2","31.2","1","0.00"
="0061  ","元大寶滬深      ","8697580","2142","171616002","19.7","19.93","19.55","19.73","-","0.14","19.73","11","19.74","21","0.00"
="006203","元大MSCI台灣    ","6000","6","179770","29.94","30.04","29.88","29.97","+","0.13","29.97","1","31.5","1","0.00"
="006204","永豐臺灣加權    ","4000","2","171550","42.94","42.94","42.87","42.87","+","0.14","42.94","15","43.06","15","0.00"
="006205","FB上証          ","10521000","1959","363127410","34.58","34.88","34.2","34.41","-","0.38","34.4","66","34.41","35","0.00"
="006206","元大上證50      ","4630000","689","142626300","30.8","31.07","30.43","30.63","-","0.3","30.62","12","30.65","101","0.00"
="006207","FH滬深          ","4232115","749","108099709","25.41","25.89","25.3","25.39","-","0.3","25.38","18","25.39","1","0.00"
="006208","FB台50          ","30000","21","1097480","38.79","38.79","35.83","36.05","+","0.3","35.83","2","36.05","33","0.00"
="00631L","元大台灣50正2   ","5468100","1006","100519180","18.34","18.54","18.21","18.4","+","0.14","18.4","63","18.41","3","0.00"
="00632R","元大台灣50反1   ","9892030","1286","202034503","20.41","20.51","20.3","20.43","-","0.03","20.42","20","20.43","175","0.00"
="00633L","FB上証正2       ","58660250","10614","2316932065","39.56","40.48","38.55","38.8","-","1.47","38.8","365","38.81","1","0.00"
="00634R","FB上証反1       ","15057000","1390","158577620","10.52","10.65","10.4","10.54","+","0.06","10.54","462","10.55","9","0.00"
="00635U","元大S&P黃金     ","738000","126","13804040","18.72","18.76","18.67","18.69","+","0.24","18.69","31","18.7","4","0.00"
="00636 ","國泰中國A50     ","13526000","619","255667080","18.9","19.08","18.7","18.85","-","0.18","18.84","1","18.85","161","0.00"
="00637L","元大滬深300正2  ","110524941","12454","1578133748","14.21","14.62","13.9","14.06","-","0.41","14.06","90","14.07","6","0.00"
="00638R","元大滬深300反1  ","5566000","582","110423580","19.86","20.09","19.6","19.92","+","0.37","19.92","158","19.94","56","0.00"
="00639 ","FB深100         ","6722000","822","82709650","12.45","12.46","12.1","12.19","-","0.28","12.19","9","12.2","844","0.00"
="0080  ","恒中國          ","600","3","244800","408","408","408","408"," ","0","408","1","417.7","1","0.00"
="0081  ","恒香港          ","600","6","538000","900","900","890","900","X","0","890","1","918.95","1","0.00"
="008201","BP上證50        ","14500","43","1330045","91.6","92.5","91.2","91.2","-","1.05","91.2","20","91.3","1","0.00"
="01001T","土銀富邦R1      ","86000","20","1363080","15.85","15.85","15.83","15.85","-","0.03","15.83","3","15.86","10","0.00"
="01002T","土銀國泰R1      ","230000","25","4129640","17.84","17.99","17.83","17.99"," ","0","17.98","4","18","175","0.00"
="01003T","兆豐新光R1      ","175000","24","2477380","14.12","14.2","14.1","14.2"," ","0","14.11","11","14.21","1","0.00"
="01004T","土銀富邦R2      ","106000","28","1382890","13.06","13.19","13","13.1","+","0.03","13.04","1","13.1","11","0.00"
="01007T","兆豐國泰R2      ","96000","16","1478440","15.41","15.41","15.39","15.4"," ","0","15.39","99","15.4","33","0.00"
"1101  ","台泥            ","8642293","2876","291652071","33.85","34.1","33.4","33.9","-","0.1","33.9","37","33.95","272","12.74"
"1102  ","亞泥            ","4884182","2443","170709572","34.6","35.25","34.6","34.7","+","0.4","34.7","88","34.75","13","12.44"
"1103  ","嘉泥            ","81721","39","866040","10.7","10.7","10.55","10.65","-","0.05","10.6","129","10.65","29","0.00"
"1104  ","環泥            ","175072","79","4102692","23.6","23.65","23.2","23.6","-","0.05","23.45","104","23.65","10","10.26"
"1108  ","幸福            ","119010","60","1186825","10","10.1","9.93","10.1","+","0.1","9.96","36","10.1","12","8.86"
"1109  ","信大            ","25000","16","279550","11.2","11.4","11.1","11.25","-","0.1","11.25","68","11.3","11","22.96"
"1110  ","東泥            ","113000","18","1513400","13.1","13.5","13.1","13.4","-","0.1","13.25","1","13.45","5","70.53"
"1201  ","味全            ","1469351","591","33823107","23.65","23.65","22.65","23.05","-","0.35","23.05","4","23.1","245","0.00"
"1203  ","味王            ","10001","9","220122","21.9","22.1","21.9","22.1","+","0.1","22.1","1","22.15","3","17.54"
"1210  ","大成            ","456488","255","9155326","20.05","20.25","20","20.15"," ","0","20.1","126","20.15","89","14.29"
"1213  ","大飲            ","29134","23","537865","18.5","18.55","18.4","18.55","-","0.05","18.55","8","18.65","1","48.82"
"1215  ","卜蜂            ","581798","279","14685474","25.1","25.45","25.1","25.4","-","0.05","25.35","10","25.4","3","8.19"
"1216  ","統一            ","15993262","6164","885197315","55","55.8","54.7","55.8","+","0.4","55.6","40","55.8","457","24.26"
"1217  ","愛之味          ","766844","202","5845886","7.61","7.66","7.61","7.62","-","0.04","7.62","15","7.63","18","0.00"
"1218  ","泰山            ","308307","162","3590553","11.85","11.85","11.55","11.6","-","0.25","11.6","8","11.65","42","116"
"1219  ","福壽            ","21196","15","315398","14.8","14.9","14.75","14.9"," ","0","14.9","36","14.95","8","41.39"
"1220  ","台榮            ","58060","24","584190","10.1","10.15","9.98","10.1"," ","0","10.1","23","10.15","8","59.41"
"1225  ","福懋油          ","13386","14","306022","22.95","22.95","22.75","22.75"," ","0","22.75","49","22.9","3","119.74"
"1227  ","佳格            ","1297990","978","116492789","89.5","90.4","89.1","89.8","-","0.7","89.8","8","89.9","1","26.26"
"1229  ","聯華            ","489058","281","10252268","20.95","21.15","20.9","20.95","+","0.05","20.95","139","21","17","11.26"
"1231  ","聯華食          ","748902","435","21045583","29.05","29.05","27.75","28.45","-","0.6","28.45","7","28.5","6","13.68"
"1232  ","大統益          ","34000","22","2426300","71.3","71.5","71.3","71.5","+","0.2","71.5","7","71.6","13","11.8"
"1233  ","天仁            ","25316","24","1011800","39.55","40.5","39.55","40.1","-","0.9","40.15","8","40.5","6","19"
"1234  ","黑松            ","251500","161","8644324","34.95","34.95","33.45","34.25","+","0.85","34.25","15","34.3","22","24.82"
"1235  ","興泰            ","19000","7","361950","18.95","19.1","18.9","19.1","+","0.15","19.1","9","19.15","1","0.00"
"1236  ","宏亞            ","183008","20","4036626","22","22.4","22","22.05","+","0.05","22.05","23","22.2","2","24.23"
"1262  ","綠悅-KY         ","97200","75","12399900","130.5","130.5","126.5","128","-","0.5","127","26","128","27","11.86"
