

2015年09月22日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9670.14,+,73.07,0.76
發行量加權股價指數,8365.92,+,58.88,0.71
臺灣公司治理100指數,4583.79,+,31.79,0.7
臺灣50指數,6172.52,+,32.02,0.52
臺灣中型100指數,6186.2,+,43.08,0.7
臺灣資訊科技指數,6679.3,-,8.12,-0.12
臺灣發達指數,7508.65,+,74.31,1
臺灣高股息指數,4902.56,+,12.04,0.25
臺灣就業99指數,5163.68,+,39.45,0.77
臺灣高薪100指數,4660.47,+,30.5,0.66
臺灣低波動高股息指數,1288.16,+,11.37,0.89
未含金融保險股指數,6961.29,+,48.03,0.69
未含電子股指數,12392.22,+,108.07,0.88
未含金融電子股指數,10451.94,+,95.2,0.92
小型股300指數,--,,--,--
水泥窯製類指數,453.11,+,1.57,0.35
塑膠化工類指數,713.5,+,4,0.56
機電類指數,1814.87,+,10.09,0.56
水泥類指數,121.01,+,0.5,0.41
食品類指數,1320.66,+,13.87,1.06
塑膠類指數,204.76,+,1.51,0.74
紡織纖維類指數,609.75,+,8.27,1.37
電機機械類指數,142.92,+,1.18,0.83
電器電纜類指數,29.34,+,0.15,0.51
化學生技醫療類指數,91.14,+,0.13,0.14
化學類指數,87.32,+,0.78,0.9
生技醫療類指數,67.65,-,0.5,-0.73
玻璃陶瓷類指數,34.06,-,0.05,-0.15
造紙類指數,150.57,+,0.16,0.11
鋼鐵類指數,78.24,+,0.26,0.33
橡膠類指數,288.22,+,0.89,0.31
汽車類指數,267.72,+,1.14,0.43
電子類指數,322.35,+,1.77,0.55
半導體類指數,100.25,-,0.21,-0.21
電腦及週邊設備類指數,89.41,+,1.38,1.57
光電類指數,31.65,+,0.03,0.09
通信網路類指數,110.87,+,1.26,1.15
電子零組件類指數,77.13,+,1.03,1.35
電子通路類指數,95.9,+,0.16,0.17
資訊服務類指數,87.12,+,1.52,1.78
其他電子類指數,85.15,+,0.94,1.12
建材營造類指數,239.26,+,1.53,0.64
航運類指數,69.97,-,0.02,-0.03
觀光類指數,114.74,+,0.48,0.42
金融保險類指數,1059.5,+,8.31,0.79
貿易百貨類指數,202.44,+,3.36,1.69
油電燃氣類指數,99.24,+,2.89,3
其他類指數,251.47,+,2.03,0.81
臺指日報酬兩倍指數,10446.63,+,146.02,1.42
臺指日報酬反向一倍指數,9746.72,-,69.58,-0.71
電子類兩倍槓桿指數,7309.92,+,79.84,1.1
電子類反向指數,11386.15,-,63.21,-0.55
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10349.26,+,78.44,0.76
發行量加權股價報酬指數,13240.85,+,93.54,0.71
臺灣公司治理100報酬指數,4760.15,+,33.01,0.7
臺灣50報酬指數,9874.77,+,51.23,0.52
臺灣中型100報酬指數,9240.2,+,64.35,0.7
臺灣資訊科技報酬指數,10160.02,-,12.35,-0.12
臺灣發達報酬指數,10850.21,+,107.38,1
臺灣高股息報酬指數,8685.03,+,21.32,0.25
臺灣就業99報酬指數,6097.37,+,46.59,0.77
臺灣高薪100報酬指數,4899.62,+,32.06,0.66
臺灣低波動高股息報酬指數,2656.82,+,23.45,0.89
未含金融電子股報酬指數,16618.83,+,152.68,0.93
小型股300報酬指數,--,,--,--
水泥類報酬指數,170.25,+,0.71,0.42
食品類報酬指數,1570.11,+,16.49,1.06
塑膠類報酬指數,261.3,+,1.93,0.74
紡織纖維類報酬指數,769.85,+,10.45,1.38
電機機械類報酬指數,177.63,+,1.47,0.83
電器電纜類報酬指數,33.55,+,0.17,0.51
化學生技醫療類報酬指數,114.33,+,0.3,0.26
化學類報酬指數,112.52,+,1,0.9
生技醫療類報酬指數,80.47,-,0.39,-0.48
玻璃陶瓷類報酬指數,36.59,-,0.05,-0.14
造紙類報酬指數,179.75,+,0.19,0.11
鋼鐵類報酬指數,100.92,+,0.33,0.33
橡膠類報酬指數,359.28,+,1.12,0.31
汽車類報酬指數,326.53,+,1.39,0.43
電子類報酬指數,468.53,+,2.57,0.55
半導體類報酬指數,139.5,-,0.29,-0.21
電腦及週邊設備類報酬指數,135.53,+,2.09,1.57
光電類報酬指數,38.5,+,0.04,0.1
通信網路類報酬指數,177.63,+,2.01,1.14
電子零組件類報酬指數,110.91,+,1.49,1.36
電子通路類報酬指數,151.26,+,0.26,0.17
資訊服務類報酬指數,139.48,+,2.45,1.79
其他電子類報酬指數,102.65,+,1.14,1.12
建材營造類報酬指數,328.03,+,2.2,0.68
航運類報酬指數,84.25,-,0.02,-0.02
觀光類報酬指數,130.21,+,0.55,0.42
金融保險類報酬指數,1369.59,+,10.74,0.79
貿易百貨類報酬指數,245.94,+,4.09,1.69
油電燃氣類報酬指數,119.32,+,3.48,3
其他類報酬指數,334.08,+,2.69,0.81
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","62563174329","1821450087","684073"
