

2017年04月18日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11200.19,+,44.24,0.4
發行量加權股價指數,9746.56,+,30.16,0.31
臺灣公司治理100指數,5469.9,+,2.94,0.05
臺灣50指數,7338.26,+,3.52,0.05
臺灣中型100指數,6706.8,+,66.21,1
臺灣資訊科技指數,8673.79,+,25.43,0.29
臺灣發達指數,8436.17,+,15.53,0.18
臺灣高股息指數,5679.41,+,38.33,0.68
臺灣就業99指數,5776.54,+,13.4,0.23
臺灣高薪100指數,5398.09,+,3.08,0.06
臺灣低波動高股息指數,1413.02,+,5.09,0.36
未含金融保險股指數,8282.06,+,31.17,0.38
未含電子股指數,13472.67,+,51.32,0.38
未含金融電子股指數,11663.5,+,68.36,0.59
小型股300指數,5885.58,+,63.31,1.09
漲升股利150指數,5607.1,+,12.01,0.21
漲升股利100指數,5571.02,+,9.7,0.17
藍籌30指數,5150.72,-,2.01,-0.04
工業菁英30指數,5306.83,+,22.45,0.42
電子菁英30指數,5305.61,+,2.18,0.04
低波動精選30指數,5159.46,-,5.84,-0.11
低貝塔100指數,5240,+,5.67,0.11
中小型精選50指數,4864.32,+,29.55,0.61
中小型A級動能50指數,5114.77,+,54.67,1.08
藍籌30反向一倍指數,9681.17,+,3.77,0.04
水泥窯製類指數,465.07,+,1.65,0.36
塑膠化工類指數,870.89,+,3.34,0.38
機電類指數,2244.29,+,6.84,0.31
水泥類指數,120.6,-,0.12,-0.1
食品類指數,1419.17,-,1.92,-0.14
塑膠類指數,263.26,+,1.04,0.4
紡織纖維類指數,484.07,+,6.11,1.28
電機機械類指數,165.61,+,3.09,1.9
電器電纜類指數,42.08,+,0.16,0.38
化學生技醫療類指數,99.43,+,0.65,0.66
化學類指數,99.78,+,0.54,0.54
生技醫療類指數,69.94,+,0.54,0.78
玻璃陶瓷類指數,41.17,+,1.06,2.64
造紙類指數,203.1,+,5.97,3.03
鋼鐵類指數,100.82,-,0.06,-0.06
橡膠類指數,318.52,-,0.22,-0.07
汽車類指數,250.62,+,3.55,1.44
電子類指數,399.2,+,1,0.25
半導體類指數,134.79,+,0.49,0.36
電腦及週邊設備類指數,99.82,+,0.1,0.1
光電類指數,43.21,+,0.23,0.54
通信網路類指數,123.1,-,0.07,-0.06
電子零組件類指數,86.28,+,0.49,0.57
電子通路類指數,110.75,+,0.68,0.62
資訊服務類指數,87.29,+,0.6,0.69
其他電子類指數,99.66,-,0.15,-0.15
建材營造類指數,263.94,+,2.75,1.05
航運類指數,61.92,+,0.96,1.57
觀光類指數,110.96,+,1.01,0.92
金融保險類指數,1083.43,-,1.56,-0.14
貿易百貨類指數,219.1,+,0.72,0.33
油電燃氣類指數,138.41,-,0.58,-0.42
其他類指數,243.03,+,2.48,1.03
臺指日報酬兩倍指數,13839.43,+,85.39,0.62
臺指日報酬反向一倍指數,8165.83,-,25.43,-0.31
電子類兩倍槓桿指數,10881.62,+,54.38,0.5
電子類反向指數,8923.97,-,22.47,-0.25
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,12471.94,+,49.26,0.4
發行量加權股價報酬指數,16069.13,+,49.73,0.31
臺灣公司治理100報酬指數,5929.58,+,3.17,0.05
臺灣50報酬指數,12234.86,+,5.88,0.05
臺灣中型100報酬指數,10401.64,+,102.68,1
臺灣資訊科技報酬指數,13751.49,+,40.32,0.29
臺灣發達報酬指數,12676.42,+,23.33,0.18
臺灣高股息報酬指數,10640.23,+,71.8,0.68
臺灣就業99報酬指數,7096.54,+,16.46,0.23
臺灣高薪100報酬指數,5932.58,+,3.37,0.06
臺灣低波動高股息報酬指數,3046.62,+,10.97,0.36
未含金融電子股報酬指數,19273.69,+,112.96,0.59
小型股300報酬指數,6147.05,+,66.13,1.09
漲升股利150報酬指數,5792.41,+,12.4,0.21
漲升股利100報酬指數,5746.25,+,10.01,0.17
藍籌 30 報酬指數,5150.72,-,2.01,-0.04
工業菁英 30 報酬指數,5306.83,+,22.45,0.42
電子菁英 30 報酬指數,5305.61,+,2.18,0.04
低波動精選 30 報酬指數,5159.46,-,5.84,-0.11
低貝塔 100 報酬指數,5240,+,5.67,0.11
中小型精選50報酬指數,4864.32,+,29.55,0.61
中小型A級動能50報酬指數,5114.77,+,54.67,1.08
水泥類報酬指數,176.1,-,0.18,-0.1
食品類報酬指數,1740.5,-,2.36,-0.14
塑膠類報酬指數,351.61,+,1.4,0.4
紡織纖維類報酬指數,634.17,+,8.01,1.28
電機機械類報酬指數,213.02,+,3.96,1.89
電器電纜類報酬指數,49.25,+,0.18,0.37
化學生技醫療類報酬指數,128.9,+,0.83,0.65
化學類報酬指數,133.69,+,0.73,0.55
生技醫療類報酬指數,85.4,+,0.66,0.78
玻璃陶瓷類報酬指數,44.48,+,1.15,2.65
造紙類報酬指數,252.38,+,7.42,3.03
鋼鐵類報酬指數,133.48,-,0.08,-0.06
橡膠類報酬指數,414.17,-,0.29,-0.07
汽車類報酬指數,318.7,+,4.52,1.44
電子類報酬指數,604.98,+,1.51,0.25
半導體類報酬指數,195.3,+,0.71,0.36
電腦及週邊設備類報酬指數,159.31,+,0.16,0.1
光電類報酬指數,53.85,+,0.28,0.52
通信網路類報酬指數,205.54,-,0.12,-0.06
電子零組件類報酬指數,129.59,+,0.74,0.57
電子通路類報酬指數,184.96,+,1.13,0.61
資訊服務類報酬指數,148.36,+,1.01,0.69
其他電子類報酬指數,125.76,-,0.18,-0.14
建材營造類報酬指數,385.37,+,4.02,1.05
航運類報酬指數,77.01,+,1.19,1.57
觀光類報酬指數,129.07,+,1.18,0.92
金融保險類報酬指數,1462.23,-,2.1,-0.14
貿易百貨類報酬指數,274.58,+,0.9,0.33
油電燃氣類報酬指數,174.09,-,0.73,-0.42
其他類報酬指數,334.32,+,3.42,1.03
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","69715814763","1802217802","654027"
"2.台灣存託憑證","19244349","4766814","755"
"3.受益憑證","0","0","0"
"4.ETF","2363571680","121366225","14723"
"5.受益證券","13702690","953000","129"
"6.變更交易股票","359423120","30578616","4427"
"7.認購(售)權證","1661376780","1740916000","50341"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","70075237883","1832796418","658454"
"總計(1~12)","74133133382","3700798457","724402"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3053(13),637(10)
"下跌(跌停)",2248(18),170(0)
"持平",501,75
"未成交",4407,6
"無比價",834,6
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
"3. 外幣（含人民幣）成交值係以本公司當日下午3時30分公告人民幣兌新臺幣匯率4.437換算後加入成交金額。"
2017年04月18日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","4099924","671","302371805","73.85","74","73.5","73.6"," ","0","73.55","243","73.6","235","0.00"
="0051  ","元大中型100     ","5301","5","144581","27.28","27.28","27.27","27.27","+","0.22","27.17","1","27.27","11","0.00"
="0052  ","富邦科技        ","3000","3","134590","44.85","44.87","44.85","44.87","+","0.22","44.6","1","44.85","10","0.00"
="0053  ","元大電子        ","5000","5","159730","31.77","32","31.77","31.98","+","0.38","31.69","2","31.96","20","0.00"
="0054  ","元大台商50      ","1000","1","23370","23.37","23.37","23.37","23.37","+","0.24","23.14","3","23.35","23","0.00"
="0055  ","元大MSCI金融    ","71200","29","1041936","14.7","14.7","14.55","14.66","+","0.02","14.6","1","14.66","2","0.00"
="0056  ","元大高股息      ","1419362","523","34371494","24.2","24.28","24.18","24.25","+","0.07","24.24","7","24.25","41","0.00"
="0057  ","富邦摩台        ","7000","3","309120","44.16","44.16","44.16","44.16","+","0.28","43.88","20","44.04","20","0.00"
="0058  ","富邦發達        ","2000","2","85880","42.94","42.94","42.94","42.94","+","0.44","42.64","10","42.94","10","0.00"
="0059  ","富邦金融        ","4000","4","139480","34.76","34.97","34.76","34.97","+","0.37","34.83","1","35.11","1","0.00"
="0061  ","元大寶滬深      ","1138000","248","17473940","15.35","15.4","15.32","15.36","+","0.06","15.35","80","15.36","5","0.00"
="006203","元大MSCI台灣    ","1000","1","34150","34.15","34.15","34.15","34.15","+","0.43","33.8","50","34.12","20","0.00"
="006204","永豐臺灣加權    ","2337","3","112934","48.3","48.33","48.3","48.33","+","0.18","48.34","15","48.38","100","0.00"
="006205","富邦上証        ","1051583","270","28144164","26.8","26.81","26.7","26.81","+","0.16","26.77","20","26.81","34","0.00"
="006206","元大上證50      ","490000","116","12524680","25.51","25.6","25.51","25.6","+","0.14","25.6","5","25.61","1","0.00"
="006207","FH滬深          ","350000","65","7013250","20","20.07","20","20.07","+","0.1","20.05","8","20.07","60","0.00"
="006208","富邦台50        ","4212","5","182688","43.47","43.47","43.39","43.39","+","0.01","43.35","10","43.48","10","0.00"
="00625K","富邦上証+R      ","70000","3","427500","6.11","6.11","6.1","6.1","+","0.04","6.1","30","6.14","10","0.00"
="00631L","元大台灣50正2   ","1614000","517","44753070","27.9","27.9","27.6","27.61","-","0.03","27.61","474","27.64","10","0.00"
="00632R","元大台灣50反1   ","20186337","2405","306336780","15.14","15.21","15.13","15.18","-","0.03","15.18","5,485","15.19","112","0.00"
="00633L","富邦上証正2     ","12818100","1938","418067862","32.57","32.69","32.51","32.67","+","0.31","32.66","100","32.67","31","0.00"
="00634R","富邦上証反1     ","282000","57","2529020","8.98","8.98","8.96","8.96","-","0.04","8.96","29","8.98","3","0.00"
="00635U","元大S&P黃金     ","1651147","338","33567661","20.35","20.36","20.3","20.3","-","0.16","20.3","177","20.31","8","0.00"
="00636 ","國泰中國A50     ","457000","58","7311230","15.96","16.03","15.96","16.01","+","0.08","16","115","16.03","1","0.00"
="00637L","元大滬深300正2  ","23198500","2085","284671970","12.27","12.3","12.23","12.27","+","0.09","12.27","870","12.28","25","0.00"
="00638R","元大滬深300反1  ","41000","10","733700","17.92","17.92","17.87","17.87","-","0.05","17.86","2","17.92","10","0.00"
="00639 ","富邦深100       ","1142680","197","10771033","9.39","9.45","9.39","9.44","+","0.07","9.43","51","9.44","5","0.00"
="00640L","富邦日本正2     ","3801000","474","64887420","17.09","17.15","16.97","17.04","+","0.14","17.04","28","17.05","17","0.00"
="00641R","富邦日本反1     ","1310000","135","23710220","18.05","18.14","18.03","18.12","-","0.09","18.11","10","18.12","44","0.00"
="00642U","元大S&P石油     ","2219275","378","41455016","18.67","18.7","18.65","18.68","+","0.01","18.68","806","18.69","10","0.00"
="00643 ","群益深証中小    ","628072","79","8606636","13.66","13.74","13.66","13.69","+","0.09","13.69","5","13.7","1","0.00"
="00643K","群益深証中小+R  ","0","0","0","--","--","--","--"," ","0","3.09","50","3.15","50","0.00"
="00645 ","富邦日本        ","16398","10","309316","18.95","18.95","18.87","18.9","+","0.04","18.9","3","18.93","50","0.00"
="00646 ","元大S&P500      ","28000","15","592860","21.14","21.19","21.14","21.18","+","0.18","21.17","50","21.18","7","0.00"
="00647L","元大S&P500正2   ","80000","17","1962600","24.35","24.6","24.35","24.6","+","0.47","24.58","32","24.6","51","0.00"
="00648R","元大S&P500反1   ","363000","124","5921030","16.31","16.32","16.3","16.32","-","0.13","16.31","65","16.32","10","0.00"
="00649 ","FH香港          ","121000","7","2077340","17.33","17.33","17.15","17.15","-","0.15","17.14","102","17.15","1","0.00"
="00650L","FH香港正2       ","399000","79","9048830","22.82","22.96","22.37","22.49","-","0.14","22.47","5","22.49","30","0.00"
="00651R","FH香港反1       ","106000","22","1172350","11.02","11.08","11.02","11.05","+","0.02","11.05","51","11.07","5","0.00"
="00652 ","富邦印度        ","153397","41","3250057","21.2","21.34","21.13","21.31","+","0.17","21.29","62","21.31","22","0.00"
="00653L","富邦印度正2     ","1016000","209","24519820","24.18","24.35","23.86","24.28","+","0.32","24.27","12","24.29","3","0.00"
="00654R","富邦印度反1     ","415000","53","7088930","17.06","17.14","16.98","16.99","-","0.13","16.99","81","17","7","0.00"
