

2016年06月03日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9962.76,+,33.77,0.34
發行量加權股價指數,8587.36,+,31.34,0.37
臺灣公司治理100指數,4805.38,+,22.32,0.47
臺灣50指數,6394.72,+,40.74,0.64
臺灣中型100指數,6028.65,+,8.44,0.14
臺灣資訊科技指數,7629.89,+,73.58,0.97
臺灣發達指數,7343.79,+,29.73,0.41
臺灣高股息指數,5206.03,+,8.44,0.16
臺灣就業99指數,5209.12,+,27.3,0.53
臺灣高薪100指數,4704.09,+,21.71,0.46
臺灣低波動高股息指數,1281.5,+,2.56,0.2
未含金融保險股指數,7295.93,+,31.05,0.43
未含電子股指數,12167.88,-,8.33,-0.07
未含金融電子股指數,10632.34,-,8.2,-0.08
小型股300指數,5219.99,-,5.6,-0.11
水泥窯製類指數,396.82,+,8.33,2.14
塑膠化工類指數,785.5,+,0.92,0.12
機電類指數,1938.88,+,13.37,0.69
水泥類指數,102.58,+,2.52,2.52
食品類指數,1462.08,-,7.35,-0.5
塑膠類指數,225.49,+,0.63,0.28
紡織纖維類指數,477.26,+,0.6,0.13
電機機械類指數,153.21,-,0.85,-0.55
電器電纜類指數,31.76,-,0.16,-0.5
化學生技醫療類指數,98.44,-,0.08,-0.08
化學類指數,92.02,-,0.08,-0.09
生技醫療類指數,75.36,-,0.05,-0.07
玻璃陶瓷類指數,36.16,+,0.08,0.22
造紙類指數,153.82,+,0.55,0.36
鋼鐵類指數,83.32,+,0.54,0.65
橡膠類指數,326.9,-,1.21,-0.37
汽車類指數,230.53,-,0.76,-0.33
電子類指數,344.29,+,2.55,0.75
半導體類指數,117.35,+,0.86,0.74
電腦及週邊設備類指數,91.23,+,0.69,0.76
光電類指數,29.31,+,0.11,0.38
通信網路類指數,125.71,+,1.3,1.04
電子零組件類指數,74.25,+,0.46,0.62
電子通路類指數,101.4,+,0.54,0.54
資訊服務類指數,79.9,-,0.07,-0.09
其他電子類指數,78.21,+,0.59,0.76
建材營造類指數,244.63,-,0.12,-0.05
航運類指數,61.73,-,0.31,-0.5
觀光類指數,113.83,-,0.74,-0.65
金融保險類指數,955.53,-,0.44,-0.05
貿易百貨類指數,214,-,0.07,-0.03
油電燃氣類指數,111.6,-,1.08,-0.96
其他類指數,233.42,-,0.16,-0.07
臺指日報酬兩倍指數,10860.9,+,78.99,0.73
臺指日報酬反向一倍指數,9369.28,-,34.45,-0.37
電子類兩倍槓桿指數,8208.45,+,120.7,1.49
電子類反向指數,10493.39,-,78.89,-0.75
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10667.78,+,39.02,0.37
發行量加權股價報酬指數,13598.38,+,53.67,0.4
臺灣公司治理100報酬指數,4992.51,+,25.42,0.51
臺灣50報酬指數,10235.78,+,70.72,0.7
臺灣中型100報酬指數,9007.26,+,12.6,0.14
臺灣資訊科技報酬指數,11605.98,+,111.92,0.97
臺灣發達報酬指數,10613.1,+,42.97,0.41
臺灣高股息報酬指數,9240.85,+,33.17,0.36
臺灣就業99報酬指數,6154.53,+,34.51,0.56
臺灣高薪100報酬指數,4947.91,+,25.25,0.51
臺灣低波動高股息報酬指數,2648.19,+,10.39,0.39
未含金融電子股報酬指數,16914.72,-,13.06,-0.08
小型股300報酬指數,5220.75,-,5.6,-0.11
水泥類報酬指數,144.32,+,3.54,2.51
食品類報酬指數,1738.24,-,8.74,-0.5
塑膠類報酬指數,287.75,+,0.8,0.28
紡織纖維類報酬指數,602.79,+,0.76,0.13
電機機械類報酬指數,190.91,-,1.06,-0.55
電器電纜類報酬指數,36.32,-,0.18,-0.49
化學生技醫療類報酬指數,123.69,-,0.09,-0.07
化學類報酬指數,118.79,-,0.1,-0.08
生技醫療類報酬指數,89.76,-,0.06,-0.07
玻璃陶瓷類報酬指數,38.84,+,0.09,0.23
造紙類報酬指數,183.63,+,0.66,0.36
鋼鐵類報酬指數,107.48,+,0.71,0.66
橡膠類報酬指數,407.49,-,1.5,-0.37
汽車類報酬指數,281.17,-,0.93,-0.33
電子類報酬指數,500.46,+,3.71,0.75
半導體類報酬指數,163.29,+,1.2,0.74
電腦及週邊設備類報酬指數,138.3,+,1.05,0.77
光電類報酬指數,35.67,+,0.14,0.39
通信網路類報酬指數,201.41,+,2.08,1.04
電子零組件類報酬指數,106.76,+,0.65,0.61
電子通路類報酬指數,160.09,+,0.86,0.54
資訊服務類報酬指數,127.91,-,0.12,-0.09
其他電子類報酬指數,94.3,+,0.72,0.77
建材營造類報酬指數,336.14,-,0.17,-0.05
航運類報酬指數,74.33,-,0.38,-0.51
觀光類報酬指數,129.18,-,0.84,-0.65
金融保險類報酬指數,1238.05,+,2.3,0.19
貿易百貨類報酬指數,260.84,-,0.09,-0.03
油電燃氣類報酬指數,134.17,-,1.3,-0.96
其他類報酬指數,310.11,-,0.21,-0.07
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","57545019763","1491364936","576946"
"2.台灣存託憑證","15815718","2921062","554"
"3.受益憑證","0","0","0"
"4.ETF","5565106102","273060730","37471"
"5.受益證券","9037350","646000","57"
"6.變更交易股票","30419608","11003441","1947"
"7.認購(售)權證","1644134430","1641627000","46149"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","57575439371","1502368377","578893"
"總計(1~12)","64809532971","3420623169","663124"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2170(4),352(4)
"下跌(跌停)",2960(12),386(0)
"持平",509,130
"未成交",3864,6
"無比價",589,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年06月03日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","11793067","1702","752785548","63.6","64","63.6","63.85","+","0.15","63.8","150","63.85","1,565","0.00"
="0051  ","元大中型100     ","22000","16","533960","24.33","24.33","24.15","24.2","-","0.12","24.19","1","24.29","1","0.00"
="0052  ","FB科技          ","0","0","0","--","--","--","--"," ","0","37.77","10","38","1","0.00"
="0053  ","元大電子        ","70000","33","1902350","27.24","27.24","27.09","27.19","+","0.12","27.19","8","27.29","1","0.00"
="0054  ","元大台商50      ","3000","3","60930","20.31","20.31","20.31","20.31"," ","0","20.24","8","20.31","2","0.00"
="0055  ","元大MSCI金融    ","471059","271","6008056","12.74","12.8","12.71","12.73","+","0.02","12.73","99","12.76","21","0.00"
