"106年06月30日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="0061","元大寶滬深","5,139,050","876","84,813,697","16.50","16.55","16.41","16.55","+","0.05","16.55","146","16.56","64","0.00",
="006203","元大MSCI台灣","15,000","2","552,850","36.84","36.89","36.84","36.89","X","0.00","36.93","50","37.27","20","0.00",
="006204","永豐臺灣加權","1,000","1","51,900","51.90","51.90","51.90","51.90","-","0.60","52.05","15","52.10","100","0.00",
="006205","富邦上証","5,868,350","1,573","169,601,464","28.78","28.97","28.73","28.96","+","0.09","28.95","5","28.96","47","0.00",
="006206","元大上證50","2,077,508","319","58,937,435","28.30","28.44","28.21","28.43","+","0.13","28.42","4","28.43","80","0.00",
="006207","FH滬深","2,679,014","760","58,193,965","21.63","21.80","21.60","21.80","+","0.12","21.75","1","21.80","40","0.00",
="006208","富邦台50","4,010","5","189,830","47.55","47.55","47.22","47.37","-","0.18","47.28","10","47.37","1","0.00",
="00625K","富邦上証+R","50,000","2","321,000","6.42","6.42","6.42","6.42","-","0.11","6.46","30","6.53","10","0.00",
="00631L","元大台灣50正2","2,017,500","772","65,283,820","32.30","32.53","32.16","32.51","-","0.22","32.50","6","32.51","13","0.00",
="00632R","元大台灣50反1","36,634,179","4,550","517,257,779","14.14","14.17","14.07","14.07","+","0.04","14.07","3,232","14.08","382","0.00",
="00633L","富邦上証正2","21,117,135","4,107","836,375,209","39.66","39.88","39.44","39.60","-","0.06","39.60","63","39.61","102","0.00",
="00634R","富邦上証反1","1,451,000","387","11,819,550","8.16","8.17","8.13","8.13","-","0.03","8.12","174","8.13","4","0.00",
="00635U","元大S&P黃金","453,000","142","8,890,560","19.63","19.64","19.60","19.64","-","0.09","19.63","39","19.64","31","0.00",
="00636","國泰中國A50","2,185,085","359","39,346,686","18.00","18.05","17.93","18.03","+","0.03","18.02","7","18.03","38","0.00",
="00637L","元大滬深300正2","41,989,000","4,928","627,734,280","14.95","15.05","14.88","14.95","-","0.04","14.95","237","14.96","748","0.00",
="00638R","元大滬深300反1","11,000","10","180,620","16.42","16.42","16.42","16.42"," ","0.00","16.42","1","16.43","2","0.00",
="00639","富邦深100","4,949,826","706","50,769,147","10.27","10.28","10.21","10.26","-","0.02","10.26","209","10.27","53","0.00",
="00640L","富邦日本正2","678,000","131","13,607,690","20.13","20.15","20.01","20.07","-","0.39","20.06","10","20.07","247","0.00",
="00641R","富邦日本反1","569,000","106","9,425,920","16.60","16.60","16.54","16.56","+","0.15","16.55","101","16.57","7","0.00",
="00642U","元大S&P石油","6,314,082","1,333","100,713,713","15.93","15.98","15.91","15.94","+","0.06","15.94","215","15.95","68","0.00",
="00643","群益深証中小","1,788,120","312","25,414,079","14.20","14.26","14.15","14.23","+","0.01","14.23","18","14.24","79","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.16","50","3.24","15","0.00",
="00645","富邦日本","28,000","15","576,980","20.62","20.62","20.56","20.60","-","0.23","20.60","2","20.63","51","0.00",
="00646","元大S&P500","63,000","15","1,381,030","21.88","21.95","21.88","21.95","-","0.11","21.95","1","21.97","30","0.00",
="00647L","元大S&P500正2","78,000","32","2,040,580","26.17","26.19","26.13","26.19","-","0.26","26.12","5","26.19","24","0.00",
="00648R","元大S&P500反1","565,000","154","8,866,600","15.67","15.71","15.67","15.70","+","0.13","15.69","102","15.70","10","0.00",
="00649","FH香港","129,000","21","2,388,650","18.75","18.75","18.43","18.52","-","0.06","18.50","5","18.52","30","0.00",
="00650L","FH香港正2","804,000","51","21,042,670","26.21","26.24","25.95","26.20","-","0.30","26.19","3","26.20","20","0.00",
="00651R","FH香港反1","129,000","23","1,313,160","10.30","10.30","10.15","10.17","+","0.10","10.15","4","10.17","25","0.00",
="00652","富邦印度","236,451","44","5,135,794","21.75","21.75","21.68","21.71","-","0.14","21.71","1","21.72","52","0.00",
="00653L","富邦印度正2","1,293,000","267","32,703,070","25.41","25.41","25.20","25.35","-","0.42","25.35","10","25.38","50","0.00",
="00654R","富邦印度反1","284,000","59","4,700,430","16.55","16.58","16.50","16.56","+","0.21","16.54","51","16.56","43","0.00",
="00655L","國泰中國A50正2","2,910,000","752","83,673,020","28.83","28.97","28.63","28.77","-","0.10","28.76","207","28.77","88","0.00",
="00656R","國泰中國A50反1","0","0","0","--","--","--","--"," ","0.00","15.20","103","15.23","156","0.00",
="00657","國泰日經225","28,000","4","677,090","24.20","24.20","24.18","24.18","-","0.28","24.16","52","24.24","25","0.00",
="00658L","國泰日本正2","223,000","22","6,498,540","29.20","29.20","29.10","29.14","-","0.76","29.12","11","29.14","10","0.00",
="00659R","國泰日本反1","178,250","31","2,678,842","15.01","15.04","15.00","15.03","+","0.20","15.02","53","15.04","11","0.00",
="00660","元大歐洲50","163,015","19","3,960,944","24.53","24.53","24.28","24.38","-","0.57","24.40","3","24.43","50","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","24.86","10","25.05","50","0.00",
="00662","富邦NASDAQ","123,126","32","2,916,752","23.70","23.74","23.65","23.74","-","0.40","23.68","1","23.74","48","0.00",
="00663L","國泰臺灣加權正2","466,000","47","13,653,730","29.17","29.40","29.08","29.40","-","0.21","29.40","262","29.42","200","0.00",
="00664R","國泰臺灣加權反1","4,376,000","309","69,997,780","16.02","16.05","15.95","15.95","+","0.04","15.95","105","15.96","30","0.00",
="00665L","富邦H股正2","6,730,000","344","170,655,550","25.61","25.61","25.10","25.35","-","0.35","25.35","52","25.38","39","0.00",
="00666R","富邦H股反1","388,000","20","6,272,340","16.20","16.20","16.13","16.13","+","0.12","16.12","60","16.13","20","0.00",
="00667","元大韓國","7,000","7","156,480","22.20","22.45","22.20","22.45","+","0.24","22.30","1","22.45","10","0.00",
="00668","國泰美國道瓊","5,000","4","112,310","22.46","22.47","22.46","22.47","-","0.21","22.47","3","22.54","100","0.00",
="00669R","國泰美國道瓊反1","349,000","59","5,766,020","16.49","16.53","16.49","16.53","+","0.15","16.51","171","16.53","42","0.00",
="00670L","富邦NASDAQ正2","621,000","111","13,790,000","22.25","22.29","22.12","22.29","-","0.94","22.28","9","22.29","12","0.00",
="00671R","富邦NASDAQ反1","965,000","114","17,893,130","18.51","18.58","18.51","18.51","+","0.39","18.51","4","18.52","91","0.00",
="00672L","元大S&P原油正2","27,422,800","3,729","340,696,565","12.38","12.49","12.38","12.41","+","0.06","12.41","22","12.42","323","0.00",
="00673R","元大S&P原油反1","438,000","72","9,928,560","22.70","22.71","22.62","22.70","-","0.08","22.68","19","22.70","113","0.00",
="00674R","元大S&P黃金反1","213,000","17","4,272,690","20.03","20.10","20.01","20.09","+","0.12","20.08","10","20.09","40","0.00",
="00675L","富邦臺灣加權正2","1,993,105","169","25,252,665","12.63","12.75","12.58","12.74","-","0.07","12.73","9","12.74","243","0.00",
="00676R","富邦臺灣加權反1","8,801,000","446","76,584,970","8.73","8.74","8.67","8.68","+","0.01","8.68","646","8.69","354","0.00",
="00677U","富邦VIX","9,172,000","1,220","91,163,230","9.91","9.99","9.88","9.97","+","0.34","9.95","20","9.97","92","0.00",
="00678","群益NBI生技","446,000","98","9,483,580","21.35","21.35","21.20","21.27","-","0.23","21.27","14","21.28","3","0.00",
="00680L","元大美債20正2","105,000","20","2,188,420","20.94","20.94","20.72","20.72","-","0.44","20.70","25","20.77","25","0.00",
="00681R","元大美債20反1","54,000","8","1,025,350","18.98","19.00","18.98","19.00","+","0.20","18.95","50","19.00","79","0.00",
="00682U","元大美元指數","68,000","16","1,269,660","18.68","18.68","18.66","18.67","-","0.06","18.67","5","18.75","1","0.00",
="00683L","元大美元指數正2","331,000","54","5,889,270","17.84","17.84","17.73","17.84"," ","0.00","17.84","60","17.85","108","0.00",
="00684R","元大美元指數反1","54,000","9","1,127,500","20.88","20.96","20.87","20.96","+","0.09","20.87","20","20.96","19","0.00",
="00685L","群益臺灣加權正2","4,132,000","80","46,130,580","11.13","11.21","11.09","11.20","-","0.08","11.19","202","11.21","100","0.00",
="00686R","群益臺灣加權反1","7,557,000","109","71,235,930","9.45","9.46","9.41","9.41","+","0.03","9.41","334","9.42","2","0.00",
="00688L","國泰20年美債正2","298,000","18","6,288,120","21.22","21.22","21.00","21.02","-","0.43","20.99","300","21.04","100","0.00",
="00689R","國泰20年美債反1","223,000","10","4,287,910","19.21","19.23","19.19","19.23","+","0.18","19.20","150","19.23","10","0.00",
="00690","兆豐藍籌30","466,000","63","9,702,370","20.84","20.87","20.78","20.87","-","0.03","20.86","2","20.87","1","0.00",
="00691R","兆豐藍籌30反1","162,000","14","3,042,120","18.82","18.85","18.77","18.79","+","0.02","18.77","1","18.80","50","0.00",
="00692","富邦公司治理","1,246,440","197","25,975,139","20.90","20.90","20.78","20.86","-","0.06","20.86","4","20.87","8","0.00",
="00693U","華頓S&P黃豆","219,000","72","4,165,320","19.03","19.07","18.98","19.06","-","0.03","19.06","1","19.07","5","0.00",
="00698L","元大美債7-10正2","563,000","34","11,006,150","19.56","19.56","19.53","19.53","-","0.12","19.53","29","19.55","3","0.00",
="00699R","元大美債7-10反1","622,000","28","12,427,530","19.96","20.00","19.96","20.00","+","0.10","19.98","50","20.00","7","0.00",
="008201","BP上證50","6,100","14","534,145","87.50","88.00","86.95","87.50","+","0.50","87.50","2","87.95","4","0.00",
="01001T","土銀富邦R1","173,000","32","2,387,540","13.81","13.81","13.80","13.80","-","0.05","13.79","5","13.80","87","0.00",
="01002T","土銀國泰R1","1,181,314","191","17,091,806","14.45","14.51","14.32","14.49","-","0.03","14.49","77","14.50","425","0.00",
="01003T","兆豐新光R1","52,000","31","733,840","14.10","14.19","14.09","14.09","-","0.11","14.09","72","14.18","10","0.00",
="01004T","土銀富邦R2","51,000","17","653,910","12.82","12.83","12.81","12.83","-","0.03","12.82","10","12.83","25","0.00",
="01007T","兆豐國泰R2","48,000","16","683,700","14.21","14.34","14.21","14.34"," ","0.00","14.30","17","14.34","60","0.00",
="03001P","臺股指永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.23","31","0.24","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","70.00","10","71.00","10","108.00",
="03002P","廣宇永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.70","30","0.71","30","0.00",
="03003P","聯鈞永豐6A售02","206,000","1","109,180","0.53","0.53","0.53","0.53","+","0.01","0.52","30","0.53","30","0.00",
="03003X","元展03","1,000","1","88,500","88.50","88.50","88.50","88.50","X","0.00","88.50","10","89.50","10","208.50",
="03004P","大同元大71售02","0","0","0","--","--","--","--"," ","0.00","0.47","160","0.48","100","0.00",
="03004X","元展04","4,000","3","55,700","14.00","14.00","13.90","13.90","X","0.00","13.80","1","13.90","7","24.75",
="03005P","義隆元大6A售01","50,000","2","25,500","0.51","0.51","0.51","0.51","+","0.06","0.50","100","0.51","100","0.00",
="03005X","元展05","0","0","0","--","--","--","--"," ","0.00","15.80","10","16.00","10","25.30",
="03006P","聯發科元大6A售04","456,000","18","18,280","0.05","0.05","0.03","0.05"," ","0.00","0.03","374","0.05","744","0.00",
="03006X","元展06","50,000","4","1,405,200","28.20","28.20","28.10","28.10"," ","0.00","28.00","20","28.10","2","48.45",
="03007P","鴻海元大6A售10","330,000","6","9,900","0.03","0.03","0.03","0.03","-","0.01","0.02","1,590","0.03","141","0.00",
="03007X","元展07","7,000","2","102,500","14.60","14.70","14.60","14.70","+","0.10","14.60","10","14.80","13","19.95",
="03008P","為升元富6A售02","20,000","1","9,000","0.45","0.45","0.45","0.45","-","0.01","0.44","499","0.45","222","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.31","30","0.32","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","23.80","10","24.10","10","30.30",
="03010P","大立光日盛6A售04","180,000","7","194,400","1.05","1.09","1.05","1.07","+","0.10","1.08","25","1.09","25","0.00",
="03010X","元展10","8,000","5","492,000","61.50","62.00","61.00","62.00","-","2.00","61.00","10","62.00","10","117.00",
="03011P","大立光統一6A售04","350,000","10","261,800","0.73","0.76","0.73","0.74","+","0.03","0.74","200","0.75","200","0.00",
="03012P","大立光統一6B售05","15,000","1","13,500","0.90","0.90","0.90","0.90","+","0.08","0.91","216","0.92","108","0.00",
="03012X","元展12","4,000","4","56,100","14.10","14.10","13.90","13.90","-","0.30","13.80","10","13.90","9","50.10",
="03013P","可成統一6A售07","210,000","2","33,600","0.16","0.16","0.16","0.16","X","0.00","0.14","208","0.15","208","0.00",
="03013X","元展13","10,000","1","74,000","7.40","7.40","7.40","7.40","X","0.00","7.25","10","7.40","240","13.85",
="03014P","華邦電統一6A售04","337,000","7","193,650","0.57","0.58","0.57","0.58","X","0.00","0.56","20","0.57","10","0.00",
="03014X","元展14","170,000","11","2,617,600","15.30","15.40","15.30","15.40","+","0.10","15.40","35","15.50","2","20.35",
="03015P","大立光群益6A售09","17,000","3","9,630","0.54","0.59","0.54","0.56","+","0.05","0.56","20","0.57","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.10","10","13.30","11","18.70",
="03016P","中鋼群益6B售02","126,000","3","76,280","0.58","0.62","0.58","0.62","-","0.01","0.61","25","0.62","10","0.00",
="03016X","元展16","296,000","4","616,630","2.07","2.09","2.07","2.08"," ","0.00","2.08","50","2.10","50","8.83",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","0.90","25","0.91","10","0.00",
="03017X","元展17","202,000","4","341,380","1.69","1.69","1.69","1.69","+","0.05","1.69","55","1.72","51","9.30",
="03018P","國巨群益6B售04","164,000","4","148,880","0.90","0.92","0.90","0.92","+","0.11","0.87","25","0.88","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.20","50","3.25","50","17.65",
="03019P","華新科群益6A售04","0","0","0","--","--","--","--"," ","0.00","1.32","25","1.33","10","0.00",
="03019X","元展19","5,000","1","14,550","2.91","2.91","2.91","2.91"," ","0.00","2.91","50","2.93","50","16.15",
="03020P","鑽全群益6A售01","75,000","2","61,650","0.79","0.83","0.79","0.83","+","0.08","0.82","25","0.84","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.90","5","2.95","50","17.45",
="03021P","大立光元大6A售11","11,000","1","5,500","0.50","0.50","0.50","0.50","+","0.02","0.50","100","0.51","100","0.00",
="03021X","元展21","4,000","1","35,000","8.75","8.75","8.75","8.75","X","0.00","8.60","10","8.75","10","26.10",
="03022P","大立光元大6A售14","213,000","14","319,290","1.49","1.54","1.47","1.50","+","0.07","1.49","100","1.50","110","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","31.90","10","32.20","10","117.00",
="03023P","大立光元大6B售03","837,000","16","413,870","0.48","0.51","0.48","0.50","+","0.04","0.49","100","0.50","45","0.00",
="03023X","富展02","1,000","1","15,900","15.90","15.90","15.90","15.90","X","0.00","15.90","14","16.30","1","28.96",
="03024P","中租元大6A售03","0","0","0","--","--","--","--"," ","0.00","0.25","100","0.26","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","49.60","10","50.50","10","208.50",
="03025P","台積電元大6A售06","604,000","9","105,230","0.18","0.18","0.17","0.18","+","0.02","0.16","100","0.17","100","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","24.20","495","24.30","300","80.40",
="03026P","富邦金元大6B售03","20,000","1","13,800","0.69","0.69","0.69","0.69"," ","0.00","0.66","100","0.67","100","0.00",
="03026X","元展23","0","0","0","--","--","--","--"," ","0.00","4.29","100","4.35","105","16.55",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.43","10","0.44","150","0.00",
="03027X","元展24","0","0","0","--","--","--","--"," ","0.00","8.35","100","8.50","100","28.96",
="03028P","國巨永豐6A售03","1,054,000","8","806,430","0.77","0.79","0.75","0.79","+","0.07","0.73","30","0.74","30","0.00",
="03028X","元展25","3,000","3","72,900","24.30","24.30","24.30","24.30","X","0.00","24.30","10","24.40","1","75.50",
="03029P","華新科永豐6A售03","0","0","0","--","--","--","--"," ","0.00","1.08","30","1.09","30","0.00",
="03029X","元展26","8,000","6","110,800","13.90","13.90","13.80","13.90","-","0.20","13.80","10","13.90","50","40.60",
="03030P","臺股指玉山6A售01","12,000","3","4,530","0.38","0.38","0.37","0.37","+","0.03","0.34","10","0.35","10","0.00",
="03031P","臺股指玉山6A售02","150,000","1","52,500","0.35","0.35","0.35","0.35","+","0.02","0.34","10","0.35","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.60","10","6.65","10","48.30",
="03032P","大立光國泰6A售10","377,000","12","513,270","1.33","1.39","1.33","1.35","+","0.10","1.35","400","1.36","162","0.00",
="03032X","元展29","8,000","2","73,900","9.20","9.30","9.20","9.30","+","0.40","9.35","100","9.45","100","15.90",
="03033P","大立光國泰6A售11","10,000","2","11,750","1.19","1.19","1.16","1.16","X","0.00","1.17","470","1.18","196","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.00","10","13.20","10","363.50",
="03034P","大立光國泰6A售12","30,000","1","32,100","1.07","1.07","1.07","1.07","+","0.05","1.07","499","1.08","153","0.00",
="03035P","大立光國泰6A售13","60,000","5","54,880","0.88","0.92","0.88","0.92","+","0.12","0.90","499","0.91","81","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.55","10","5.60","10","24.75",
="03036P","大立光元富6A售06","62,000","4","59,880","0.94","0.98","0.94","0.98","+","0.09","0.95","499","0.96","300","0.00",
="03037P","大立光元富6A售07","60,000","6","66,050","1.09","1.11","1.09","1.11","+","0.09","1.11","499","1.12","300","0.00",
="03038P","大立光元富6A售08","0","0","0","--","--","--","--"," ","0.00","0.96","499","0.97","300","0.00",
="03038X","元展35","4,000","1","56,800","14.20","14.20","14.20","14.20","X","0.00","14.20","10","14.40","10","95.30",
="03039P","大立光統一6B售08","54,000","4","61,500","1.10","1.15","1.10","1.15","+","0.08","1.14","20","1.15","10","0.00",
="03039X","元展36","13,000","2","78,500","6.05","6.05","6.00","6.00","-","0.10","6.05","10","6.20","10","287.50",
="03040P","華新科凱基6A售02","0","0","0","--","--","--","--"," ","0.00","1.41","30","1.42","30","0.00",
="03040X","元展37","35,000","3","244,900","6.90","7.00","6.90","7.00","-","0.15","6.90","10","7.00","10","14.75",
="03041P","台積電元大6A售07","25,000","2","6,200","0.25","0.25","0.24","0.24","X","0.00","0.23","100","0.24","100","0.00",
