"106年05月26日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價指數","11,595.57","-","7.88","-0.07",
"發行量加權股價指數","10,101.95","-","6.54","-0.06",
"臺灣公司治理100指數","5,696.77","-","3.21","-0.06",
"臺灣50指數","7,682.45","-","2.17","-0.03",
"臺灣中型100指數","6,982.51","-","14.32","-0.20",
"臺灣資訊科技指數","9,326.08","+",="0.74",="0.01",
"臺灣發達指數","8,657.30","-","4.85","-0.06",
"臺灣高股息指數","5,857.90","-","1.36","-0.02",
"臺灣就業99指數","5,917.77","-","4.44","-0.07",
"臺灣高薪100指數","5,594.83","-","4.71","-0.08",
"臺灣低波動高股息指數","1,456.97","+","1.75",="0.12",
"未含金融保險股指數","8,597.01","-","3.52","-0.04",
"未含電子股指數","13,610.79","-","3.46","-0.03",
"未含金融電子股指數","11,712.00","+","6.52",="0.06",
"小型股300指數","5,976.35","-","2.57","-0.04",
"漲升股利150指數","5,806.94","-","4.22","-0.07",
"漲升股利100指數","5,787.76","-","6.41","-0.11",
"藍籌30指數","5,315.80","-","10.35","-0.19",
"工業菁英30指數","5,506.52","-","13.65","-0.25",
"電子菁英30指數","5,563.07","-","7.37","-0.13",
"低波動精選30指數","5,277.55","-","9.14","-0.17",
"低貝塔100指數","5,353.19","+","9.20",="0.17",
"中小型精選50指數","5,047.86","-","24.25","-0.48",
"中小型A級動能50指數","5,398.88","-","22.97","-0.42",
"藍籌30反向一倍指數","9,374.13","+","18.18",="0.19",
"水泥窯製類指數","438.80","-","1.43","-0.32",
"塑膠化工類指數","851.65","+",="0.65",="0.08",
"機電類指數","2,371.95","-","2.69","-0.11",
"水泥類指數","114.22","-",="0.50","-0.44",
"食品類指數","1,522.84","+","16.22","1.08",
"塑膠類指數","256.96","+",="0.06",="0.02",
"紡織纖維類指數","481.93","-",="0.75","-0.16",
"電機機械類指數","169.23","-",="0.85","-0.50",
"電器電纜類指數","41.79","-",="0.34","-0.81",
"化學生技醫療類指數","97.34","-",="0.21","-0.22",
"化學類指數","99.30","-",="0.09","-0.09",
"生技醫療類指數","67.03","-",="0.25","-0.37",
"玻璃陶瓷類指數","38.12","+",="0.09",="0.24",
"造紙類指數","206.79","-","1.02","-0.49",
"鋼鐵類指數","99.93","+",="0.14",="0.14",
"橡膠類指數","314.18","+","2.41",="0.77",
"汽車類指數","280.34","+","1.73",="0.62",
"電子類指數","422.55","-",="0.41","-0.10",
"半導體類指數","145.86","-",="0.05","-0.03",
"電腦及週邊設備類指數","104.03","+",="0.28",="0.27",
"光電類指數","43.65","-",="0.07","-0.16",
"通信網路類指數","125.51","-",="0.13","-0.10",
"電子零組件類指數","89.50","-",="0.47","-0.52",
"電子通路類指數","116.65","+",="0.78",="0.67",
"資訊服務類指數","92.15","-",="0.07","-0.08",
"其他電子類指數","106.86","-",="0.38","-0.35",
"建材營造類指數","262.23","+",="0.42",="0.16",
"航運類指數","62.74","+",="0.48",="0.77",
"觀光類指數","121.95","+",="0.01",="0.01",
"金融保險類指數","1,111.39","-","2.54","-0.23",
"貿易百貨類指數","229.26","-",="0.41","-0.18",
"油電燃氣類指數","134.28","+",="0.05",="0.04",
"其他類指數","248.85","-","1.04","-0.42",
"臺指日報酬兩倍指數","14,857.38","-","19.25","-0.13",
"臺指日報酬反向一倍指數","7,873.40","+","5.09",="0.06",
"電子類兩倍槓桿指數","12,181.78","-","23.66","-0.19",
"電子類反向指數","8,423.80","+","8.16",="0.10",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價報酬指數","12,912.74","-","8.76","-0.07",
"發行量加權股價報酬指數","16,655.76","-","10.79","-0.06",
"臺灣公司治理100報酬指數","6,175.52","-","3.49","-0.06",
"臺灣50報酬指數","12,808.70","-","3.63","-0.03",
"臺灣中型100報酬指數","10,832.02","-","22.23","-0.20",
"臺灣資訊科技報酬指數","14,785.64","+","1.17",="0.01",
"臺灣發達報酬指數","13,009.95","-","7.30","-0.06",
"臺灣高股息報酬指數","10,974.64","-","2.54","-0.02",
"臺灣就業99報酬指數","7,271.69","-","5.45","-0.07",
"臺灣高薪100報酬指數","6,148.81","-","5.18","-0.08",
"臺灣低波動高股息報酬指數","3,141.39","+","3.79",="0.12",
"未含金融電子股報酬指數","19,355.74","+","10.78",="0.06",
"小型股300報酬指數","6,241.85","-","2.69","-0.04",
"漲升股利150報酬指數","5,998.87","-","4.36","-0.07",
"漲升股利100報酬指數","5,969.81","-","6.61","-0.11",
"藍籌 30 報酬指數","5,315.80","-","10.35","-0.19",
"工業菁英 30 報酬指數","5,506.52","-","13.65","-0.25",
"電子菁英 30 報酬指數","5,563.07","-","7.37","-0.13",
"低波動精選 30 報酬指數","5,277.55","-","9.14","-0.17",
"低貝塔 100 報酬指數","5,355.47","+","9.20",="0.17",
"中小型精選50報酬指數","5,047.86","-","24.25","-0.48",
"中小型A級動能50報酬指數","5,398.88","-","22.97","-0.42",
"水泥類報酬指數","166.78","-",="0.74","-0.44",
"食品類報酬指數","1,867.65","+","19.89","1.08",
"塑膠類報酬指數","343.19","+",="0.08",="0.02",
"紡織纖維類報酬指數","631.36","-",="0.99","-0.16",
"電機機械類報酬指數","217.69","-","1.09","-0.50",
"電器電纜類報酬指數","48.92","-",="0.39","-0.79",
"化學生技醫療類報酬指數","126.19","-",="0.27","-0.21",
"化學類報酬指數","133.03","-",="0.13","-0.10",
"生技醫療類報酬指數","81.84","-",="0.31","-0.38",
"玻璃陶瓷類報酬指數","41.19","+",="0.11",="0.27",
"造紙類報酬指數","256.96","-","1.27","-0.49",
"鋼鐵類報酬指數","132.31","+",="0.19",="0.14",
"橡膠類報酬指數","409.63","+","3.13",="0.77",
"汽車類報酬指數","356.49","+","2.20",="0.62",
"電子類報酬指數","640.38","-",="0.62","-0.10",
"半導體類報酬指數","211.35","-",="0.06","-0.03",
"電腦及週邊設備類報酬指數","166.03","+",="0.45",="0.27",
"光電類報酬指數","54.40","-",="0.09","-0.17",
"通信網路類報酬指數","209.57","-",="0.21","-0.10",
"電子零組件類報酬指數","134.42","-",="0.70","-0.52",
"電子通路類報酬指數","195.09","+","1.32",="0.68",
"資訊服務類報酬指數","156.62","-",="0.12","-0.08",
"其他電子類報酬指數","134.83","-",="0.48","-0.35",
"建材營造類報酬指數","382.88","+",="0.62",="0.16",
"航運類報酬指數","78.03","+",="0.60",="0.77",
"觀光類報酬指數","141.85"," ","--","--",
"金融保險類報酬指數","1,499.97","-","3.42","-0.23",
"貿易百貨類報酬指數","287.31","-",="0.51","-0.18",
"油電燃氣類報酬指數","168.90","+",="0.06",="0.04",
"其他類報酬指數","342.31","-","1.44","-0.42",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","84,440,770,486","1,965,344,179","708,273",
"2.台灣存託憑證","56,116,938","6,959,673","1,336",
"3.受益憑證",="0",="0",="0",
"4.ETF","6,579,889,189","351,713,898","47,801",
"5.受益證券","10,194,230","716,000","146",
"6.變更交易股票","25,291,571","6,510,213","980",
"7.認購(售)權證","1,643,829,240","1,649,728,000","48,747",
"8.轉換公司債",="0",="0",="0",
"9.附認股權特別股",="0",="0",="0",
"10.附認股權公司債",="0",="0",="0",
"11.認股權憑證",="0",="0",="0",
"12.公司債",="0",="0",="0",
"證券合計(1+6)","84,466,062,057","1,971,854,392","709,253",
"總計(1~12)","92,756,091,654","3,980,971,963","807,283",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","1,982(3)","374(2)",
"下跌(跌停)","3,315(21)","389(0)",
"持平","629","121",
"未成交","4,499","5",
"無比價","806","7",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年05月26日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","4,018,329","598","308,975,447","77.00","77.15","76.75","76.95","-",="0.05","76.95","148","77.00","50",="0.00",
="0051","元大中型100","10,000","7","282,440","28.25","28.25","28.20","28.25","-",="0.03","28.16","50","28.27","2",="0.00",
="0052","富邦科技","12,000","6","557,460","46.65","46.65","46.34","46.50"," ",="0.00","46.36","1","46.76","5",="0.00",
="0053","元大電子","14,000","5","469,400","33.70","33.70","33.50","33.50","-",="0.06","33.52","50","33.62","1",="0.00",
="0054","元大台商50","2,000","2","47,910","23.99","23.99","23.92","23.92","+",="0.01","23.93","50","23.97","2",="0.00",
="0055","元大MSCI金融","58,000","16","871,100","15.05","15.06","14.99","15.01","-",="0.03","15.01","199","15.03","1",="0.00",
="0056","元大高股息","2,790,124","588","69,446,543","24.81","24.95","24.81","24.89","+",="0.08","24.88","11","24.89","38",="0.00",
="0057","富邦摩台","7,000","7","320,820","45.78","45.92","45.78","45.92","+",="0.13","45.79","20","45.97","20",="0.00",
="0058","富邦發達","2,000","2","88,270","44.12","44.15","44.12","44.15","+",="0.33","43.71","10","44.02","10",="0.00",
="0059","富邦金融","1,000","1","35,400","35.40","35.40","35.40","35.40","X",="0.00","35.19","2","35.35","1",="0.00",
="0061","元大寶滬深","5,511,347","1,274","84,369,358","15.20","15.38","15.20","15.31","+",="0.18","15.31","22","15.32","3",="0.00",
="006203","元大MSCI台灣","1,000","1","35,390","35.39","35.39","35.39","35.39","-",="0.23","35.39","50","35.72","21",="0.00",
="006204","永豐臺灣加權","6,000","1","301,200","50.20","50.20","50.20","50.20","+",="0.05","50.10","15","50.20","100",="0.00",
="006205","富邦上証","4,585,227","964","123,994,777","26.94","27.12","26.94","27.03","+",="0.17","27.03","52","27.04","56",="0.00",
="006206","元大上證50","1,507,209","343","40,145,013","26.50","26.72","26.50","26.63","+",="0.14","26.62","45","26.63","5",="0.00",
="006207","FH滬深","1,795,000","243","36,270,450","20.07","20.26","20.07","20.18","+",="0.15","20.17","66","20.19","63",="0.00",
="006208","富邦台50","17,000","2","767,890","45.17","45.17","45.17","45.17","-",="0.03","45.11","10","45.24","10",="0.00",
="00625K","富邦上証+R","50,000","2","312,000","6.24","6.24","6.24","6.24","+",="0.19","6.20","30","6.27","10",="0.00",
="00631L","元大台灣50正2","1,706,000","389","51,451,140","30.20","30.31","30.06","30.16","-",="0.04","30.15","2","30.16","92",="0.00",
="00632R","元大台灣50反1","31,632,924","4,046","461,605,972","14.58","14.63","14.56","14.61","+",="0.02","14.61","628","14.62","4,133",="0.00",
="00633L","富邦上証正2","47,001,200","8,133","1,709,112,507","36.29","36.73","36.05","36.13","+",="0.07","36.12","14","36.13","101",="0.00",
="00634R","富邦上証反1","1,816,000","222","15,430,760","8.55","8.55","8.46","8.50","-",="0.05","8.50","22","8.51","5",="0.00",
="00635U","元大S&P黃金","618,000","127","12,227,800","19.75","19.83","19.75","19.82","-",="0.02","19.82","283","19.83","41",="0.00",
="00636","國泰中國A50","1,581,000","328","26,490,220","16.75","16.81","16.67","16.76","+",="0.10","16.76","53","16.77","56",="0.00",
="00637L","元大滬深300正2","107,445,195","9,794","1,475,521,545","13.70","13.87","13.60","13.62","+",="0.01","13.61","899","13.62","174",="0.00",
="00638R","元大滬深300反1","166,000","39","2,912,510","17.60","17.60","17.45","17.54","-",="0.10","17.54","10","17.55","56",="0.00",
="00639","富邦深100","3,330,456","594","30,900,682","9.25","9.31","9.25","9.28","+",="0.08","9.27","117","9.28","33",="0.00",
="00640L","富邦日本正2","1,107,000","126","21,249,800","19.25","19.28","19.14","19.16","-",="0.21","19.16","10","19.17","1",="0.00",
="00641R","富邦日本反1","1,078,000","110","18,276,040","16.91","17.00","16.91","16.96","+",="0.10","16.96","38","16.97","10",="0.00",
="00642U","元大S&P石油","14,209,821","3,891","243,124,093","17.14","17.19","17.00","17.09","-",="0.90","17.08","106","17.09","77",="0.00",
="00643","群益深証中小","1,969,000","362","25,813,030","13.11","13.18","13.07","13.09","+",="0.02","13.09","89","13.10","133",="0.00",
="00643K","群益深証中小+R",="0",="0",="0","--","--","--","--"," ",="0.00","2.96","20","3.04","20",="0.00",
="00645","富邦日本","22,000","9","439,420","20.00","20.00","19.93","19.93","-",="0.09","19.90","54","19.96","55",="0.00",
="00646","元大S&P500","202,000","20","4,367,850","21.60","21.70","21.60","21.61","+",="0.01","21.59","1","21.66","51",="0.00",
="00647L","元大S&P500正2","4,000","4","103,500","25.97","25.97","25.71","25.92","+",="0.26","25.73","20","25.92","50",="0.00",
="00648R","元大S&P500反1","820,000","152","12,909,280","15.76","15.76","15.72","15.76","-",="0.02","15.75","166","15.76","192",="0.00",
="00649","FH香港","120,000","4","2,176,800","18.16","18.16","18.10","18.14","-",="0.02","18.10","2","18.15","5",="0.00",
="00650L","FH香港正2","805,000","41","20,627,470","25.57","25.72","25.55","25.59","+",="0.02","25.59","1","25.62","32",="0.00",
="00651R","FH香港反1","106,000","22","1,092,790","10.30","10.33","10.29","10.33","+",="0.02","10.31","1","10.33","65",="0.00",
="00652","富邦印度","363,501","67","7,888,181","21.64","21.74","21.64","21.73","+",="0.22","21.73","52","21.74","8",="0.00",
="00653L","富邦印度正2","1,348,000","310","34,367,800","25.50","25.66","25.30","25.63","+",="0.52","25.62","14","25.64","29",="0.00",
="00654R","富邦印度反1","669,000","54","11,042,700","16.54","16.54","16.44","16.50","-",="0.13","16.46","2","16.50","14",="0.00",
="00655L","國泰中國A50正2","2,963,050","601","78,995,955","26.79","26.94","26.42","26.47"," ",="0.00","26.46","15","26.47","30",="0.00",
="00656R","國泰中國A50反1","156,000","26","2,472,000","15.90","15.94","15.79","15.94","+",="0.04","15.92","53","15.94","50",="0.00",
