"106年06月09日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價指數","11,720.03","-","32.66","-0.28",
"發行量加權股價指數","10,199.65","-","26.13","-0.26",
"臺灣公司治理100指數","5,739.76","-","16.60","-0.29",
"臺灣50指數","7,759.12","-","19.81","-0.25",
"臺灣中型100指數","7,074.61","-","26.80","-0.38",
"臺灣資訊科技指數","9,551.27","-","41.66","-0.43",
"臺灣發達指數","8,698.30","-","7.82","-0.09",
"臺灣高股息指數","5,902.20","+","12.91","0.22",
"臺灣就業99指數","5,920.37","-","19.04","-0.32",
"臺灣高薪100指數","5,627.54","-","11.03","-0.20",
"臺灣低波動高股息指數","1,464.89","-","1.40","-0.10",
"未含金融保險股指數","8,704.02","-","21.84","-0.25",
"未含電子股指數","13,590.20","-","29.19","-0.21",
"未含金融電子股指數","11,731.27","-","21.59","-0.18",
"小型股300指數","6,032.98","-","13.02","-0.22",
"漲升股利150指數","5,860.33","-","10.93","-0.19",
"漲升股利100指數","5,850.61","-","10.25","-0.17",
"藍籌30指數","5,371.45","-","18.62","-0.35",
"工業菁英30指數","5,652.88","-","14.68","-0.26",
"電子菁英30指數","5,715.34","-","23.62","-0.41",
"低波動精選30指數","5,269.80","-","4.93","-0.09",
"低貝塔100指數","5,372.17","-","8.55","-0.16",
"中小型精選50指數","5,116.48","-","22.03","-0.43",
"中小型A級動能50指數","5,503.27","-","52.22","-0.94",
"藍籌30反向一倍指數","9,274.98","+","31.93","0.35",
"水泥窯製類指數","435.30","-","1.09","-0.25",
"塑膠化工類指數","852.11","+","0.76","0.09",
"機電類指數","2,416.02","-","6.94","-0.29",
"水泥類指數","112.99","-","0.08","-0.07",
"食品類指數","1,496.71","-","7.26","-0.48",
"塑膠類指數","256.64","+","0.52","0.20",
"紡織纖維類指數","483.91","-","3.35","-0.69",
"電機機械類指數","172.92","-","0.56","-0.32",
"電器電纜類指數","41.44","+","0.07","0.17",
"化學生技醫療類指數","97.67","-","0.51","-0.52",
"化學類指數","99.48","-","0.37","-0.37",
"生技醫療類指數","67.41","-","0.47","-0.69",
"玻璃陶瓷類指數","38.34","-","0.45","-1.16",
"造紙類指數","218.91","-","0.66","-0.30",
"鋼鐵類指數","98.61","-","0.09","-0.09",
"橡膠類指數","316.12","+","1.06","0.34",
"汽車類指數","280.89","-","3.58","-1.26",
"電子類指數","430.42","-","1.24","-0.29",
"半導體類指數","149.65","-","0.90","-0.60",
"電腦及週邊設備類指數","105.87","+","0.39","0.37",
"光電類指數","43.99","-","0.01","-0.02",
"通信網路類指數","126.43","-","0.33","-0.26",
"電子零組件類指數","90.62","-","0.40","-0.44",
"電子通路類指數","116.10","-","0.11","-0.09",
"資訊服務類指數","91.19","-","0.16","-0.18",
"其他電子類指數","108.78","+","0.10","0.09",
"建材營造類指數","263.85","-","1.10","-0.42",
"航運類指數","62.63","-","0.48","-0.76",
"觀光類指數","125.37","-","0.61","-0.48",
"金融保險類指數","1,100.95","-","3.21","-0.29",
"貿易百貨類指數","228.47","-","1.72","-0.75",
"油電燃氣類指數","135.46","+","1.20","0.89",
"其他類指數","249.10","-","1.24","-0.50",
"臺指日報酬兩倍指數","15,143.75","-","77.79","-0.51",
"臺指日報酬反向一倍指數","7,796.73","+","19.87","0.26",
"電子類兩倍槓桿指數","12,634.88","-","73.01","-0.57",
"電子類反向指數","8,266.54","+","23.68","0.29",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價報酬指數","13,053.41","-","36.39","-0.28",
"發行量加權股價報酬指數","16,819.41","-","43.07","-0.26",
"臺灣公司治理100報酬指數","6,222.76","-","18.00","-0.29",
"臺灣50報酬指數","12,936.54","-","33.03","-0.25",
"臺灣中型100報酬指數","10,981.33","-","41.61","-0.38",
"臺灣資訊科技報酬指數","15,142.65","-","66.05","-0.43",
"臺灣發達報酬指數","13,072.16","-","11.74","-0.09",
"臺灣高股息報酬指數","11,057.63","+","24.18","0.22",
"臺灣就業99報酬指數","7,274.89","-","23.39","-0.32",
"臺灣高薪100報酬指數","6,184.97","-","12.12","-0.20",
"臺灣低波動高股息報酬指數","3,158.46","-","3.01","-0.10",
"未含金融電子股報酬指數","19,390.10","-","35.70","-0.18",
"小型股300報酬指數","6,303.76","-","13.61","-0.22",
"漲升股利150報酬指數","6,054.82","-","11.30","-0.19",
"漲升股利100報酬指數","6,034.86","-","10.57","-0.17",
"藍籌 30 報酬指數","5,371.45","-","18.62","-0.35",
"工業菁英 30 報酬指數","5,652.88","-","14.68","-0.26",
"電子菁英 30 報酬指數","5,716.19","-","23.62","-0.41",
"低波動精選 30 報酬指數","5,269.80","-","4.93","-0.09",
"低貝塔 100 報酬指數","5,377.22","-","8.56","-0.16",
"中小型精選50報酬指數","5,116.48","-","22.03","-0.43",
"中小型A級動能50報酬指數","5,503.27","-","52.22","-0.94",
"水泥類報酬指數","164.99","-","0.11","-0.07",
"食品類報酬指數","1,835.96","-","8.90","-0.48",
"塑膠類報酬指數","342.76","+","0.70","0.20",
"紡織纖維類報酬指數","633.96","-","4.39","-0.69",
"電機機械類報酬指數","222.43","-","0.72","-0.32",
"電器電纜類報酬指數","48.51","+","0.09","0.19",
"化學生技醫療類報酬指數","126.63","-","0.66","-0.52",
"化學類報酬指數","133.27","-","0.51","-0.38",
"生技醫療類報酬指數","82.31","-","0.58","-0.70",
"玻璃陶瓷類報酬指數","41.42","-","0.48","-1.15",
"造紙類報酬指數","272.03","-","0.81","-0.30",
"鋼鐵類報酬指數","130.56","-","0.12","-0.09",
"橡膠類報酬指數","412.16","+","1.38","0.34",
"汽車類報酬指數","357.20","-","4.54","-1.26",
"電子類報酬指數","652.37","-","1.88","-0.29",
"半導體類報酬指數","216.85","-","1.31","-0.60",
"電腦及週邊設備類報酬指數","168.98","+","0.63","0.37",
"光電類報酬指數","54.82","-","0.01","-0.02",
"通信網路類報酬指數","211.10","-","0.55","-0.26",
"電子零組件類報酬指數","136.11","-","0.59","-0.43",
"電子通路類報酬指數","195.00","-","0.18","-0.09",
"資訊服務類報酬指數","155.00","-","0.26","-0.17",
"其他電子類報酬指數","137.25","+","0.12","0.09",
"建材營造類報酬指數","385.24","-","1.61","-0.42",
"航運類報酬指數","77.89","-","0.59","-0.75",
"觀光類報酬指數","145.83","-","0.72","-0.49",
"金融保險類報酬指數","1,486.55","-","4.35","-0.29",
"貿易百貨類報酬指數","287.01","-","2.16","-0.75",
"油電燃氣類報酬指數","170.39","+","1.52","0.90",
"其他類報酬指數","342.67","-","1.70","-0.49",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","92,720,582,812","2,253,764,900","783,314",
"2.台灣存託憑證","23,522,274","4,364,921","683",
"3.受益憑證","0","0","0",
"4.ETF","9,625,223,802","507,405,977","72,618",
"5.受益證券","7,086,100","503,000","84",
"6.變更交易股票","12,926,048","4,725,352","748",
"7.認購(售)權證","2,068,769,230","1,906,816,000","58,080",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","92,733,508,860","2,258,490,252","784,062",
"總計(1~12)","104,458,110,266","4,677,580,150","915,527",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","2,293(3)","257(3)",
"下跌(跌停)","3,257(20)","539(1)",
"持平","565","96",
"未成交","4,274","2",
"無比價","1,037","3",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年06月09日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","3,010,414","1,261","235,254,296","78.05","78.35","77.95","78.00","-","0.25","77.95","6","78.00","536","0.00",
="0051","元大中型100","131,300","21","3,775,143","28.72","28.78","28.72","28.75","+","0.04","28.64","5","28.75","7","0.00",
="0052","富邦科技","5,000","2","238,750","47.75","47.75","47.75","47.75","+","0.04","47.56","10","47.86","1","0.00",
="0053","元大電子","11,000","9","377,890","34.23","34.42","34.23","34.33","+","0.10","34.22","50","34.33","3","0.00",
="0054","元大台商50","47,000","12","1,138,250","24.21","24.23","24.21","24.21","-","0.01","24.14","50","24.22","1","0.00",
="0055","元大MSCI金融","64,000","25","954,990","14.95","15.04","14.90","14.93"," ","0.00","14.90","6","14.94","10","0.00",
="0056","元大高股息","2,810,683","723","70,392,486","25.00","25.09","25.00","25.00"," ","0.00","25.00","2","25.01","6","0.00",
="0057","富邦摩台","12,000","5","554,420","46.28","46.28","46.17","46.17","-","0.01","46.10","1","46.17","12","0.00",
="0058","富邦發達","0","0","0","--","--","--","--"," ","0.00","44.03","10","44.34","10","0.00",
="0059","富邦金融","2,000","2","70,810","35.41","35.41","35.40","35.40","X","0.00","34.99","1","35.29","1","0.00",
="0061","元大寶滬深","5,600,560","1,775","88,978,217","15.84","15.93","15.82","15.88","+","0.10","15.87","59","15.88","84","0.00",
="006203","元大MSCI台灣","1,000","1","36,060","36.06","36.06","36.06","36.06","X","0.00","35.80","50","36.14","20","0.00",
="006204","永豐臺灣加權","2,000","2","101,700","50.80","50.90","50.80","50.90","+","0.20","50.60","15","50.75","100","0.00",
="006205","富邦上証","6,377,869","1,229","178,118,664","27.75","28.05","27.75","27.95","+","0.28","27.94","5","27.95","40","0.00",
="006206","元大上證50","2,451,000","674","67,403,300","27.44","27.62","27.38","27.53","+","0.43","27.52","10","27.53","76","0.00",
="006207","FH滬深","2,048,100","331","42,748,970","20.75","20.96","20.75","20.91","+","0.22","20.90","35","20.91","25","0.00",
="006208","富邦台50","30","2","1,350","--","--","--","--"," ","0.00","45.69","10","45.83","10","0.00",
="00625K","富邦上証+R","50,000","2","316,500","6.33","6.33","6.33","6.33","+","0.14","6.33","30","6.41","10","0.00",
="00631L","元大台灣50正2","1,819,419","734","56,309,177","30.98","31.12","30.80","30.80","-","0.16","30.80","88","30.84","50","0.00",
="00632R","元大台灣50反1","41,002,213","6,176","591,199,109","14.41","14.44","14.38","14.43"," ","0.00","14.42","3,716","14.43","2,340","0.00",
="00633L","富邦上証正2","85,547,130","15,759","3,272,694,896","37.60","38.74","37.60","38.32","+","1.15","38.31","35","38.32","179","0.00",
="00634R","富邦上証反1","1,713,000","353","14,136,510","8.30","8.31","8.23","8.26","-","0.10","8.26","98","8.28","52","0.00",
="00635U","元大S&P黃金","1,464,000","605","29,343,230","20.10","20.10","20.02","20.06","-","0.16","20.05","103","20.06","4","0.00",
="00636","國泰中國A50","4,059,533","572","70,763,029","17.22","17.50","17.22","17.42","+","0.25","17.42","13","17.43","166","0.00",
="00637L","元大滬深300正2","149,473,005","15,440","2,162,602,511","14.24","14.63","14.22","14.48","+","0.43","14.47","191","14.48","3,738","0.00",
="00638R","元大滬深300反1","229,000","71","3,879,970","17.02","17.02","16.88","16.93","-","0.15","16.93","58","16.95","1","0.00",
="00639","富邦深100","33,551,777","4,278","331,800,789","9.81","9.96","9.81","9.96","+","0.22","9.96","131","9.97","79","0.00",
="00640L","富邦日本正2","586,000","124","11,543,380","19.59","19.83","19.58","19.65","-","0.02","19.63","4","19.65","47","0.00",
="00641R","富邦日本反1","1,048,000","98","17,482,600","16.74","16.74","16.64","16.71","+","0.02","16.71","72","16.73","4","0.00",
="00642U","元大S&P石油","18,937,151","4,274","305,583,633","16.12","16.18","16.11","16.14","-","0.16","16.14","180","16.15","621","0.00",
="00643","群益深証中小","12,034,206","1,943","166,397,508","13.72","13.88","13.70","13.88","+","0.25","13.87","155","13.88","67","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.08","54","3.16","15","0.00",
="00645","富邦日本","109,456","11","2,229,504","20.36","20.52","20.36","20.42","+","0.04","20.35","163","20.42","61","0.00",
="00646","元大S&P500","127,000","29","2,748,810","21.70","21.72","21.62","21.70","+","0.06","21.63","3","21.69","2","0.00",
="00647L","元大S&P500正2","28,000","4","727,100","25.95","25.99","25.95","25.99","-","0.12","26.00","2","26.11","88","0.00",
