

2017年05月11日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11463.67,+,35.5,0.31
發行量加權股價指數,10001.48,+,33.16,0.33
臺灣公司治理100指數,5641.96,+,29.83,0.53
臺灣50指數,7633.65,+,38,0.5
臺灣中型100指數,6890.18,+,1.47,0.02
臺灣資訊科技指數,9234.65,+,60.91,0.66
臺灣發達指數,8597.32,+,21.78,0.25
臺灣高股息指數,5760.88,-,13.29,-0.23
臺灣就業99指數,5893.18,+,18.79,0.32
臺灣高薪100指數,5543.86,+,16.25,0.29
臺灣低波動高股息指數,1436.59,+,0.83,0.06
未含金融保險股指數,8500.25,+,28.38,0.33
未含電子股指數,13442.6,+,56.22,0.42
未含金融電子股指數,11513.7,+,52.97,0.46
小型股300指數,5891.11,-,8.73,-0.15
漲升股利150指數,5742.98,+,20.39,0.36
漲升股利100指數,5719.65,+,22.73,0.4
藍籌30指數,5299.65,+,25.48,0.48
工業菁英30指數,5452.65,+,14.57,0.27
電子菁英30指數,5519.63,+,13.63,0.25
低波動精選30指數,5238.93,+,12.86,0.25
低貝塔100指數,5277.31,-,8.11,-0.15
中小型精選50指數,4969.07,-,20.65,-0.41
中小型A級動能50指數,5319.03,+,17.09,0.32
藍籌30反向一倍指數,9404.02,-,45.65,-0.48
水泥窯製類指數,442.57,-,3.48,-0.78
塑膠化工類指數,842.21,+,5.61,0.67
機電類指數,2353.11,+,6.22,0.27
水泥類指數,115.21,-,0.64,-0.55
食品類指數,1446.7,+,6.59,0.46
塑膠類指數,253.56,+,2.8,1.12
紡織纖維類指數,478.9,+,1.13,0.24
電機機械類指數,168.21,+,0.6,0.36
電器電纜類指數,41.41,+,0.02,0.05
化學生技醫療類指數,96.72,+,0.24,0.25
化學類指數,97.68,+,0.68,0.7
生技醫療類指數,67.49,-,0.23,-0.34
玻璃陶瓷類指數,38.44,-,0.75,-1.91
造紙類指數,203.89,-,0.6,-0.29
鋼鐵類指數,96.66,-,0.14,-0.14
橡膠類指數,312.3,-,3.41,-1.08
汽車類指數,255.87,+,1.55,0.61
電子類指數,419.17,+,1.1,0.26
半導體類指數,145.08,+,1.23,0.86
電腦及週邊設備類指數,100.49,-,0.34,-0.34
光電類指數,43.82,-,0.21,-0.48
通信網路類指數,124.13,+,0.09,0.07
電子零組件類指數,89.71,+,0.13,0.15
電子通路類指數,113.38,-,0.45,-0.4
資訊服務類指數,88.12,-,0.03,-0.03
其他電子類指數,106.35,-,0.4,-0.37
建材營造類指數,261.52,+,0.34,0.13
航運類指數,61.35,+,0.05,0.08
觀光類指數,118.58,-,0.8,-0.67
金融保險類指數,1110.36,+,3.5,0.32
貿易百貨類指數,230.27,+,3.86,1.7
油電燃氣類指數,131.25,+,1.77,1.37
其他類指數,248.77,-,0.4,-0.16
臺指日報酬兩倍指數,14565.28,+,96.26,0.67
臺指日報酬反向一倍指數,7953.56,-,26.55,-0.33
電子類兩倍槓桿指數,11989.88,+,62.76,0.53
電子類反向指數,8493.29,-,22.41,-0.26
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,12765.47,+,39.53,0.31
發行量加權股價報酬指數,16489.59,+,54.67,0.33
臺灣公司治理100報酬指數,6116.11,+,32.34,0.53
臺灣50報酬指數,12727.34,+,63.36,0.5
臺灣中型100報酬指數,10686.04,+,2.27,0.02
臺灣資訊科技報酬指數,14640.68,+,96.57,0.66
臺灣發達報酬指數,12918.57,+,32.73,0.25
臺灣高股息報酬指數,10792.88,-,24.89,-0.23
臺灣就業99報酬指數,7241.47,+,23.08,0.32
臺灣高薪100報酬指數,6092.79,+,17.86,0.29
臺灣低波動高股息報酬指數,3097.44,+,1.8,0.06
未含金融電子股報酬指數,19026.14,+,87.53,0.46
小型股300報酬指數,6152.82,-,9.12,-0.15
漲升股利150報酬指數,5932.79,+,21.07,0.36
漲升股利100報酬指數,5899.55,+,23.44,0.4
藍籌 30 報酬指數,5299.65,+,25.48,0.48
工業菁英 30 報酬指數,5452.65,+,14.57,0.27
電子菁英 30 報酬指數,5519.63,+,13.63,0.25
低波動精選 30 報酬指數,5238.93,+,12.86,0.25
低貝塔 100 報酬指數,5277.31,-,8.11,-0.15
中小型精選50報酬指數,4969.07,-,20.65,-0.41
中小型A級動能50報酬指數,5319.03,+,17.09,0.32
水泥類報酬指數,168.23,-,0.93,-0.55
食品類報酬指數,1774.27,+,8.08,0.46
塑膠類報酬指數,338.64,+,3.74,1.12
紡織纖維類報酬指數,627.39,+,1.47,0.23
電機機械類報酬指數,216.37,+,0.77,0.36
電器電纜類報酬指數,48.47,+,0.02,0.04
化學生技醫療類報酬指數,125.39,+,0.31,0.25
化學類報酬指數,130.87,+,0.91,0.7
生技醫療類報酬指數,82.4,-,0.29,-0.35
玻璃陶瓷類報酬指數,41.53,-,0.81,-1.91
造紙類報酬指數,253.37,-,0.74,-0.29
鋼鐵類報酬指數,127.97,-,0.2,-0.16
橡膠類報酬指數,406.09,-,4.43,-1.08
汽車類報酬指數,325.38,+,1.97,0.61
電子類報酬指數,635.26,+,1.67,0.26
半導體類報酬指數,210.21,+,1.78,0.85
電腦及週邊設備類報酬指數,160.38,-,0.54,-0.34
光電類報酬指數,54.61,-,0.26,-0.47
通信網路類報酬指數,207.27,+,0.17,0.08
