

2015年09月14日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9580.83,+,7.16,0.07
發行量加權股價指數,8307.29,+,1.47,0.02
臺灣公司治理100指數,4556.03,-,4.05,-0.09
臺灣50指數,6174.74,+,6.73,0.11
臺灣中型100指數,6100.38,-,9.36,-0.15
臺灣資訊科技指數,6684.79,-,0.91,-0.01
臺灣發達指數,7484.55,+,19.89,0.27
臺灣高股息指數,4886.08,+,7.05,0.14
臺灣就業99指數,5113.44,-,2.62,-0.05
臺灣高薪100指數,4643.71,+,0.47,0.01
臺灣低波動高股息指數,1281.39,+,0.44,0.03
未含金融保險股指數,6913.39,+,5.29,0.08
未含電子股指數,12244.31,-,21.75,-0.18
未含金融電子股指數,10307.97,-,11.67,-0.11
小型股300指數,--,,--,--
水泥窯製類指數,460.5,-,0.3,-0.07
塑膠化工類指數,705.06,+,0.53,0.08
機電類指數,1809.5,+,3.71,0.21
水泥類指數,123.19,-,0.01,-0.01
食品類指數,1314.89,-,13.6,-1.02
塑膠類指數,202.4,+,0.08,0.04
紡織纖維類指數,588.09,+,1.46,0.25
電機機械類指數,140.4,+,0.83,0.59
電器電纜類指數,29.04,-,0.25,-0.85
化學生技醫療類指數,89.23,+,0.06,0.07
化學類指數,85.87,-,0.42,-0.49
生技醫療類指數,65.9,+,0.5,0.76
玻璃陶瓷類指數,34.23,-,0.15,-0.44
造紙類指數,144.83,-,1.16,-0.79
鋼鐵類指數,76.75,+,0.56,0.74
橡膠類指數,288.03,+,0.75,0.26
汽車類指數,266.44,-,0.2,-0.08
電子類指數,321.57,+,0.64,0.2
半導體類指數,99.65,-,0.28,-0.28
電腦及週邊設備類指數,88.69,+,0.71,0.81
光電類指數,32.34,+,0.34,1.06
通信網路類指數,109.53,+,0.23,0.21
電子零組件類指數,78.23,+,0.21,0.27
電子通路類指數,95.86,-,0.51,-0.53
資訊服務類指數,87.09,+,0.17,0.2
其他電子類指數,84.88,+,0.47,0.56
建材營造類指數,233.91,-,1.41,-0.6
航運類指數,71.14,+,0.23,0.32
觀光類指數,112.52,-,0.26,-0.23
金融保險類指數,1051.28,-,3.4,-0.32
貿易百貨類指數,197.43,+,0.79,0.4
油電燃氣類指數,95.14,-,0.33,-0.35
其他類指數,251.65,-,2.51,-0.99
臺指日報酬兩倍指數,10307.82,+,3.65,0.04
臺指日報酬反向一倍指數,9822.21,-,1.74,-0.02
電子類兩倍槓桿指數,7280.69,+,28.92,0.4
電子類反向指數,11423.21,-,22.83,-0.2
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10251.58,+,8.32,0.08
發行量加權股價報酬指數,13145.15,+,3.1,0.02
臺灣公司治理100報酬指數,4731.33,-,4.2,-0.09
臺灣50報酬指數,9878.31,+,10.76,0.11
臺灣中型100報酬指數,9101.34,-,13.96,-0.15
臺灣資訊科技報酬指數,10168.37,-,1.39,-0.01
臺灣發達報酬指數,10815.39,+,28.75,0.27
臺灣高股息報酬指數,8655.84,+,12.49,0.14
臺灣就業99報酬指數,6038.04,-,3.1,-0.05
臺灣高薪100報酬指數,4882.01,+,0.5,0.01
臺灣低波動高股息報酬指數,2641.55,+,0.9,0.03
未含金融電子股報酬指數,16379.82,-,15.66,-0.1
小型股300報酬指數,--,,--,--
水泥類報酬指數,173.31,-,0.03,-0.02
食品類報酬指數,1563.25,-,16.17,-1.02
塑膠類報酬指數,258.25,+,0.09,0.03
紡織纖維類報酬指數,742.5,+,1.85,0.25
電機機械類報酬指數,174.49,+,1.03,0.59
電器電纜類報酬指數,33.21,-,0.29,-0.87
化學生技醫療類報酬指數,111.81,+,0.08,0.07
化學類報酬指數,110.65,-,0.55,-0.49
生技醫療類報酬指數,78.19,+,0.6,0.77
玻璃陶瓷類報酬指數,36.77,-,0.16,-0.43
造紙類報酬指數,172.89,-,1.4,-0.8
鋼鐵類報酬指數,99.01,+,0.73,0.74
橡膠類報酬指數,359.03,+,0.93,0.26
汽車類報酬指數,324.97,-,0.24,-0.07
電子類報酬指數,467.38,+,0.93,0.2
半導體類報酬指數,138.66,-,0.39,-0.28
電腦及週邊設備類報酬指數,134.42,+,1.08,0.81
光電類報酬指數,39.34,+,0.42,1.08
通信網路類報酬指數,175.49,+,0.37,0.21
電子零組件類報酬指數,112.48,+,0.31,0.28
電子通路類報酬指數,151.18,-,0.81,-0.53
資訊服務類報酬指數,139.43,+,0.27,0.19
其他電子類報酬指數,102.32,+,0.57,0.56
建材營造類報酬指數,317.77,-,0.78,-0.24
航運類報酬指數,85.62,+,0.28,0.33
觀光類報酬指數,127.69,-,0.29,-0.23
金融保險類報酬指數,1358.96,-,4.39,-0.32
貿易百貨類報酬指數,239.84,+,0.96,0.4
油電燃氣類報酬指數,114.38,-,0.39,-0.34
其他類報酬指數,334.17,-,3.33,-0.99
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","65998595061","1780289243","684408"
"2.台灣存託憑證","23976106","5325796","1027"
"3.受益憑證","0","0","0"
"4.ETF","8912208657","448344516","58030"
"5.受益證券","26980700","1888000","217"
"6.變更交易股票","3881780","2152407","371"
"7.認購(售)權證","1699752190","1593433000","51288"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","66002476841","1782441650","684779"
"總計(1~12)","76665394494","3831432962","795341"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1934(12),291(12)
"下跌(跌停)",2955(60),459(1)
"持平",479,103
"未成交",6145,3
"無比價",966,7
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年09月14日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","4389671","2011","279210234","63.9","64","63.25","63.65","+","0.15","63.6","16","63.65","36","0.00"
="0051  ","元大中型100     ","29000","20","735340","25.49","25.49","25.2","25.49"," ","0","25.11","5","25.49","3","0.00"
="0052  ","FB科技          ","4000","4","143110","35.99","35.99","35.62","35.68","-","0.02","35.47","20","35.66","20","0.00"
="0053  ","元大電子        ","45000","33","1177550","26.32","26.37","26.01","26.24","+","0.04","26","2","26.5","1","0.00"
="0054  ","元大台商50      ","3000","3","66070","22.06","22.06","21.97","21.97","-","0.04","21.25","1","22.12","1","0.00"
="0055  ","元大MSCI金融    ","132100","50","1912910","14.47","14.54","14.45","14.45","-","0.07","14.45","28","14.48","1","0.00"
="0056  ","元大高股息      ","2949820","1186","64108959","21.77","21.85","21.65","21.69","+","0.04","21.66","3","21.69","5","0.00"
="0057  ","FB摩台          ","193000","8","7376700","38.45","38.56","38.11","38.11","-","0.15","38.24","50","38.33","83","0.00"
="0058  ","FB發達          ","2000","2","73880","37.03","37.03","36.85","36.85"," ","0","36.87","10","36.97","20","0.00"
="0059  ","FB金融          ","4000","2","131440","32.82","32.98","32.82","32.98"," ","0","32.69","20","32.9","20","0.00"
="0060  ","新台灣          ","214000","33","6448100","29.12","30.74","29.12","30.11","-","0.01","30.03","1","30.53","1","0.00"
="0061  ","元大寶滬深      ","15808060","3845","260821664","16.73","16.87","16.19","16.35","-","0.38","16.34","82","16.35","161","0.00"
="006203","元大MSCI台灣    ","12000","10","359670","30.01","30.16","29.71","30.16","+","0.01","30.16","8","30.19","4","0.00"
="006204","永豐臺灣加權    ","3050","3","131987","43.35","43.35","43.13","43.13","+","0.05","43.04","15","43.16","15","0.00"
="006205","FB上証          ","9234633","1744","271318743","30","30.07","28.88","29.21","-","0.59","29.21","60","29.22","33","0.00"
="006206","元大上證50      ","4265535","855","114074288","27.15","27.31","26.31","26.72","-","0.44","26.72","127","26.73","5","0.00"
="006207","FH滬深          ","7674700","1255","164311252","21.85","22.02","20.89","21.21","-","0.64","21.21","62","21.22","8","0.00"
="006208","FB台50          ","18000","3","649810","36.25","36.25","36.08","36.08","-","0.02","35.81","20","36.09","50","0.00"
="00631L","元大台灣50正2   ","3900000","964","71092130","18.35","18.49","18","18.15","-","0.13","18.15","102","18.16","6","0.00"
="00632R","元大台灣50反1   ","24381999","3215","494562029","20.18","20.42","20.12","20.3","+","0.03","20.29","167","20.3","94","0.00"
="00633L","FB上証正2       ","150848410","20834","4288057770","29.44","29.78","27.45","28.22","-","1.06","28.21","499","28.22","38","0.00"
="00634R","FB上証反1       ","16810118","1780","200976327","11.76","12.17","11.67","11.98","+","0.22","11.97","6","11.98","987","0.00"
="00635U","元大S&P黃金     ","86000","30","1592280","18.5","18.55","18.49","18.5","-","0.08","18.5","105","18.53","1","0.00"
="00636 ","國泰中國A50     ","15098100","855","248340889","16.85","16.85","16.17","16.41","-","0.33","16.41","5","16.42","161","0.00"
="00637L","元大滬深300正2  ","141827500","15917","1487550955","10.82","10.95","10.11","10.37","-","0.39","10.37","2,541","10.38","557","0.00"
="00638R","元大滬深300反1  ","6161000","447","136485220","21.7","22.55","21.63","22.18","+","0.48","22.15","151","22.18","28","0.00"
="00639 ","FB深100         ","5908000","842","58681130","10.16","10.2","9.72","9.8","-","0.33","9.79","46","9.8","53","0.00"
="00640L","FB日本正2       ","25097000","1208","482685920","19.46","19.53","18.94","19.26","-","0.29","19.26","66","19.27","3","0.00"
="00641R","FB日本反1       ","11303000","456","230368190","20.29","20.54","20.25","20.37","+","0.16","20.36","103","20.37","6","0.00"
="00642U","元大S&P石油     ","1930000","366","37749660","19.7","19.7","19.45","19.54","-","0.31","19.54","10","19.59","1","0.00"
="0080  ","恒中國          ","200","1","72000","360","360","360","360","X","0","350","5","360","3","0.00"
="0081  ","恒香港          ","20","1","16000","--","--","--","--"," ","0","770","1","850","1","0.00"
="008201","BP上證50        ","11600","47","926450","81","81","78.5","78.6","-","1.2","78.6","2","78.9","1","0.00"
="01001T","土銀富邦R1      ","42000","8","643200","15.35","15.35","15.3","15.3"," ","0","15.3","12","15.35","13","0.00"
="01002T","土銀國泰R1      ","159000","30","2766020","17.34","17.46","17.34","17.39","-","0.06","17.35","11","17.4","40","0.00"
="01003T","兆豐新光R1      ","1258000","42","17556390","13.92","14","13.92","13.99","+","0.04","13.96","30","13.99","107","0.00"
="01004T","土銀富邦R2      ","179000","24","2255330","12.6","12.6","12.56","12.59","-","0.01","12.59","12","12.6","15","0.00"
="01007T","兆豐國泰R2      ","250000","113","3759760","15.05","15.05","15.03","15.05"," ","0","15","12","15.05","18","0.00"
"1101  ","台泥            ","3003552","1659","106334829","35.65","35.65","35.15","35.45","+","0.2","35.45","31","35.5","49","14.77"
"1102  ","亞泥            ","2807638","1446","95167346","34","34.1","33.55","33.95","-","0.15","33.9","6","33.95","144","13.37"
"1103  ","嘉泥            ","289038","115","2920932","10.15","10.25","10","10.15"," ","0","10.05","51","10.15","64","0.00"
"1104  ","環泥            ","334827","196","7539325","22.7","22.8","22.35","22.65","-","0.3","22.6","2","22.7","3","10.58"
"1108  ","幸福            ","484000","221","5056898","10.5","10.55","10.3","10.5"," ","0","10.4","23","10.5","14","9.05"
"1109  ","信大            ","58001","24","603810","10.5","10.5","10.2","10.2","-","0.2","10.15","4","10.3","7","51"
"1110  ","東泥            ","50184","45","682001","13.45","13.7","13.4","13.7"," ","0","13.5","1","13.7","6","80.59"
"1201  ","味全            ","1835718","782","36779428","20","20.3","19.85","20","+","0.35","20","73","20.05","3","0.00"
"1203  ","味王            ","27115","30","539580","20","20","19.85","19.9","-","0.1","19.8","21","19.9","2","14.96"
"1210  ","大成            ","720834","398","12992611","18.15","18.2","17.9","17.95","-","0.3","17.9","132","17.95","4","16.47"
"1213  ","大飲            ","18001","17","263464","14.75","14.8","14.5","14.75","+","0.2","14.5","9","14.75","1","38.82"
"1215  ","卜蜂            ","409916","247","8450497","20.9","20.9","20.5","20.55","-","0.15","20.55","27","20.65","9","7.39"
"1216  ","統一            ","6446422","3777","365564832","57.5","57.7","56.2","56.6","-","0.9","56.5","53","56.6","23","24.61"
"1217  ","愛之味          ","1112681","334","7482749","6.8","6.8","6.66","6.7","-","0.02","6.7","3","6.71","4","0.00"
"1218  ","泰山            ","327052","89","3435089","10.6","10.6","10.45","10.5","-","0.1","10.5","14","10.55","5","80.77"
"1219  ","福壽            ","21023","29","309385","14.65","14.8","14.65","14.75","-","0.05","14.7","1","14.75","4","44.7"
"1220  ","台榮            ","54009","35","532331","9.9","9.95","9.8","9.9"," ","0","9.81","5","9.9","17","41.25"
"1225  ","福懋油          ","114001","27","2579572","22.65","22.7","22.1","22.5","-","0.15","22.45","3","22.75","1","97.83"
"1227  ","佳格            ","925587","655","67995693","74","74","73","73.8","+","0.5","73.6","5","73.8","21","21.15"
"1229  ","聯華            ","543873","242","10362122","19.1","19.15","19","19.05","-","0.05","19.05","28","19.1","77","10.24"
"1231  ","聯華食          ","749875","66","19511197","26.3","26.5","26","26","-","0.3","26","3","26.1","7","12.5"
"1232  ","大統益          ","60447","63","4312203","71.2","71.5","71.2","71.5"," ","0","71.3","15","71.5","4","11.8"
"1233  ","天仁            ","35000","19","1313600","37.7","37.7","37.4","37.4","-","0.4","37.4","2","37.95","1","17.73"
"1234  ","黑松            ","80104","68","2692587","34.1","34.1","33.3","33.6","-","0.3","33.6","13","33.75","9","24.35"
"1235  ","興泰            ","32016","25","564161","17.8","17.8","17.35","17.7","-","0.1","17.7","2","17.75","2","0.00"
"1236  ","宏亞            ","21010","26","429710","20.4","20.7","20.3","20.7","+","0.35","20.6","1","20.75","1","22.75"
"1262  ","綠悅-KY         ","113110","95","13243815","118.5","118.5","116","116.5","-","1","116.5","22","117","2","10.8"
"1301  ","台塑            ","4224886","1688","295633298","69.9","70.7","69.2","70.4","+","0.2","70","140","70.4","172","20.83"
"1303  ","南亞            ","3685113","2013","214726823","58.6","58.7","57.6","58.7"," ","0","58.5","218","58.7","122","14.14"
"1304  ","台聚            ","4486012","1573","59804949","13.3","13.6","13","13.1","+","0.1","13.1","14","13.15","12","16.38"
"1305  ","華夏            ","3482744","940","45474139","13.05","13.25","12.9","12.9","-","0.05","12.9","194","12.95","43","15"
"1307  ","三芳            ","537698","378","20892234","39.5","39.6","38.5","38.6","-","0.45","38.6","2","38.75","13","14.85"
"1308  ","亞聚            ","2126831","848","37093376","17.65","17.85","17","17.4","-","0.1","17.3","5","17.4","15","15.26"
"1309  ","台達化          ","935483","273","8055172","8.63","8.72","8.49","8.56","-","0.07","8.56","2","8.57","1","0.00"
"1310  ","台苯            ","1205503","501","15644684","13.05","13.1","12.9","13","-","0.1","13","50","13.05","32","40.63"
"1312  ","國喬            ","5590176","2960","91784825","16.8","16.85","16.2","16.35","-","0.6","16.35","41","16.4","5","11.76"
"1312A ","國喬特          ","29000","11","630200","21.65","21.9","21.65","21.8","+","0.25","21.8","2","21.9","4","0.00"
"1313  ","聯成            ","1201524","735","11030200","9.24","9.24","9.13","9.15","-","0.09","9.15","14","9.17","2","24.73"
"1314  ","中石化          ","5264229","1899","44512036","8.49","8.53","8.37","8.44","-","0.02","8.41","271","8.44","24","12.6"
"1315  ","達新            ","26000","18","592400","22.85","23","22.6","22.85"," ","0","22.85","1","23","18","17.58"
"1316  ","上曜            ","219000","51","2185660","9.99","10.1","9.9","9.97","-","0.03","9.97","2","9.99","2","0.00"
"1319  ","東陽            ","2385716","1242","70222534","29.35","29.65","29.05","29.6","+","0.6","29.6","115","29.65","11","22.09"
"1321  ","大洋            ","106003","58","2887784","27.5","27.6","27.05","27.6","+","0.25","27.4","22","27.6","2","0.00"
"1323  ","永裕            ","231211","84","5368320","23.3","23.45","23.1","23.45","+","0.45","23.4","8","23.45","4","8.56"
"1324  ","地球            ","20001","16","202360","10.25","10.25","10","10.1"," ","0","10","12","10.1","1","19.06"
"1325  ","恆大            ","75326","37","1464606","19.5","19.5","19.4","19.5"," ","0","19.45","32","19.5","20","25.66"
"1326  ","台化            ","2523414","1423","172698993","68.4","69","68","69"," ","0","68.8","1","69","78","26.74"
"1337  ","再生-KY         ","1434889","645","21148774","15.2","15.2","14.55","14.6","-","0.5","14.6","11","14.65","7","6.08"
"1338  ","廣華-KY         ","1464592","1106","137055521","92","96","90.8","94","+","2.4","94","150","94.1","2","11.06"
"1339  ","昭輝            ","1564105","566","127447057","82.2","82.6","80.8","81.4","-","1.8","81.3","7","81.4","1","22.61"
"1340  ","勝悅-KY         ","499100","332","31341958","63.9","63.9","62.1","62.4","+","0.2","62.3","3","62.5","2","6.18"
"1402  ","遠東新          ","5550512","3261","165843960","30.15","30.2","29.65","29.75","-","0.3","29.75","96","29.8","12","14.17"
"1409  ","新纖            ","799669","365","6747107","8.47","8.53","8.4","8.44","-","0.05","8.43","12","8.44","1","19.18"
