"106年06月03日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="006206","元大上證50","221,370","94","5,969,060","26.98","26.98","26.92","26.98"," ","0.00","26.98","19","26.99","7","0.00",
="006207","FH滬深","272,000","69","5,532,480","20.37","20.37","20.31","20.35","+","0.07","20.35","19","20.37","5","0.00",
="006208","富邦台50","1,455","3","65,775","45.30","45.30","45.30","45.30","-","0.01","45.30","1","45.50","1","0.00",
="00625K","富邦上証+R","50,000","2","309,000","6.18","6.18","6.18","6.18","-","0.02","6.15","10","6.30","10","0.00",
="00631L","元大台灣50正2","1,622,340","185","49,304,336","30.31","30.47","30.28","30.46","+","0.18","30.46","8","30.47","1","0.00",
="00632R","元大台灣50反1","21,733,494","3,592","315,422,864","14.53","14.54","14.49","14.51","-","0.04","14.50","1,060","14.51","1,358","0.00",
="00633L","富邦上証正2","5,061,000","1,600","186,484,230","36.91","36.92","36.75","36.89","-","0.01","36.89","137","36.90","428","0.00",
="00634R","富邦上証反1","803,000","91","6,733,490","8.40","8.40","8.35","8.39","-","0.01","8.38","3","8.39","101","0.00",
="00635U","元大S&P黃金","646,146","218","12,959,071","20.01","20.09","20.00","20.06","+","0.22","20.04","21","20.06","36","0.00",
="00636","國泰中國A50","360,150","90","6,124,455","17.00","17.07","16.97","17.03","+","0.03","17.02","5","17.03","8","0.00",
="00637L","元大滬深300正2","10,997,805","1,564","153,106,670","13.94","13.94","13.89","13.93","-","0.01","13.92","1,265","13.93","187","0.00",
="00638R","元大滬深300反1","13,000","4","225,540","17.30","17.36","17.30","17.36","+","0.06","17.34","1","17.39","2","0.00",
="00639","富邦深100","1,308,523","307","12,376,168","9.44","9.47","9.43","9.47","+","0.07","9.46","67","9.47","36","0.00",
="00640L","富邦日本正2","155,000","68","3,105,850","20.03","20.14","20.01","20.10","-","0.09","20.02","1","20.10","1","0.00",
="00641R","富邦日本反1","256,000","97","4,249,390","16.55","16.63","16.55","16.63","+","0.10","16.63","22","16.64","100","0.00",
="00642U","元大S&P石油","1,678,590","502","28,440,486","16.88","16.97","16.88","16.96","+","0.08","16.95","17","16.96","32","0.00",
="00643","群益深証中小","1,119,476","206","14,788,015","13.19","13.23","13.17","13.23","+","0.10","13.22","15","13.23","1,163","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.95","10","3.00","50","0.00",
="00645","富邦日本","51,500","11","1,058,898","20.57","20.57","20.56","20.56","-","0.02","20.56","21","20.64","21","0.00",
="00646","元大S&P500","19,000","13","412,020","21.69","21.74","21.65","21.72","+","0.03","21.65","10","21.75","1","0.00",
="00647L","元大S&P500正2","17,000","7","444,040","26.25","26.52","26.05","26.05","-","0.20","26.05","29","26.51","1","0.00",
="00648R","元大S&P500反1","470,000","147","7,308,260","15.58","15.59","15.53","15.53","-","0.04","15.53","107","15.55","38","0.00",
="00649","FH香港","4,000","4","73,280","18.36","18.36","18.28","18.28","-","0.07","18.28","52","18.36","4","0.00",
="00650L","FH香港正2","20,000","13","527,680","26.32","26.43","26.32","26.43","+","0.18","26.37","3","26.43","1","0.00",
="00651R","FH香港反1","11,000","8","111,590","10.15","10.15","10.12","10.15","-","0.02","10.13","1","10.15","18","0.00",
="00652","富邦印度","6,011","6","133,122","22.15","22.15","22.14","22.14","+","0.07","22.11","1","22.14","1","0.00",
="00653L","富邦印度正2","49,000","27","1,292,130","26.31","26.40","26.31","26.40","+","0.06","26.35","1","26.40","8","0.00",
="00654R","富邦印度反1","5,000","4","81,210","16.26","16.26","16.23","16.23","-","0.03","16.23","8","16.30","37","0.00",
="00655L","國泰中國A50正2","617,150","550","16,566,615","27.02","27.02","26.80","26.87","-","0.15","26.87","7","26.90","9","0.00",
="00656R","國泰中國A50反1","0","0","0","--","--","--","--"," ","0.00","15.72","2","15.82","1","0.00",
="00657","國泰日經225","0","0","0","--","--","--","--"," ","0.00","24.37","1","24.42","51","0.00",
="00658L","國泰日本正2","2,000","1","59,560","29.78","29.78","29.78","29.78"," ","0.00","29.50","52","29.82","30","0.00",
="00659R","國泰日本反1","104,300","9","1,554,467","14.90","15.00","14.90","14.99","+","0.07","14.97","2","14.99","2","0.00",
="00660","元大歐洲50","6,000","6","152,020","25.30","25.52","25.30","25.30","+","0.15","25.30","2","25.50","50","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","24.88","50","25.39","50","0.00",
="00662","富邦NASDAQ","7,000","5","170,980","24.42","24.43","24.42","24.43","+","0.19","24.43","1","24.62","20","0.00",
="00663L","國泰臺灣加權正2","339,000","32","9,361,960","26.32","27.94","26.32","27.94","+","0.17","27.92","258","27.94","97","0.00",
="00664R","國泰臺灣加權反1","1,988,000","210","32,698,680","16.49","16.49","16.43","16.45","-","0.05","16.44","1","16.45","626","0.00",
="00665L","富邦H股正2","161,000","34","4,197,710","26.08","26.10","25.95","25.98","+","0.01","26.00","4","26.08","7","0.00",
="00666R","富邦H股反1","11,000","2","174,080","15.81","15.98","15.81","15.98","+","0.08","15.81","12","15.98","29","0.00",
="00667","元大韓國","2,000","2","42,690","21.34","21.35","21.34","21.35","+","0.20","21.35","1","21.37","2","0.00",
="00668","國泰美國道瓊","13,000","4","283,520","21.57","22.10","21.57","22.10","-","0.02","22.00","1","22.10","2","0.00",
="00669R","國泰美國道瓊反1","176,000","73","2,922,120","16.61","16.62","16.60","16.60","-","0.02","16.60","54","16.61","2","0.00",
="00670L","富邦NASDAQ正2","56,000","12","1,375,580","24.65","24.65","24.08","24.42","+","0.39","24.39","1","24.42","6","0.00",
="00671R","富邦NASDAQ反1","73,500","36","1,311,715","17.86","17.86","17.84","17.85","-","0.10","17.84","24","17.85","2","0.00",
="00672L","元大S&P原油正2","6,348,333","1,434","90,503,347","14.18","14.30","14.17","14.30","+","0.05","14.29","36","14.30","280","0.00",
="00673R","元大S&P原油反1","945,000","282","20,218,230","21.50","21.50","21.36","21.40","-","0.01","21.40","7","21.41","10","0.00",
="00674R","元大S&P黃金反1","58,000","35","1,137,450","19.66","19.66","19.59","19.60","-","0.31","19.59","13","19.62","50","0.00",
="00675L","富邦臺灣加權正2","924,000","100","11,173,670","12.08","12.12","12.07","12.11","+","0.07","12.11","800","12.12","14","0.00",
="00676R","富邦臺灣加權反1","4,319,000","253","38,519,320","8.93","8.93","8.91","8.92","-","0.02","8.91","380","8.92","1,406","0.00",
="00677U","富邦VIX","2,299,034","453","23,673,851","10.23","10.35","10.22","10.34","+","0.12","10.34","51","10.35","105","0.00",
="00678","群益NBI生技","98,000","56","1,937,290","19.75","19.80","19.69","19.77","+","0.16","19.75","7","19.77","6","0.00",
="00680L","元大美債20正2","69,000","27","1,426,130","20.47","20.83","20.47","20.71","+","0.35","20.52","1","20.71","20","0.00",
="00681R","元大美債20反1","5,000","5","95,230","19.04","19.07","19.04","19.07","-","0.03","19.01","1","19.20","50","0.00",
="00682U","元大美元指數","5,000","1","95,100","19.02","19.02","19.02","19.02","-","0.03","19.00","4","19.10","10","0.00",
="00683L","元大美元指數正2","98,000","71","1,786,240","18.30","18.30","18.20","18.22","-","0.17","18.22","2","18.30","2","0.00",
="00684R","元大美元指數反1","0","0","0","--","--","--","--"," ","0.00","20.51","1","20.75","1","0.00",
="00685L","群益臺灣加權正2","952,000","29","10,081,960","10.56","10.62","10.56","10.61","+","0.08","10.61","90","10.62","193","0.00",
="00686R","群益臺灣加權反1","298,000","33","2,887,120","9.70","9.70","9.68","9.68","-","0.03","9.68","105","9.69","598","0.00",
="00688L","國泰20年美債正2","92,000","18","1,925,090","20.40","21.14","20.40","20.97","+","0.31","20.93","10","20.98","3","0.00",
="00689R","國泰20年美債反1","12,000","5","230,720","19.22","19.30","19.22","19.22","-","0.12","19.22","3","19.38","28","0.00",
="00690","兆豐藍籌30","124,210","56","2,516,984","20.27","20.28","20.24","20.28","+","0.04","20.28","4","20.29","8","0.00",
="00691R","兆豐藍籌30反1","73,000","11","1,412,540","19.37","19.37","19.34","19.34","-","0.05","19.34","1","19.35","50","0.00",
="00692","富邦公司治理","2,997,600","459","60,239,177","20.08","20.12","20.08","20.12","+","0.04","20.12","212","20.13","111","0.00",
="00693U","華頓S&P黃豆","513,000","90","9,833,750","19.05","19.20","19.05","19.18","+","0.20","19.17","46","19.18","72","0.00",
="008201","BP上證50","2,300","9","193,280","84.10","84.40","83.90","84.40","+","0.40","84.00","5","84.30","1","0.00",
="01001T","土銀富邦R1","17,000","7","237,110","13.95","13.95","13.93","13.93","-","0.07","13.92","7","13.99","2","0.00",
="01002T","土銀國泰R1","94,000","16","1,348,990","14.34","14.36","14.34","14.36"," ","0.00","14.36","14","14.37","15","0.00",
="01003T","兆豐新光R1","1,000","1","14,110","14.11","14.11","14.11","14.11","+","0.03","14.08","30","14.11","3","0.00",
="01004T","土銀富邦R2","2,000","2","25,940","12.97","12.97","12.97","12.97","+","0.03","12.95","1","12.97","5","0.00",
="01007T","兆豐國泰R2","5,000","4","71,300","14.26","14.26","14.26","14.26","X","0.00","14.25","12","14.26","1","0.00",
="03001P","臺股指永豐6A售02","6,000","6","2,950","0.49","0.50","0.49","0.50","-","0.02","0.48","30","0.49","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","69.50","10","70.50","10","107.50",
="03002P","廣宇永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.87","30","0.88","30","0.00",
="03003P","聯鈞永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.59","30","0.60","30","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","85.00","10","86.00","10","209.00",
="03004P","大同元大71售02","15,000","2","9,300","0.62","0.62","0.62","0.62","X","0.00","0.61","100","0.62","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.40","10","13.60","10","24.50",
="03005P","義隆元大6A售01","160,000","6","73,250","0.54","0.54","0.44","0.44","-","0.11","0.43","100","0.44","100","0.00",
="03005X","元展05","3,000","2","44,600","14.80","14.90","14.80","14.90","X","0.00","14.90","10","15.00","12","24.50",
="03006P","聯發科元大6A售04","190,000","3","30,800","0.16","0.17","0.16","0.17"," ","0.00","0.15","250","0.16","100","0.00",
="03006X","元展06","16,000","6","413,000","25.70","25.90","25.70","25.90","+","0.30","25.90","10","26.00","7","46.45",
="03007P","鴻海元大6A售10","121,000","4","18,060","0.16","0.16","0.14","0.14","-","0.02","0.14","300","0.15","100","0.00",
="03007X","元展07","10,000","1","139,000","13.90","13.90","13.90","13.90","+","0.10","13.90","10","14.00","20","19.40",
="03008P","為升元富6A售02","0","0","0","--","--","--","--"," ","0.00","0.80","25","0.81","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.43","30","0.44","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","23.00","10","23.30","10","29.70",
="03010P","大立光日盛6A售04","0","0","0","--","--","--","--"," ","0.00","1.34","25","1.35","25","0.00",
="03010X","元展10","22,000","3","1,176,000","53.50","53.50","53.00","53.00"," ","0.00","53.00","11","54.00","10","105.00",
="03011P","大立光統一6A售04","20,000","4","16,900","0.85","0.85","0.84","0.84","-","0.01","0.83","400","0.84","200","0.00",
="03012P","大立光統一6B售05","19,000","5","20,340","1.06","1.08","1.06","1.06","-","0.02","1.04","108","1.05","108","0.00",
="03012X","元展12","0","0","0","--","--","--","--"," ","0.00","12.40","10","12.60","10","47.55",
="03013P","可成統一6A售07","150,000","2","59,500","0.40","0.40","0.39","0.39","-","0.02","0.38","208","0.39","208","0.00",
="03013X","元展13","0","0","0","--","--","--","--"," ","0.00","7.00","10","7.10","10","13.45",
="03014P","華邦電統一6A售04","591,000","10","336,700","0.55","0.58","0.55","0.55","+","0.02","0.54","40","0.55","10","0.00",
="03014X","元展14","0","0","0","--","--","--","--"," ","0.00","14.00","10","14.30","10","19.25",
="03015P","大立光群益6A售09","0","0","0","--","--","--","--"," ","0.00","0.87","25","0.88","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.10","10","13.20","2","18.65",
="03016P","中鋼群益6B售02","410,000","5","341,300","0.83","0.84","0.83","0.84","-","0.03","0.83","25","0.84","10","0.00",
="03016X","元展16","0","0","0","--","--","--","--"," ","0.00","1.78","50","1.79","50","8.27",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","1.16","25","1.26","10","0.00",
="03017X","元展17","251,000","3","423,050","1.69","1.69","1.68","1.68"," ","0.00","1.68","20","1.69","44","9.24",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","1.30","25","1.31","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.03","50","3.08","50","17.15",
="03019P","華新科群益6A售04","10,000","1","16,100","1.61","1.61","1.61","1.61","-","0.03","1.57","25","1.58","10","0.00",
="03019X","元展19","0","0","0","--","--","--","--"," ","0.00","2.73","50","2.76","50","15.65",
="03020P","鑽全群益6A售01","0","0","0","--","--","--","--"," ","0.00","0.98","25","0.99","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.88","50","2.91","50","17.40",
="03021P","大立光元大6A售11","0","0","0","--","--","--","--"," ","0.00","0.77","100","0.78","100","0.00",
="03021X","元展21","0","0","0","--","--","--","--"," ","0.00","10.40","10","10.50","10","27.75",
="03022P","大立光元大6A售14","60,000","2","103,900","1.73","1.74","1.73","1.74","-","0.05","1.74","100","1.75","100","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","27.50","10","27.80","10","105.00",
="03023P","大立光元大6B售03","130,000","3","76,400","0.58","0.59","0.58","0.58","-","0.01","0.57","100","0.58","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","14.40","11","14.70","10","27.50",
="03024P","中租元大6A售03","192,000","2","97,920","0.51","0.51","0.51","0.51","+","0.01","0.50","100","0.51","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","47.60","10","47.90","10","209.00",
="03025P","台積電元大6A售06","48,000","5","19,580","0.41","0.41","0.40","0.41","-","0.01","0.40","212","0.41","100","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","22.90","495","23.00","495","77.40",
="03026P","富邦金元大6B售03","10,000","2","11,000","1.11","1.11","1.09","1.09","-","0.07","1.08","100","1.09","100","0.00",
="03026X","元展23","5,000","1","18,900","3.78","3.78","3.78","3.78","+","0.01","3.80","100","3.84","100","15.55",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.52","10","0.53","10","0.00",
="03027X","元展24","0","0","0","--","--","--","--"," ","0.00","7.60","100","7.80","100","27.50",
="03028P","國巨永豐6A售03","129,000","1","135,450","1.05","1.05","1.05","1.05","-","0.08","1.05","30","1.06","30","0.00",
="03028X","元展25","203,000","16","4,496,100","22.20","22.20","22.00","22.10"," ","0.00","22.00","1","22.10","10","71.00",
="03029P","華新科永豐6A售03","0","0","0","--","--","--","--"," ","0.00","1.28","30","1.30","30","0.00",
="03029X","元展26","0","0","0","--","--","--","--"," ","0.00","13.80","10","13.90","52","40.50",
="03030P","臺股指玉山6A售01","11,000","5","8,480","0.77","0.78","0.77","0.77","-","0.03","0.76","10","0.77","10","0.00",
="03031P","臺股指玉山6A售02","10,000","1","7,300","0.73","0.73","0.73","0.73","-","0.03","0.72","10","0.73","10","0.00",
="03031X","元展28","1,000","1","6,350","6.35","6.35","6.35","6.35","+","0.10","6.35","10","6.40","10","47.50",
="03032P","大立光國泰6A售10","0","0","0","--","--","--","--"," ","0.00","1.51","340","1.52","297","0.00",
="03032X","元展29","7,000","1","50,050","7.15","7.15","7.15","7.15","+","0.05","7.15","120","7.25","100","13.80",
="03033P","大立光國泰6A售11","0","0","0","--","--","--","--"," ","0.00","1.33","380","1.34","220","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","11.20","10","11.30","10","328.00",
="03034P","大立光國泰6A售12","10,000","1","12,900","1.29","1.29","1.29","1.29","X","0.00","1.25","400","1.26","280","0.00",
="03035P","大立光國泰6A售13","0","0","0","--","--","--","--"," ","0.00","1.08","470","1.09","320","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.45","10","5.50","10","24.50",
="03036P","大立光元富6A售06","80,000","6","82,700","1.04","1.04","1.02","1.02","-","0.03","1.01","45","1.02","25","0.00",
="03037P","大立光元富6A售07","3,000","1","3,570","1.19","1.19","1.19","1.19","-","0.03","1.18","25","1.19","25","0.00",
="03038P","大立光元富6A售08","0","0","0","--","--","--","--"," ","0.00","1.09","25","1.10","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","13.70","10","13.80","10","93.00",
="03039P","大立光統一6B售08","72,000","8","89,040","1.24","1.24","1.22","1.23","-","0.02","1.23","10","1.25","18","0.00",
="03039X","元展36","0","0","0","--","--","--","--"," ","0.00","6.15","10","6.25","10","288.50",
="03040P","華新科凱基6A售02","0","0","0","--","--","--","--"," ","0.00","1.65","30","1.66","30","0.00",
="03040X","元展37","20,000","2","99,800","4.99","4.99","4.99","4.99"," ","0.00","4.99","10","5.00","10","12.40",
="03041P","台積電元大6A售07","279,000","9","133,920","0.48","0.48","0.48","0.48","-","0.01","0.47","219","0.48","150","0.00",
="03041X","元展38","14,000","4","81,400","5.90","5.90","5.80","5.85"," ","0.00","5.80","10","5.85","10","169.00",
="03042P","華通元大71售01","0","0","0","--","--","--","--"," ","0.00","0.53","100","0.54","100","0.00",
="03042X","元展39","0","0","0","--","--","--","--"," ","0.00","8.95","10","9.10","10","38.60",
="03043P","華新科元大6A售03","3,000","2","3,470","1.15","1.16","1.15","1.16","-","0.02","1.16","100","1.17","100","0.00",
="03043X","元展40","0","0","0","--","--","--","--"," ","0.00","10.00","10","10.10","10","50.30",
="03044P","大立光群益6A售11","0","0","0","--","--","--","--"," ","0.00","1.03","25","1.04","10","0.00",
="03044X","元展41","0","0","0","--","--","--","--"," ","0.00","8.75","10","8.85","10","20.45",
="03045P","大立光群益6C售10","198,000","2","245,520","1.24","1.24","1.24","1.24","-","0.02","1.22","27","1.23","10","0.00",
