"106年06月03日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="055549","彩晶群益68購01","0","0","0","--","--","--","--"," ","0.00","0.56","25","0.57","10","8.02",
="055550","彩晶群益68購02","11,000","2","3,510","0.31","0.32","0.31","0.32","+","0.01","0.32","25","0.33","10","8.02",
="055551","智伸科群益68購01","0","0","0","--","--","--","--"," ","0.00","0.52","25","0.53","10","143.00",
="055552","華夏群益67購01","0","0","0","--","--","--","--"," ","0.00","1.05","25","1.08","10","28.15",
="055553","新日興群益68購02","15,000","3","20,500","1.38","1.38","1.34","1.34","+","0.23","1.32","10","1.35","10","97.60",
="055554","精誠群益67購01","0","0","0","--","--","--","--"," ","0.00","0.60","25","0.62","10","64.10",
="055555","潤泰全群益67購01","0","0","0","--","--","--","--"," ","0.00","0.02","25","0.09","4","44.70",
="055556","潤泰全群益67購02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","44.70",
="055557","力達元大68購01","30,000","1","4,200","0.14","0.14","0.14","0.14"," ","0.00","0.15","100","0.16","100","105.50",
="055558","中砂元大67購01","372,000","12","289,440","0.85","0.85","0.75","0.77","-","0.08","0.79","100","0.81","100","73.90",
="055559","中砂元大67購02","244,000","12","301,830","1.29","1.29","1.18","1.22","-","0.32","1.25","100","1.26","50","73.90",
="055560","中纖元大68購01","0","0","0","--","--","--","--"," ","0.00","0.13","100","0.14","100","7.89",
="055561","元黃金元大69購02","0","0","0","--","--","--","--"," ","0.00","1.32","100","1.36","100","20.06",
="055562","允強元大67購01","0","0","0","--","--","--","--"," ","0.00","0.06","100","0.07","100","25.05",
="055563","台聚元大67購01","0","0","0","--","--","--","--"," ","0.00","0.16","100","0.17","100","15.20",
="055564","台聚元大67購02","0","0","0","--","--","--","--"," ","0.00","0.04","100","0.05","100","15.20",
="055565","台橡元大67購01","0","0","0","--","--","--","--"," ","0.00","0.18","100","0.19","100","34.00",
="055566","台耀元大67購01","0","0","0","--","--","--","--"," ","0.00","0.01","100","0.02","100","81.40",
="055568","宏全元大67購02","508,000","28","470,200","0.98","0.98","0.85","0.94","-","0.07","0.95","100","0.97","100","63.40",
="055569","亞翔元大67購01","0","0","0","--","--","--","--"," ","0.00","0.04","100","0.05","100","33.70",
="055570","亞翔元大67購02","25,000","3","2,050","0.07","0.09","0.07","0.09","+","0.02","0.10","100","0.11","100","33.70",
="055571","東聯元大67購01","0","0","0","--","--","--","--"," ","0.00","0.24","100","0.25","50","23.45",
="055572","東聯元大67購02","10,000","2","700","0.07","0.07","0.07","0.07","X","0.00","0.08","100","0.09","100","23.45",
="055573","長虹元大67購01","0","0","0","--","--","--","--"," ","0.00","0.65","100","0.68","100","69.60",
="055574","信錦元大67購01","0","0","0","--","--","--","--"," ","0.00","1.32","100","1.37","100","69.60",
="055575","冠德元大67購01","0","0","0","--","--","--","--"," ","0.00","0.14","100","0.15","100","18.35",
="055576","國碩元大68購01","318,000","8","49,940","0.13","0.17","0.13","0.16","+","0.04","0.16","100","0.17","100","20.05",
="055577","彩晶元大67購01","150,000","2","61,500","0.41","0.41","0.41","0.41"," ","0.00","0.40","100","0.41","100","8.02",
="055578","彩晶元大67購02","0","0","0","--","--","--","--"," ","0.00","0.21","100","0.22","100","8.02",
="055579","盛餘元大67購01","0","0","0","--","--","--","--"," ","0.00","0.07","100","0.08","100","33.65",
="055580","群電元大67購01","10,000","1","12,200","1.22","1.22","1.22","1.22","+","0.01","1.21","100","1.25","100","61.00",
="055581","榮化元大67購01","0","0","0","--","--","--","--"," ","0.00","0.04","100","0.05","100","42.60",
="055582","榮化元大67購02","0","0","0","--","--","--","--"," ","0.00","0.13","100","0.14","100","42.60",
="055583","精誠元大67購01","0","0","0","--","--","--","--"," ","0.00","0.44","100","0.46","100","64.10",
="055584","潤泰全元大67購01","0","0","0","--","--","--","--"," ","0.00","--","0","0.01","180","44.70",
="055585","潤泰全元大67購02","64,000","1","1,920","0.03","0.03","0.03","0.03","X","0.00","0.03","100","0.04","100","44.70",
="055586","聯成元大67購01","0","0","0","--","--","--","--"," ","0.00","0.32","100","0.33","100","13.40",
="055587","聯成元大67購02","0","0","0","--","--","--","--"," ","0.00","0.50","100","0.52","100","13.40",
="055588","燁輝元大67購01","0","0","0","--","--","--","--"," ","0.00","0.29","100","0.31","100","12.70",
="055589","燁輝元大67購02","38,000","2","26,760","0.69","0.71","0.69","0.71","X","0.00","0.69","100","0.71","100","12.70",
="055590","力達康和67購01","0","0","0","--","--","--","--"," ","0.00","0.07","10","0.11","10","105.50",
="055591","彩晶康和67購01","0","0","0","--","--","--","--"," ","0.00","0.19","10","0.20","10","8.02",
="055592","華夏康和67購01","0","0","0","--","--","--","--"," ","0.00","0.68","10","0.71","10","28.15",
="055593","中纖元富68購01","1,000","1","280","0.28","0.28","0.28","0.28","+","0.08","0.17","25","0.18","25","7.89",
="055594","彩晶元富67購01","0","0","0","--","--","--","--"," ","0.00","0.27","25","0.28","25","8.02",
="055595","新興元富68購01","10,000","1","7,500","0.75","0.75","0.75","0.75","X","0.00","0.72","25","0.75","20","21.05",
="055596","群電元富67購01","0","0","0","--","--","--","--"," ","0.00","1.60","25","1.64","10","61.00",
="055597","群電元富67購02","0","0","0","--","--","--","--"," ","0.00","1.58","25","1.63","10","61.00",
="055598","葡萄王元富69購01","8,000","3","5,720","0.72","0.72","0.70","0.72","-","0.01","0.71","25","0.73","10","189.00",
="055599","精誠元富67購01","10,000","1","5,000","0.50","0.50","0.50","0.50","X","0.00","0.49","25","0.50","25","64.10",
="055600","臺股指元富67購01","0","0","0","--","--","--","--"," ","0.00","2.43","25","2.44","25","0.00",
="055601","潤泰全元富68購01","0","0","0","--","--","--","--"," ","0.00","0.04","25","0.05","25","44.70",
="055602","燁輝元富68購01","0","0","0","--","--","--","--"," ","0.00","0.73","25","0.77","25","12.70",
="055603","台聚玉山67購01","0","0","0","--","--","--","--"," ","0.00","0.10","30","0.11","30","0.00",
="055604","新興玉山67購01","0","0","0","--","--","--","--"," ","0.00","0.52","10","0.62","10","0.00",
="055605","榮化玉山68購01","0","0","0","--","--","--","--"," ","0.00","0.27","53","0.28","53","0.00",
="055606","潤泰全玉山68購01","0","0","0","--","--","--","--"," ","0.00","0.02","13","0.03","13","0.00",
="055607","力達國泰67購01","15,000","1","4,050","0.27","0.27","0.27","0.27"," ","0.00","0.29","499","0.30","15","105.50",
="055608","中砂國泰67購01","20,000","1","38,000","1.90","1.90","1.90","1.90","-","0.39","1.84","280","1.88","15","73.90",
="055609","中砂國泰69購01","13,000","3","25,260","1.95","1.95","1.92","1.92","-","0.07","1.90","270","1.93","10","73.90",
="055610","允強國泰67購01","0","0","0","--","--","--","--"," ","0.00","0.16","450","0.17","15","25.05",
="055611","台聚國泰67購01","0","0","0","--","--","--","--"," ","0.00","0.18","499","0.19","15","15.20",
="055612","台耀國泰67購01","15,000","1","1,500","0.10","0.10","0.10","0.10","+","0.01","0.09","499","0.10","15","81.40",
="055613","亞翔國泰67購01","20,000","2","3,950","0.19","0.22","0.19","0.22","X","0.00","0.23","499","0.42","68","33.70",
="055614","亞翔國泰67購02","20,000","2","2,800","0.13","0.15","0.13","0.15","X","0.00","0.16","499","0.17","15","33.70",
="055615","東聯國泰69購01","0","0","0","--","--","--","--"," ","0.00","0.54","350","0.55","240","23.45",
="055616","長虹國泰67購01","0","0","0","--","--","--","--"," ","0.00","1.15","430","1.17","15","69.60",
="055617","國碩國泰67購01","70,000","5","4,000","0.06","0.06","0.04","0.04","X","0.00","0.04","499","--","0","20.05",
="055618","國碩國泰69購01","42,000","3","7,400","0.16","0.20","0.16","0.19","+","0.02","0.19","499","0.21","20","20.05",
="055619","彩晶國泰67購01","100,000","1","41,000","0.41","0.41","0.41","0.41","+","0.01","0.41","499","0.42","15","8.02",
="055620","彩晶國泰69購01","15,000","2","10,400","0.70","0.70","0.69","0.69","-","0.01","0.69","489","0.70","10","8.02",
="055621","盛餘國泰67購01","0","0","0","--","--","--","--"," ","0.00","0.06","499","0.07","15","33.65",
="055622","群電國泰67購01","0","0","0","--","--","--","--"," ","0.00","2.55","210","2.63","15","61.00",
="055623","嘉澤國泰67購01","0","0","0","--","--","--","--"," ","0.00","5.80","30","--","0","137.00",
="055624","嘉澤國泰69購01","0","0","0","--","--","--","--"," ","0.00","5.50","30","6.00","10","137.00",
="055625","榮化國泰67購01","20,000","1","3,600","0.18","0.18","0.18","0.18","+","0.04","0.18","499","0.19","15","42.60",
="055626","榮化國泰68購01","18,000","1","4,140","0.23","0.23","0.23","0.23","X","0.00","0.22","499","0.23","182","42.60",
="055627","精誠國泰67購01","0","0","0","--","--","--","--"," ","0.00","0.97","499","0.98","15","64.10",
="055628","潤泰全國泰67購01","15,000","1","150","0.01","0.01","0.01","0.01","X","0.00","0.01","534","0.02","15","44.70",
="055629","中纖富邦67購01","0","0","0","--","--","--","--"," ","0.00","0.06","30","0.10","30","7.89",
="055630","允強富邦67購01","0","0","0","--","--","--","--"," ","0.00","0.08","15","0.09","10","25.05",
="055631","王品富邦67購01","0","0","0","--","--","--","--"," ","0.00","6.25","30","--","0","213.00",
="055632","台苯富邦67購01","84,000","9","100,880","1.23","1.23","1.18","1.20","-","0.10","1.20","10","1.22","10","23.55",
="055633","台聚富邦67購01","0","0","0","--","--","--","--"," ","0.00","0.08","20","0.10","20","15.20",
="055634","台橡富邦67購01","0","0","0","--","--","--","--"," ","0.00","0.21","10","0.22","12","34.00",
="055635","宏全富邦67購01","0","0","0","--","--","--","--"," ","0.00","1.31","10","1.40","10","63.40",
="055636","東聯富邦67購01","0","0","0","--","--","--","--"," ","0.00","0.13","13","0.14","12","23.45",
="055637","彩晶富邦67購01","0","0","0","--","--","--","--"," ","0.00","0.23","10","0.24","10","8.02",
="055638","深中小富邦69購01","0","0","0","--","--","--","--"," ","0.00","0.28","14","0.30","14","13.23",
="055639","盛餘富邦67購01","0","0","0","--","--","--","--"," ","0.00","0.21","30","0.22","30","33.65",
="055640","華夏富邦67購01","0","0","0","--","--","--","--"," ","0.00","1.48","30","1.50","10","28.15",
="055641","新興富邦6A購01","0","0","0","--","--","--","--"," ","0.00","0.77","10","0.79","10","21.05",
="055642","群電富邦67購01","0","0","0","--","--","--","--"," ","0.00","1.65","30","1.69","10","61.00",
="055643","群電富邦69購01","0","0","0","--","--","--","--"," ","0.00","1.32","30","1.36","10","61.00",
="055644","榮化富邦68購01","120,000","2","58,800","0.49","0.49","0.49","0.49","X","0.00","0.48","20","0.50","10","42.60",
="055645","榮化富邦6A購01","223,000","4","116,190","0.51","0.53","0.51","0.53","X","0.00","0.49","20","0.50","10","42.60",
="055646","精誠富邦67購01","10,000","1","5,700","0.57","0.57","0.57","0.57","X","0.00","0.57","30","0.59","10","64.10",
="055647","潤泰全富邦67購02","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","10","44.70",
="055648","聯鈞富邦6A購01","250,000","8","136,200","0.51","0.57","0.51","0.57","+","0.05","0.56","30","0.58","30","139.00",
="055649","燁輝富邦67購01","47,000","5","53,040","1.12","1.16","1.12","1.12","+","0.02","1.12","30","1.16","10","12.70",
="055650","GIS日盛67購02","0","0","0","--","--","--","--"," ","0.00","12.70","25","13.60","10","228.00",
="055651","台積電日盛67購01","14,000","3","19,270","1.38","1.38","1.37","1.38","+","0.03","1.38","40","1.44","10","209.00",
="055652","彩晶日盛67購02","0","0","0","--","--","--","--"," ","0.00","0.69","25","0.70","25","8.02",
="055653","緯創日盛67購01","7,000","2","11,540","1.66","1.66","1.64","1.64","-","0.09","1.62","25","1.64","25","28.60",
="055654","T50反1統一69購02","0","0","0","--","--","--","--"," ","0.00","0.06","498","0.07","49","14.51",
="055655","元黃金統一69購02","96,000","5","71,350","0.74","0.75","0.74","0.75","+","0.06","0.74","868","0.75","358","20.06",
="055656","可成統一6A購01","1,000","1","2,720","2.72","2.72","2.72","2.72","+","0.13","2.68","216","2.73","10","328.00",
="055657","和碩統一67購04","0","0","0","--","--","--","--"," ","0.00","1.02","216","1.04","10","93.00",
="055658","群創統一69購01","1,190,000","13","1,053,520","0.90","0.90","0.88","0.90","+","0.03","0.88","60","0.90","5","13.80",
="055659","國泰金凱基67購01","315,000","4","96,650","0.30","0.31","0.30","0.31","-","0.02","0.31","30","0.32","30","47.55",
="055660","群創凱基67購02","0","0","0","--","--","--","--"," ","0.00","0.66","30","0.68","30","13.80",
="055661","力達元大67購01","0","0","0","--","--","--","--"," ","0.00","0.12","100","0.13","100","105.50",
="055662","日友元大68購01","0","0","0","--","--","--","--"," ","0.00","2.01","100","2.06","100","166.00",
="055663","和大元大67購01","0","0","0","--","--","--","--"," ","0.00","1.19","100","1.26","100","147.50",
="055664","奇鋐元大67購02","0","0","0","--","--","--","--"," ","0.00","0.20","100","0.21","100","25.85",
="055665","南亞科元大67購02","40,000","2","8,100","0.24","0.24","0.19","0.19","-","0.02","0.18","120","0.19","100","53.40",
="055666","訊芯元大69購01","667,000","27","619,730","0.89","0.97","0.86","0.89","+","0.03","0.88","100","0.89","100","117.50",
="055667","深中小元大67購01","0","0","0","--","--","--","--"," ","0.00","0.15","100","0.16","100","13.23",
="055668","華邦電元大67購01","0","0","0","--","--","--","--"," ","0.00","7.80","100","--","0","19.30",
="055669","鴻海元大67購02","197,000","21","514,090","2.65","2.74","2.59","2.74","+","0.11","2.65","10","2.74","10","105.00",
="055670","TPK群益68購02","0","0","0","--","--","--","--"," ","0.00","2.86","25","2.93","10","96.70",
="055671","力成群益67購01","0","0","0","--","--","--","--"," ","0.00","0.62","25","0.63","10","91.60",
="055672","力達群益67購01","100,000","1","27,000","0.27","0.27","0.27","0.27","-","0.01","0.30","25","0.31","10","105.50",
="055673","台積電群益67購03","0","0","0","--","--","--","--"," ","0.00","1.47","25","1.51","10","209.00",
="055674","台積電群益6A購02","568,000","9","800,880","1.41","1.41","1.41","1.41","+","0.01","1.41","25","1.42","10","209.00",
="055675","台積電群益6B購01","0","0","0","--","--","--","--"," ","0.00","1.27","25","1.28","10","209.00",
="055676","京元電群益67購02","340,000","3","185,920","0.55","0.55","0.49","0.49","-","0.09","0.51","25","0.52","10","29.55",
="055677","和碩群益67購01","0","0","0","--","--","--","--"," ","0.00","1.60","25","1.64","10","93.00",
="055678","為升群益67購02","0","0","0","--","--","--","--"," ","0.00","2.31","25","2.35","10","346.00",
="055679","義隆群益67購01","331,000","24","687,650","1.73","2.34","1.73","2.24","+","0.50","2.27","25","2.30","10","45.80",
="055680","榮化群益67購01","0","0","0","--","--","--","--"," ","0.00","0.23","25","0.24","10","42.60",
="055681","劍麟群益68購01","100,000","1","20,000","0.20","0.20","0.20","0.20","X","0.00","0.19","25","0.20","10","153.50",
="055682","樺漢群益67購02","0","0","0","--","--","--","--"," ","0.00","0.06","25","0.10","10","381.00",
="055683","中磊永豐67購01","0","0","0","--","--","--","--"," ","0.00","0.14","30","0.15","30","75.60",
="055684","日友永豐67購01","0","0","0","--","--","--","--"," ","0.00","1.84","30","1.93","30","166.00",
="055685","台光電永豐68購01","0","0","0","--","--","--","--"," ","0.00","1.75","30","1.83","10","122.50",
="055686","智易永豐68購01","276,000","11","80,050","0.28","0.30","0.28","0.30","X","0.00","0.29","30","0.30","30","52.00",
="055687","聯發科永豐68購01","353,000","11","345,160","0.99","0.99","0.97","0.99","-","0.01","1.00","30","1.01","30","235.50",
="055688","元大金國票69購01","0","0","0","--","--","--","--"," ","0.00","1.22","25","1.23","10","13.15",
="055689","台苯國票68購01","0","0","0","--","--","--","--"," ","0.00","1.22","25","1.23","10","23.55",
="055690","台聚國票69購01","0","0","0","--","--","--","--"," ","0.00","0.29","25","0.30","35","15.20",
="055691","佳世達國票68購01","0","0","0","--","--","--","--"," ","0.00","4.51","25","4.52","10","24.20",
="055692","東聯國票68購01","212,000","6","41,530","0.19","0.22","0.19","0.22"," ","0.00","0.21","25","0.22","35","23.45",
="055693","神基國票69購01","0","0","0","--","--","--","--"," ","0.00","0.49","25","0.50","35","40.50",
="055694","神達國票68購01","8,000","1","11,200","1.40","1.40","1.40","1.40"," ","0.00","1.47","25","1.48","10","38.05",
="055695","華新科國票69購01","0","0","0","--","--","--","--"," ","0.00","3.16","25","3.17","10","53.60",
="055696","微星國票68購01","0","0","0","--","--","--","--"," ","0.00","0.26","25","0.27","35","70.80",
="055697","群創國票68購01","9,000","1","6,300","0.70","0.70","0.70","0.70"," ","0.00","0.70","35","0.71","10","13.80",
="055698","榮化國票68購01","100,000","2","21,000","0.21","0.21","0.21","0.21","+","0.05","0.19","25","0.20","10","42.60",
="055699","緯創國票68購01","0","0","0","--","--","--","--"," ","0.00","1.10","25","1.11","10","28.60",
="055700","力達元富68購01","343,000","5","72,100","0.21","0.22","0.20","0.22","+","0.01","0.22","25","0.23","25","105.50",
="055701","上証2X元富6A購01","92,000","12","93,430","1.01","1.02","1.00","1.02","-","0.01","1.01","25","1.03","25","36.89",
="055702","台積電元富68購01","0","0","0","--","--","--","--"," ","0.00","2.12","25","2.22","10","209.00",
="055703","東聯元富67購01","0","0","0","--","--","--","--"," ","0.00","0.13","25","0.14","25","23.45",
="055704","英業達元富68購01","979,000","12","701,690","0.72","0.73","0.70","0.73","+","0.01","0.74","25","0.75","25","23.00",
="055705","富邦金元富67購02","0","0","0","--","--","--","--"," ","0.00","0.02","25","0.04","40","46.45",
="055706","緯創元富68購01","167,000","7","184,150","1.13","1.13","1.08","1.08","-","0.05","1.07","25","1.08","25","28.60",
="055707","麗豐國泰68購01","50,000","3","20,350","0.40","0.42","0.40","0.41","+","0.02","0.42","300","0.43","210","139.50",
="055708","T50反1富邦67購03","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.10","10","14.51",
="055709","華固富邦67購01","149,000","3","179,290","1.21","1.21","1.19","1.19","-","0.01","1.15","10","1.17","10","69.10",
="055710","群創富邦67購03","60,000","2","31,500","0.55","0.55","0.52","0.52","-","0.01","0.48","10","0.54","14","13.80",
="055711","卜蜂日盛67購01","28,000","3","60,840","2.19","2.19","2.13","2.13","-","0.13","2.15","25","2.20","10","66.40",
="055712","友達日盛67購01","20,000","2","4,200","0.21","0.21","0.21","0.21","X","0.00","0.20","25","0.22","10","11.85",
="055713","和碩日盛67購01","0","0","0","--","--","--","--"," ","0.00","1.27","25","1.30","25","93.00",
="055714","美律日盛67購01","0","0","0","--","--","--","--"," ","0.00","3.67","25","3.77","10","180.00",
="055715","智易日盛67購01","0","0","0","--","--","--","--"," ","0.00","0.14","25","0.15","25","52.00",
="055716","貿聯日盛67購01","10,000","1","20,000","2.00","2.00","2.00","2.00","X","0.00","2.29","25","2.36","20","233.00",
="055717","群創日盛67購02","0","0","0","--","--","--","--"," ","0.00","0.37","25","--","0","13.80",
="055718","GIS統一68購02","0","0","0","--","--","--","--"," ","0.00","7.90","108","8.35","10","228.00",
="055719","上銀統一69購02","0","0","0","--","--","--","--"," ","0.00","1.78","108","1.84","10","206.00",
="055720","友達統一69購01","200,000","1","50,000","0.25","0.25","0.25","0.25","-","0.01","0.24","113","0.25","108","11.85",
="055721","可成統一68購02","21,000","2","75,810","3.60","3.81","3.60","3.81","+","0.10","3.77","108","3.84","10","328.00",
="055722","矽創統一6A購01","0","0","0","--","--","--","--"," ","0.00","0.40","216","0.41","108","88.30",
="055723","美律統一68購03","0","0","0","--","--","--","--"," ","0.00","2.09","108","2.15","10","180.00",
="055724","群創統一67購01","744,000","5","520,800","0.70","0.70","0.70","0.70","+","0.01","0.70","108","0.72","108","13.80",
="055725","鴻海統一69購01","0","0","0","--","--","--","--"," ","0.00","2.66","108","2.74","10","105.00",
="055726","麗豐統一68購01","0","0","0","--","--","--","--"," ","0.00","0.21","20","0.22","10","139.50",
="055727","鑽全兆豐68購01","0","0","0","--","--","--","--"," ","0.00","0.27","10","0.28","10","85.70",
="055728","美律第一71購01","0","0","0","--","--","--","--"," ","0.00","2.79","10","2.88","10","180.00",
="055729","康友第一71購01","9,000","3","11,940","1.35","1.35","1.30","1.30","-","0.05","1.34","10","1.37","10","473.50",
="055730","台光電群益68購01","0","0","0","--","--","--","--"," ","0.00","1.23","25","1.27","10","122.50",
="055731","台橡群益67購01","0","0","0","--","--","--","--"," ","0.00","0.22","25","0.23","10","34.00",
="055732","利勤群益67購03","0","0","0","--","--","--","--"," ","0.00","0.01","25","0.10","10","75.80",
="055733","微星群益68購01","0","0","0","--","--","--","--"," ","0.00","0.07","25","0.10","10","70.80",
="055734","鴻海群益68購04","2,000","1","10,200","5.10","5.10","5.10","5.10","X","0.00","5.20","25","5.55","10","105.00",
="055735","中鋼國票68購02","0","0","0","--","--","--","--"," ","0.00","0.26","25","0.27","10","24.50",
="055736","台光電國票68購01","10,000","1","21,300","2.13","2.13","2.13","2.13","-","0.16","2.13","10","2.22","25","122.50",
="055737","英業達國票69購01","0","0","0","--","--","--","--"," ","0.00","0.47","25","0.48","35","23.00",
="055738","康舒國票68購02","30,000","2","8,800","0.29","0.30","0.29","0.30","+","0.01","0.29","35","0.30","25","23.00",
="055739","兆赫永豐68購01","0","0","0","--","--","--","--"," ","0.00","0.29","30","0.30","30","30.10",
="055740","矽力永豐67購01","28,000","3","25,610","0.92","0.92","0.91","0.91","-","0.07","0.91","30","0.93","30","574.00",
="055741","致伸永豐68購01","0","0","0","--","--","--","--"," ","0.00","2.47","30","2.57","30","57.20",
="055742","景碩永豐67購01","30,000","3","24,800","0.83","0.83","0.82","0.83","-","0.05","0.86","30","0.87","10","79.90",
="055743","智易永豐68購02","30,000","1","6,300","0.21","0.21","0.21","0.21","+","0.05","0.19","30","0.21","10","52.00",
="055744","華夏永豐67購01","0","0","0","--","--","--","--"," ","0.00","0.91","30","0.92","10","28.15",
="055745","群創永豐68購01","174,000","7","79,730","0.46","0.46","0.45","0.46","+","0.02","0.45","30","0.46","30","13.80",
="055746","聯詠永豐68購01","30,000","2","21,900","0.73","0.73","0.73","0.73","+","0.01","0.72","30","0.73","10","121.00",
="055747","T50反1元大67購07","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","100","14.51",
="055748","T50反1元大67購08","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","180","14.51",
="055749","T50反1元大68購02","0","0","0","--","--","--","--"," ","0.00","0.01","397","0.02","100","14.51",
="055750","T50反1元大69購03","0","0","0","--","--","--","--"," ","0.00","0.03","100","0.04","100","14.51",
="055751","TPK元大68購02","0","0","0","--","--","--","--"," ","0.00","3.87","30","3.96","10","96.70",
="055752","上証2X元大67購02","0","0","0","--","--","--","--"," ","0.00","0.75","100","0.76","100","36.89",
="055753","王品元大67購01","96,000","5","416,040","4.29","4.52","4.29","4.52","+","0.57","4.28","100","4.37","100","213.00",
="055754","佳世達元大67購02","40,000","6","183,250","4.36","4.74","4.33","4.74","+","0.43","5.35","100","5.40","100","24.20",
="055755","鴻海元大68購02","20,000","1","39,400","1.97","1.97","1.97","1.97"," ","0.00","1.97","100","2.06","100","105.00",
="055756","美律凱基67購01","0","0","0","--","--","--","--"," ","0.00","3.53","30","3.60","30","180.00",
="055757","京元電宏遠67購01","138,000","7","74,600","0.56","0.56","0.51","0.51","-","0.11","0.54","10","0.56","10","29.55",
="055758","瑞儀宏遠67購01","468,000","4","439,400","0.94","0.94","0.89","0.93","-","0.01","0.90","30","0.92","30","65.90",
="055759","友達國泰68購01","120,000","11","28,700","0.23","0.24","0.23","0.24"," ","0.00","0.23","499","0.24","10","11.85",
="055760","台苯國泰68購01","0","0","0","--","--","--","--"," ","0.00","1.46","499","1.47","20","23.55",
="055761","神基國泰68購01","105,000","4","60,050","0.58","0.58","0.57","0.57"," ","0.00","0.56","499","0.57","100","40.50",
="055762","神達國泰68購01","188,000","16","301,270","1.63","1.64","1.57","1.60","+","0.05","1.66","330","1.69","10","38.05",
="055763","群創國泰68購02","10,000","1","7,500","0.75","0.75","0.75","0.75","X","0.00","0.70","250","0.74","10","13.80",
="055764","群創國泰6A購01","30,000","3","25,800","0.86","0.86","0.86","0.86","+","0.04","0.84","250","0.87","10","13.80",
="055765","國泰金富邦69購01","0","0","0","--","--","--","--"," ","0.00","0.40","10","0.41","10","47.55",
="055766","義隆富邦67購01","187,000","19","412,450","2.00","2.44","1.96","2.44","+","0.48","2.44","30","2.49","10","45.80",
="055767","可成永昌67購03","49,000","9","456,450","9.45","9.45","9.05","9.35"," ","0.00","10.20","10","10.40","10","0.00",
="055768","富邦金永昌67購01","0","0","0","--","--","--","--"," ","0.00","0.01","30","0.02","318","0.00",
="055769","百和元富67購01","0","0","0","--","--","--","--"," ","0.00","0.60","25","0.63","25","102.00",
="055770","矽創元富67購01","0","0","0","--","--","--","--"," ","0.00","0.15","25","0.16","25","88.30",
="055771","群創元富6A購01","103,000","8","117,180","1.14","1.16","1.11","1.16","+","0.01","1.14","25","1.16","52","13.80",
="055772","榮化元富67購01","0","0","0","--","--","--","--"," ","0.00","0.31","25","0.32","25","42.60",
="055773","微星第一71購01","0","0","0","--","--","--","--"," ","0.00","0.60","10","0.61","10","70.80",
="055774","友達凱基67購01","1,323,000","6","251,370","0.19","0.19","0.19","0.19","-","0.01","0.19","30","0.21","30","11.85",
="055775","友達凱基67購02","0","0","0","--","--","--","--"," ","0.00","0.07","30","0.08","30","11.85",
="055776","國泰金日盛67購01","1,000","1","250","0.25","0.25","0.25","0.25","X","0.00","0.25","25","0.26","25","47.55",
="055777","台郡統一68購01","0","0","0","--","--","--","--"," ","0.00","1.47","10","1.54","10","111.00",
="055778","群創統一6A購01","419,000","21","374,020","0.90","0.90","0.88","0.88","-","0.01","0.88","210","0.90","98","13.80",
="055779","台積電元大67購05","5,000","1","5,500","1.10","1.10","1.10","1.10"," ","0.00","1.10","100","1.15","100","209.00",
="055780","台積電元大68購02","22,000","3","22,060","1.00","1.03","1.00","1.03","-","0.05","1.03","100","1.08","100","209.00",
="055781","宏碁元大67購01","0","0","0","--","--","--","--"," ","0.00","1.16","10","1.20","100","16.30",
="055782","信邦元大67購01","0","0","0","--","--","--","--"," ","0.00","0.13","100","0.14","100","72.10",
="055783","國喬元大68購01","568,000","14","326,020","0.60","0.60","0.56","0.58","-","0.02","0.58","100","0.59","100","20.80",
="055784","微星元大67購01","0","0","0","--","--","--","--"," ","0.00","0.11","100","0.12","100","70.80",
="055785","緯創元大67購01","0","0","0","--","--","--","--"," ","0.00","1.11","100","1.16","100","28.60",
="055786","台橡國票69購01","0","0","0","--","--","--","--"," ","0.00","0.35","25","0.36","35","34.00",
="055787","台積電國票69購02","10,000","1","17,100","1.71","1.71","1.71","1.71","-","0.01","1.75","25","1.76","10","209.00",
="055788","盛餘國票68購01","0","0","0","--","--","--","--"," ","0.00","0.26","25","0.27","10","33.65",
="055789","華通國票69購01","0","0","0","--","--","--","--"," ","0.00","6.05","25","6.10","10","24.85",
="055790","佳世達群益67購01","3,000","1","10,740","3.58","3.58","3.58","3.58","X","0.00","3.90","25","4.00","10","24.20",
="055791","智易群益68購02","0","0","0","--","--","--","--"," ","0.00","0.22","25","0.23","10","52.00",
="055792","微星群益67購04","0","0","0","--","--","--","--"," ","0.00","0.17","25","0.18","10","70.80",
="055793","鑽全群益67購02","15,000","1","3,150","0.21","0.21","0.21","0.21","X","0.00","0.21","10","0.22","10","85.70",
="055794","宏達電兆豐67購01","0","0","0","--","--","--","--"," ","0.00","0.03","10","0.06","10","72.00",
="055795","華新兆豐68購01","324,000","8","217,570","0.70","0.70","0.66","0.69"," ","0.00","0.67","10","0.68","10","12.85",
="055796","群創兆豐67購02","0","0","0","--","--","--","--"," ","0.00","0.34","10","0.48","2","13.80",
="055797","滬深2X兆豐67購01","0","0","0","--","--","--","--"," ","0.00","1.14","10","1.15","10","13.93",
