

2015年05月27日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11229.59,+,36.91,0.33
發行量加權股價指數,9693.54,+,24.13,0.25
臺灣50指數,7139.03,+,14.92,0.21
臺灣中型100指數,7442.9,+,25.69,0.35
臺灣資訊科技指數,8124.32,-,17.07,-0.21
臺灣發達指數,8372.03,+,9.44,0.11
臺灣高股息指數,5953.66,+,22.43,0.38
臺灣就業99指數,5926.79,+,44.12,0.75
臺灣高薪100指數,5375.15,+,15.89,0.3
臺灣企業經營101指數,6261.43,+,12.49,0.2
臺灣低波動高股息指數,1486.02,+,10.05,0.68
未含金融保險股指數,8061.78,+,4.41,0.05
未含電子股指數,14122.86,+,63.71,0.45
未含金融電子股指數,11808.29,+,4.24,0.04
小型股300指數,--,,--,--
水泥窯製類指數,556.69,+,1.78,0.32
塑膠化工類指數,820.99,+,0.31,0.04
機電類指數,2132.34,+,1.33,0.06
水泥類指數,144.65,+,0.31,0.21
食品類指數,1285.33,+,9.16,0.72
塑膠類指數,233.32,-,0.3,-0.13
紡織纖維類指數,611.73,+,5.21,0.86
電機機械類指數,161.57,-,0.07,-0.04
電器電纜類指數,34.57,-,0.01,-0.03
化學生技醫療類指數,103.17,+,0.31,0.3
化學類指數,104.27,-,0.08,-0.08
生技醫療類指數,71.6,+,0.59,0.83
玻璃陶瓷類指數,49.63,+,0.45,0.92
造紙類指數,168.16,+,0.14,0.08
鋼鐵類指數,97.57,-,0.31,-0.32
橡膠類指數,354.19,+,1.52,0.43
汽車類指數,342.51,-,1.78,-0.52
電子類指數,379.22,+,0.25,0.07
半導體類指數,120.8,-,0.59,-0.49
電腦及週邊設備類指數,106.96,+,0.27,0.25
光電類指數,44.62,+,0.76,1.73
通信網路類指數,116.85,+,0.63,0.54
電子零組件類指數,87.21,-,0.05,-0.06
電子通路類指數,118.55,+,0.71,0.6
資訊服務類指數,106.23,-,0.67,-0.63
其他電子類指數,92.56,+,0.1,0.11
建材營造類指數,293.33,-,1.04,-0.35
航運類指數,86.7,-,0.14,-0.16
觀光類指數,128.39,+,0.69,0.54
金融保險類指數,1231.19,+,16.9,1.39
貿易百貨類指數,231.08,+,3.01,1.32
油電燃氣類指數,99.09,-,1.31,-1.3
其他類指數,276.43,+,0.97,0.35
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11569.27,+,38.14,0.33
發行量加權股價報酬指數,14761.36,+,36.9,0.25
臺灣50報酬指數,10995.15,+,22.99,0.21
臺灣中型100報酬指數,10654.84,+,36.79,0.35
臺灣資訊科技報酬指數,11850.59,-,24.89,-0.21
臺灣發達報酬指數,11676.42,+,13.17,0.11
臺灣高股息報酬指數,9810.35,+,36.96,0.38
臺灣就業99報酬指數,6729.83,+,50.09,0.75
臺灣高薪100報酬指數,5418.91,+,16.02,0.3
臺灣企業經營101報酬指數,6688.63,+,13.35,0.2
臺灣低波動高股息報酬指數,2917.79,+,19.72,0.68
未含金融電子股報酬指數,18153.74,+,6.51,0.04
小型股300報酬指數,--,,--,--
水泥類報酬指數,191.42,+,0.41,0.21
食品類報酬指數,1487.03,+,10.6,0.72
塑膠類報酬指數,290.24,-,0.37,-0.13
紡織纖維類報酬指數,749.17,+,6.37,0.86
電機機械類報酬指數,193.95,-,0.08,-0.04
電器電纜類報酬指數,38.94,-,0.01,-0.03
化學生技醫療類報酬指數,125.15,+,0.38,0.3
化學類報酬指數,129.14,-,0.11,-0.09
生技醫療類報酬指數,83.03,+,0.68,0.83
玻璃陶瓷類報酬指數,52.91,+,0.48,0.92
造紙類報酬指數,195,+,0.16,0.08
鋼鐵類報酬指數,120.46,-,0.38,-0.31
橡膠類報酬指數,419.82,+,1.79,0.43
汽車類報酬指數,398.69,-,2.07,-0.52
電子類報酬指數,528.47,+,0.36,0.07
半導體類報酬指數,161.72,-,0.79,-0.49
電腦及週邊設備類報酬指數,153.28,+,0.4,0.26
光電類報酬指數,52.68,+,0.9,1.74
通信網路類報酬指數,178.96,+,0.97,0.54
電子零組件類報酬指數,119.47,-,0.08,-0.07
電子通路類報酬指數,173.69,+,1.04,0.6
資訊服務類報酬指數,160.42,-,1,-0.62
其他電子類報酬指數,107.42,+,0.14,0.13
建材營造類報酬指數,380.53,-,1.36,-0.36
航運類報酬指數,101.85,-,0.16,-0.16
觀光類報酬指數,142.5,+,0.77,0.54
金融保險類報酬指數,1533.55,+,21.05,1.39
貿易百貨類報酬指數,269.04,+,3.51,1.32
油電燃氣類報酬指數,117.57,-,1.56,-1.31
其他類報酬指數,353.33,+,1.25,0.36
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","90196217935","2405803318","765940"
"2.台灣存託憑證","96659234","16961968","3322"
"3.受益憑證","0","0","0"
"4.ETF","7800663450","248818669","39515"
"5.受益證券","36493570","2190000","252"
"6.變更交易股票","22012303","8521761","1341"
"7.認購(售)權證","3987655880","3277319000","108027"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","90218230238","2414325079","767281"
"總計(1~12)","102139702372","5959614716","918397"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3419(21),410(18)
"下跌(跌停)",2875(22),332(0)
"持平",585,107
"未成交",3674,4
"無比價",801,5
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年05月27日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","5812358","974","413273073","70.85","71.3","70.7","71.15","+","0.15","71.15","318","71.2","668","0.00"
="0051  ","元大中型100     ","33100","24","987348","29.76","29.99","29.7","29.99","+","0.19","29.75","1","29.99","1","0.00"
="0052  ","FB科技          ","30000","10","1264360","41.99","42.18","41.99","42.18","-","0.02","42.1","1","42.18","14","0.00"
="0053  ","元大電子        ","24000","15","709680","29.74","29.74","29.5","29.57","-","0.03","29.52","2","29.68","2","0.00"
="0054  ","元大台商50      ","12000","6","287000","23.88","23.98","23.82","23.98","+","0.05","23.89","2","23.98","2","0.00"
="0055  ","元大MSCI金融    ","1719260","307","28376808","16.34","16.6","16.34","16.55","+","0.25","16.54","4","16.55","4","0.00"
="0056  ","元大高股息      ","150100","106","3701041","24.64","24.7","24.61","24.69","+","0.05","24.69","2","24.7","14","0.00"
="0057  ","FB摩台          ","7000","4","301680","43.13","43.13","43.02","43.07","-","0.09","43.17","50","43.22","63","0.00"
="0058  ","FB發達          ","4000","3","160920","40.24","40.24","40.2","40.2","-","0.04","40.15","13","40.35","10","0.00"
="0059  ","FB金融          ","7000","6","260920","36.9","37.43","36.9","37.36","+","0.64","37.38","13","37.58","14","0.00"
="0060  ","新台灣          ","3000","3","102050","34","34.05","34","34.05","+","0.28","31.73","2","--","0","0.00"
="0061  ","元大寶滬深      ","27972134","5854","682324840","24.4","24.64","24.14","24.36","+","0.01","24.35","38","24.36","226","0.00"
="006203","元大MSCI台灣    ","1000","1","33900","33.9","33.9","33.9","33.9","+","0.17","31.83","2","--","0","0.00"
="006204","永豐臺灣加權    ","4000","1","193840","48.46","48.46","48.46","48.46","-","0.03","48.39","15","48.51","2","0.00"
="006205","FB上証          ","14947460","2834","633848170","42.38","42.72","41.87","42.15","-","0.15","42.11","39","42.15","133","0.00"
="006206","元大上證50      ","13880310","2283","516196568","37.46","37.61","36.6","36.6","-","0.42","36.59","314","36.6","21","0.00"
="006207","FH滬深          ","14635208","2389","464422092","31.6","31.93","31.42","31.48","+","0.15","31.48","11","31.49","15","0.00"
="006208","FB台50          ","1000","1","40100","40.1","40.1","40.1","40.1","+","0.19","40.05","35","40.28","36","0.00"
="00631L","元大台灣50正2   ","1750000","439","40848300","23.1","23.45","23.1","23.39","+","0.12","23.36","6","23.39","4","0.00"
="00632R","元大台灣50反1   ","4696160","613","85644934","18.32","18.32","18.19","18.2","-","0.07","18.2","140","18.21","2","0.00"
="00633L","FB上証正2       ","33319150","7683","2193338095","66","67.2","64.15","64.3","-","1.15","64.3","89","64.35","7","0.00"
="00634R","FB上証反1       ","22099485","2595","204356038","9.2","9.38","9.12","9.37","+","0.17","9.36","61","9.37","17","0.00"
="00635U","元大S&P黃金     ","3595000","422","70674510","19.61","19.72","19.61","19.71","-","0.24","19.7","158","19.71","136","0.00"
="00636 ","國泰中國A50     ","25287000","2877","573266870","22.7","22.96","22.4","22.42","-","0.2","22.42","44","22.43","15","0.00"
="00637L","元大滬深300正2  ","68097000","8984","1663737180","24.9","25.06","23.7","23.75","-","0.76","23.75","123","23.79","3","0.00"
="00638R","元大滬深300反1  ","10492000","663","187318860","17.68","18.09","17.55","18.04","+","0.22","18.04","150","18.05","60","0.00"
="0080  ","恒中國          ","13820","62","7863938","589","589","540.1","543","-","48.1","543","6","559","1","0.00"
="0081  ","恒香港          ","1395","18","1463245","1070","1070","1032.1","1032.1","-","27.9","1032.1","1","1060","1","0.00"
