

2017年04月12日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11292.37,-,19.29,-0.17
發行量加權股價指數,9817.68,-,14.74,-0.15
臺灣公司治理100指數,5514.04,-,4.25,-0.08
臺灣50指數,7391.84,+,2.86,0.04
臺灣中型100指數,6777.86,-,42,-0.62
臺灣資訊科技指數,8782.32,+,0.88,0.01
臺灣發達指數,8444.27,-,13.86,-0.16
臺灣高股息指數,5724,-,30.66,-0.53
臺灣就業99指數,5845.77,-,13.68,-0.23
臺灣高薪100指數,5443.55,-,6.47,-0.12
臺灣低波動高股息指數,1420.4,-,2.1,-0.15
未含金融保險股指數,8330.09,-,14.42,-0.17
未含電子股指數,13587.01,-,33.3,-0.24
未含金融電子股指數,11721.6,-,40.25,-0.34
小型股300指數,5954.8,-,2.72,-0.05
漲升股利150指數,5640.54,-,13.96,-0.25
漲升股利100指數,5590.27,-,11.25,-0.2
藍籌30指數,5167.87,-,14.23,-0.27
工業菁英30指數,5282.32,-,28.12,-0.53
電子菁英30指數,5297.62,-,11.46,-0.22
低波動精選30指數,5196.38,-,2.15,-0.04
低貝塔100指數,5270.29,+,5.11,0.1
中小型精選50指數,4967.04,-,11.65,-0.23
中小型A級動能50指數,5185.41,-,34.13,-0.65
藍籌30反向一倍指數,9649.15,+,26.42,0.27
水泥窯製類指數,470.33,-,1.42,-0.3
塑膠化工類指數,874.33,-,2.77,-0.32
機電類指數,2259,-,2.03,-0.09
水泥類指數,122.06,-,0.27,-0.22
食品類指數,1423.06,+,11.06,0.78
塑膠類指數,262.92,-,1.07,-0.41
紡織纖維類指數,488.88,-,1.99,-0.41
電機機械類指數,167.13,-,1.12,-0.67
電器電纜類指數,43.55,+,0.02,0.05
化學生技醫療類指數,100.86,-,0.47,-0.46
化學類指數,101.39,-,0.25,-0.25
生技醫療類指數,70.81,-,0.51,-0.72
玻璃陶瓷類指數,41.48,-,0.29,-0.69
造紙類指數,208.11,+,0.93,0.45
鋼鐵類指數,103.98,+,0.19,0.18
橡膠類指數,324.1,+,1.18,0.37
汽車類指數,247.52,+,0.33,0.13
電子類指數,401.71,-,0.28,-0.07
半導體類指數,136.58,-,0.28,-0.2
電腦及週邊設備類指數,100.77,-,0.58,-0.57
光電類指數,42.14,+,0.21,0.5
通信網路類指數,123.11,-,0.36,-0.29
電子零組件類指數,86.7,+,0.56,0.65
電子通路類指數,112.53,-,0.17,-0.15
資訊服務類指數,88.01,-,0.79,-0.89
其他電子類指數,100.32,+,0.17,0.17
