"106年07月03日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"臺灣中型100報酬指數","11,344.24","+","62.53","0.55",
"臺灣資訊科技報酬指數","15,554.17","+","56.02","0.36",
"臺灣發達報酬指數","13,666.46","+","49.36","0.36",
"臺灣高股息報酬指數","11,398.40","+","91.94","0.81",
"臺灣就業99報酬指數","7,519.66","+","31.37","0.42",
"臺灣高薪100報酬指數","6,442.71","+","29.71","0.46",
"臺灣低波動高股息報酬指數","3,246.75","+","17.50","0.54",
"未含金融電子股報酬指數","20,069.77","+","152.70","0.77",
"小型股300報酬指數","6,383.47","+","9.82","0.15",
"漲升股利150報酬指數","6,285.12","+","38.96","0.62",
"漲升股利100報酬指數","6,258.24","+","31.60","0.51",
"藍籌 30 報酬指數","5,561.48","+","44.67","0.81",
"工業菁英 30 報酬指數","5,859.14","+","42.73","0.73",
"電子菁英 30 報酬指數","5,799.46","+","35.03","0.61",
"低波動精選 30 報酬指數","5,570.24","+","21.25","0.38",
"低貝塔 100 報酬指數","5,464.01","+","35.58","0.66",
"中小型精選50報酬指數","5,259.01","+","9.35","0.18",
"中小型A級動能50報酬指數","5,570.51","+","2.45","0.04",
"水泥類報酬指數","164.76","+","0.76","0.46",
"食品類報酬指數","1,903.43","+","8.98","0.47",
"塑膠類報酬指數","359.05","+","1.31","0.37",
"紡織纖維類報酬指數","675.22","+","12.65","1.91",
"電機機械類報酬指數","227.51","-","0.89","-0.39",
"電器電纜類報酬指數","50.27","+","0.14","0.28",
"化學生技醫療類報酬指數","127.89","+","0.16","0.13",
"化學類報酬指數","134.91","+","0.62","0.46",
"生技醫療類報酬指數","82.87","-","0.27","-0.32",
"玻璃陶瓷類報酬指數","42.85","+","0.34","0.80",
"造紙類報酬指數","276.63","+","3.23","1.18",
"鋼鐵類報酬指數","136.82","+","2.50","1.86",
"橡膠類報酬指數","431.50","+","3.03","0.71",
"汽車類報酬指數","350.60","+","1.85","0.53",
"電子類報酬指數","671.13","+","1.23","0.18",
"半導體類報酬指數","221.59","+","0.64","0.29",
"電腦及週邊設備類報酬指數","172.22","+","1.18","0.69",
"光電類報酬指數","55.98","-","0.21","-0.37",
"通信網路類報酬指數","214.86","+","1.29","0.60",
"電子零組件類報酬指數","137.17","-","0.01","-0.01",
"電子通路類報酬指數","194.35","-","0.51","-0.26",
"資訊服務類報酬指數","154.13","+","0.25","0.16",
"其他電子類報酬指數","148.82","-","0.45","-0.30",
"建材營造類報酬指數","388.52","+","0.85","0.22",
"航運類報酬指數","80.82","+","1.57","1.98",
"觀光類報酬指數","149.00","-","0.81","-0.54",
"金融保險類報酬指數","1,550.69","+","6.81","0.44",
"貿易百貨類報酬指數","286.82","-","0.63","-0.22",
"油電燃氣類報酬指數","177.55","+","1.59","0.90",
"其他類報酬指數","362.13","+","6.59","1.85",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","78,450,418,658","2,211,404,602","652,845",
"2.台灣存託憑證","33,035,735","4,391,755","1,019",
"3.受益憑證","0","0","0",
"4.ETF","4,887,967,860","266,460,220","34,428",
"5.受益證券","8,053,720","582,000","146",
"6.變更交易股票","88,720,294","46,917,250","2,149",
"7.認購(售)權證","2,198,296,520","1,923,329,000","55,883",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","78,539,138,952","2,258,321,852","654,994",
"總計(1~12)","85,666,492,787","4,453,084,827","746,470",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","3,059(6)","420(5)",
"下跌(跌停)","2,725(19)","343(0)",
"持平","532","107",
"未成交","4,573","4",
"無比價","912","24",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年07月03日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","1,551,046","619","124,698,923","80.40","80.60","80.20","80.45","+","0.05","80.45","448","80.50","48","0.00",
="0051","元大中型100","9,000","9","265,590","29.27","29.58","29.27","29.56","+","0.29","29.44","50","29.57","6","0.00",
="0052","富邦科技","4,205","4","204,782","48.70","48.70","48.70","48.70"," ","0.00","48.75","1","48.80","2","0.00",
="0053","元大電子","15,000","15","525,460","35.01","35.07","34.95","34.95","+","0.07","35.04","50","35.36","20","0.00",
="0054","元大台商50","26,000","12","657,900","25.23","25.50","25.23","25.31","+","0.17","25.33","50","25.40","1","0.00",
="0055","元大MSCI金融","238,000","49","3,691,390","15.51","15.53","15.49","15.53","+","0.02","15.53","190","15.54","4","0.00",
="0056","元大高股息","1,110,668","531","28,508,895","25.57","25.75","25.57","25.75","+","0.17","25.74","500","25.75","50","0.00",
="0057","富邦摩台","1,000","1","48,070","48.07","48.07","48.07","48.07","+","0.01","48.01","20","48.21","20","0.00",
="0058","富邦發達","0","0","0","--","--","--","--"," ","0.00","45.58","1","45.99","1","0.00",
="0059","富邦金融","6,000","6","215,230","36.10","36.10","35.73","35.73","-","0.09","35.76","1","36.05","1","0.00",
="0061","元大寶滬深","4,577,757","795","75,657,240","16.56","16.56","16.49","16.53","-","0.02","16.53","95","16.54","22","0.00",
="006203","元大MSCI台灣","0","0","0","--","--","--","--"," ","0.00","37.08","50","37.19","2","0.00",
="006204","永豐臺灣加權","30,191","3","1,575,660","52.05","52.20","52.05","52.20","+","0.30","52.20","15","52.40","100","0.00",
="006205","富邦上証","3,570,986","547","103,344,099","29.00","29.01","28.80","28.98","+","0.02","28.97","143","28.98","183","0.00",
="006206","元大上證50","978,100","241","27,717,825","28.43","28.43","28.20","28.35","-","0.08","28.34","50","28.35","165","0.00",
="006207","FH滬深","2,676,000","269","58,119,740","21.80","21.81","21.60","21.75","-","0.05","21.75","32","21.78","70","0.00",
="006208","富邦台50","9,815","9","463,277","47.25","47.28","47.14","47.14","-","0.23","47.28","10","47.42","10","0.00",
="00625K","富邦上証+R","52,000","4","337,380","6.42","6.49","6.42","6.49","+","0.07","6.42","40","6.49","10","0.00",
="00631L","元大台灣50正2","1,597,000","454","51,969,110","32.52","32.68","32.38","32.67","+","0.16","32.66","2","32.67","161","0.00",
="00632R","元大台灣50反1","21,570,582","2,379","303,774,105","14.07","14.12","14.04","14.06","-","0.01","14.05","1,559","14.06","2,665","0.00",
="00633L","富邦上証正2","32,121,100","6,088","1,262,948,529","39.91","39.91","39.01","39.33","-","0.27","39.33","771","39.34","52","0.00",
="00634R","富邦上証反1","1,208,000","292","9,814,780","8.06","8.16","8.06","8.14","+","0.01","8.13","18","8.14","54","0.00",
="00635U","元大S&P黃金","1,448,000","368","28,269,210","19.56","19.56","19.50","19.51","-","0.13","19.50","230","19.51","21","0.00",
="00636","國泰中國A50","1,489,391","356","26,815,496","18.10","18.13","17.92","18.00","-","0.03","17.99","144","18.00","16","0.00",
="00637L","元大滬深300正2","66,442,388","7,272","985,752,558","15.04","15.05","14.72","14.87","-","0.08","14.87","59","14.88","197","0.00",
="00638R","元大滬深300反1","43,000","18","706,830","16.39","16.47","16.39","16.42"," ","0.00","16.41","50","16.42","3","0.00",
="00639","富邦深100","5,483,954","947","56,155,356","10.28","10.29","10.18","10.22","-","0.04","10.22","151","10.23","35","0.00",
="00640L","富邦日本正2","872,000","99","17,637,750","20.22","20.27","20.19","20.27","+","0.20","20.24","50","20.27","14","0.00",
="00641R","富邦日本反1","477,000","82","7,858,380","16.48","16.50","16.45","16.48","-","0.08","16.45","267","16.48","151","0.00",
="00642U","元大S&P石油","10,578,813","2,107","171,606,849","16.17","16.25","16.17","16.23","+","0.29","16.22","159","16.23","254","0.00",
="00643","群益深証中小","1,925,726","354","27,448,934","14.27","14.30","14.19","14.27","+","0.04","14.27","31","14.28","27","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.16","50","3.25","15","0.00",
="00645","富邦日本","6,144","7","127,036","20.65","20.70","20.65","20.67","+","0.07","20.67","53","20.73","11","0.00",
="00646","元大S&P500","10,290","11","226,245","22.00","22.00","21.98","21.98","+","0.03","21.98","41","22.00","14","0.00",
="00647L","元大S&P500正2","8,000","1","209,360","26.17","26.17","26.17","26.17","-","0.02","26.22","20","26.31","72","0.00",
="00648R","元大S&P500反1","431,000","90","6,758,980","15.68","15.70","15.67","15.70"," ","0.00","15.69","1","15.70","131","0.00",
="00649","FH香港","123,000","14","2,286,790","18.57","18.61","18.54","18.60","+","0.08","18.59","5","18.60","51","0.00",
="00650L","FH香港正2","805,000","43","21,177,950","26.07","26.35","25.80","26.32","+","0.12","26.29","10","26.33","3","0.00",
="00651R","FH香港反1","102,000","4","1,032,240","10.14","10.14","10.11","10.12","-","0.05","10.12","1","10.13","50","0.00",
="00652","富邦印度","286,274","40","6,229,955","21.85","21.87","21.70","21.87","+","0.16","21.87","40","21.88","10","0.00",
="00653L","富邦印度正2","1,211,000","212","31,033,110","25.40","25.90","25.40","25.90","+","0.55","25.90","31","25.91","1","0.00",
="00654R","富邦印度反1","330,000","38","5,427,770","16.55","16.55","16.33","16.33","-","0.23","16.33","9","16.34","50","0.00",
="00655L","國泰中國A50正2","3,646,000","858","104,217,550","28.88","28.98","28.28","28.61","-","0.16","28.61","129","28.62","10","0.00",
="00656R","國泰中國A50反1","54,000","5","824,750","15.25","15.30","15.25","15.27","X","0.00","15.24","103","15.27","74","0.00",
="00657","國泰日經225","6,000","4","145,660","24.27","24.29","24.27","24.29","+","0.11","24.29","51","24.36","20","0.00",
="00658L","國泰日本正2","19,000","9","559,300","29.35","29.46","29.35","29.45","+","0.31","29.37","101","29.45","40","0.00",
="00659R","國泰日本反1","15,000","10","224,560","14.99","14.99","14.95","14.95","-","0.08","14.95","10","14.97","3","0.00",
="00660","元大歐洲50","76,019","15","1,854,934","24.38","24.44","24.38","24.43","+","0.05","24.41","1","24.44","48","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","25.00","10","25.21","10","0.00",
="00662","富邦NASDAQ","134,150","12","3,207,213","23.88","23.95","23.88","23.95","+","0.21","23.87","60","23.95","1","0.00",
="00663L","國泰臺灣加權正2","338,000","36","9,946,930","29.39","29.55","29.32","29.54","+","0.14","29.54","199","29.56","499","0.00",
="00664R","國泰臺灣加權反1","1,851,000","167","29,528,710","15.96","16.00","15.91","15.93","-","0.02","15.92","517","15.93","90","0.00",
="00665L","富邦H股正2","1,989,000","251","51,063,300","25.49","25.87","25.31","25.87","+","0.52","25.83","51","25.87","44","0.00",
="00666R","富邦H股反1","207,000","16","3,318,570","16.06","16.08","15.98","15.98","-","0.15","15.98","60","16.00","30","0.00",
="00667","元大韓國","1,000","1","22,300","22.30","22.30","22.30","22.30","-","0.15","22.23","100","22.33","5","0.00",
="00668","國泰美國道瓊","1,000","1","22,570","22.57","22.57","22.57","22.57","+","0.10","22.57","129","22.58","260","0.00",
="00669R","國泰美國道瓊反1","302,000","43","4,975,980","16.49","16.50","16.46","16.50","-","0.03","16.49","260","16.50","97","0.00",
="00670L","富邦NASDAQ正2","284,000","29","6,344,690","22.34","22.39","22.33","22.39","+","0.10","22.38","2","22.39","56","0.00",
="00671R","富邦NASDAQ反1","682,000","68","12,589,010","18.48","18.48","18.44","18.47","-","0.04","18.45","8","18.47","244","0.00",
="00672L","元大S&P原油正2","68,719,786","6,590","888,880,521","12.93","12.99","12.91","12.92","+","0.51","12.91","1,872","12.92","194","0.00",
="00673R","元大S&P原油反1","509,000","163","11,289,240","22.20","22.21","22.12","22.19","-","0.51","22.18","21","22.19","197","0.00",
="00674R","元大S&P黃金反1","83,000","22","1,677,350","20.18","20.23","20.17","20.23","+","0.14","20.22","3","20.23","36","0.00",
="00675L","富邦臺灣加權正2","1,799,000","91","22,915,900","12.74","12.81","12.68","12.80","+","0.06","12.78","200","12.80","184","0.00",
="00676R","富邦臺灣加權反1","7,286,000","265","63,152,080","8.68","8.70","8.65","8.65","-","0.03","8.65","1,035","8.66","863","0.00",
="00677U","富邦VIX","5,552,000","463","55,130,510","9.98","9.98","9.87","9.97"," ","0.00","9.95","1","9.97","67","0.00",
="00678","群益NBI生技","73,000","36","1,549,860","21.45","21.45","21.15","21.15","-","0.12","21.15","3","21.17","3","0.00",
="00680L","元大美債20正2","65,000","13","1,336,850","20.61","20.62","20.55","20.57","-","0.15","20.54","76","20.61","25","0.00",
="00681R","元大美債20反1","60,000","5","1,139,700","18.99","19.03","18.98","19.03","+","0.03","18.99","10","19.04","10","0.00",
="00682U","元大美元指數","669,000","28","12,532,390","18.67","18.80","18.67","18.69","+","0.02","18.71","40","18.81","190","0.00",
="00683L","元大美元指數正2","440,000","71","7,834,980","17.84","17.87","17.78","17.84"," ","0.00","17.83","4","17.85","80","0.00",
="00684R","元大美元指數反1","5,000","3","104,510","20.92","20.92","20.83","20.83","-","0.13","20.82","140","20.85","1","0.00",
="00685L","群益臺灣加權正2","241,000","17","2,700,500","11.20","11.25","11.17","11.23","+","0.03","11.24","200","11.26","100","0.00",
="00686R","群益臺灣加權反1","2,155,000","36","20,269,810","9.42","9.44","9.40","9.40","-","0.01","9.39","700","9.40","41","0.00",
="00688L","國泰20年美債正2","10,000","5","208,910","20.93","20.93","20.87","20.87","-","0.15","20.87","150","20.90","100","0.00",
="00689R","國泰20年美債反1","12,000","6","231,270","19.25","19.28","19.25","19.27","+","0.04","19.27","150","19.30","100","0.00",
="00690","兆豐藍籌30","394,100","94","8,203,760","20.81","20.90","20.30","20.89","+","0.02","20.89","9","20.91","2","0.00",
="00691R","兆豐藍籌30反1","7,000","7","131,320","18.75","18.80","18.75","18.80","+","0.01","18.73","50","18.82","1","0.00",
="00692","富邦公司治理","1,248,435","159","26,035,334","20.86","20.95","20.82","20.95","+","0.09","20.94","50","20.95","5","0.00",
="00693U","華頓S&P黃豆","1,620,000","361","32,331,110","19.95","20.00","19.90","19.98","+","0.92","19.98","81","19.99","4","0.00",
="00698L","元大美債7-10正2","1,214,000","33","23,575,780","19.45","19.45","19.39","19.40","-","0.13","19.39","50","19.40","1","0.00",
="00699R","元大美債7-10反1","1,267,000","42","25,382,010","20.02","20.04","20.01","20.04","+","0.04","20.02","50","20.05","1","0.00",
="008201","BP上證50","300","3","26,500","88.50","88.50","88.00","88.00","+","0.50","87.65","5","88.00","23","0.00",
="01001T","土銀富邦R1","310,000","68","4,225,170","13.80","13.80","13.51","13.52","-","0.28","13.52","48","13.72","2","0.00",
="01002T","土銀國泰R1","172,000","38","2,464,290","14.45","14.45","14.30","14.30","-","0.19","14.30","2","14.33","4","0.00",
="01003T","兆豐新光R1","52,000","19","732,300","13.99","14.10","13.99","14.10","+","0.01","14.10","6","14.17","4","0.00",
="01004T","土銀富邦R2","36,000","16","460,900","12.81","12.81","12.80","12.80","-","0.03","12.78","7","12.82","3","0.00",
="01007T","兆豐國泰R2","12,000","5","171,060","14.32","14.32","14.22","14.25","-","0.09","14.22","2","14.24","2","0.00",
="03001P","臺股指永豐6A售02","6,000","2","1,380","0.23","0.23","0.23","0.23","X","0.00","0.22","30","0.23","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","70.50","10","71.50","10","109.00",
="03002P","廣宇永豐6A售02","599,000","13","443,030","0.72","0.76","0.72","0.76","X","0.00","0.74","30","0.75","30","0.00",
="03003P","聯鈞永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.52","30","0.53","30","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","89.00","10","89.50","10","209.00",
="03004P","大同元大71售02","30,000","1","14,400","0.48","0.48","0.48","0.48","X","0.00","0.47","100","0.48","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","14.30","10","14.50","10","25.40",
="03005P","義隆元大6A售01","127,000","2","66,040","0.52","0.52","0.52","0.52","+","0.01","0.45","100","0.46","100","0.00",
="03005X","元展05","0","0","0","--","--","--","--"," ","0.00","16.10","10","16.30","10","25.60",
="03006P","聯發科元大6A售04","150,000","5","7,000","0.05","0.05","0.04","0.04","-","0.01","0.03","290","0.04","200","0.00",
="03006X","元展06","36,000","7","1,026,000","28.60","28.60","28.30","28.40","+","0.30","28.50","10","28.60","3","46.85",
="03007P","鴻海元大6A售10","549,000","5","16,480","0.03","0.04","0.03","0.04","+","0.01","0.03","411","0.04","490","0.00",
="03007X","元展07","26,000","4","384,100","14.70","14.90","14.70","14.90","+","0.20","14.70","10","14.90","10","20.00",
="03008P","為升元富6A售02","10,000","1","4,300","0.43","0.43","0.43","0.43","-","0.02","0.44","25","0.45","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.30","30","0.31","30","0.00",
="03009X","元展09","4,000","3","95,900","24.10","24.10","23.90","23.90","X","0.00","23.70","10","24.00","10","30.25",
="03010P","大立光日盛6A售04","337,000","10","379,900","1.10","1.15","1.10","1.15","+","0.08","1.15","25","1.16","25","0.00",
="03010X","元展10","1,001,000","1","62,162,100","--","--","--","--"," ","0.00","61.50","1","62.00","10","116.50",
="03011P","大立光統一6A售04","215,000","9","166,540","0.74","0.79","0.74","0.79","+","0.05","0.79","197","0.80","235","0.00",
="03012P","大立光統一6B售05","55,000","5","52,550","0.95","0.96","0.95","0.96","+","0.06","0.95","216","0.96","105","0.00",
="03012X","元展12","43,000","4","606,400","14.10","14.20","14.10","14.10","+","0.20","14.10","10","14.20","11","48.60",
="03013P","可成統一6A售07","300,000","3","43,000","0.15","0.15","0.14","0.14","-","0.02","0.14","208","0.15","308","0.00",
="03013X","元展13","290,000","7","2,146,000","7.40","7.40","7.40","7.40"," ","0.00","7.50","10","7.60","10","13.95",
="03014P","華邦電統一6A售04","351,000","6","187,590","0.53","0.56","0.53","0.56","-","0.02","0.55","20","0.56","10","0.00",
="03014X","元展14","56,000","4","865,800","15.50","15.50","15.30","15.40"," ","0.00","15.30","13","15.60","4","20.40",
="03015P","大立光群益6A售09","0","0","0","--","--","--","--"," ","0.00","0.61","25","0.62","10","0.00",
="03015X","元展15","3,000","2","39,900","13.30","13.30","13.30","13.30","X","0.00","13.20","10","13.40","11","18.75",
="03016P","中鋼群益6B售02","142,000","6","84,040","0.62","0.62","0.55","0.55","-","0.07","0.55","25","0.56","10","0.00",
="03016X","元展16","110,000","5","227,200","2.10","2.10","2.06","2.06","-","0.02","2.05","50","2.07","50","8.77",
="03017P","致茂群益6B售02","134,000","1","129,980","0.97","0.97","0.97","0.97","X","0.00","0.96","25","0.97","10","0.00",
="03017X","元展17","90,000","5","154,800","1.72","1.72","1.72","1.72","+","0.03","1.72","50","1.74","50","9.35",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","0.92","25","0.94","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.19","50","3.23","50","17.60",
="03019P","華新科群益6A售04","0","0","0","--","--","--","--"," ","0.00","1.34","25","1.35","10","0.00",
="03019X","元展19","4,000","1","11,680","2.92","2.92","2.92","2.92","+","0.01","2.92","50","2.95","50","16.25",
="03020P","鑽全群益6A售01","772,000","6","663,470","0.86","0.86","0.83","0.83"," ","0.00","0.83","25","0.84","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.87","50","2.93","50","17.45",
="03021P","大立光元大6A售11","91,000","1","48,230","0.53","0.53","0.53","0.53","+","0.03","0.55","100","0.56","100","0.00",
="03021X","元展21","1,000","1","8,750","8.75","8.75","8.75","8.75"," ","0.00","8.65","10","8.80","10","26.20",
="03022P","大立光元大6A售14","414,000","15","636,170","1.50","1.59","1.50","1.59","+","0.09","1.59","100","1.60","20","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","31.70","10","32.00","10","116.50",
="03023P","大立光元大6B售03","560,000","9","292,710","0.52","0.53","0.52","0.53","+","0.03","0.52","100","0.56","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","15.90","12","16.20","11","28.98",
="03024P","中租元大6A售03","0","0","0","--","--","--","--"," ","0.00","0.22","100","0.23","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","49.80","10","50.50","10","209.00",
="03025P","台積電元大6A售06","195,000","2","33,150","0.17","0.17","0.17","0.17","-","0.01","0.15","110","0.16","100","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","24.20","495","24.30","300","80.45",
="03026P","富邦金元大6B售03","0","0","0","--","--","--","--"," ","0.00","0.61","100","0.62","100","0.00",
="03026X","元展23","6,000","1","25,920","4.32","4.32","4.32","4.32","X","0.00","4.28","100","4.34","100","16.53",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.42","10","0.43","10","0.00",
="03027X","元展24","1,000","1","8,350","8.35","8.35","8.35","8.35","X","0.00","8.35","100","8.50","100","28.98",
="03028P","國巨永豐6A售03","445,000","12","343,770","0.75","0.80","0.75","0.80","+","0.01","0.78","30","0.79","30","0.00",
="03028X","元展25","0","0","0","--","--","--","--"," ","0.00","24.30","10","24.50","1","75.50",
="03029P","華新科永豐6A售03","111,000","1","120,990","1.09","1.09","1.09","1.09","X","0.00","1.10","30","1.11","30","0.00",
="03029X","元展26","1,000","1","13,800","13.80","13.80","13.80","13.80","-","0.10","13.80","10","13.90","51","40.65",
="03030P","臺股指玉山6A售01","0","0","0","--","--","--","--"," ","0.00","0.33","10","0.34","10","0.00",
="03031P","臺股指玉山6A售02","0","0","0","--","--","--","--"," ","0.00","0.32","10","0.33","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.60","10","6.70","10","48.50",
="03032P","大立光國泰6A售10","273,000","7","383,580","1.36","1.44","1.36","1.44","+","0.09","1.45","400","1.47","262","0.00",
="03032X","元展29","12,000","3","117,200","9.60","9.80","9.60","9.80","+","0.50","9.80","100","9.90","100","16.30",
="03033P","大立光國泰6A售11","206,000","4","255,170","1.18","1.26","1.18","1.26","+","0.10","1.26","450","1.27","196","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.10","10","13.20","10","365.00",
="03034P","大立光國泰6A售12","80,000","3","88,200","1.09","1.15","1.09","1.15","+","0.08","1.15","490","1.16","153","0.00",
="03035P","大立光國泰6A售13","20,000","5","19,000","0.93","0.97","0.93","0.97","+","0.05","0.98","499","0.99","81","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.75","10","5.80","10","25.10",
="03036P","大立光元富6A售06","228,000","6","226,220","0.97","1.01","0.97","1.01","+","0.03","1.01","25","1.02","25","0.00",
="03037P","大立光元富6A售07","283,000","5","329,280","1.13","1.18","1.13","1.17","+","0.06","1.18","25","1.19","25","0.00",
="03038P","大立光元富6A售08","408,000","4","415,920","0.99","1.03","0.99","1.03","X","0.00","1.03","25","1.04","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","14.70","10","14.80","10","97.60",
="03039P","大立光統一6B售08","545,000","5","639,560","1.15","1.18","1.15","1.18","+","0.03","1.19","20","1.20","10","0.00",
="03039X","元展36","0","0","0","--","--","--","--"," ","0.00","6.05","10","6.15","10","287.00",
="03040P","華新科凱基6A售02","5,000","1","6,950","1.39","1.39","1.39","1.39","X","0.00","1.44","30","1.45","30","0.00",
="03040X","元展37","25,000","5","169,500","6.80","6.85","6.70","6.70","-","0.30","6.60","10","6.70","10","14.40",
="03041P","台積電元大6A售07","0","0","0","--","--","--","--"," ","0.00","0.22","100","0.23","100","0.00",
="03041X","元展38","1,000","1","5,700","5.70","5.70","5.70","5.70","+","0.10","5.65","10","5.75","10","163.00",
