

2016年10月06日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10718.84,+,15.46,0.14
發行量加權股價指數,9284.31,+,12.03,0.13
臺灣公司治理100指數,5208.37,+,12.09,0.23
臺灣50指數,6995.59,+,9.04,0.13
臺灣中型100指數,6523.41,-,0.79,-0.01
臺灣資訊科技指數,8651.81,+,41.11,0.48
臺灣發達指數,7847.59,-,10.88,-0.14
臺灣高股息指數,5580.93,-,10.22,-0.18
臺灣就業99指數,5487.35,-,1.72,-0.03
臺灣高薪100指數,5082.33,-,0.55,-0.01
臺灣低波動高股息指數,1375.82,-,2.46,-0.18
未含金融保險股指數,7920.71,+,13.84,0.18
未含電子股指數,12756.95,+,5.07,0.04
未含金融電子股指數,11137.12,+,14.09,0.13
小型股300指數,5501.35,+,8,0.15
漲升股利150指數,5351.89,+,1.11,0.02
漲升股利100指數,5352.58,+,1.6,0.03
水泥窯製類指數,447.95,+,0.82,0.18
塑膠化工類指數,803.8,+,1.87,0.23
機電類指數,2149.93,+,4.18,0.19
水泥類指數,116.32,+,0.28,0.24
食品類指數,1482.24,-,15.02,-1
塑膠類指數,231.31,+,0.84,0.36
紡織纖維類指數,489.82,-,1.77,-0.36
電機機械類指數,166.88,-,0.03,-0.02
電器電纜類指數,35.68,+,0.01,0.03
化學生技醫療類指數,101.72,+,0.44,0.43
化學類指數,94.25,-,0.05,-0.05
生技醫療類指數,78.62,+,0.75,0.96
玻璃陶瓷類指數,39.49,-,0.06,-0.15
造紙類指數,156.26,+,0.73,0.47
鋼鐵類指數,88.08,+,0.3,0.34
橡膠類指數,326.19,-,2.25,-0.69
汽車類指數,253.7,+,0.19,0.07
電子類指數,382,+,0.78,0.2
半導體類指數,132.65,+,0.71,0.54
電腦及週邊設備類指數,101.66,-,0.33,-0.32
光電類指數,35.64,-,0.09,-0.25
通信網路類指數,127.04,+,0.08,0.06
電子零組件類指數,81.49,-,0.21,-0.26
電子通路類指數,109.81,+,0.2,0.18
資訊服務類指數,78.46,+,0.26,0.33
其他電子類指數,85.44,+,0.14,0.16
建材營造類指數,240.53,-,0.74,-0.31
航運類指數,59.05,+,0.02,0.03
觀光類指數,116.06,-,0.77,-0.66
金融保險類指數,1004.12,-,1.87,-0.19
貿易百貨類指數,214.78,-,1.07,-0.5
油電燃氣類指數,124.84,+,1.94,1.58
其他類指數,254.6,-,0.31,-0.12
臺指日報酬兩倍指數,12625.9,+,32.68,0.26
臺指日報酬反向一倍指數,8618.52,-,11.2,-0.13
電子類兩倍槓桿指數,10031.59,+,40.88,0.41
電子類反向指數,9388.23,-,19.25,-0.2
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11933.89,+,17.36,0.15
發行量加權股價報酬指數,15304.15,+,19.92,0.13
臺灣公司治理100報酬指數,5646.08,+,13.1,0.23
臺灣50報酬指數,11663.53,+,15.08,0.13
臺灣中型100報酬指數,10112.15,-,1.22,-0.01
臺灣資訊科技報酬指數,13715.76,+,65.17,0.48
臺灣發達報酬指數,11790.43,-,16.35,-0.14
臺灣高股息報酬指數,10455.74,-,19.15,-0.18
臺灣就業99報酬指數,6738.65,-,2.11,-0.03
臺灣高薪100報酬指數,5585.56,-,0.61,-0.01
臺灣低波動高股息報酬指數,2966.41,-,5.31,-0.18
未含金融電子股報酬指數,18397.94,+,23.61,0.13
小型股300報酬指數,5743.92,+,8.65,0.15
漲升股利150報酬指數,5527.26,+,1.15,0.02
漲升股利100報酬指數,5519.21,+,1.65,0.03
水泥類報酬指數,169.85,+,0.41,0.24
食品類報酬指數,1817.85,-,18.42,-1
塑膠類報酬指數,308.92,+,1.12,0.36
紡織纖維類報酬指數,641.7,-,2.32,-0.36
電機機械類報酬指數,214.66,-,0.03,-0.01
電器電纜類報酬指數,41.4,+,0.01,0.02
化學生技醫療類報酬指數,131.72,+,0.57,0.43
化學類報酬指數,126.28,-,0.05,-0.04
生技醫療類報酬指數,95.75,+,0.91,0.96
玻璃陶瓷類報酬指數,42.66,-,0.06,-0.14
造紙類報酬指數,194.17,+,0.9,0.47
鋼鐵類報酬指數,116.61,+,0.39,0.34
橡膠類報酬指數,424.15,-,2.93,-0.69
汽車類報酬指數,322.62,+,0.25,0.08
電子類報酬指數,578.82,+,1.17,0.2
半導體類報酬指數,192.15,+,1.03,0.54
電腦及週邊設備類報酬指數,162.25,-,0.53,-0.33
光電類報酬指數,44.41,-,0.11,-0.25
通信網路類報酬指數,212.12,+,0.13,0.06
電子零組件類報酬指數,122.36,-,0.31,-0.25
電子通路類報酬指數,183.38,+,0.32,0.17
資訊服務類報酬指數,133.36,+,0.43,0.32
其他電子類報酬指數,107.81,+,0.18,0.17
建材營造類報酬指數,350.29,-,1.08,-0.31
航運類報酬指數,73.43,+,0.01,0.01
觀光類報酬指數,135,-,0.9,-0.66
金融保險類報酬指數,1355.2,-,2.52,-0.19
貿易百貨類報酬指數,268.97,-,1.34,-0.5
油電燃氣類報酬指數,157.03,+,2.44,1.58
其他類報酬指數,350.18,-,0.38,-0.11
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","58722940329","1451543284","571217"
"2.台灣存託憑證","30368237","7156441","1201"
"3.受益憑證","0","0","0"
"4.ETF","3052975868","176330476","16620"
"5.受益證券","23339573","1469300","169"
"6.變更交易股票","34399707","13414842","1326"
"7.認購(售)權證","1467371100","1488028000","42885"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
