

2016年11月25日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10514,+,8.97,0.09
發行量加權股價指數,9159.07,+,6.96,0.08
臺灣公司治理100指數,5209.38,+,1.01,0.02
臺灣50指數,6931.07,-,4.34,-0.06
臺灣中型100指數,6287.49,+,22.72,0.36
臺灣資訊科技指數,8307.52,-,32.75,-0.39
臺灣發達指數,7752.45,+,3.61,0.05
臺灣高股息指數,5442.73,+,14.25,0.26
臺灣就業99指數,5567.88,+,24.69,0.45
臺灣高薪100指數,5140.23,+,12.29,0.24
臺灣低波動高股息指數,1345.5,+,0.63,0.05
未含金融保險股指數,7730.79,-,6.56,-0.08
未含電子股指數,12991.62,+,55.69,0.43
未含金融電子股指數,11163.94,+,16.77,0.15
小型股300指數,5349.26,+,8.92,0.17
漲升股利150指數,5224.24,-,5.91,-0.11
漲升股利100指數,5183.01,-,7.64,-0.15
水泥窯製類指數,433.66,-,3.07,-0.7
塑膠化工類指數,842.34,-,0.12,-0.01
機電類指數,2061.16,-,4.57,-0.22
水泥類指數,113.84,-,0.87,-0.76
食品類指數,1382.33,-,0.39,-0.03
塑膠類指數,254.51,-,0.41,-0.16
紡織纖維類指數,462.24,+,3.99,0.87
電機機械類指數,147.74,+,0.13,0.09
電器電纜類指數,40.69,-,0.28,-0.68
化學生技醫療類指數,97.16,+,0.42,0.43
化學類指數,93.3,+,0.46,0.5
生技醫療類指數,72.15,+,0.27,0.38
玻璃陶瓷類指數,36.09,-,0.15,-0.41
造紙類指數,153.84,+,0.15,0.1
鋼鐵類指數,100.05,+,0.78,0.79
橡膠類指數,304.29,+,0.41,0.13
汽車類指數,247.05,+,0.79,0.32
電子類指數,366.89,-,0.84,-0.23
半導體類指數,128.42,-,0.62,-0.48
電腦及週邊設備類指數,94.8,-,0.18,-0.19
光電類指數,34.03,+,0.31,0.92
通信網路類指數,121.38,+,0.08,0.07
電子零組件類指數,76.5,-,0.02,-0.03
電子通路類指數,107.6,+,0.06,0.06
資訊服務類指數,82.97,-,0.1,-0.12
其他電子類指數,83.24,-,0.4,-0.48
建材營造類指數,232.72,+,0.81,0.35
航運類指數,60.16,-,0.52,-0.86
觀光類指數,107.6,-,0.61,-0.56
金融保險類指數,1064.34,+,11.84,1.12
貿易百貨類指數,214.65,+,1.33,0.62
油電燃氣類指數,132.71,+,0.59,0.45
其他類指數,234.33,+,0.42,0.18
臺指日報酬兩倍指數,12252.53,+,18.61,0.15
臺指日報酬反向一倍指數,8711.89,-,6.63,-0.08
電子類兩倍槓桿指數,9219.07,-,42.31,-0.46
電子類反向指數,9739.32,+,22.2,0.23
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11707.84,+,10.7,0.09
發行量加權股價報酬指數,15100.53,+,12.48,0.08
臺灣公司治理100報酬指數,5647.17,+,1.1,0.02
臺灣50報酬指數,11555.95,-,7.24,-0.06
臺灣中型100報酬指數,9751.33,+,36.8,0.38
臺灣資訊科技報酬指數,13170.79,-,51.08,-0.39
臺灣發達報酬指數,11649.04,+,5.43,0.05
臺灣高股息報酬指數,10196.82,+,26.7,0.26
臺灣就業99報酬指數,6840.19,+,32.97,0.48
臺灣高薪100報酬指數,5649.2,+,13.52,0.24
臺灣低波動高股息報酬指數,2901.03,+,1.36,0.05
未含金融電子股報酬指數,18448.17,+,27.71,0.15
小型股300報酬指數,5586.91,+,9.32,0.17
漲升股利150報酬指數,5396.9,-,4.81,-0.09
漲升股利100報酬指數,5346.03,-,6.21,-0.12
水泥類報酬指數,166.23,-,1.27,-0.76
食品類報酬指數,1695.32,-,0.49,-0.03
塑膠類報酬指數,339.91,-,0.55,-0.16
紡織纖維類報酬指數,605.57,+,5.23,0.87
電機機械類報酬指數,190.04,+,0.17,0.09
電器電纜類報酬指數,47.63,-,0.33,-0.69
化學生技醫療類報酬指數,125.97,+,0.56,0.45
化學類報酬指數,124.99,+,0.61,0.49
生技醫療類報酬指數,88.1,+,0.33,0.38
玻璃陶瓷類報酬指數,38.99,-,0.16,-0.41
造紙類報酬指數,191.17,+,0.19,0.1
鋼鐵類報酬指數,132.47,+,1.04,0.79
橡膠類報酬指數,395.68,+,0.53,0.13
汽車類報酬指數,314.17,+,1.01,0.32
電子類報酬指數,556.01,-,1.21,-0.22
半導體類報酬指數,186.08,-,0.85,-0.45
電腦及週邊設備類報酬指數,151.31,-,0.27,-0.18
光電類報酬指數,42.41,+,0.39,0.93
通信網路類報酬指數,202.67,+,0.13,0.06
電子零組件類報酬指數,114.89,-,0.04,-0.03
電子通路類報酬指數,179.69,+,0.09,0.05
資訊服務類報酬指數,141.03,-,0.17,-0.12
其他電子類報酬指數,105.03,-,0.51,-0.48
建材營造類報酬指數,339.78,+,1.18,0.35
航運類報酬指數,74.82,-,0.64,-0.85
觀光類報酬指數,125.16,-,0.72,-0.57
金融保險類報酬指數,1436.47,+,15.98,1.12
貿易百貨類報酬指數,269,+,1.66,0.62
油電燃氣類報酬指數,166.92,+,0.73,0.44
其他類報酬指數,322.35,+,0.59,0.18
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","51778741977","1869627021","600062"
"2.台灣存託憑證","7877800","2653388","378"
"3.受益憑證","0","0","0"
"4.ETF","5490351449","291233666","40331"
"5.受益證券","38041070","2705000","234"
"6.變更交易股票","41630505","19260539","2215"
"7.認購(售)權證","1445685890","1479991000","43661"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","51820372482","1888887560","602277"
"總計(1~12)","58802328691","3665470614","686881"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2077(3),389(3)
"下跌(跌停)",2822(14),362(1)
"持平",575,122
"未成交",4290,8
"無比價",908,4
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
"3. 外幣（含人民幣）成交值係以本公司當日下午3時30分公告人民幣兌新臺幣匯率4.624換算後加入成交金額。"
2016年11月25日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","2649250","581","189253897","71.35","71.65","71.25","71.35","-","0.05","71.35","502","71.4","2","0.00"
="0051  ","元大中型100     ","6000","6","150920","25.46","25.46","25.01","25.01","-","0.37","25.01","9","25.5","1","0.00"
="0052  ","富邦科技        ","13000","7","560290","43.15","43.2","43.05","43.05","X","0","42.8","1","43.14","10","0.00"
="0053  ","元大電子        ","3000","3","88420","29.55","29.55","29.32","29.32","-","0.23","29.32","5","29.99","1","0.00"
="0054  ","元大台商50      ","13000","4","270500","20.8","20.81","20.8","20.81","-","0.17","20.85","1","21.14","1","0.00"
="0055  ","元大MSCI金融    ","399198","125","5706900","14.18","14.41","14.18","14.34","+","0.18","14.34","8","14.35","61","0.00"
="0056  ","元大高股息      ","746210","355","17334040","23.17","23.28","23.12","23.23","+","0.06","23.23","1","23.24","40","0.00"
="0057  ","富邦摩台        ","6000","2","251740","41.84","41.98","41.84","41.98","X","0","41.88","20","42.01","28","0.00"
="0058  ","富邦發達        ","0","0","0","--","--","--","--"," ","0","39.35","10","39.63","10","0.00"
="0059  ","富邦金融        ","9000","8","309030","34.35","34.38","34.2","34.2","+","0.3","33.45","1","34.38","3","0.00"
="0061  ","元大寶滬深      ","6339335","649","104090024","16.46","16.49","16.34","16.43","-","0.03","16.43","10","16.44","45","0.00"
="006203","元大MSCI台灣    ","0","0","0","--","--","--","--"," ","0","32.25","1","--","0","0.00"
="006204","永豐臺灣加權    ","0","0","0","--","--","--","--"," ","0","45.28","15","45.72","18","0.00"
="006205","富邦上証        ","4096000","717","115109290","28.18","28.29","27.99","28.1","-","0.09","28.09","154","28.1","1","0.00"
="006206","元大上證50      ","971000","177","26324490","27.17","27.26","26.97","27.12","-","0.05","27.12","23","27.13","14","0.00"
="006207","FH滬深          ","1274000","466","26930110","21.11","21.25","21.06","21.16","-","0.03","21.14","20","21.16","5","0.00"
="006208","富邦台50        ","0","0","0","--","--","--","--"," ","0","40.37","1","40.74","1","0.00"
="00625K","富邦上証+R      ","100000","2","617000","6.17","6.17","6.17","6.17"," ","0","6.12","50","6.17","50","0.00"
="00631L","元大台灣50正2   ","3012150","605","74399531","24.59","24.82","24.55","24.66","+","0.06","24.66","341","24.69","5","0.00"
="00632R","元大台灣50反1   ","25124963","4003","409320973","16.35","16.35","16.25","16.28","-","0.04","16.28","2,480","16.29","1","0.00"
="00633L","富邦上証正2     ","41322976","7799","1477935459","35.78","36.2","35.5","35.7","-","0.2","35.7","82","35.71","2","0.00"
="00634R","富邦上証反1     ","1446000","239","13203610","9.12","9.16","9.08","9.13","+","0.02","9.12","94","9.13","17","0.00"
="00635U","元大S&P黃金     ","3906000","1225","74375530","19.17","19.17","19","19.08","-","0.14","19.07","51","19.08","48","0.00"
