

2015年07月30日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9967.32,+,101.8,1.03
發行量加權股價指數,8651.49,+,88.01,1.03
臺灣公司治理100指數,4760.83,+,54.74,1.16
臺灣50指數,6490.94,+,77.46,1.21
臺灣中型100指數,6322.94,+,56.98,0.91
臺灣資訊科技指數,7076.26,+,127.3,1.83
臺灣發達指數,7641,+,25.17,0.33
臺灣高股息指數,5039.74,+,33.89,0.68
臺灣就業99指數,5338.63,+,79.58,1.51
臺灣高薪100指數,4895.58,+,57.62,1.19
臺灣低波動高股息指數,1349.62,+,14.54,1.09
未含金融保險股指數,7145.88,+,62.89,0.89
未含電子股指數,12897.41,+,131.96,1.03
未含金融電子股指數,10705.72,+,72.39,0.68
小型股300指數,--,,--,--
水泥窯製類指數,470.98,+,4.65,1
塑膠化工類指數,739.92,+,0.71,0.1
機電類指數,1860.24,+,18.75,1.02
水泥類指數,124.77,+,1.15,0.93
食品類指數,1315.08,+,14.11,1.08
塑膠類指數,211.97,-,0.64,-0.3
紡織纖維類指數,581.78,+,2.5,0.43
電機機械類指數,135,+,0.99,0.74
電器電纜類指數,28.93,+,0.58,2.05
化學生技醫療類指數,93.75,+,0.36,0.39
化學類指數,90.68,+,0.46,0.51
生技醫療類指數,68.81,+,0.16,0.23
玻璃陶瓷類指數,37.37,+,0.52,1.41
造紙類指數,148.37,+,1.15,0.78
鋼鐵類指數,85.83,+,0.6,0.7
橡膠類指數,304.69,+,4.69,1.56
汽車類指數,290.6,+,0.76,0.26
電子類指數,331.36,+,3.35,1.02
半導體類指數,105.52,+,2.02,1.95
電腦及週邊設備類指數,91.69,+,0.89,0.98
光電類指數,33.5,+,0.16,0.48
通信網路類指數,110.49,+,0.81,0.74
電子零組件類指數,74.94,+,0.59,0.79
電子通路類指數,103.1,-,1.12,-1.07
資訊服務類指數,89.7,+,0.69,0.78
其他電子類指數,85.31,-,0.51,-0.59
建材營造類指數,255.25,+,1.08,0.42
航運類指數,78.66,+,0.27,0.34
觀光類指數,114.6,+,0.74,0.65
金融保險類指數,1142.41,+,20.3,1.81
貿易百貨類指數,214.27,+,8.14,3.95
油電燃氣類指數,96.26,+,0.15,0.16
其他類指數,250.51,+,3.26,1.32
電子類兩倍槓桿指數,7814.03,+,156.42,2.04
電子類反向指數,11205.42,-,115.62,-1.02
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10526.58,+,116.42,1.12
發行量加權股價報酬指數,13511.41,+,148.55,1.11
臺灣公司治理100報酬指數,4884.99,+,59.13,1.23
臺灣50報酬指數,10254.41,+,128.33,1.27
臺灣中型100報酬指數,9275.24,+,100.13,1.09
臺灣資訊科技報酬指數,10665.11,+,200.92,1.92
臺灣發達報酬指數,10874.75,+,43.18,0.4
臺灣高股息報酬指數,8632.03,+,86.54,1.01
臺灣就業99報酬指數,6215.35,+,97.41,1.59
臺灣高薪100報酬指數,5060.29,+,61.08,1.22
臺灣低波動高股息報酬指數,2712.96,+,39.68,1.48
未含金融電子股報酬指數,16840.45,+,129.08,0.77
小型股300報酬指數,--,,--,--
水泥類報酬指數,170.81,+,1.57,0.93
食品類報酬指數,1528.6,+,16.39,1.08
塑膠類報酬指數,270.31,-,0.69,-0.25
紡織纖維類報酬指數,730.59,+,11.47,1.6
電機機械類報酬指數,165.83,+,1.26,0.77
電器電纜類報酬指數,33.08,+,0.66,2.04
化學生技醫療類報酬指數,116.23,+,0.47,0.41
化學類報酬指數,115.22,+,0.58,0.51
生技醫療類報酬指數,81.12,+,0.23,0.28
玻璃陶瓷類報酬指數,40.02,+,0.56,1.42
造紙類報酬指數,177.13,+,1.37,0.78
鋼鐵類報酬指數,110.32,+,0.77,0.7
橡膠類報酬指數,373.88,+,5.83,1.58
汽車類報酬指數,345.21,+,0.9,0.26
電子類報酬指數,474.89,+,5.17,1.1
半導體類報酬指數,146.07,+,2.8,1.95
電腦及週邊設備類報酬指數,134.54,+,1.43,1.07
光電類報酬指數,40.31,+,0.24,0.6
通信網路類報酬指數,176.79,+,1.35,0.77
電子零組件類報酬指數,106.43,+,0.88,0.83
電子通路類報酬指數,157.54,+,2.44,1.57
資訊服務類報酬指數,140.6,+,1.07,0.77
其他電子類報酬指數,99.34,-,0.56,-0.56
建材營造類報酬指數,340.09,+,1.62,0.48
航運類報酬指數,94.53,+,0.33,0.35
觀光類報酬指數,129.52,+,0.84,0.65
金融保險類報酬指數,1452.54,+,27.01,1.89
貿易百貨類報酬指數,250.99,+,9.53,3.95
油電燃氣類報酬指數,115.67,+,0.18,0.16
其他類報酬指數,329.66,+,4.28,1.32
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","80107765046","2051677502","709114"
"2.台灣存託憑證","23956309","6017151","953"
"3.受益憑證","0","0","0"
"4.ETF","5404725239","248694374","41599"
"5.受益證券","45476810","2904000","234"
"6.變更交易股票","4400259","1734138","461"
"7.認購(售)權證","3005043320","3261466000","86421"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","80112165305","2053411640","709575"
"總計(1~12)","88591366983","5572493165","838782"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
