

2015年05月21日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11085.06,-,115.03,-1.03
發行量加權股價指數,9578.56,-,106.75,-1.1
臺灣50指數,7042.78,-,78.82,-1.11
臺灣中型100指數,7328.87,-,107.45,-1.44
臺灣資訊科技指數,8066.66,-,44.28,-0.55
臺灣發達指數,8262.91,-,115.45,-1.38
臺灣高股息指數,5867.89,-,54.58,-0.92
臺灣就業99指數,5794.44,-,86.1,-1.46
臺灣高薪100指數,5302.54,-,68.94,-1.28
臺灣企業經營101指數,6189.19,-,75.14,-1.2
臺灣低波動高股息指數,1465.48,-,16.85,-1.14
未含金融保險股指數,7991.27,-,77.02,-0.95
未含電子股指數,13958.92,-,226.09,-1.59
未含金融電子股指數,11768.44,-,170.73,-1.43
小型股300指數,--,,--,--
水泥窯製類指數,552.35,-,9.29,-1.65
塑膠化工類指數,818.01,-,11.94,-1.44
機電類指數,2106.91,-,13.79,-0.65
水泥類指數,143.94,-,1.99,-1.36
食品類指數,1286.99,-,7.28,-0.56
塑膠類指數,232.41,-,4.62,-1.95
紡織纖維類指數,607.41,-,14.8,-2.38
電機機械類指數,159.99,-,0.68,-0.42
電器電纜類指數,34.77,-,0.49,-1.39
化學生技醫療類指數,102.64,-,0.25,-0.24
化學類指數,104.21,-,0.77,-0.73
生技醫療類指數,70.78,+,0.29,0.41
玻璃陶瓷類指數,48.44,-,1.65,-3.29
造紙類指數,168.78,-,2.19,-1.28
鋼鐵類指數,97.55,-,0.65,-0.66
橡膠類指數,354.03,-,2.46,-0.69
汽車類指數,340.67,-,5.93,-1.71
電子類指數,374.63,-,2.47,-0.65
半導體類指數,120.35,-,0.69,-0.57
電腦及週邊設備類指數,105.11,-,0.54,-0.51
光電類指數,42.73,-,0.29,-0.67
通信網路類指數,115.83,-,1.39,-1.19
電子零組件類指數,86.71,-,0.68,-0.78
電子通路類指數,116.58,-,0.13,-0.11
資訊服務類指數,99.42,+,1.62,1.66
其他電子類指數,91.03,-,0.59,-0.64
建材營造類指數,298.9,-,4.67,-1.54
航運類指數,85.08,-,2.83,-3.22
觀光類指數,125.2,-,1.57,-1.24
金融保險類指數,1194.41,-,23.94,-1.96
貿易百貨類指數,225.58,-,4.34,-1.89
油電燃氣類指數,101,-,0.92,-0.9
其他類指數,274.07,-,3.43,-1.24
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11420.25,-,118.51,-1.03
發行量加權股價報酬指數,14586.12,-,162.56,-1.1
臺灣50報酬指數,10846.91,-,121.4,-1.11
臺灣中型100報酬指數,10491.59,-,153.82,-1.44
臺灣資訊科技報酬指數,11766.48,-,64.59,-0.55
臺灣發達報酬指數,11524.23,-,161.02,-1.38
臺灣高股息報酬指數,9669.03,-,89.93,-0.92
臺灣就業99報酬指數,6579.55,-,97.76,-1.46
臺灣高薪100報酬指數,5345.71,-,69.5,-1.28
臺灣企業經營101報酬指數,6611.46,-,80.26,-1.2
臺灣低波動高股息報酬指數,2877.46,-,33.08,-1.14
未含金融電子股報酬指數,18092.47,-,262.49,-1.43
小型股300報酬指數,--,,--,--
水泥類報酬指數,190.48,-,2.63,-1.36
食品類報酬指數,1488.94,-,8.43,-0.56
塑膠類報酬指數,289.11,-,5.74,-1.95
紡織纖維類報酬指數,743.88,-,18.14,-2.38
電機機械類報酬指數,192.04,-,0.83,-0.43
電器電纜類報酬指數,39.16,-,0.55,-1.39
化學生技醫療類報酬指數,124.51,-,0.3,-0.24
化學類報酬指數,129.07,-,0.95,-0.73
生技醫療類報酬指數,82.09,+,0.35,0.43
玻璃陶瓷類報酬指數,51.64,-,1.76,-3.3
造紙類報酬指數,195.72,-,2.54,-1.28
鋼鐵類報酬指數,120.43,-,0.81,-0.67
橡膠類報酬指數,419.63,-,2.92,-0.69
汽車類報酬指數,396.54,-,6.9,-1.71
電子類報酬指數,522.07,-,3.43,-0.65
半導體類報酬指數,161.12,-,0.92,-0.57
電腦及週邊設備類報酬指數,150.62,-,0.77,-0.51
光電類報酬指數,50.45,-,0.34,-0.67
通信網路類報酬指數,177.39,-,2.13,-1.19
電子零組件類報酬指數,118.8,-,0.92,-0.77
電子通路類報酬指數,170.82,-,0.18,-0.11
資訊服務類報酬指數,150.12,+,2.43,1.65
其他電子類報酬指數,105.62,-,0.69,-0.65
建材營造類報酬指數,387.77,-,6.05,-1.54
航運類報酬指數,99.95,-,3.32,-3.21
觀光類報酬指數,138.96,-,1.74,-1.24
金融保險類報酬指數,1487.73,-,29.82,-1.97
貿易百貨類報酬指數,262.63,-,5.06,-1.89
油電燃氣類報酬指數,119.83,-,1.09,-0.9
其他類報酬指數,350.31,-,4.38,-1.23
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","87638484650","2197992328","816163"
"2.台灣存託憑證","105834590","18015807","3352"
"3.受益憑證","0","0","0"
"4.ETF","5602214636","199186861","25046"
"5.受益證券","45437250","2674000","265"
"6.變更交易股票","10412971","2965944","503"
"7.認購(售)權證","3392116030","3074997000","98651"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","87648897621","2200958272","816666"
"總計(1~12)","96794500127","5495831940","943980"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2289(9),173(4)
