

2016年12月19日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10609.57,-,99.05,-0.92
發行量加權股價指數,9239.32,-,87.46,-0.94
臺灣公司治理100指數,5242.78,-,46.35,-0.88
臺灣50指數,6982.15,-,69.83,-0.99
臺灣中型100指數,6275.94,-,72.81,-1.15
臺灣資訊科技指數,8306.2,-,95.41,-1.14
臺灣發達指數,7805.3,-,74.31,-0.94
臺灣高股息指數,5389.02,-,60.25,-1.11
臺灣就業99指數,5596.14,-,47.01,-0.83
臺灣高薪100指數,5198.94,-,45.72,-0.87
臺灣低波動高股息指數,1349.6,-,8.92,-0.66
未含金融保險股指數,7785.16,-,73.73,-0.94
未含電子股指數,13185.99,-,99.87,-0.75
未含金融電子股指數,11309.32,-,77.09,-0.68
小型股300指數,5461.82,-,46.62,-0.85
漲升股利150指數,5252.21,-,46.74,-0.88
漲升股利100指數,5205.16,-,44.68,-0.85
水泥窯製類指數,434.59,-,6.05,-1.37
塑膠化工類指數,863.76,-,5.19,-0.6
機電類指數,2069.33,-,23.34,-1.12
水泥類指數,114.02,-,1.85,-1.6
食品類指數,1360.75,-,1.59,-0.12
塑膠類指數,260.64,-,1.79,-0.68
紡織纖維類指數,475.76,-,5.58,-1.16
電機機械類指數,152.33,-,1.82,-1.18
電器電纜類指數,39.01,-,1.14,-2.84
化學生技醫療類指數,100.21,-,1.22,-1.2
化學類指數,97.74,-,1.42,-1.43
生技醫療類指數,73.05,-,0.68,-0.92
玻璃陶瓷類指數,36.27,-,0.05,-0.14
造紙類指數,161.27,-,1.33,-0.82
鋼鐵類指數,99.52,-,1.47,-1.46
橡膠類指數,311.64,+,2.45,0.79
汽車類指數,248.21,-,1.11,-0.45
電子類指數,368.1,-,4.1,-1.1
半導體類指數,128.8,-,1.58,-1.21
電腦及週邊設備類指數,94.36,-,0.79,-0.83
光電類指數,34.82,-,0.63,-1.78
通信網路類指數,116.98,-,1.13,-0.96
電子零組件類指數,77.56,-,0.44,-0.56
電子通路類指數,107.49,-,0.61,-0.56
資訊服務類指數,84.59,-,0.29,-0.34
其他電子類指數,85.8,-,0.95,-1.1
建材營造類指數,241.37,+,0.89,0.37
航運類指數,57.48,-,0.34,-0.59
觀光類指數,106.99,-,0.79,-0.73
金融保險類指數,1085.53,-,10.25,-0.94
貿易百貨類指數,206.96,-,1.28,-0.61
油電燃氣類指數,138.23,+,0.01,0.01
其他類指數,235.78,-,2.81,-1.18
臺指日報酬兩倍指數,12461.36,-,238.17,-1.88
臺指日報酬反向一倍指數,8631.46,+,80.19,0.94
電子類兩倍槓桿指數,9272.8,-,208.89,-2.2
電子類反向指數,9699.81,+,105.68,1.1
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11814.26,-,110.3,-0.92
發行量加權股價報酬指數,15232.84,-,144.2,-0.94
臺灣公司治理100報酬指數,5683.38,-,50.25,-0.88
臺灣50報酬指數,11641.11,-,116.43,-0.99
臺灣中型100報酬指數,9733.42,-,112.91,-1.15
臺灣資訊科技報酬指數,13168.71,-,151.26,-1.14
臺灣發達報酬指數,11728.45,-,111.66,-0.94
臺灣高股息報酬指數,10096.2,-,112.89,-1.11
臺灣就業99報酬指數,6874.91,-,57.75,-0.83
臺灣高薪100報酬指數,5713.72,-,50.25,-0.87
臺灣低波動高股息報酬指數,2909.87,-,19.25,-0.66
未含金融電子股報酬指數,18688.4,-,127.39,-0.68
小型股300報酬指數,5704.46,-,48.69,-0.85
漲升股利150報酬指數,5425.79,-,48.29,-0.88
漲升股利100報酬指數,5368.89,-,46.08,-0.85
水泥類報酬指數,166.49,-,2.71,-1.6
食品類報酬指數,1668.86,-,1.94,-0.12
塑膠類報酬指數,348.1,-,2.39,-0.68
紡織纖維類報酬指數,623.28,-,7.31,-1.16
電機機械類報酬指數,195.95,-,2.34,-1.18
電器電纜類報酬指數,45.66,-,1.34,-2.85
化學生技醫療類報酬指數,129.91,-,1.59,-1.21
化學類報酬指數,130.94,-,1.91,-1.44
生技醫療類報酬指數,89.2,-,0.83,-0.92
玻璃陶瓷類報酬指數,39.18,-,0.06,-0.15
造紙類報酬指數,200.4,-,1.65,-0.82
鋼鐵類報酬指數,131.76,-,1.95,-1.46
橡膠類報酬指數,405.23,+,3.19,0.79
汽車類報酬指數,315.63,-,1.42,-0.45
電子類報酬指數,557.85,-,6.22,-1.1
半導體類報酬指數,186.63,-,2.29,-1.21
電腦及週邊設備類報酬指數,150.61,-,1.24,-0.82
光電類報酬指數,43.39,-,0.79,-1.79
通信網路類報酬指數,195.33,-,1.89,-0.96
電子零組件類報酬指數,116.48,-,0.66,-0.56
電子通路類報酬指數,179.52,-,1.02,-0.56
資訊服務類報酬指數,143.78,-,0.49,-0.34
其他電子類報酬指數,108.26,-,1.21,-1.11
建材營造類報酬指數,352.42,+,1.3,0.37
航運類報酬指數,71.48,-,0.43,-0.6
觀光類報酬指數,124.45,-,0.93,-0.74
金融保險類報酬指數,1465.07,-,13.83,-0.94
貿易百貨類報酬指數,259.36,-,1.61,-0.62
油電燃氣類報酬指數,173.86, ,--,--
其他類報酬指數,324.34,-,3.86,-1.18
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","52335681410","1525984420","556068"
"2.台灣存託憑證","4959763","1400707","240"
"3.受益憑證","0","0","0"
"4.ETF","4393433763","230614227","34464"
"5.受益證券","25165060","1690300","331"
"6.變更交易股票","87824232","49158505","4197"
"7.認購(售)權證","1243743460","1347349000","36688"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","52423505642","1575142925","560265"
"總計(1~12)","58090807688","3156197159","631988"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1483(1),171(1)
"下跌(跌停)",3632(19),612(2)
"持平",337,93
"未成交",4408,11
"無比價",1053,2
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
"3. 外幣（含人民幣）成交值係以本公司當日下午3時30分公告人民幣兌新臺幣匯率4.624換算後加入成交金額。"
2016年12月19日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","2680960","892","193048170","72.25","72.3","71.85","71.85","-","0.45","71.85","7","71.9","1","0.00"
="0051  ","元大中型100     ","21000","13","533060","26","26","25.21","25.21","-","0.55","25.21","1","25.8","4","0.00"
="0052  ","富邦科技        ","3000","3","129890","43.39","43.39","43.11","43.11","-","0.48","42.77","1","43.11","1","0.00"
="0053  ","元大電子        ","4000","4","118000","29.58","29.6","29.41","29.6","-","0.11","29.42","1","29.59","4","0.00"
="0054  ","元大台商50      ","1000","1","21320","21.32","21.32","21.32","21.32","X","0","21.11","3","21.32","1","0.00"
="0055  ","元大MSCI金融    ","41000","22","599900","14.7","14.7","14.6","14.6","-","0.12","14.6","7","14.62","2","0.00"
="0056  ","元大高股息      ","2212793","857","51145758","23.26","23.3","23.04","23.07","-","0.24","23.06","7","23.07","81","0.00"
="0057  ","富邦摩台        ","6000","2","254340","42.39","42.39","42.39","42.39","-","0.27","41.5","1","42.19","20","0.00"
="0058  ","富邦發達        ","3000","3","119920","40.09","40.09","39.85","39.85","X","0","39.77","1","39.85","10","0.00"
="0059  ","富邦金融        ","4000","3","139090","34.78","34.78","34.75","34.75","-","0.34","34.54","1","34.87","1","0.00"
="0061  ","元大寶滬深      ","4207600","621","66577720","15.77","15.87","15.74","15.85","+","0.08","15.85","470","15.86","2","0.00"
="006203","元大MSCI台灣    ","1000","1","33220","33.22","33.22","33.22","33.22","-","0.4","32.7","1","--","0","0.00"
="006204","永豐臺灣加權    ","0","0","0","--","--","--","--"," ","0","45.61","15","46.04","25","0.00"
="006205","富邦上証        ","3338000","837","90398840","27.07","27.15","27.03","27.11","-","0.02","27.1","45","27.11","98","0.00"
="006206","元大上證50      ","716000","146","18774140","26.3","26.35","26.16","26.2","-","0.07","26.18","3","26.2","1","0.00"
="006207","FH滬深          ","926000","493","18668370","20.15","20.23","20.1","20.15"," ","0","20.15","270","20.16","103","0.00"
="006208","富邦台50        ","1000","1","40800","40.8","40.8","40.8","40.8","X","0","40.68","4","41","1","0.00"
="00625K","富邦上証+R      ","0","0","0","--","--","--","--"," ","0","5.95","50","6.02","50","0.00"
="00631L","元大台灣50正2   ","4296200","1029","108192184","25.31","25.37","25.05","25.07","-","0.39","25.07","5","25.08","2","0.00"
="00632R","元大台灣50反1   ","43240000","5590","694973405","16.05","16.11","16.01","16.1","+","0.11","16.1","54","16.11","2,025","0.00"
="00633L","富邦上証正2     ","34139000","5602","1146216840","33.81","33.85","33.42","33.49","-","0.23","33.48","136","33.49","156","0.00"
="00634R","富邦上証反1     ","1822000","222","17081010","9.35","9.4","9.33","9.38","+","0.06","9.38","4","9.39","85","0.00"
="00635U","元大S&P黃金     ","3129470","684","57615965","18.39","18.43","18.39","18.43","+","0.14","18.42","34","18.43","267","0.00"
="00636 ","國泰中國A50     ","1978000","254","32308660","16.41","16.41","16.3","16.31","-","0.07","16.3","21","16.31","7","0.00"
="00637L","元大滬深300正2  ","54899200","6770","687483995","12.57","12.64","12.45","12.49","-","0.1","12.48","929","12.49","463","0.00"
="00638R","元大滬深300反1  ","137000","35","2505360","18.3","18.35","18.22","18.29","+","0.03","18.24","50","18.25","150","0.00"
="00639 ","富邦深100       ","2830003","488","26973200","9.47","9.58","9.47","9.53"," ","0","9.53","7","9.54","20","0.00"
="00640L","富邦日本正2     ","1218102","189","22589907","18.59","18.63","18.45","18.59","-","0.05","18.59","458","18.62","2","0.00"
="00641R","富邦日本反1     ","955000","164","16844840","17.65","17.68","17.6","17.62","+","0.03","17.61","7","17.62","138","0.00"
="00642U","元大S&P石油     ","6731699","1362","131139102","19.42","19.55","19.42","19.48","+","0.25","19.47","112","19.48","68","0.00"
="00643 ","群益深証中小    ","1396000","271","19330200","13.86","13.87","13.81","13.81","-","0.05","13.81","112","13.82","5","0.00"
="00643K","群益深証中小+R  ","0","0","0","--","--","--","--"," ","0","2.99","50","3.05","50","0.00"
="00645 ","富邦日本        ","117050","35","2309617","19.74","19.77","19.7","19.73","-","0.05","19.73","139","19.74","7","0.00"
="00646 ","元大S&P500      ","55000","23","1184130","21.56","21.6","21.51","21.58","+","0.02","21.52","89","21.58","1","0.00"
="00647L","元大S&P500正2   ","133400","22","3139190","23.44","23.63","23.44","23.63","-","0.07","23.57","10","23.63","20","0.00"
="00648R","元大S&P500反1   ","682000","183","11811720","17.33","17.33","17.31","17.32","+","0.02","17.31","24","17.32","145","0.00"
="00649 ","FH香港          ","206000","27","3405140","16.58","16.58","16.5","16.54","-","0.14","16.51","1","16.54","47","0.00"
="00650L","FH香港正2       ","1112000","212","21353290","19.33","19.42","19.08","19.14","-","0.31","19.14","31","19.19","82","0.00"
="00651R","FH香港反1       ","1042000","105","12808210","12.25","12.31","12.25","12.29","+","0.1","12.29","18","12.3","5","0.00"
="00652 ","富邦印度        ","200000","58","3890400","19.52","19.52","19.41","19.47","-","0.02","19.48","102","19.5","43","0.00"
="00653L","富邦印度正2     ","1426000","299","28335410","19.95","19.98","19.8","19.93","-","0.02","19.93","2","19.95","19","0.00"
="00654R","富邦印度反1     ","271000","41","5159650","19.03","19.08","19.01","19.02","+","0.03","18.99","133","19.01","27","0.00"
="00655L","國泰中國A50正2  ","2235000","1199","52601080","23.69","23.73","23.4","23.49","-","0.22","23.49","8","23.5","170","0.00"
="00656R","國泰中國A50反1  ","72000","13","1250710","17.32","17.39","17.32","17.39","+","0.08","17.39","41","17.41","10","0.00"
="00657 ","國泰日經225     ","38000","4","882190","23.2","23.24","23.17","23.24","-","0.03","23.24","20","23.27","50","0.00"
="00658L","國泰日本正2     ","126000","16","3430860","27.17","27.27","27.12","27.24","-","0.1","27.24","41","27.28","50","0.00"
="00659R","國泰日本反1     ","873000","100","13917340","15.96","15.97","15.92","15.92","+","0.03","15.92","19","15.95","153","0.00"
="00660 ","元大歐洲50      ","23000","12","510180","22","22.23","22","22.17","+","0.09","22.16","50","22.23","1","0.00"
="00661 ","元大日經225     ","9000","3","217590","24.11","24.21","24.11","24.21"," ","0","24.17","100","24.24","100","0.00"
="00662 ","富邦NASDAQ      ","182000","28","3943380","21.68","21.69","21.64","21.66","-","0.03","21.65","67","21.67","10","0.00"
="00663L","國泰臺灣加權正2 ","1846000","179","42932980","23.33","23.43","23.1","23.14","-","0.32","23.13","1","23.14","194","0.00"
="00664R","國泰臺灣加權反1 ","6496000","709","118209540","18.17","18.25","18.13","18.23","+","0.11","18.23","233","18.24","75","0.00"
="00665L","富邦H股正2      ","3357000","539","72012410","21.69","21.76","21.29","21.32","-","0.56","21.32","102","21.34","5","0.00"
="00666R","富邦H股反1      ","575000","50","10780420","18.61","18.8","18.61","18.77","+","0.24","18.77","150","18.78","10","0.00"
="00667 ","元大韓國        ","31050","11","591720","19.09","19.09","19.03","19.03","-","0.09","19.02","51","19.06","10","0.00"
="00668 ","國泰美國道瓊    ","710000","40","15540140","21.9","21.91","21.88","21.91","+","0.01","21.9","3","21.91","42","0.00"
="00669R","國泰美國道瓊反1 ","927000","172","16794790","18.12","18.13","18.1","18.13"," ","0","18.12","5","18.13","246","0.00"
="00672L","元大S&P原油正2  ","14460000","2292","294286760","20.2","20.5","20.18","20.36","+","0.77","20.36","291","20.37","72","0.00"
="00673R","元大S&P原油反1  ","2385000","348","45357590","19.1","19.1","18.95","19.02","-","0.37","19.01","4","19.02","120","0.00"
="00674R","元大S&P黃金反1  ","243000","34","5371810","22.14","22.14","22.08","22.11","-","0.18","22.11","12","22.12","150","0.00"
="00675L","富邦臺灣加權正2 ","6864000","571","69256790","10.14","10.17","10.02","10.03","-","0.15","10.03","906","10.04","1","0.00"
="00676R","富邦臺灣加權反1 ","12974000","563","127819000","9.83","9.89","9.82","9.88","+","0.08","9.87","602","9.88","17","0.00"
="008201","BP上證50        ","5700","17","472520","83.4","83.4","82.75","82.75","-","0.6","82.7","5","82.75","6","0.00"
="01001T","土銀富邦R1      ","58000","17","893380","15.5","15.5","15.4","15.4","-","0.1","15.4","5","15.45","5","0.00"
="01002T","土銀國泰R1      ","588300","174","9470160","16.11","16.17","16.03","16.1","-","0.03","16.06","8","16.1","74","0.00"
="01003T","兆豐新光R1      ","628000","63","8782950","14.02","14.02","13.94","13.99","-","0.03","13.94","5","13.99","80","0.00"
="01004T","土銀富邦R2      ","108000","26","1461120","13.55","13.58","13.5","13.57","X","0","13.38","10","13.57","99","0.00"
="01007T","兆豐國泰R2      ","308000","51","4557450","14.82","14.82","14.75","14.8"," ","0","14.78","18","14.8","73","0.00"
"1101  ","台泥            ","5428506","3433","195922366","36.6","36.6","35.9","36","-","0.65","35.95","84","36","379","21.05"
"1102  ","亞泥            ","2205585","1132","59936940","27.45","27.45","27.05","27.05","-","0.5","27.05","54","27.1","2","32.59"
"1103  ","嘉泥            ","154015","99","1341943","8.75","8.76","8.68","8.69","-","0.04","8.69","4","8.7","1","11.14"
"1104  ","環泥            ","148303","105","3664384","24.75","24.85","24.6","24.6","-","0.2","24.6","20","24.65","6","9.25"
"1108  ","幸福            ","158000","43","1443400","9.17","9.18","9.11","9.12","-","0.05","9.12","5","9.17","1","10.99"
"1109  ","信大            ","27440","19","274695","9.93","10.05","9.93","10","+","0.02","9.98","1","10","1","27.78"
"1110  ","東泥            ","11250","8","173750","15.4","15.5","15.4","15.5","-","0.05","15.4","2","15.5","19","59.62"
"1201  ","味全            ","490613","222","8704592","17.8","17.9","17.65","17.7","-","0.15","17.7","48","17.8","10","0.00"
"1203  ","味王            ","93691","34","2148350","22.8","22.95","22.75","22.95","+","0.15","22.95","15","23","3","21.86"
"1210  ","大成            ","1671992","903","47761762","28.5","28.8","28.45","28.5"," ","0","28.5","164","28.6","92","12.28"
"1213  ","大飲            ","71000","46","1166550","16.8","16.85","16.25","16.4","-","0.3","16.4","6","16.55","2","149.09"
"1215  ","卜蜂            ","1386199","841","62935336","44.8","46.2","44.5","45.2","+","0.45","45.15","17","45.2","3","11.36"
"1216  ","統一            ","7915270","3002","422287129","53.3","53.6","53.1","53.3"," ","0","53.3","99","53.4","52","20.5"
"1217  ","愛之味          ","353309","123","2614642","7.45","7.45","7.37","7.37","-","0.08","7.37","33","7.4","1","0.00"
"1218  ","泰山            ","627189","284","9551201","15.35","15.35","15.1","15.15","-","0.2","15.15","52","15.2","42","16.12"
"1219  ","福壽            ","140965","31","2196907","15.85","15.85","15.55","15.55"," ","0","15.55","2","15.7","5","28.27"
"1220  ","台榮            ","181000","46","1961600","10.95","10.95","10.8","10.8","-","0.15","10.8","10","10.85","14","11.87"
"1225  ","福懋油          ","40447","14","1881583","46.4","46.75","46.35","46.75","+","0.1","46.3","4","46.8","6","13.87"
"1227  ","佳格            ","388329","331","29939055","77.7","77.7","77","77","-","0.4","77","71","77.1","19","26.92"
"1229  ","聯華            ","730200","272","16215424","22.2","22.3","22.15","22.2"," ","0","22.15","13","22.2","209","11.62"
"1231  ","聯華食          ","234170","102","7248470","31.1","31.3","30.8","31","-","0.1","30.8","6","31","1","11.15"
"1232  ","大統益          ","84892","82","7145402","84.2","84.5","84","84","-","0.1","84","9","84.1","43","15.76"
"1233  ","天仁            ","4500","5","165750","36.8","36.95","36.8","36.8"," ","0","36.8","1","36.9","1","17.04"
"1234  ","黑松            ","107010","75","3475522","32.35","32.6","32.35","32.45"," ","0","32.4","22","32.45","4","12.39"
"1235  ","興泰            ","26114","17","763717","29.35","29.35","29","29.15","-","0.05","29.15","7","29.2","4","5.9"
"1236  ","宏亞            ","5115","14","95301","18.8","18.8","18.5","18.5","-","0.3","18.45","7","18.5","8","38.54"
"1256  ","鮮活果汁-KY     ","15020","12","1853980","124.5","124.5","122","123","-","1.5","122","5","123","5","15.39"
"1262  ","綠悅-KY         ","354000","289","54306500","155","155","152","152.5","-","2.5","152","23","152.5","18","13.33"
"1301  ","台塑            ","4471082","2581","395709785","89.3","89.4","88.1","88.4","-","1","88.3","161","88.4","30","16.97"
"1303  ","南亞            ","9093313","3122","657780436","71.9","72.7","71.3","72.5","+","0.6","72.4","42","72.5","1,980","21.01"
"1304  ","台聚            ","4150866","1491","67672813","16.55","16.55","16.15","16.25","-","0.3","16.2","455","16.25","7","13.66"
"1305  ","華夏            ","4396362","2421","112109531","25.8","25.8","25.3","25.4","-","0.35","25.35","242","25.4","3","10.67"
