

2016年06月20日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10006.12,+,66.33,0.67
發行量加權股價指數,8625.92,+,57.84,0.68
臺灣公司治理100指數,4823.04,+,29.1,0.61
臺灣50指數,6433.6,+,41.27,0.65
臺灣中型100指數,6061.64,+,43.8,0.73
臺灣資訊科技指數,7730.95,+,30.86,0.4
臺灣發達指數,7357.54,+,64.33,0.88
臺灣高股息指數,5294.41,+,59.66,1.14
臺灣就業99指數,5198.38,+,43.32,0.84
臺灣高薪100指數,4738.17,+,32.66,0.69
臺灣低波動高股息指數,1299.79,+,16.04,1.25
未含金融保險股指數,7334.6,+,49.7,0.68
未含電子股指數,12134.17,+,87.43,0.73
未含金融電子股指數,10595.65,+,80.33,0.76
小型股300指數,5263.23,+,37.23,0.71
水泥窯製類指數,414.94,+,10.08,2.49
塑膠化工類指數,773.4,+,6.36,0.83
機電類指數,1959.25,+,11.88,0.61
水泥類指數,108.35,+,2.88,2.73
食品類指數,1493.45,+,8.25,0.56
塑膠類指數,221.2,+,2.3,1.05
紡織纖維類指數,469.74,+,5.83,1.26
電機機械類指數,154.38,+,0.24,0.16
電器電纜類指數,31.17,-,0.13,-0.42
化學生技醫療類指數,97.25,+,0.25,0.26
化學類指數,91.18,+,0.29,0.32
生技醫療類指數,74.21,+,0.16,0.22
玻璃陶瓷類指數,35.8,+,0.42,1.19
造紙類指數,156.29,-,0.22,-0.14
鋼鐵類指數,83.27,+,0.62,0.75
橡膠類指數,325.84,+,1.99,0.61
汽車類指數,232.72,+,5.76,2.54
電子類指數,348,+,2.19,0.63
半導體類指數,118.39,+,0.33,0.28
電腦及週邊設備類指數,92.79,+,0.58,0.63
光電類指數,29.98,+,0.44,1.49
通信網路類指數,127.15,+,0.88,0.7
電子零組件類指數,74.81,+,0.38,0.51
電子通路類指數,103.3,+,0.47,0.46
資訊服務類指數,80.96,+,0.82,1.02
其他電子類指數,78.65,+,1.1,1.42
建材營造類指數,245.2,+,1.16,0.48
航運類指數,61.02,+,0.2,0.33
觀光類指數,113.44,-,0.59,-0.52
金融保險類指數,954.57,+,5.94,0.63
貿易百貨類指數,210,-,0.52,-0.25
油電燃氣類指數,110.89,+,1.09,0.99
其他類指數,234.06,+,1.13,0.49
臺指日報酬兩倍指數,10949.04,+,145.86,1.35
臺指日報酬反向一倍指數,9319.4,-,63.34,-0.68
電子類兩倍槓桿指數,8377.75,+,104.78,1.27
電子類反向指數,10371.17,-,66.1,-0.63
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10716.29,+,71.56,0.67
發行量加權股價報酬指數,13661.23,+,92.05,0.68
臺灣公司治理100報酬指數,5010.98,+,30.23,0.61
臺灣50報酬指數,10298.02,+,66.07,0.65
臺灣中型100報酬指數,9057.75,+,66.63,0.74
臺灣資訊科技報酬指數,11760.35,+,47.59,0.41
臺灣發達報酬指數,10632.98,+,92.98,0.88
臺灣高股息報酬指數,9397.73,+,105.89,1.14
臺灣就業99報酬指數,6142.96,+,51.19,0.84
臺灣高薪100報酬指數,4984.55,+,34.36,0.69
臺灣低波動高股息報酬指數,2685.98,+,33.13,1.25
未含金融電子股報酬指數,16858.6,+,128.2,0.77
小型股300報酬指數,5267.42,+,37.26,0.71
水泥類報酬指數,152.43,+,4.04,2.72
食品類報酬指數,1775.54,+,9.81,0.56
塑膠類報酬指數,282.27,+,2.93,1.05
紡織纖維類報酬指數,593.3,+,7.37,1.26
電機機械類報酬指數,192.44,+,0.37,0.19
電器電纜類報酬指數,35.65,-,0.15,-0.42
化學生技醫療類報酬指數,122.19,+,0.32,0.26
化學類報酬指數,117.7,+,0.37,0.32
生技醫療類報酬指數,88.39,+,0.19,0.22
玻璃陶瓷類報酬指數,38.45,+,0.45,1.18
造紙類報酬指數,186.58,-,0.26,-0.14
鋼鐵類報酬指數,107.42,+,0.81,0.76
橡膠類報酬指數,406.16,+,2.48,0.61
