

2017年02月18日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11261.28,+,33.02,0.29
發行量加權股價指數,9779.92,+,20.16,0.21
臺灣公司治理100指數,5471.35,+,6.25,0.11
臺灣50指數,7318.31,+,0.56,0.01
臺灣中型100指數,6846.19,+,29.03,0.43
臺灣資訊科技指數,8704.93,+,4.39,0.05
臺灣發達指數,8369.4,+,9.77,0.12
臺灣高股息指數,5767.79,+,17.41,0.3
臺灣就業99指數,5861.38,+,2.11,0.04
臺灣高薪100指數,5422.71,+,2.59,0.05
臺灣低波動高股息指數,1421.82,+,2.66,0.19
未含金融保險股指數,8284.08,+,19.59,0.24
未含電子股指數,13770.24,+,18.68,0.14
未含金融電子股指數,11907.79,+,22.23,0.19
小型股300指數,5965.64,+,32.38,0.55
漲升股利150指數,5591.3,+,6.27,0.11
漲升股利100指數,5528.87,+,6.45,0.12
藍籌30指數,5209.24,+,3.59,0.07
工業菁英30指數,5321.76,+,1.68,0.03
電子菁英30指數,5298.7,+,11.56,0.22
低波動精選30指數,5163.66,+,0.78,0.02
低貝塔100指數,5213.52,+,14.63,0.28
藍籌30反向一倍指數,9582.14,-,6.61,-0.07
水泥窯製類指數,463.1,-,0.68,-0.15
塑膠化工類指數,911.85,+,0.87,0.1
機電類指數,2221.21,+,6.25,0.28
水泥類指數,120.31,-,0.43,-0.36
食品類指數,1395.85,-,6.52,-0.46
塑膠類指數,273.39,-,0.36,-0.13
紡織纖維類指數,497.88,+,1.88,0.38
電機機械類指數,170.81,+,1.4,0.83
電器電纜類指數,45.37,-,0.28,-0.61
化學生技醫療類指數,106.28,+,0.82,0.78
化學類指數,105.17,-,0.12,-0.11
生技醫療類指數,76.11,+,1.43,1.91
玻璃陶瓷類指數,40.64,+,0.38,0.94
造紙類指數,211.57,+,0.4,0.19
鋼鐵類指數,105.64,+,0.1,0.09
橡膠類指數,338.4,+,1.15,0.34
汽車類指數,255.48,+,0.64,0.25
電子類指數,394.3,+,1.06,0.27
半導體類指數,135.67,+,0.2,0.15
電腦及週邊設備類指數,100.93,+,0.41,0.41
光電類指數,40.77,+,0.11,0.27
通信網路類指數,120.42,+,0.76,0.64
電子零組件類指數,85.97,+,0.73,0.86
電子通路類指數,114.07,+,0.44,0.39
資訊服務類指數,87.61,+,0.04,0.05
其他電子類指數,93.59,-,0.09,-0.1
建材營造類指數,259.15,-,0.14,-0.05
航運類指數,63.73,+,0.33,0.52
觀光類指數,115.3,+,0.15,0.13
金融保險類指數,1110.54,+,0.07,0.01
貿易百貨類指數,211.31,-,0.26,-0.12
油電燃氣類指數,135.88,+,0.58,0.43
其他類指數,249.28,+,1.05,0.42
臺指日報酬兩倍指數,13947.71,+,57.38,0.41
臺指日報酬反向一倍指數,8145.77,-,16.86,-0.21
電子類兩倍槓桿指數,10629.96,+,57,0.54
電子類反向指數,9046.82,-,24.45,-0.27
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,12539.97,+,36.77,0.29
發行量加權股價報酬指數,16124.12,+,33.24,0.21
臺灣公司治理100報酬指數,5931.16,+,6.77,0.11
臺灣50報酬指數,12201.6,+,0.94,0.01
臺灣中型100報酬指數,10617.82,+,45.02,0.43
臺灣資訊科技報酬指數,13800.87,+,6.96,0.05
臺灣發達報酬指數,12576.09,+,14.69,0.12
臺灣高股息報酬指數,10805.83,+,32.64,0.3
臺灣就業99報酬指數,7200.77,+,2.6,0.04
臺灣高薪100報酬指數,5959.64,+,2.85,0.05
臺灣低波動高股息報酬指數,3065.6,+,5.75,0.19
未含金融電子股報酬指數,19677.36,+,36.73,0.19
小型股300報酬指數,6230.66,+,33.82,0.55
漲升股利150報酬指數,5776.1,+,6.48,0.11
漲升股利100報酬指數,5702.78,+,6.66,0.12
藍籌 30 報酬指數,5209.24,+,3.59,0.07
工業菁英 30 報酬指數,5321.76,+,1.68,0.03
電子菁英 30 報酬指數,5298.7,+,11.56,0.22
低波動精選 30 報酬指數,5163.66,+,0.78,0.02
低貝塔 100 報酬指數,5213.52,+,14.63,0.28
中小型精選50報酬指數,--,,--,--
中小型A級動能50報酬指數,--,,--,--
水泥類報酬指數,175.67,-,0.64,-0.36
食品類報酬指數,1711.9,-,8,-0.47
