

2016年03月16日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10107.67,+,104.41,1.04
發行量加權股價指數,8699.14,+,87.96,1.02
臺灣公司治理100指數,4792.91,+,39.42,0.83
臺灣50指數,6371.47,+,59.85,0.95
臺灣中型100指數,6339.23,+,80.54,1.29
臺灣資訊科技指數,7636.77,+,70.71,0.93
臺灣發達指數,7443.82,+,81.26,1.1
臺灣高股息指數,5306.42,+,15.17,0.29
臺灣就業99指數,5302.79,+,51.8,0.99
臺灣高薪100指數,4713.93,+,41.37,0.89
臺灣低波動高股息指數,1314.3,+,8.38,0.64
未含金融保險股指數,7403.53,+,76.34,1.04
未含電子股指數,12366.94,+,110.86,0.9
未含金融電子股指數,10867.7,+,98.34,0.91
小型股300指數,5473.56,+,65.37,1.21
水泥窯製類指數,418.61,+,4.44,1.07
塑膠化工類指數,792.13,+,6.46,0.82
機電類指數,1957.88,+,21.85,1.13
水泥類指數,108.08,+,1.27,1.19
食品類指數,1372.61,-,7.23,-0.52
塑膠類指數,225.62,+,1.24,0.55
紡織纖維類指數,555.36,+,4.02,0.73
電機機械類指數,153.17,+,1.48,0.98
電器電纜類指數,32.47,+,1.02,3.24
化學生技醫療類指數,105.73,+,1.04,0.99
化學類指數,97.09,+,1.13,1.18
生技醫療類指數,82.52,+,0.66,0.81
玻璃陶瓷類指數,38.39,+,0.18,0.47
造紙類指數,153.24,+,0.81,0.53
鋼鐵類指數,87.2,+,1.19,1.38
橡膠類指數,312.3,+,5.76,1.88
汽車類指數,251.67,+,0.15,0.06
電子類指數,347.76,+,3.86,1.12
半導體類指數,117.14,+,1,0.86
電腦及週邊設備類指數,93.45,+,0.87,0.94
光電類指數,31.1,+,0.97,3.22
通信網路類指數,122.29,+,0.84,0.69
電子零組件類指數,75.95,+,1.2,1.61
電子通路類指數,99.45,+,1.4,1.43
資訊服務類指數,84.85,+,1.02,1.22
其他電子類指數,81.6,+,0.89,1.1
建材營造類指數,234.54,+,3.1,1.34
航運類指數,67.09,+,1.28,1.94
觀光類指數,116.63,+,0.25,0.21
金融保險類指數,956.79,+,8.36,0.88
貿易百貨類指數,210.9,+,3.03,1.46
油電燃氣類指數,112.37,+,0.87,0.78
其他類指數,242.21,+,3.05,1.28
臺指日報酬兩倍指數,11180.93,+,223.85,2.04
臺指日報酬反向一倍指數,9278.52,-,95.75,-1.02
電子類兩倍槓桿指數,8410.06,+,184.65,2.24
電子類反向指數,10433,-,118.43,-1.12
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10819.23,+,111.76,1.04
發行量加權股價報酬指數,13770.16,+,139.24,1.02
臺灣公司治理100報酬指數,4977.32,+,40.94,0.83
臺灣50報酬指數,10193.04,+,95.74,0.95
臺灣中型100報酬指數,9470.15,+,120.3,1.29
臺灣資訊科技報酬指數,11616.45,+,107.56,0.93
臺灣發達報酬指數,10757.14,+,117.42,1.1
臺灣高股息報酬指數,9400.47,+,26.87,0.29
臺灣就業99報酬指數,6261.63,+,61.16,0.99
臺灣高薪100報酬指數,4955.83,+,43.5,0.89
臺灣低波動高股息報酬指數,2710.72,+,17.28,0.64
未含金融電子股報酬指數,17285.84,+,156.42,0.91
小型股300報酬指數,5473.56,+,65.37,1.21
水泥類報酬指數,152.06,+,1.79,1.19
食品類報酬指數,1631.87,-,8.6,-0.52
塑膠類報酬指數,287.91,+,1.57,0.55
紡織纖維類報酬指數,701.18,+,5.08,0.73
電機機械類報酬指數,190.86,+,1.85,0.98
電器電纜類報酬指數,37.13,+,1.16,3.22
化學生技醫療類報酬指數,132.73,+,1.31,1
化學類報酬指數,125.11,+,1.45,1.17
