

2015年11月19日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9843.55,+,154.08,1.59
發行量加權股價指數,8477.2,+,136.73,1.64
臺灣公司治理100指數,4649.7,+,80.73,1.77
臺灣50指數,6244.48,+,118.73,1.94
臺灣中型100指數,6158.66,+,67.34,1.11
臺灣資訊科技指數,7013.78,+,152.26,2.22
臺灣發達指數,7384.45,+,113.81,1.57
臺灣高股息指數,5000.91,+,75.21,1.53
臺灣就業99指數,5233.45,+,70.72,1.37
臺灣高薪100指數,4684.52,+,75.81,1.64
臺灣低波動高股息指數,1277.97,+,18.3,1.45
未含金融保險股指數,7080.69,+,115.35,1.66
未含電子股指數,12378.82,+,187.78,1.54
未含金融電子股指數,10476.21,+,158.9,1.54
小型股300指數,--,,--,--
水泥窯製類指數,418.63,-,0.45,-0.11
塑膠化工類指數,757.11,+,18.03,2.44
機電類指數,1863.9,+,31.45,1.72
水泥類指數,111.25,-,0.08,-0.07
食品類指數,1306.38,+,25.4,1.98
塑膠類指數,213.01,+,5.65,2.72
紡織纖維類指數,551.99,+,7.89,1.45
電機機械類指數,148.7,+,2.25,1.54
電器電纜類指數,29.26,+,0.12,0.41
化學生技醫療類指數,106.03,+,2.34,2.26
化學類指數,92.88,+,1.26,1.38
生技醫療類指數,86.71,+,2.65,3.15
玻璃陶瓷類指數,32.52,-,0.11,-0.34
造紙類指數,152.92,-,0.41,-0.27
鋼鐵類指數,77.12,+,1.7,2.25
橡膠類指數,293.31,+,3.96,1.37
汽車類指數,260.15,+,3.45,1.34
電子類指數,330.95,+,5.63,1.73
半導體類指數,107.26,+,2.31,2.2
電腦及週邊設備類指數,87.92,+,1.62,1.88
光電類指數,31.33,+,0.8,2.62
通信網路類指數,113.1,+,0.88,0.78
電子零組件類指數,77.84,+,0.96,1.25
電子通路類指數,94.56,+,1.44,1.55
資訊服務類指數,86.84,+,0.24,0.28
其他電子類指數,83.81,+,0.79,0.95
建材營造類指數,233.89,+,0.77,0.33
航運類指數,65.76,-,0.03,-0.05
觀光類指數,116.28,+,0.79,0.68
金融保險類指數,1049.91,+,15.93,1.54
貿易百貨類指數,205.73,+,1.87,0.92
油電燃氣類指數,98.6,+,1.1,1.13
其他類指數,250.65,+,3.59,1.45
臺指日報酬兩倍指數,10688.5,+,339.32,3.28
臺指日報酬反向一倍指數,9584.8,-,159.75,-1.64
電子類兩倍槓桿指數,7672.78,+,256.69,3.46
電子類反向指數,11043.62,-,194.49,-1.73
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10536.42,+,164.92,1.59
發行量加權股價報酬指數,13418.72,+,216.44,1.64
臺灣公司治理100報酬指數,4828.6,+,83.84,1.77
臺灣50報酬指數,9989.88,+,189.94,1.94
臺灣中型100報酬指數,9200.41,+,100.61,1.11
臺灣資訊科技報酬指數,10668.81,+,231.61,2.22
臺灣發達報酬指數,10671.35,+,164.48,1.57
臺灣高股息報酬指數,8859.25,+,133.23,1.53
臺灣就業99報酬指數,6179.75,+,83.5,1.37
臺灣高薪100報酬指數,4924.91,+,79.7,1.64
臺灣低波動高股息報酬指數,2635.8,+,37.74,1.45
未含金融電子股報酬指數,16662.69,+,252.74,1.54
小型股300報酬指數,--,,--,--
水泥類報酬指數,156.52,-,0.12,-0.08
食品類報酬指數,1553.14,+,30.21,1.98
塑膠類報酬指數,271.82,+,7.21,2.72
紡織纖維類報酬指數,696.92,+,9.97,1.45
電機機械類報酬指數,185.29,+,2.81,1.54
電器電纜類報酬指數,33.47,+,0.14,0.42
化學生技醫療類報酬指數,133.04,+,2.94,2.26
化學類報酬指數,119.69,+,1.62,1.37
生技醫療類報酬指數,103.19,+,3.15,3.15
玻璃陶瓷類報酬指數,34.93,-,0.11,-0.31
造紙類報酬指數,182.56,-,0.49,-0.27
鋼鐵類報酬指數,99.48,+,2.2,2.26
橡膠類報酬指數,365.61,+,4.94,1.37
汽車類報酬指數,317.3,+,4.21,1.34
電子類報酬指數,481.05,+,8.18,1.73
半導體類報酬指數,149.25,+,3.22,2.21
電腦及週邊設備類報酬指數,133.28,+,2.44,1.86
光電類報酬指數,38.13,+,0.98,2.64
通信網路類報酬指數,181.21,+,1.42,0.79
電子零組件類報酬指數,111.93,+,1.39,1.26
電子通路類報酬指數,149.14,+,2.27,1.55
資訊服務類報酬指數,139.02,+,0.39,0.28
其他電子類報酬指數,101.04,+,0.95,0.95
建材營造類報酬指數,321.39,+,1.06,0.33
航運類報酬指數,79.19,-,0.03,-0.04
觀光類報酬指數,131.96,+,0.9,0.69
金融保險類報酬指數,1357.2,+,20.6,1.54
貿易百貨類報酬指數,250.15,+,2.27,0.92
油電燃氣類報酬指數,118.55,+,1.33,1.13
其他類報酬指數,333,+,4.77,1.45
