

2015年11月23日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9858.21,+,23.35,0.24
發行量加權股價指數,8485.73,+,20.28,0.24
臺灣公司治理100指數,4643.82,+,5.13,0.11
臺灣50指數,6248.07,+,18,0.29
臺灣中型100指數,6168.13,+,13.05,0.21
臺灣資訊科技指數,7049.3,+,31.16,0.44
臺灣發達指數,7388.59,+,20.28,0.28
臺灣高股息指數,5003.37,+,10.98,0.22
臺灣就業99指數,5232.01,+,10.23,0.2
臺灣高薪100指數,4678.04,+,8.94,0.19
臺灣低波動高股息指數,1270.93,+,1.7,0.13
未含金融保險股指數,7098.72,+,20.99,0.3
未含電子股指數,12361.74,+,32.08,0.26
未含金融電子股指數,10492.55,+,43.61,0.42
小型股300指數,--,,--,--
水泥窯製類指數,415.92,-,0.86,-0.21
塑膠化工類指數,761.1,+,9.03,1.2
機電類指數,1869.53,+,4.43,0.24
水泥類指數,109.54,-,0.22,-0.2
食品類指數,1308.27,+,2.39,0.18
塑膠類指數,214.28,+,3.35,1.59
紡織纖維類指數,552.31,-,2.39,-0.43
電機機械類指數,148.76,+,1.2,0.81
電器電纜類指數,28.99,-,0.15,-0.51
化學生技醫療類指數,106.51,+,0.12,0.11
化學類指數,93.53,+,0.99,1.07
生技醫療類指數,86.88,-,0.73,-0.83
玻璃陶瓷類指數,34.12,-,0.09,-0.26
造紙類指數,153.13,+,0.35,0.23
鋼鐵類指數,75.05,-,0.57,-0.75
橡膠類指數,294.22,+,3.14,1.08
汽車類指數,260.62,+,1.96,0.76
電子類指數,332,+,0.74,0.22
半導體類指數,107.63,+,0.38,0.35
電腦及週邊設備類指數,88.56,+,0.77,0.88
光電類指數,31.63,+,0.02,0.06
通信網路類指數,113.09,+,0.11,0.1
電子零組件類指數,77.94,-,0.03,-0.04
電子通路類指數,93.88,-,0.33,-0.35
資訊服務類指數,86.74,+,0.19,0.22
其他電子類指數,83.89,-,0.22,-0.26
建材營造類指數,232.68,-,1.47,-0.63
航運類指數,65.01,-,0.39,-0.6
觀光類指數,115.67,-,0.42,-0.36
金融保險類指數,1041.45,-,1.03,-0.1
貿易百貨類指數,208.17,+,1.74,0.84
油電燃氣類指數,99.71,+,0.12,0.12
其他類指數,252.54,+,1.52,0.61
臺指日報酬兩倍指數,10709.94,+,51.07,0.48
臺指日報酬反向一倍指數,9575.1,-,22.99,-0.24
電子類兩倍槓桿指數,7721.49,+,34.34,0.45
電子類反向指數,11008.63,-,24.65,-0.22
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10552.12,+,24.99,0.24
發行量加權股價報酬指數,13432.22,+,32.09,0.24
臺灣公司治理100報酬指數,4822.49,+,5.32,0.11
臺灣50報酬指數,9995.62,+,28.79,0.29
臺灣中型100報酬指數,9214.55,+,19.49,0.21
臺灣資訊科技報酬指數,10722.84,+,47.41,0.44
臺灣發達報酬指數,10677.33,+,29.3,0.28
臺灣高股息報酬指數,8863.62,+,19.44,0.22
臺灣就業99報酬指數,6178.05,+,12.08,0.2
臺灣高薪100報酬指數,4918.1,+,9.4,0.19
臺灣低波動高股息報酬指數,2621.29,+,3.51,0.13
未含金融電子股報酬指數,16688.68,+,69.36,0.42
小型股300報酬指數,--,,--,--
水泥類報酬指數,154.12,-,0.3,-0.19
食品類報酬指數,1555.38,+,2.85,0.18
塑膠類報酬指數,273.44,+,4.28,1.59
紡織纖維類報酬指數,697.32,-,3.03,-0.43
電機機械類報酬指數,185.37,+,1.5,0.82
電器電纜類報酬指數,33.16,-,0.16,-0.48
化學生技醫療類報酬指數,133.64,+,0.14,0.1
化學類報酬指數,120.52,+,1.27,1.06
生技醫療類報酬指數,103.4,-,0.86,-0.82
玻璃陶瓷類報酬指數,36.64,-,0.1,-0.27
造紙類報酬指數,182.81,+,0.42,0.23
鋼鐵類報酬指數,96.81,-,0.74,-0.76
橡膠類報酬指數,366.75,+,3.92,1.08
汽車類報酬指數,317.86,+,2.38,0.75
電子類報酬指數,482.57,+,1.06,0.22
半導體類報酬指數,149.77,+,0.53,0.36
電腦及週邊設備類報酬指數,134.25,+,1.16,0.87
光電類報酬指數,38.49,+,0.03,0.08
通信網路類報酬指數,181.19,+,0.18,0.1
電子零組件類報酬指數,112.07,-,0.04,-0.04
電子通路類報酬指數,148.06,-,0.53,-0.36
資訊服務類報酬指數,138.87,+,0.31,0.22
其他電子類報酬指數,101.13,-,0.27,-0.27
建材營造類報酬指數,319.72,-,2.03,-0.63
航運類報酬指數,78.29,-,0.47,-0.6
觀光類報酬指數,131.27,-,0.47,-0.36
金融保險類報酬指數,1346.25,-,1.33,-0.1
貿易百貨類報酬指數,253.12,+,2.11,0.84
油電燃氣類報酬指數,119.87,+,0.14,0.12
其他類報酬指數,335.51,+,2.02,0.61
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","64134747333","1569189552","655743"
"2.台灣存託憑證","38303149","6395466","1076"
"3.受益憑證","0","0","0"
"4.ETF","4672279971","199900339","24549"
"5.受益證券","3621660","217000","45"
"6.變更交易股票","8146980","5648788","720"
"7.認購(售)權證","1753281010","1745041000","53761"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","64142894313","1574838340","656463"
"總計(1~12)","70610380103","3526392145","735894"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2377(17),382(12)
"下跌(跌停)",3253(44),389(3)
"持平",562,87
"未成交",4946,9
"無比價",913,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年11月23日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","3462828","900","216063357","62.6","62.75","62.15","62.6","+","0.3","62.55","72","62.6","396","0.00"
="0051  ","元大中型100     ","41078","29","1056380","25.75","25.79","25.63","25.65","+","0.03","25.65","4","25.75","1","0.00"
="0052  ","FB科技          ","1000","1","37660","37.66","37.66","37.66","37.66","+","0.18","37.7","10","38.02","25","0.00"
="0053  ","元大電子        ","38000","18","1029620","27.03","27.27","26.97","27.26","+","0.36","27.09","1","27.26","6","0.00"
="0054  ","元大台商50      ","66070","14","1425040","22","22.1","21.47","21.69","+","0.24","21.69","1","22","1","0.00"
="0055  ","元大MSCI金融    ","1157020","118","16518130","14.27","14.33","14.25","14.25","+","0.01","14.25","294","14.27","20","0.00"
="0056  ","元大高股息      ","483431","273","10271944","21.31","21.31","21.2","21.26","+","0.02","21.25","10","21.26","13","0.00"
="0057  ","FB摩台          ","0","0","0","--","--","--","--"," ","0","38.67","50","38.76","58","0.00"
="0058  ","FB發達          ","0","0","0","--","--","--","--"," ","0","36.46","10","36.72","10","0.00"
="0059  ","FB金融          ","0","0","0","--","--","--","--"," ","0","32.54","20","32.85","26","0.00"
="0060  ","新台灣          ","3000","3","89910","29.93","30.06","29.92","29.92","-","0.16","29.92","11","30.21","8","0.00"
="0061  ","元大寶滬深      ","6973607","978","130464820","18.7","18.79","18.6","18.7","+","0.09","18.7","101","18.71","8","0.00"
="006203","元大MSCI台灣    ","7000","7","211540","30.3","30.42","30.07","30.42","+","0.17","30.29","10","30.5","1","0.00"
="006204","永豐臺灣加權    ","0","0","0","--","--","--","--"," ","0","42.19","15","42.32","15","0.00"
="006205","FB上証          ","3403298","802","113638420","33.34","33.56","33.2","33.31","-","0.02","33.3","47","33.31","74","0.00"
="006206","元大上證50      ","3551200","296","108293054","30.5","30.65","30.33","30.52","+","0.04","30.52","35","30.54","50","0.00"
="006207","FH滬深          ","1208000","210","29915270","24.69","24.9","24.56","24.7","+","0.01","24.69","6","24.7","53","0.00"
="006208","FB台50          ","4000","1","142240","35.56","35.56","35.56","35.56","+","0.05","35.59","20","35.92","1","0.00"
="00631L","元大台灣50正2   ","5596000","870","105692880","19.01","19.05","18.73","18.93","+","0.14","18.92","401","18.93","27","0.00"
="00632R","元大台灣50反1   ","13954000","1536","272928288","19.5","19.65","19.47","19.54","-","0.04","19.54","96","19.55","1,044","0.00"
="00633L","FB上証正2       ","65246950","8877","2349722670","36.09","36.4","35.57","36.01","+","0.08","36","271","36.01","131","0.00"
="00634R","FB上証反1       ","9581462","555","98545687","10.33","10.36","10.22","10.27","-","0.04","10.27","297","10.28","12","0.00"
="00635U","元大S&P黃金     ","703000","209","12595800","18.05","18.05","17.87","17.93","-","0.19","17.93","1","17.97","2","0.00"
="00636 ","國泰中國A50     ","3600000","247","66218700","18.35","18.53","18.26","18.41","+","0.01","18.4","204","18.41","2","0.00"
="00637L","元大滬深300正2  ","69437020","6922","920561015","13.28","13.39","13.09","13.24","+","0.02","13.23","822","13.24","174","0.00"
="00638R","元大滬深300反1  ","1938000","173","37028020","19.05","19.22","18.99","19.13","-","0.03","19.1","53","19.13","595","0.00"
="00639 ","FB深100         ","3023000","321","35934270","11.83","11.94","11.83","11.88","-","0.02","11.88","404","11.89","1","0.00"
="00640L","FB日本正2       ","1672000","99","38398890","22.79","23","22.79","22.94","+","0.3","22.92","3","22.94","155","0.00"
="00641R","FB日本反1       ","907000","166","16724790","18.53","18.53","18.4","18.47","-","0.06","18.46","56","18.47","8","0.00"
="00642U","元大S&P石油     ","3210029","764","60621587","18.95","18.95","18.85","18.88","-","0.05","18.88","2","18.89","61","0.00"
="00645 ","FB日本          ","581000","36","11900230","20.39","20.49","20.39","20.48","+","0.09","20.48","117","20.5","26","0.00"
="0080  ","恒中國          ","30046","56","12615684","418.65","422","418.5","419.7","+","1.2","419.7","4","421.15","1","0.00"
="0081  ","恒香港          ","2000","14","1864675","903.5","938","903.5","937","+","7.5","937","4","940","1","0.00"
="008201","BP上證50        ","19300","54","1769400","90.25","92.5","90.25","91.8","+","0.95","91.05","2","91.8","13","0.00"
="01001T","土銀富邦R1      ","10000","1","160000","16","16","16","16","-","0.1","15.97","11","16.05","1","0.00"
="01002T","土銀國泰R1      ","190000","34","3214300","16.89","16.95","16.89","16.89"," ","0","16.89","14","16.92","3","0.00"
="01003T","兆豐新光R1      ","9000","6","125880","14","14","13.95","14"," ","0","13.99","46","14","302","0.00"
="01004T","土銀富邦R2      ","0","0","0","--","--","--","--"," ","0","12.39","11","12.41","20","0.00"
="01007T","兆豐國泰R2      ","8000","4","121480","15.18","15.2","15.18","15.2","-","0.02","15.18","16","15.2","3","0.00"
"1101  ","台泥            ","8280024","3378","261067368","31.5","31.75","31.4","31.6","+","0.15","31.55","218","31.6","90","17.75"
"1102  ","亞泥            ","4624742","2578","133405018","29.1","29.25","28.65","28.8","-","0.3","28.8","60","28.85","54","14.69"
"1103  ","嘉泥            ","27785","39","276881","10","10","9.93","10","+","0.03","9.97","17","10","71","0.00"
"1104  ","環泥            ","234576","105","5397598","23","23.1","22.9","22.95","+","0.15","22.95","7","23.05","9","11.42"
"1108  ","幸福            ","313565","96","3156450","10.05","10.15","10","10.1","+","0.05","10.05","13","10.1","16","8.49"
"1109  ","信大            ","31700","19","318150","10.1","10.1","10","10"," ","0","10","2","10.05","12","250"
"1110  ","東泥            ","20241","9","303666","14.95","15.2","14.9","14.9","-","0.3","14.9","1","15.15","5","87.65"
"1201  ","味全            ","571129","231","10839801","18.95","19.1","18.8","19","+","0.05","18.95","15","19","2","0.00"
"1203  ","味王            ","25331","29","580163","22.9","23.1","22.8","23.1","+","0.2","22.95","1","23.15","2","14.17"
"1210  ","大成            ","460136","179","8810651","19.25","19.3","19.05","19.05","-","0.2","19.05","27","19.1","4","21.9"
"1213  ","大飲            ","20025","20","307837","15.25","15.5","15.25","15.5","+","0.25","15.35","1","15.55","2","35.23"
"1215  ","卜蜂            ","349694","188","7622535","21.7","21.95","21.55","21.75","+","0.2","21.7","4","21.75","49","8.3"
"1216  ","統一            ","4466456","2768","244783422","55.2","55.2","54.4","54.8","-","0.1","54.8","79","54.9","2","21.49"
"1217  ","愛之味          ","2305068","761","16996529","7.51","7.55","7.23","7.26","-","0.17","7.26","19","7.29","1","80.67"
"1218  ","泰山            ","450790","172","4851737","10.7","10.8","10.7","10.75","+","0.1","10.75","10","10.8","159","51.19"
"1219  ","福壽            ","22514","26","332920","14.9","14.9","14.7","14.85","+","0.05","14.7","1","14.85","3","38.08"
"1220  ","台榮            ","63372","38","671984","10.5","10.65","10.5","10.65","+","0.15","10.6","3","10.65","13","22.66"
"1225  ","福懋油          ","204911","25","5023277","24.1","24.95","24.1","24.5","+","0.35","24.5","18","24.9","5","32.67"
"1227  ","佳格            ","922720","679","71895474","77.2","78.5","77.2","78.3","+","1.1","78.2","2","78.3","14","23.3"
