

2017年01月04日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10674.68,+,18.51,0.17
發行量加權股價指數,9286.96,+,14.08,0.15
臺灣公司治理100指數,5262.82,+,5.44,0.1
臺灣50指數,7008.49,+,3.89,0.06
臺灣中型100指數,6323.94,+,30.93,0.49
臺灣資訊科技指數,8346.36,+,0.97,0.01
臺灣發達指數,7870.79,+,19.08,0.24
臺灣高股息指數,5465.25,+,26.33,0.48
臺灣就業99指數,5591.33,+,10.37,0.19
臺灣高薪100指數,5207.79,+,5.45,0.1
臺灣低波動高股息指數,1350.25,+,1.94,0.14
未含金融保險股指數,7841.01,+,13.45,0.17
未含電子股指數,13173.37,+,14.38,0.11
未含金融電子股指數,11329.29,+,16.27,0.14
小型股300指數,5505.15,+,6.92,0.13
漲升股利150指數,5285.65,+,10.09,0.19
漲升股利100指數,5240.21,+,9.34,0.18
水泥窯製類指數,427.05,-,0.55,-0.13
塑膠化工類指數,868.48,+,3.04,0.35
機電類指數,2091.5,+,4.04,0.19
水泥類指數,111.82,-,0.1,-0.09
食品類指數,1356.64,-,3.07,-0.23
塑膠類指數,262.36,+,0.76,0.29
紡織纖維類指數,474.75,-,2.79,-0.58
電機機械類指數,154.82,+,0.32,0.21
電器電纜類指數,38.79,+,0.35,0.91
化學生技醫療類指數,99.61,+,0.56,0.57
化學類指數,99.29,+,0.44,0.45
生技醫療類指數,70.7,+,0.52,0.74
玻璃陶瓷類指數,36,-,0.12,-0.33
造紙類指數,169.35,+,1.38,0.82
鋼鐵類指數,98.38,+,0.9,0.92
橡膠類指數,316.67,+,1.22,0.39
汽車類指數,250.54,+,0.99,0.4
電子類指數,372,+,0.7,0.19
半導體類指數,128.99,-,0.01,-0.01
電腦及週邊設備類指數,96.19,+,0.29,0.3
光電類指數,35.76,+,0.02,0.06
通信網路類指數,119.97,+,1.5,1.27
電子零組件類指數,78.13,+,0.14,0.18
電子通路類指數,108.14,+,0.01,0.01
資訊服務類指數,85.17,-,0.15,-0.18
其他電子類指數,87,-,0.06,-0.07
建材營造類指數,239.33, ,--,--
航運類指數,57.93,-,0.03,-0.05
觀光類指數,105.72, ,--,--
金融保險類指數,1077.2,+,0.25,0.02
貿易百貨類指數,206.14,-,2.4,-1.15
油電燃氣類指數,138.24,-,0.01,-0.01
其他類指數,236.81,+,0.92,0.39
臺指日報酬兩倍指數,12585.3,+,38.1,0.3
臺指日報酬反向一倍指數,8583.82,-,13.05,-0.15
電子類兩倍槓桿指數,9467.41,+,35.56,0.38
電子類反向指數,9595.13,-,18.12,-0.19
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11886.76,+,20.62,0.17
發行量加權股價報酬指數,15311.39,+,23.22,0.15
臺灣公司治理100報酬指數,5705.11,+,5.9,0.1
臺灣50報酬指數,11685.04,+,6.49,0.06
臺灣中型100報酬指數,9807.85,+,47.97,0.49
臺灣資訊科技報酬指數,13232.38,+,1.54,0.01
臺灣發達報酬指數,11826.86,+,28.68,0.24
臺灣高股息報酬指數,10239.01,+,49.32,0.48
臺灣就業99報酬指數,6869,+,12.73,0.19
臺灣高薪100報酬指數,5723.44,+,5.99,0.1
臺灣低波動高股息報酬指數,2911.28,+,4.17,0.14
未含金融電子股報酬指數,18721.41,+,26.88,0.14
