"106年07月11日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"電子通路類報酬指數","195.17","+","1.70","0.88",
"資訊服務類報酬指數","151.92","+","0.41","0.27",
"其他電子類報酬指數","151.29","+","3.59","2.43",
"建材營造類報酬指數","385.95","+","0.84","0.22",
"航運類報酬指數","80.55","+","0.06","0.07",
"觀光類報酬指數","149.14","-","0.51","-0.34",
"金融保險類報酬指數","1,562.04","+","11.41","0.74",
"貿易百貨類報酬指數","286.48","+","2.26","0.80",
"油電燃氣類報酬指數","173.60","+","0.81","0.47",
"其他類報酬指數","358.07","+","2.19","0.62",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","100,774,597,742","2,068,376,478","698,685",
"2.台灣存託憑證","14,084,820","2,832,543","634",
"3.受益憑證","0","0","0",
"4.ETF","7,052,614,604","348,174,741","47,003",
"5.受益證券","7,986,800","563,000","124",
"6.變更交易股票","18,195,194","8,744,242","886",
"7.認購(售)權證","2,611,748,890","2,379,673,000","72,811",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","100,792,792,936","2,077,120,720","699,571",
"總計(1~12)","110,479,228,050","4,808,364,004","820,143",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","3,697(9)","437(1)",
"下跌(跌停)","2,465(32)","323(2)",
"持平","423","113",
"未成交","4,014","2",
"無比價","1,369","23",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年07月11日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","4,138,771","1,699","336,245,539","80.70","81.55","80.55","81.55","+","1.20","81.50","20","81.55","55","0.00",
="0051","元大中型100","25,100","13","737,040","29.30","29.50","29.30","29.49","+","0.29","29.40","1","29.49","4","0.00",
="0052","富邦科技","7,000","6","339,490","48.47","48.52","48.45","48.51","+","0.30","49.01","10","49.24","1","0.00",
="0053","元大電子","48,000","20","1,698,780","35.14","35.48","35.14","35.48","+","0.58","35.48","38","35.49","2","0.00",
="0054","元大台商50","50,000","14","1,269,640","25.53","25.53","25.32","25.45","+","0.34","25.42","50","25.50","4","0.00",
="0055","元大MSCI金融","46,001","30","719,365","15.65","15.65","15.60","15.65"," ","0.00","15.65","1","15.66","5","0.00",
="0056","元大高股息","1,443,495","713","37,182,729","25.59","25.82","25.59","25.80","+","0.22","25.80","5","25.81","12","0.00",
="0057","富邦摩台","1,000","1","48,390","48.39","48.39","48.39","48.39","+","0.51","48.60","20","48.79","20","0.00",
="0058","富邦發達","1,000","1","45,800","45.80","45.80","45.80","45.80","+","0.40","45.95","1","46.36","1","0.00",
="0059","富邦金融","1,000","1","36,240","36.24","36.24","36.24","36.24","+","0.35","36.10","1","36.30","1","0.00",
="0061","元大寶滬深","5,272,360","1,216","87,835,668","16.58","16.73","16.56","16.72","+","0.12","16.71","50","16.72","57","0.00",
="006203","元大MSCI台灣","1,000","1","37,620","37.62","37.62","37.62","37.62","+","0.81","37.43","50","37.66","2","0.00",
="006204","永豐臺灣加權","29,000","4","1,518,350","52.25","52.45","52.25","52.45","X","0.00","52.50","15","52.55","1","0.00",
="006205","富邦上証","4,003,093","1,120","117,320,035","29.25","29.43","29.21","29.43","+","0.18","29.43","29","29.44","37","0.00",
="006206","元大上證50","1,158,408","235","33,346,302","28.70","29.00","28.62","29.00","+","0.29","28.99","138","29.00","27","0.00",
="006207","FH滬深","2,387,000","279","52,658,960","21.90","22.19","21.90","22.19","+","0.19","22.19","142","22.20","134","0.00",
="006208","富邦台50","87","2","4,102","--","--","--","--"," ","0.00","47.85","10","47.99","10","0.00",
="00625K","富邦上証+R","50,000","2","320,500","6.41","6.41","6.41","6.41","-","0.13","6.45","30","6.53","10","0.00",
="00631L","元大台灣50正2","3,527,200","1,062","116,807,280","32.60","33.37","32.59","33.37","+","1.06","33.36","22","33.37","135","0.00",
="00632R","元大台灣50反1","56,187,925","6,763","786,918,143","14.09","14.09","13.96","13.97","-","0.16","13.96","2,160","13.97","2,071","0.00",
="00633L","富邦上証正2","54,679,736","8,448","2,207,960,746","39.82","40.99","39.79","40.99","+","1.09","40.99","250","41.00","962","0.00",
="00634R","富邦上証反1","4,058,000","1,139","32,794,160","8.11","8.12","8.02","8.03","-","0.07","8.02","36","8.03","114","0.00",
="00635U","元大S&P黃金","1,912,156","485","36,618,668","19.15","19.17","19.13","19.14"," ","0.00","19.14","46","19.15","522","0.00",
="00636","國泰中國A50","2,610,369","415","47,451,386","18.11","18.32","18.05","18.32","+","0.23","18.32","325","18.33","30","0.00",
="00637L","元大滬深300正2","115,105,634","11,307","1,752,079,019","15.00","15.44","14.99","15.44","+","0.41","15.44","2,603","15.45","362","0.00",
="00638R","元大滬深300反1","55,000","34","896,660","16.38","16.38","16.23","16.23","-","0.15","16.22","9","16.23","58","0.00",
="00639","富邦深100","6,188,574","918","63,468,374","10.23","10.29","10.23","10.29","+","0.05","10.29","15","10.30","341","0.00",
="00640L","富邦日本正2","1,238,000","151","25,303,600","20.31","20.52","20.31","20.52","+","0.30","20.51","10","20.52","4","0.00",
="00641R","富邦日本反1","841,000","76","13,798,650","16.45","16.45","16.37","16.40","-","0.10","16.38","15","16.40","31","0.00",
="00642U","元大S&P石油","3,391,607","701","53,498,380","15.73","15.80","15.73","15.74","+","0.05","15.74","68","15.75","126","0.00",
="00643","群益深証中小","2,225,302","622","31,868,963","14.35","14.37","14.29","14.35","-","0.04","14.35","18","14.36","16","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.14","50","3.23","15","0.00",
="00645","富邦日本","85,000","15","1,764,320","20.76","20.81","20.75","20.81","+","0.10","20.81","20","20.85","55","0.00",
="00646","元大S&P500","17,000","16","375,640","22.12","22.12","22.07","22.07","-","0.05","22.07","23","22.11","3","0.00",
="00647L","元大S&P500正2","2,019","3","53,035","26.27","26.27","26.27","26.27","-","0.03","26.30","20","26.40","70","0.00",
="00648R","元大S&P500反1","417,000","90","6,540,540","15.73","15.73","15.67","15.67","-","0.06","15.66","214","15.67","40","0.00",
="00649","FH香港","180,000","53","3,344,530","18.53","18.68","18.53","18.68","+","0.16","18.69","1","18.76","30","0.00",
="00650L","FH香港正2","838,000","60","22,183,330","26.19","26.69","26.18","26.69","+","0.51","26.65","63","26.74","6","0.00",
="00651R","FH香港反1","123,000","17","1,239,830","10.08","10.17","10.04","10.04","-","0.09","10.03","1","10.04","1","0.00",
="00652","富邦印度","507,584","88","11,332,923","22.30","22.36","22.27","22.35","+","0.27","22.36","5","22.37","6","0.00",
="00653L","富邦印度正2","1,364,000","350","36,491,560","26.50","26.94","26.50","26.92","+","0.67","26.91","1","26.92","7","0.00",
="00654R","富邦印度反1","270,000","74","4,319,380","16.08","16.08","15.96","15.98","-","0.18","15.97","133","15.98","24","0.00",
="00655L","國泰中國A50正2","6,080,800","967","177,674,970","28.84","29.65","28.78","29.65","+","0.80","29.65","455","29.66","5","0.00",
="00656R","國泰中國A50反1","188,000","27","2,831,670","15.20","15.20","14.97","14.97","-","0.23","14.94","103","14.97","10","0.00",
="00657","國泰日經225","12,000","4","292,290","24.31","24.38","24.31","24.38","+","0.06","24.38","61","24.45","20","0.00",
="00658L","國泰日本正2","26,000","18","769,180","29.52","29.70","29.49","29.70","+","0.18","29.71","10","29.78","40","0.00",
="00659R","國泰日本反1","65,000","18","969,210","14.91","14.94","14.87","14.87","-","0.08","14.85","83","14.87","4","0.00",
="00660","元大歐洲50","66,000","15","1,621,700","24.50","24.59","24.49","24.59","+","0.09","24.57","4","24.59","30","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","25.07","10","25.28","60","0.00",
="00662","富邦NASDAQ","81,207","22","1,952,708","24.05","24.06","24.02","24.03","+","0.06","24.03","52","24.06","16","0.00",
="00663L","國泰臺灣加權正2","963,000","119","28,601,610","29.45","29.99","29.44","29.99","+","0.80","29.97","200","29.99","246","0.00",
="00664R","國泰臺灣加權反1","3,143,000","425","49,868,480","15.94","15.94","15.82","15.82","-","0.19","15.81","46","15.82","281","0.00",
="00665L","富邦H股正2","2,000,000","298","52,255,430","25.81","26.46","25.61","26.39","+","0.49","26.38","9","26.39","2","0.00",
="00666R","富邦H股反1","222,000","19","3,562,780","16.07","16.08","15.86","15.86","-","0.19","15.86","60","15.88","60","0.00",
="00667","元大韓國","5,000","2","110,000","22.00","22.00","22.00","22.00","X","0.00","22.00","12","22.09","2","0.00",
="00668","國泰美國道瓊","1,050","2","23,882","22.75","22.75","22.75","22.75","-","0.08","22.75","49","22.81","50","0.00",
="00669R","國泰美國道瓊反1","298,000","33","4,903,650","16.47","16.48","16.44","16.44","-","0.03","16.44","110","16.46","61","0.00",
="00670L","富邦NASDAQ正2","345,000","46","7,800,540","22.57","22.63","22.57","22.63","+","0.18","22.62","20","22.63","3","0.00",
="00671R","富邦NASDAQ反1","817,000","66","14,982,930","18.36","18.36","18.32","18.35","-","0.07","18.33","8","18.35","199","0.00",
="00672L","元大S&P原油正2","30,237,110","3,677","364,833,505","12.10","12.13","11.99","12.00","-","0.08","12.00","32","12.01","212","0.00",
="00673R","元大S&P原油反1","3,385,005","482","77,627,380","22.99","23.03","22.88","23.03","+","0.04","23.02","69","23.03","136","0.00",
="00674R","元大S&P黃金反1","63,000","10","1,300,520","20.64","20.68","20.64","20.68","-","0.02","20.67","34","20.71","77","0.00",
="00675L","富邦臺灣加權正2","2,193,150","239","28,204,827","12.72","12.97","12.72","12.97","+","0.37","12.96","200","12.97","22","0.00",
="00676R","富邦臺灣加權反1","4,823,000","513","41,579,780","8.66","8.66","8.59","8.59","-","0.12","8.59","37","8.60","676","0.00",
="00677U","富邦VIX","7,204,000","675","72,804,920","10.11","10.13","10.08","10.12","-","0.06","10.12","9","10.13","676","0.00",
="00678","群益NBI生技","31,000","24","658,320","21.23","21.25","21.23","21.24","-","0.14","21.23","4","21.24","2","0.00",
="00680L","元大美債20正2","27,000","5","542,650","20.10","20.10","20.09","20.09","+","0.02","20.03","25","20.10","25","0.00",
="00681R","元大美債20反1","10,000","1","192,700","19.27","19.27","19.27","19.27"," ","0.00","19.23","2","19.27","1","0.00",
="00682U","元大美元指數","2,000","1","37,700","18.85","18.85","18.85","18.85"," ","0.00","18.82","1","18.85","2","0.00",
="00683L","元大美元指數正2","15,000","8","269,280","17.95","17.96","17.94","17.96","+","0.03","17.94","84","17.96","1","0.00",
="00684R","元大美元指數反1","0","0","0","--","--","--","--"," ","0.00","20.74","20","20.83","20","0.00",
="00685L","群益臺灣加權正2","706,000","46","7,998,170","11.18","11.39","11.18","11.39","+","0.30","11.39","98","11.40","2","0.00",
="00686R","群益臺灣加權反1","3,780,000","89","35,289,340","9.40","9.40","9.32","9.32","-","0.13","9.31","304","9.32","82","0.00",
="00688L","國泰20年美債正2","0","0","0","--","--","--","--"," ","0.00","20.31","40","20.34","40","0.00",
="00689R","國泰20年美債反1","204,000","8","3,984,000","19.50","19.53","19.50","19.53","+","0.01","19.51","70","19.54","70","0.00",
="00690","兆豐藍籌30","1,000,000","119","21,022,220","20.82","21.07","20.82","21.05","+","0.23","21.05","80","21.06","1","0.00",
="00691R","兆豐藍籌30反1","126,000","7","2,361,650","18.65","18.78","18.64","18.64","-","0.18","18.64","17","18.71","50","0.00",
="00692","富邦公司治理","1,658,468","304","34,782,465","20.83","21.03","20.83","21.03","+","0.25","21.02","82","21.03","7","0.00",
="00693U","華頓S&P黃豆","1,795,300","393","38,588,170","21.52","21.54","21.36","21.40","+","0.09","21.40","33","21.41","200","0.00",
="00698L","元大美債7-10正2","960,000","20","18,569,280","19.31","19.35","19.31","19.33","+","0.04","19.31","1","19.35","1","0.00",
="00699R","元大美債7-10反1","1,142,000","15","22,972,300","20.10","20.13","20.10","20.12","-","0.02","20.11","239","20.17","189","0.00",
="008201","BP上證50","13,230","42","1,175,455","88.40","89.80","88.40","89.75","+","1.05","89.75","11","89.90","4","0.00",
="01001T","土銀富邦R1","32,000","9","435,840","13.62","13.62","13.62","13.62"," ","0.00","13.61","10","13.63","5","0.00",
="01002T","土銀國泰R1","388,000","67","5,567,430","14.30","14.41","14.30","14.41","+","0.11","14.37","40","14.41","1","0.00",
="01003T","兆豐新光R1","30,000","18","423,700","14.20","14.20","14.10","14.10"," ","0.00","14.10","39","14.20","7","0.00",
="01004T","土銀富邦R2","29,000","10","369,330","12.72","12.77","12.72","12.77","+","0.05","12.74","1","12.77","75","0.00",
="01007T","兆豐國泰R2","84,000","20","1,190,500","14.17","14.24","14.17","14.24","+","0.07","14.19","2","14.24","19","0.00",
="03001P","臺股指永豐6A售02","25,000","1","5,000","0.20","0.20","0.20","0.20","-","0.03","0.18","45","0.19","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","70.50","10","71.50","10","109.00",
="03002P","廣宇永豐6A售02","249,000","6","172,840","0.68","0.71","0.68","0.70","-","0.05","0.71","30","0.72","30","0.00",
="03003P","聯鈞永豐6A售02","438,000","11","227,490","0.52","0.52","0.51","0.52","-","0.01","0.50","30","0.51","30","0.00",
="03003X","元展03","1,000","1","90,500","90.50","90.50","90.50","90.50","X","0.00","90.50","10","91.50","10","212.00",
="03004P","大同元大71售02","311,000","8","168,840","0.53","0.56","0.53","0.56","+","0.05","0.55","103","0.56","90","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","14.50","10","14.70","10","25.55",
="03005P","義隆元大6A售01","44,000","3","17,300","0.40","0.40","0.39","0.39","-","0.04","0.38","100","0.39","100","0.00",
="03005X","元展05","10,000","1","159,000","15.90","15.90","15.90","15.90","X","0.00","16.10","10","16.30","10","25.60",
="03006P","聯發科元大6A售04","20,000","3","900","0.04","0.05","0.04","0.05"," ","0.00","0.03","310","0.05","502","0.00",
="03006X","元展06","2,000","2","56,500","28.20","28.30","28.20","28.30","X","0.00","28.40","10","28.50","1","46.70",
="03007P","鴻海元大6A售10","627,000","4","18,910","0.03","0.04","0.03","0.04"," ","0.00","0.03","2","0.04","319","0.00",
="03007X","元展07","5,000","3","74,800","14.90","15.00","14.90","15.00","+","0.30","15.00","10","15.10","13","20.20",
="03008P","為升元富6A售02","0","0","0","--","--","--","--"," ","0.00","0.48","25","0.49","25","0.00",
="03009P","樺漢凱基6A售05","30,000","1","8,400","0.28","0.28","0.28","0.28","X","0.00","0.28","46","0.29","30","0.00",
="03009X","元展09","5,000","3","132,800","26.60","26.60","26.50","26.60","-","0.60","26.20","10","26.40","10","32.10",
="03010P","大立光日盛6A售04","2,000","1","1,100","0.55","0.55","0.55","0.55","X","0.00","0.54","25","0.55","25","0.00",
="03010X","元展10","8,000","3","498,000","62.00","63.50","62.00","63.50","+","2.00","62.50","10","63.00","10","118.50",
="03011P","大立光統一6A售04","1,290,000","26","585,080","0.48","0.48","0.43","0.44","-","0.12","0.43","250","0.44","100","0.00",
="03012P","大立光統一6B售05","586,000","11","318,280","0.59","0.59","0.52","0.52","-","0.15","0.53","216","0.54","118","0.00",
="03012X","元展12","94,000","7","1,367,100","14.40","14.60","14.40","14.60","+","0.30","14.70","10","14.90","10","49.70",
="03013P","可成統一6A售07","198,000","3","18,820","0.10","0.10","0.09","0.09","-","0.02","0.09","208","0.10","229","0.00",
="03013X","元展13","20,000","2","151,500","7.55","7.60","7.55","7.60","+","0.10","7.60","10","7.70","10","14.05",
="03014P","華邦電統一6A售04","300,000","1","159,000","0.53","0.53","0.53","0.53"," ","0.00","0.52","20","0.53","10","0.00",
="03014X","元展14","23,000","10","351,900","15.30","15.30","15.30","15.30"," ","0.00","15.30","2","15.40","13","20.20",
="03015P","大立光群益6A售09","377,000","6","89,950","0.25","0.25","0.21","0.21","X","0.00","0.22","25","0.23","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.10","10","13.30","10","18.75",
="03016P","中鋼群益6B售02","165,000","5","80,850","0.49","0.49","0.49","0.49"," ","0.00","0.48","25","0.49","10","0.00",
="03016X","元展16","0","0","0","--","--","--","--"," ","0.00","2.22","52","2.25","50","8.57",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","0.90","25","0.92","10","0.00",
="03017X","元展17","2,000","1","3,440","1.72","1.72","1.72","1.72"," ","0.00","1.72","50","1.74","50","9.37",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","0.90","25","0.92","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.17","50","3.21","50","17.60",
="03019P","華新科群益6A售04","187,000","3","257,630","1.37","1.39","1.37","1.39","+","0.01","1.37","25","1.39","10","0.00",
="03019X","元展19","95,000","3","281,150","2.95","2.96","2.95","2.96","X","0.00","2.94","50","2.97","50","16.30",
="03020P","鑽全群益6A售01","955,000","5","748,910","0.78","0.79","0.77","0.78","-","0.01","0.77","25","0.78","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.89","50","2.95","50","17.45",
="03021P","大立光元大6A售11","4,654,000","86","993,020","0.28","0.28","0.20","0.21","-","0.09","0.25","17","--","0","0.00",
="03021X","元展21","0","0","0","--","--","--","--"," ","0.00","9.00","10","9.15","10","26.50",
="03022P","大立光元大6A售14","286,000","23","258,600","0.93","0.93","0.84","0.86","-","0.23","0.86","100","0.87","100","0.00",
="03022X","富展01","3,000","1","97,500","32.50","32.50","32.50","32.50","X","0.00","32.40","10","32.70","10","118.50",
="03023P","大立光元大6B售03","1,354,000","40","422,650","0.33","0.34","0.30","0.31","-","0.07","0.30","110","0.31","50","0.00",
="03023X","富展02","1,000","1","16,200","16.20","16.20","16.20","16.20","X","0.00","16.30","12","16.40","1","29.43",
="03024P","中租元大6A售03","0","0","0","--","--","--","--"," ","0.00","0.23","100","0.24","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","50.50","10","51.50","10","212.00",
="03025P","台積電元大6A售06","368,000","13","43,260","0.13","0.13","0.10","0.11","-","0.04","0.10","150","0.11","100","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","24.70","495","24.80","300","81.55",
="03026P","富邦金元大6B售03","154,000","7","95,030","0.62","0.62","0.57","0.60","-","0.02","0.57","100","0.58","100","0.00",
="03026X","元展23","2,000","1","8,620","4.31","4.31","4.31","4.31","+","0.03","4.37","100","4.43","100","16.72",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.27","10","0.28","10","0.00",
="03027X","元展24","12,000","2","102,650","8.55","8.60","8.55","8.60","+","0.10","8.55","100","8.70","100","29.43",
="03028P","國巨永豐6A售03","0","0","0","--","--","--","--"," ","0.00","0.77","30","0.78","30","0.00",
="03028X","元展25","2,802,000","2","68,901,180","--","--","--","--"," ","0.00","24.40","10","24.90","1","75.70",
="03029P","華新科永豐6A售03","323,000","5","366,200","1.13","1.15","1.12","1.15","+","0.01","1.13","30","1.14","30","0.00",
="03029X","元展26","19,000","5","265,000","13.90","14.20","13.90","14.20","X","0.00","14.20","10","14.30","53","41.30",
="03030P","臺股指玉山6A售01","6,000","2","1,680","0.29","0.29","0.26","0.26","X","0.00","0.25","10","0.26","10","0.00",
="03031P","臺股指玉山6A售02","427,000","6","121,100","0.30","0.30","0.26","0.26","-","0.10","0.26","10","0.27","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.40","10","6.45","10","47.75",
="03032P","大立光國泰6A售10","476,000","28","365,660","0.82","0.82","0.72","0.73","-","0.24","0.72","35","0.73","20","0.00",
="03032X","元展29","15,000","3","139,400","9.25","9.30","9.25","9.30","X","0.00","9.35","100","9.45","100","15.75",
="03033P","大立光國泰6A售11","155,000","7","98,180","0.68","0.68","0.60","0.60","-","0.25","0.61","30","0.62","30","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.80","10","13.90","10","378.00",
="03034P","大立光國泰6A售12","0","0","0","--","--","--","--"," ","0.00","0.52","30","0.53","30","0.00",
="03035P","大立光國泰6A售13","347,000","19","157,260","0.48","0.50","0.41","0.41","-","0.19","0.42","30","0.43","30","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.60","10","5.65","10","24.85",
="03036P","大立光元富6A售06","188,000","10","106,100","0.59","0.59","0.55","0.56","-","0.15","0.55","28","0.56","5","0.00",
="03037P","大立光元富6A售07","529,000","25","357,410","0.73","0.73","0.66","0.68","-","0.17","0.68","275","0.71","25","0.00",
="03038P","大立光元富6A售08","5,000","1","2,450","0.49","0.49","0.49","0.49","X","0.00","0.48","25","0.49","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","15.00","10","15.10","10","99.00",
="03039P","大立光統一6B售08","504,000","22","398,560","0.85","0.85","0.77","0.78","-","0.15","0.77","30","0.78","10","0.00",
="03039X","元展36","5,000","3","32,150","6.40","6.45","6.40","6.45","X","0.00","6.40","20","6.45","10","294.00",
="03040P","華新科凱基6A售02","328,000","7","485,050","1.48","1.51","1.45","1.48","-","0.02","1.48","30","1.49","30","0.00",
="03040X","元展37","2,000","1","13,500","6.75","6.75","6.75","6.75","+","0.15","6.75","10","6.85","10","14.10",
="03041P","台積電元大6A售07","376,000","6","66,910","0.18","0.18","0.16","0.16","-","0.06","0.15","100","0.16","99","0.00",
