"106年06月13日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="0052","富邦科技","2,000","2","94,390","47.19","47.20","47.19","47.20","+","0.26","47.00","6","47.21","5","0.00",
="0053","元大電子","25,000","11","843,260","34.00","34.00","33.70","33.76","-","0.23","33.80","10","33.99","3","0.00",
="0054","元大台商50","1,000","1","24,110","24.11","24.11","24.11","24.11","+","0.15","23.92","3","24.11","3","0.00",
="0055","元大MSCI金融","114,182","29","1,712,057","14.96","15.02","14.96","14.99","+","0.03","14.99","145","15.00","20","0.00",
="0056","元大高股息","1,617,722","746","40,679,689","25.07","25.18","25.07","25.16","+","0.09","25.15","12","25.16","164","0.00",
="0057","富邦摩台","3,000","3","137,010","45.69","45.69","45.63","45.63","+","0.02","45.52","20","45.70","20","0.00",
="0058","富邦發達","6,000","5","261,080","43.54","43.54","43.50","43.50","-","0.25","43.63","10","43.94","10","0.00",
="0059","富邦金融","3,000","3","104,810","34.75","35.08","34.75","35.08","+","0.33","34.86","1","35.06","1","0.00",
="0061","元大寶滬深","4,235,900","787","67,313,977","15.85","15.95","15.82","15.92","+","0.04","15.92","65","15.93","9","0.00",
="006203","元大MSCI台灣","8,000","2","284,550","35.70","35.70","35.55","35.55","-","0.19","35.44","50","35.77","20","0.00",
="006204","永豐臺灣加權","0","0","0","--","--","--","--"," ","0.00","50.30","1","50.40","100","0.00",
="006205","富邦上証","2,831,942","618","79,067,593","27.94","28.01","27.77","27.96","+","0.02","27.96","12","27.97","96","0.00",
="006206","元大上證50","1,017,570","287","27,979,288","27.53","27.60","27.38","27.51","-","0.02","27.50","13","27.51","34","0.00",
="006207","FH滬深","798,000","133","16,682,960","20.95","20.98","20.83","20.93"," ","0.00","20.93","16","20.94","62","0.00",
="006208","富邦台50","0","0","0","--","--","--","--"," ","0.00","45.25","10","45.39","10","0.00",
="00625K","富邦上証+R","50,000","2","314,000","6.28","6.28","6.28","6.28","-","0.01","6.31","30","6.34","2","0.00",
="00631L","元大台灣50正2","803,250","221","24,312,757","30.34","30.35","30.15","30.30","+","0.06","30.28","8","30.30","64","0.00",
="00632R","元大台灣50反1","46,431,150","7,291","674,254,267","14.52","14.55","14.50","14.52","-","0.01","14.52","5,282","14.53","535","0.00",
="00633L","富邦上証正2","35,067,000","6,217","1,335,696,730","38.20","38.43","37.77","38.04","-","0.31","38.03","202","38.04","68","0.00",
="00634R","富邦上証反1","672,000","107","5,571,890","8.25","8.32","8.25","8.27","+","0.02","8.27","30","8.28","3","0.00",
="00635U","元大S&P黃金","874,212","111","17,447,214","19.95","19.98","19.92","19.98","+","0.03","19.97","6","19.98","72","0.00",
="00636","國泰中國A50","1,754,000","282","30,523,100","17.43","17.48","17.32","17.40","-","0.03","17.40","107","17.41","110","0.00",
="00637L","元大滬深300正2","61,837,695","8,194","888,708,593","14.45","14.51","14.26","14.36","-","0.11","14.35","1,754","14.36","3,476","0.00",
="00638R","元大滬深300反1","65,000","18","1,102,420","16.94","17.00","16.93","16.93","-","0.01","16.93","43","16.95","5","0.00",
="00639","富邦深100","8,013,090","1,106","79,095,090","9.85","9.92","9.81","9.92","+","0.05","9.91","51","9.92","150","0.00",
="00640L","富邦日本正2","739,000","44","14,597,010","19.73","19.81","19.73","19.75","+","0.07","19.75","24","19.76","47","0.00",
="00641R","富邦日本反1","532,000","49","8,872,430","16.67","16.70","16.66","16.68","-","0.06","16.67","5","16.68","55","0.00",
="00642U","元大S&P石油","5,069,695","1,219","82,755,846","16.31","16.36","16.30","16.36","+","0.09","16.35","77","16.36","279","0.00",
="00643","群益深証中小","2,704,000","468","37,309,220","13.74","13.88","13.70","13.84","+","0.10","13.84","15","13.85","49","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.05","50","3.13","15","0.00",
="00645","富邦日本","10,148","7","207,771","20.52","20.52","20.46","20.48","+","0.06","20.46","20","20.50","3","0.00",
="00646","元大S&P500","248,000","49","5,399,840","21.72","21.83","21.71","21.80","+","0.24","21.80","98","21.83","4","0.00",
="00647L","元大S&P500正2","5,000","1","130,650","26.13","26.13","26.13","26.13","+","0.08","26.10","50","26.15","5","0.00",
="00648R","元大S&P500反1","2,009,200","140","31,324,006","15.59","15.60","15.58","15.60","-","0.02","15.60","29","15.61","22","0.00",
="00649","FH香港","121,000","12","2,217,990","18.25","18.36","18.25","18.36","+","0.08","18.34","52","18.37","1","0.00",
="00650L","FH香港正2","804,000","53","20,948,840","25.96","26.10","25.93","26.02","+","0.06","26.01","53","26.07","1","0.00",
="00651R","FH香港反1","154,000","22","1,569,200","10.24","10.24","10.17","10.20","-","0.04","10.18","59","10.21","25","0.00",
="00652","富邦印度","695,500","44","15,300,254","22.00","22.03","21.94","21.99","-","0.02","21.98","54","21.99","30","0.00",
="00653L","富邦印度正2","455,000","118","11,904,290","26.11","26.26","26.11","26.17","+","0.04","26.16","9","26.17","50","0.00",
="00654R","富邦印度反1","194,000","26","3,159,710","16.33","16.33","16.26","16.27","-","0.06","16.27","76","16.28","1","0.00",
="00655L","國泰中國A50正2","3,718,000","768","103,597,190","28.15","28.15","27.64","27.85","-","0.25","27.84","3","27.85","194","0.00",
="00656R","國泰中國A50反1","97,000","14","1,507,430","15.56","15.58","15.48","15.53","+","0.05","15.53","143","15.56","254","0.00",
="00657","國泰日經225","2,000","1","48,200","24.10","24.10","24.10","24.10","-","0.03","24.11","20","24.19","50","0.00",
="00658L","國泰日本正2","9,000","5","260,020","28.95","28.95","28.88","28.88","-","0.07","28.90","100","28.97","80","0.00",
="00659R","國泰日本反1","29,000","6","438,070","15.09","15.12","15.09","15.10","-","0.01","15.10","149","15.12","3","0.00",
="00660","元大歐洲50","35,000","18","872,360","24.92","24.93","24.92","24.93","-","0.13","24.92","3","24.93","43","0.00",
="00661","元大日經225","80,000","3","2,003,200","25.04","25.04","25.04","25.04","+","0.06","24.98","1","25.03","50","0.00",
="00662","富邦NASDAQ","42,124","8","1,012,126","24.02","24.03","24.02","24.03","+","0.03","24.03","8","24.07","50","0.00",
="00663L","國泰臺灣加權正2","258,000","20","7,165,290","27.80","27.84","27.68","27.74","+","0.03","27.74","150","27.76","200","0.00",
="00664R","國泰臺灣加權反1","2,073,000","138","34,136,230","16.47","16.49","16.44","16.48","+","0.01","16.47","201","16.48","93","0.00",
="00665L","富邦H股正2","1,594,000","174","40,776,720","25.30","25.76","25.30","25.66","+","0.31","25.64","10","25.66","22","0.00",
="00666R","富邦H股反1","308,000","16","4,939,320","16.20","16.20","15.99","15.99","-","0.13","15.97","30","16.03","105","0.00",
="00667","元大韓國","47,000","24","1,025,150","21.56","22.00","21.40","21.95","+","0.39","21.61","1","21.95","39","0.00",
="00668","國泰美國道瓊","351,000","23","7,825,200","22.20","22.32","22.20","22.30","+","0.13","22.29","51","22.32","50","0.00",
="00669R","國泰美國道瓊反1","128,000","28","2,124,990","16.61","16.62","16.59","16.59","-","0.03","16.59","120","16.60","3","0.00",
="00670L","富邦NASDAQ正2","843,000","61","19,366,510","22.97","23.03","22.95","23.01","-","0.06","23.01","76","23.03","9","0.00",
="00671R","富邦NASDAQ反1","440,000","48","8,066,430","18.37","18.37","18.31","18.32","-","0.01","18.31","82","18.32","99","0.00",
="00672L","元大S&P原油正2","29,128,890","3,525","383,937,173","13.18","13.24","13.15","13.24","+","0.16","13.23","569","13.24","265","0.00",
="00673R","元大S&P原油反1","900,000","134","19,844,250","22.04","22.08","22.02","22.05","-","0.13","22.02","140","22.05","92","0.00",
="00674R","元大S&P黃金反1","189,000","24","3,740,040","19.83","19.83","19.77","19.78","+","0.01","19.77","1","19.79","6","0.00",
="00675L","富邦臺灣加權正2","1,508,000","84","18,185,860","12.05","12.08","12.01","12.05","+","0.02","12.04","222","12.05","474","0.00",
="00676R","富邦臺灣加權反1","3,161,000","154","28,229,380","8.94","8.95","8.92","8.94","-","0.01","8.93","356","8.94","693","0.00",
="00677U","富邦VIX","4,718,000","563","49,018,490","10.41","10.41","10.35","10.38","-","0.11","10.38","18","10.39","396","0.00",
="00678","群益NBI生技","98,000","30","1,936,540","19.80","19.80","19.68","19.79","-","0.01","19.75","3","19.80","25","0.00",
="00680L","元大美債20正2","9,000","3","184,450","20.50","20.50","20.49","20.49","+","0.06","20.49","45","20.50","50","0.00",
="00681R","元大美債20反1","11,000","2","210,100","19.10","19.10","19.10","19.10"," ","0.00","19.06","50","19.10","4","0.00",
="00682U","元大美元指數","31,000","8","590,050","19.06","19.06","19.03","19.04"," ","0.00","19.04","2","19.05","14","0.00",
="00683L","元大美元指數正2","153,000","35","2,811,360","18.38","18.39","18.36","18.39","+","0.03","18.37","10","18.39","1","0.00",
="00684R","元大美元指數反1","11,000","4","226,600","20.60","20.60","20.60","20.60","-","0.04","20.59","100","20.64","100","0.00",
="00685L","群益臺灣加權正2","148,000","12","1,563,080","10.58","10.58","10.54","10.55","+","0.01","10.55","187","10.57","350","0.00",
="00686R","群益臺灣加權反1","2,264,000","22","21,960,210","9.71","9.71","9.69","9.70","-","0.02","9.70","349","9.72","300","0.00",
="00688L","國泰20年美債正2","882,000","39","18,238,050","20.70","20.71","20.63","20.63","-","0.10","20.63","19","20.64","20","0.00",
="00689R","國泰20年美債反1","221,000","6","4,271,740","19.34","19.34","19.32","19.32","-","0.02","19.32","150","19.34","100","0.00",
="00690","兆豐藍籌30","1,110,300","73","22,543,120","20.30","20.32","20.26","20.30","-","0.02","20.29","3","20.30","90","0.00",
="00691R","兆豐藍籌30反1","15,000","5","290,740","19.37","19.39","19.36","19.37"," ","0.00","19.37","49","19.40","1","0.00",
="00692","富邦公司治理","1,571,285","337","31,598,285","20.12","20.14","20.08","20.09","-","0.03","20.09","66","20.10","96","0.00",
="00693U","華頓S&P黃豆","847,000","100","16,404,020","19.38","19.39","19.35","19.36","-","0.10","19.36","22","19.37","254","0.00",
="008201","BP上證50","2,200","10","188,550","85.80","85.90","85.40","85.90","-","0.10","85.95","20","86.00","57","0.00",
="01001T","土銀富邦R1","7,000","2","97,650","13.95","13.95","13.95","13.95"," ","0.00","13.92","1","13.99","10","0.00",
="01002T","土銀國泰R1","128,000","31","1,830,120","14.30","14.35","14.28","14.35","+","0.04","14.29","16","14.35","6","0.00",
="01003T","兆豐新光R1","1,000","1","14,080","14.08","14.08","14.08","14.08"," ","0.00","14.08","39","14.09","2","0.00",
="01004T","土銀富邦R2","75,000","4","968,750","12.93","12.93","12.90","12.90","-","0.04","12.85","10","12.91","16","0.00",
="01007T","兆豐國泰R2","7,000","3","99,470","14.21","14.21","14.21","14.21"," ","0.00","14.21","2","14.25","10","0.00",
="03001P","臺股指永豐6A售02","10,000","1","4,600","0.46","0.46","0.46","0.46"," ","0.00","0.46","30","0.47","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","70.00","10","71.00","10","108.00",
="03002P","廣宇永豐6A售02","290,000","3","243,500","0.83","0.85","0.83","0.85","-","0.01","0.86","30","0.87","30","0.00",
="03003P","聯鈞永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.55","30","0.56","30","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","84.50","10","85.50","10","208.00",
="03004P","大同元大71售02","265,000","9","121,250","0.45","0.47","0.45","0.47","+","0.01","0.47","100","0.48","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.30","10","13.40","10","24.35",
="03005P","義隆元大6A售01","143,000","6","82,510","0.58","0.58","0.57","0.57","-","0.02","0.58","100","0.59","100","0.00",
="03005X","元展05","6,000","5","91,200","15.20","15.20","15.20","15.20","+","0.10","15.10","10","15.20","1","24.75",
="03006P","聯發科元大6A售04","836,000","8","50,410","0.06","0.07","0.05","0.07"," ","0.00","0.06","100","0.07","149","0.00",
="03006X","元展06","1,000","1","25,900","25.90","25.90","25.90","25.90","X","0.00","25.70","10","25.90","10","46.25",
="03007P","鴻海元大6A售10","145,000","6","27,060","0.19","0.20","0.18","0.18"," ","0.00","0.17","200","0.18","100","0.00",
="03007X","元展07","15,000","3","212,500","14.10","14.20","14.10","14.20","+","0.20","14.10","10","14.20","13","19.45",
="03008P","為升元富6A售02","20,000","1","12,200","0.61","0.61","0.61","0.61","X","0.00","0.60","25","0.61","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.36","30","0.37","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","22.60","10","22.90","10","29.35",
="03010P","大立光日盛6A售04","0","0","0","--","--","--","--"," ","0.00","1.31","25","1.32","25","0.00",
="03010X","元展10","7,000","5","353,000","50.00","51.00","50.00","51.00","-","0.50","51.00","59","51.50","10","102.00",
="03011P","大立光統一6A售04","0","0","0","--","--","--","--"," ","0.00","0.83","200","0.84","200","0.00",
="03012P","大立光統一6B售05","101,000","5","103,360","1.00","1.06","1.00","1.03","-","0.02","1.03","216","1.04","108","0.00",
="03012X","元展12","27,000","5","345,400","12.80","12.80","12.70","12.70"," ","0.00","12.70","10","12.80","10","48.00",
="03013P","可成統一6A售07","848,000","10","202,520","0.23","0.24","0.23","0.24","+","0.02","0.23","208","0.24","225","0.00",
="03013X","元展13","0","0","0","--","--","--","--"," ","0.00","7.25","10","7.30","20","13.70",
="03014P","華邦電統一6A售04","215,000","11","137,750","0.64","0.65","0.64","0.65","+","0.01","0.64","20","0.65","10","0.00",
="03014X","元展14","2,000","1","28,600","14.30","14.30","14.30","14.30","X","0.00","14.30","10","14.60","10","19.50",
="03015P","大立光群益6A售09","9,000","1","7,380","0.82","0.82","0.82","0.82","X","0.00","0.80","25","0.81","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.00","10","13.10","10","18.55",
="03016P","中鋼群益6B售02","400,000","2","328,000","0.82","0.82","0.82","0.82","+","0.02","0.81","25","0.83","10","0.00",
="03016X","元展16","10,000","1","17,800","1.78","1.78","1.78","1.78","+","0.01","1.77","50","1.79","50","8.27",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","1.25","25","1.35","10","0.00",
="03017X","元展17","0","0","0","--","--","--","--"," ","0.00","1.67","89","1.69","50","9.24",
="03018P","國巨群益6B售04","68,000","1","80,240","1.18","1.18","1.18","1.18"," ","0.00","1.20","25","1.25","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.01","50","3.06","50","17.10",
="03019P","華新科群益6A售04","0","0","0","--","--","--","--"," ","0.00","1.55","25","1.56","10","0.00",
="03019X","元展19","26,000","2","72,340","2.79","2.79","2.77","2.77","X","0.00","2.77","50","2.78","10","15.75",
="03020P","鑽全群益6A售01","976,000","6","921,120","0.96","0.96","0.93","0.94","+","0.01","0.92","25","0.93","10","0.00",
="03020X","元展20","35,000","2","98,700","2.82","2.82","2.82","2.82","X","0.00","2.80","40","2.82","45","17.15",
="03021P","大立光元大6A售11","15,000","1","10,650","0.71","0.71","0.71","0.71","-","0.01","0.71","100","0.72","100","0.00",
="03021X","元展21","17,000","5","151,500","9.05","9.05","8.65","8.95","-","0.60","9.35","10","9.45","10","26.80",
="03022P","大立光元大6A售14","306,000","5","528,380","1.68","1.73","1.68","1.73","-","0.01","1.71","100","1.73","100","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","26.40","10","26.70","10","102.00",
="03023P","大立光元大6B售03","79,000","3","44,420","0.56","0.58","0.56","0.58","+","0.01","0.56","110","0.57","100","0.00",
="03023X","富展02","5,000","1","74,000","14.80","14.80","14.80","14.80","X","0.00","14.90","11","15.20","10","27.96",
="03024P","中租元大6A售03","5,000","1","2,400","0.48","0.48","0.48","0.48","-","0.07","0.47","100","0.48","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","47.40","10","47.80","10","208.00",
="03025P","台積電元大6A售06","73,000","5","27,750","0.38","0.39","0.38","0.38","+","0.01","0.37","100","0.38","70","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","22.80","497","22.90","495","77.25",
="03026P","富邦金元大6B售03","0","0","0","--","--","--","--"," ","0.00","1.06","100","1.07","100","0.00",
="03026X","元展23","184,000","6","728,200","3.96","4.00","3.95","4.00","-","0.01","3.98","100","4.00","11","15.92",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.53","10","0.54","10","0.00",
="03027X","元展24","6,000","2","47,400","7.90","7.90","7.90","7.90","X","0.00","7.85","100","8.00","100","27.96",
="03028P","國巨永豐6A售03","668,000","7","665,200","0.95","1.02","0.95","1.02","+","0.03","1.01","30","1.02","30","0.00",
="03028X","元展25","62,000","8","1,413,500","22.70","22.80","22.70","22.80","+","0.20","22.70","9","22.90","1","72.20",
="03029P","華新科永豐6A售03","10,000","1","12,100","1.21","1.21","1.21","1.21","-","0.01","1.27","30","1.28","10","0.00",
="03029X","元展26","8,000","3","108,900","13.70","13.70","13.60","13.60","-","0.10","13.60","2","13.70","43","40.15",
="03030P","臺股指玉山6A售01","0","0","0","--","--","--","--"," ","0.00","0.76","10","0.77","10","0.00",
="03031P","臺股指玉山6A售02","75,000","1","54,750","0.73","0.73","0.73","0.73","-","0.02","0.73","10","0.74","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.40","10","6.45","10","47.60",
="03032P","大立光國泰6A售10","0","0","0","--","--","--","--"," ","0.00","1.52","30","1.54","30","0.00",
="03032X","元展29","28,000","9","206,600","7.50","7.50","7.30","7.30","-","0.05","7.20","100","7.30","100","13.80",
="03033P","大立光國泰6A售11","0","0","0","--","--","--","--"," ","0.00","1.33","30","1.34","30","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","12.40","10","12.50","10","351.50",
="03034P","大立光國泰6A售12","10,000","1","12,700","1.27","1.27","1.27","1.27","X","0.00","1.25","30","1.26","30","0.00",
="03035P","大立光國泰6A售13","0","0","0","--","--","--","--"," ","0.00","1.07","30","1.08","30","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.25","10","5.35","10","24.20",
="03036P","大立光元富6A售06","0","0","0","--","--","--","--"," ","0.00","1.02","25","1.03","25","0.00",
="03037P","大立光元富6A售07","0","0","0","--","--","--","--"," ","0.00","1.20","25","1.21","25","0.00",
="03038P","大立光元富6A售08","10,000","1","10,900","1.09","1.09","1.09","1.09","X","0.00","1.10","25","1.11","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","13.50","10","13.60","10","92.20",
="03039P","大立光統一6B售08","5,000","1","6,000","1.20","1.20","1.20","1.20","-","0.04","1.22","20","1.23","10","0.00",
="03039X","元展36","4,000","3","23,850","5.80","6.05","5.80","6.05","+","0.15","5.95","10","6.00","10","283.50",
="03040P","華新科凱基6A售02","12,000","1","18,480","1.54","1.54","1.54","1.54","-","0.05","1.64","30","1.65","30","0.00",
="03040X","元展37","10,000","10","48,200","4.82","4.82","4.82","4.82","X","0.00","4.87","3","4.90","10","12.20",
="03041P","台積電元大6A售07","263,000","10","113,310","0.46","0.46","0.43","0.45"," ","0.00","0.44","100","0.45","99","0.00",
="03041X","元展38","22,000","5","121,100","5.50","5.55","5.50","5.55","X","0.00","5.45","11","5.55","8","164.50",
="03042P","華通元大71售01","0","0","0","--","--","--","--"," ","0.00","0.53","100","0.54","100","0.00",
="03042X","元展39","5,000","2","42,650","8.45","8.55","8.45","8.55","X","0.00","8.40","10","8.55","10","37.30",
="03043P","華新科元大6A售03","46,000","8","50,460","1.07","1.16","1.07","1.16","+","0.06","1.16","99","1.17","101","0.00",
