

2015年11月02日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9977.23,+,72.45,0.73
發行量加權股價指數,8614.77,+,60.46,0.71
臺灣公司治理100指數,4713.2,+,26.32,0.56
臺灣50指數,6324.68,+,50.54,0.81
臺灣中型100指數,6361.46,+,36.61,0.58
臺灣資訊科技指數,6996.71,+,63.19,0.91
臺灣發達指數,7623.83,+,57.46,0.76
臺灣高股息指數,5072.59,+,19.54,0.39
臺灣就業99指數,5292.28,+,31.05,0.59
臺灣高薪100指數,4764.97,+,35.23,0.74
臺灣低波動高股息指數,1315.13,+,2.81,0.21
未含金融保險股指數,7200.98,+,52.68,0.74
未含電子股指數,12732.07,+,65.61,0.52
未含金融電子股指數,10852.41,+,55.44,0.51
小型股300指數,--,,--,--
水泥窯製類指數,469.32,+,3.21,0.69
塑膠化工類指數,772.61,+,6.54,0.85
機電類指數,1874.68,+,15.79,0.85
水泥類指數,125.66,+,0.93,0.75
食品類指數,1301.87,-,9.51,-0.73
塑膠類指數,220.58,+,1.43,0.65
紡織纖維類指數,599.14,+,4.59,0.77
電機機械類指數,151.72,+,0.08,0.05
電器電纜類指數,30.54,-,0.03,-0.1
化學生技醫療類指數,101.78,+,1.19,1.18
化學類指數,94.75,+,0.12,0.13
生技醫療類指數,78.1,+,1.83,2.4
玻璃陶瓷類指數,34.67,+,0.11,0.32
造紙類指數,155.9,-,0.03,-0.02
鋼鐵類指數,79.13,+,0.68,0.87
橡膠類指數,306.14,+,4.07,1.35
汽車類指數,282.28,+,2.25,0.8
電子類指數,332.63,+,2.91,0.88
半導體類指數,105.97,+,0.99,0.94
電腦及週邊設備類指數,90.08,+,0.67,0.75
光電類指數,32.13,+,0.78,2.49
通信網路類指數,113.34,+,0.23,0.2
電子零組件類指數,79.07,+,0.64,0.82
電子通路類指數,97.64,-,0.06,-0.06
資訊服務類指數,90.38,+,0.82,0.92
其他電子類指數,85.62,+,0.61,0.72
建材營造類指數,242.51,-,1.45,-0.59
航運類指數,71.66,+,0.27,0.38
觀光類指數,116.06,-,0.69,-0.59
金融保險類指數,1062.27,+,5.59,0.53
貿易百貨類指數,207.85,+,0.05,0.02
油電燃氣類指數,102.08,+,0.6,0.59
其他類指數,257.82,+,2.43,0.95
臺指日報酬兩倍指數,11058.55,+,154.14,1.41
臺指日報酬反向一倍指數,9449.11,-,67.26,-0.71
電子類兩倍槓桿指數,7768.19,+,134.74,1.77
電子類反向指數,11012.58,-,98.06,-0.88
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10679.38,+,77.55,0.73
發行量加權股價報酬指數,13636.3,+,95.7,0.71
臺灣公司治理100報酬指數,4894.54,+,27.33,0.56
臺灣50報酬指數,10118.19,+,80.85,0.81
臺灣中型100報酬指數,9503.36,+,54.69,0.58
臺灣資訊科技報酬指數,10642.84,+,96.13,0.91
臺灣發達報酬指數,11017.28,+,83.04,0.76
臺灣高股息報酬指數,8986.25,+,34.63,0.39
臺灣就業99報酬指數,6249.22,+,36.67,0.59
臺灣高薪100報酬指數,5009.49,+,37.04,0.74
臺灣低波動高股息報酬指數,2712.44,+,5.8,0.21
未含金融電子股報酬指數,17260.73,+,88.17,0.51
小型股300報酬指數,--,,--,--
水泥類報酬指數,176.79,+,1.31,0.75
食品類報酬指數,1547.77,-,11.3,-0.72
塑膠類報酬指數,281.48,+,1.82,0.65
