

2016年05月27日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9822.84,+,78.32,0.8
發行量加權股價指數,8463.61,+,69.49,0.83
臺灣公司治理100指數,4727.2,+,35.46,0.76
臺灣50指數,6265.81,+,59.7,0.96
臺灣中型100指數,5940.97,+,36.91,0.63
臺灣資訊科技指數,7445.05,+,83.91,1.14
臺灣發達指數,7225.27,+,38.34,0.53
臺灣高股息指數,5119.25,+,31.6,0.62
臺灣就業99指數,5114.66,+,60.5,1.2
臺灣高薪100指數,4623.41,+,31.23,0.68
臺灣低波動高股息指數,1263.46,+,7.62,0.61
未含金融保險股指數,7190.61,+,54.84,0.77
未含電子股指數,12069.25,+,99.65,0.83
未含金融電子股指數,10571.17,+,71.59,0.68
小型股300指數,5199.48,+,21.53,0.42
水泥窯製類指數,383.59,+,3.83,1.01
塑膠化工類指數,779.14,+,5.34,0.69
機電類指數,1901.79,+,15.27,0.81
水泥類指數,98.63,+,1.15,1.18
食品類指數,1413.95,+,5.5,0.39
塑膠類指數,223.02,+,1.3,0.59
紡織纖維類指數,480.05,+,2.61,0.55
電機機械類指數,152.68,+,0.68,0.45
電器電纜類指數,32.18,+,0.16,0.5
化學生技醫療類指數,97.67,+,0.71,0.73
化學類指數,91.72,+,0.81,0.89
生技醫療類指數,74.4,+,0.41,0.55
玻璃陶瓷類指數,35.93,+,0.04,0.11
造紙類指數,153.03,+,1.27,0.84
鋼鐵類指數,82.01,+,0.22,0.27
橡膠類指數,328.46,+,3.59,1.11
汽車類指數,231.69,+,3.6,1.58
電子類指數,337.45,+,2.76,0.82
半導體類指數,115.02,+,1.45,1.28
電腦及週邊設備類指數,89.39,+,0.4,0.45
光電類指數,28.5,+,0.17,0.6
通信網路類指數,123.58,+,0.74,0.6
電子零組件類指數,72.49,+,0.04,0.06
電子通路類指數,99.87,+,0.22,0.22
資訊服務類指數,78.95,+,0.26,0.33
其他電子類指數,76.88,+,0.4,0.52
建材營造類指數,239.49,+,2.35,0.99
航運類指數,61.46,+,0.28,0.46
觀光類指數,113.44,+,1.2,1.07
金融保險類指數,941.92,+,11.45,1.23
貿易百貨類指數,209.68,+,1.04,0.5
油電燃氣類指數,114.64,+,1.21,1.07
其他類指數,233.32,+,0.99,0.43
臺指日報酬兩倍指數,10551.8,+,171.86,1.66
臺指日報酬反向一倍指數,9507.81,-,79.37,-0.83
電子類兩倍槓桿指數,7887.45,+,127.98,1.65
電子類反向指數,10708.73,-,89.04,-0.82
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10514.95,+,83.9,0.8
發行量加權股價報酬指數,13398.19,+,110.1,0.83
臺灣公司治理100報酬指數,4909.08,+,36.82,0.76
臺灣50報酬指數,10024.01,+,95.51,0.96
臺灣中型100報酬指數,8876.27,+,55.14,0.63
臺灣資訊科技報酬指數,11324.82,+,127.65,1.14
臺灣發達報酬指數,10441.82,+,55.41,0.53
臺灣高股息報酬指數,9068.91,+,55.99,0.62
臺灣就業99報酬指數,6040.71,+,71.46,1.2
臺灣高薪100報酬指數,4860.67,+,32.84,0.68
臺灣低波動高股息報酬指數,2605.88,+,15.73,0.61
未含金融電子股報酬指數,16816.53,+,113.89,0.68
小型股300報酬指數,5199.48,+,21.53,0.42
水泥類報酬指數,138.77,+,1.63,1.19
食品類報酬指數,1681.03,+,6.54,0.39
塑膠類報酬指數,284.59,+,1.65,0.58
紡織纖維類報酬指數,606.32,+,3.3,0.55
電機機械類報酬指數,190.25,+,0.84,0.44
電器電纜類報酬指數,36.8,+,0.19,0.52
化學生技醫療類報酬指數,122.61,+,0.89,0.73
化學類報酬指數,118.19,+,1.05,0.9
生技醫療類報酬指數,88.61,+,0.48,0.54
玻璃陶瓷類報酬指數,38.59,+,0.04,0.1
造紙類報酬指數,182.69,+,1.52,0.84
鋼鐵類報酬指數,105.78,+,0.27,0.26
橡膠類報酬指數,409.43,+,4.48,1.11
汽車類報酬指數,282.58,+,4.39,1.58
電子類報酬指數,490.52,+,4.02,0.83
半導體類報酬指數,160.05,+,2.02,1.28
電腦及週邊設備類報酬指數,135.52,+,0.62,0.46
光電類報酬指數,34.68,+,0.2,0.58
通信網路類報酬指數,197.99,+,1.17,0.59
電子零組件類報酬指數,104.23,+,0.06,0.06
電子通路類報酬指數,157.68,+,0.36,0.23
資訊服務類報酬指數,126.39,+,0.42,0.33
其他電子類報酬指數,92.7,+,0.49,0.53
建材營造類報酬指數,329.08,+,3.23,0.99
航運類報酬指數,74.01,+,0.34,0.46
觀光類報酬指數,128.74,+,1.36,1.07
金融保險類報酬指數,1217.6,+,14.8,1.23
貿易百貨類報酬指數,255.57,+,1.26,0.5
油電燃氣類報酬指數,137.83,+,1.46,1.07
其他類報酬指數,309.97,+,1.31,0.42
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","61393579271","1588452407","592829"
"2.台灣存託憑證","21854377","2958614","842"
"3.受益憑證","0","0","0"
"4.ETF","5583624573","240183809","36389"
"5.受益證券","8781680","594000","87"
"6.變更交易股票","34680664","11871401","1848"
"7.認購(售)權證","1583615910","1565595000","43943"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","61428259935","1600323808","594677"
"總計(1~12)","68626136475","3409655231","675938"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2632(23),511(7)
"下跌(跌停)",2265(17),256(0)
"持平",583,96
"未成交",3770,7
"無比價",827,6
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年05月27日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","25759714","3211","1608299432","62.4","62.65","62.2","62.6","+","0.45","62.6","164","62.65","352","0.00"
="0051  ","元大中型100     ","33000","13","787090","23.95","23.95","23.8","23.94","+","0.17","23.83","12","23.94","1","0.00"
="0052  ","FB科技          ","7000","5","259270","36.91","37.18","36.91","37.18","+","0.84","36.95","10","37.32","10","0.00"
="0053  ","元大電子        ","19000","9","506160","26.65","26.72","26.61","26.61","+","0.23","26.65","10","26.74","1","0.00"
="0054  ","元大台商50      ","7000","5","138770","19.83","19.86","19.8","19.82","+","0.19","19.8","8","19.82","1","0.00"
="0055  ","元大MSCI金融    ","395100","126","4926960","12.41","12.55","12.41","12.54","+","0.14","12.53","3","12.55","20","0.00"
