

2016年06月01日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9984.47,+,67.37,0.68
發行量加權股價指數,8597.16,+,61.57,0.72
臺灣公司治理100指數,4801.55,+,36.95,0.78
臺灣50指數,6383.79,+,57.16,0.9
臺灣中型100指數,6059.52,+,47.64,0.79
臺灣資訊科技指數,7579.99,+,92.94,1.24
臺灣發達指數,7373.63,+,49.05,0.67
臺灣高股息指數,5208.86,+,32.69,0.63
臺灣就業99指數,5200.53,+,37.54,0.73
臺灣高薪100指數,4700.63,+,34.93,0.75
臺灣低波動高股息指數,1285.57,+,10.46,0.82
未含金融保險股指數,7302.52,+,53.35,0.74
未含電子股指數,12222.17,+,47.62,0.39
未含金融電子股指數,10686.72,+,32.27,0.3
小型股300指數,5253.58,+,31.01,0.59
水泥窯製類指數,388.68,+,0.59,0.15
塑膠化工類指數,786.83,-,0.12,-0.02
機電類指數,1936.78,+,19.14,1
水泥類指數,100,-,0.05,-0.05
食品類指數,1458.12,+,12.37,0.86
塑膠類指數,225.19,-,0.44,-0.2
紡織纖維類指數,487.95,+,0.45,0.09
電機機械類指數,155.5,+,1.15,0.75
電器電纜類指數,32.18,+,0.13,0.41
化學生技醫療類指數,99.53,-,0.09,-0.09
化學類指數,92.73,+,0.26,0.28
生技醫療類指數,76.47,-,0.38,-0.49
玻璃陶瓷類指數,36.3,+,0.43,1.2
造紙類指數,153.92,+,0.93,0.61
鋼鐵類指數,83.7,+,2.18,2.67
橡膠類指數,327.86,+,2.96,0.91
汽車類指數,234.49,+,1.57,0.67
電子類指數,343.69,+,3.43,1.01
半導體類指數,116.8,+,1.39,1.2
電腦及週邊設備類指數,91.18,+,0.71,0.78
光電類指數,29.43,+,0.71,2.47
通信網路類指數,124.27,+,0.31,0.25
電子零組件類指數,74.93,+,0.66,0.89
電子通路類指數,100.74,+,0.72,0.72
資訊服務類指數,79.6,+,0.29,0.37
其他電子類指數,78.84,+,0.52,0.66
建材營造類指數,240.82,+,1.18,0.49
航運類指數,62.23,+,0.78,1.27
觀光類指數,115.19,-,0.2,-0.17
金融保險類指數,958.17,+,5.93,0.62
貿易百貨類指數,216.42,+,1.87,0.87
油電燃氣類指數,112.34,-,1.29,-1.14
其他類指數,236.1,+,0.12,0.05
臺指日報酬兩倍指數,10886.1,+,154.82,1.44
臺指日報酬反向一倍指數,9358.94,-,68,-0.72
電子類兩倍槓桿指數,8180.58,+,161.67,2.02
電子類反向指數,10512.63,-,107.05,-1.01
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10687.96,+,72.11,0.68
發行量加權股價報酬指數,13609.6,+,97.47,0.72
臺灣公司治理100報酬指數,4986.29,+,38.37,0.78
臺灣50報酬指數,10212.75,+,91.44,0.9
臺灣中型100報酬指數,9053.38,+,71.16,0.79
臺灣資訊科技報酬指數,11530.09,+,141.38,1.24
臺灣發達報酬指數,10656.23,+,70.89,0.67
臺灣高股息報酬指數,9227.66,+,57.92,0.63
臺灣就業99報酬指數,6142.12,+,44.33,0.73
臺灣高薪100報酬指數,4941.84,+,36.71,0.75
臺灣低波動高股息報酬指數,2651.47,+,21.57,0.82
未含金融電子股報酬指數,17000.34,+,51.34,0.3
小型股300報酬指數,5253.58,+,31.01,0.59
水泥類報酬指數,140.69,-,0.07,-0.05
食品類報酬指數,1733.53,+,14.71,0.86
塑膠類報酬指數,287.36,-,0.56,-0.19
紡織纖維類報酬指數,616.3,+,0.58,0.09
電機機械類報酬指數,193.77,+,1.43,0.74
電器電纜類報酬指數,36.8,+,0.15,0.41
化學生技醫療類報酬指數,124.94,-,0.11,-0.09
化學類報酬指數,119.5,+,0.34,0.29
生技醫療類報酬指數,91.08,-,0.45,-0.49
玻璃陶瓷類報酬指數,38.99,+,0.46,1.19
造紙類報酬指數,183.76,+,1.12,0.61
鋼鐵類報酬指數,107.96,+,2.8,2.66
橡膠類報酬指數,408.69,+,3.7,0.91
汽車類報酬指數,286,+,1.92,0.68
電子類報酬指數,499.59,+,5,1.01
半導體類報酬指數,162.52,+,1.93,1.2
電腦及週邊設備類報酬指數,138.23,+,1.07,0.78
光電類報酬指數,35.82,+,0.87,2.49
通信網路類報酬指數,199.1,+,0.5,0.25
電子零組件類報酬指數,107.74,+,0.95,0.89
電子通路類報酬指數,159.04,+,1.13,0.72
資訊服務類報酬指數,127.44,+,0.47,0.37
其他電子類報酬指數,95.06,+,0.64,0.68
建材營造類報酬指數,330.91,+,1.62,0.49
航運類報酬指數,74.94,+,0.94,1.27
觀光類報酬指數,130.72,-,0.23,-0.18
金融保險類報酬指數,1238.6,+,7.67,0.62
貿易百貨類報酬指數,263.79,+,2.28,0.87
油電燃氣類報酬指數,135.06,-,1.55,-1.13
其他類報酬指數,313.66,+,0.15,0.05
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","65861679837","1758729244","662289"
"2.台灣存託憑證","17243850","2793821","711"
"3.受益憑證","0","0","0"
"4.ETF","9410598680","445253136","65275"
"5.受益證券","9665250","654000","124"
"6.變更交易股票","56690640","21569359","3212"
"7.認購(售)權證","1835062030","1873122000","51087"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","65918370477","1780298603","665501"
"總計(1~12)","77190940287","4102121560","782698"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3169(10),514(9)
"下跌(跌停)",2265(16),245(1)
"持平",481,109
"未成交",3313,6
"無比價",878,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年06月01日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","25001628","3329","1589746611","62.95","63.85","62.95","63.7","+","0.55","63.7","135","63.75","85","0.00"
