"106年06月16日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="03007X","元展07","0","0","0","--","--","--","--"," ","0.00","13.90","11","14.00","10","19.35",
="03008P","為升元富6A售02","0","0","0","--","--","--","--"," ","0.00","0.60","25","0.61","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.43","30","0.44","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","22.60","10","22.80","10","29.30",
="03010P","大立光日盛6A售04","13,000","2","18,410","1.47","1.47","1.40","1.40","-","0.10","1.37","25","1.38","25","0.00",
="03010X","元展10","1,000","1","53,000","53.00","53.00","53.00","53.00","+","2.00","52.50","10","53.00","3","105.00",
="03011P","大立光統一6A售04","1,054,000","21","983,490","0.93","0.96","0.88","0.88","-","0.05","0.87","200","0.88","195","0.00",
="03012P","大立光統一6B售05","186,000","8","213,080","1.14","1.18","1.08","1.08","-","0.06","1.08","216","1.09","108","0.00",
="03012X","元展12","0","0","0","--","--","--","--"," ","0.00","12.50","10","12.60","10","47.70",
="03013P","可成統一6A售07","557,000","9","115,240","0.22","0.22","0.19","0.19","-","0.03","0.18","208","0.19","158","0.00",
="03013X","元展13","3,000","1","21,450","7.15","7.15","7.15","7.15","X","0.00","7.25","10","7.35","10","13.70",
="03014P","華邦電統一6A售04","336,000","5","211,400","0.63","0.63","0.61","0.61","-","0.01","0.61","20","0.62","10","0.00",
="03014X","元展14","100,000","15","1,432,000","14.30","14.40","14.30","14.30","X","0.00","14.30","5","14.60","10","19.50",
="03015P","大立光群益6A售09","0","0","0","--","--","--","--"," ","0.00","0.83","25","0.84","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","12.90","10","13.10","10","18.50",
="03016P","中鋼群益6B售02","600,000","4","486,000","0.82","0.82","0.80","0.80","-","0.02","0.83","25","0.84","10","0.00",
="03016X","元展16","25,000","3","44,250","1.77","1.77","1.77","1.77","+","0.01","1.76","50","1.78","50","8.25",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","1.17","25","1.27","10","0.00",
="03017X","元展17","8,000","1","13,120","1.64","1.64","1.64","1.64"," ","0.00","1.62","55","1.65","50","9.15",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","1.26","25","1.36","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","2.99","50","3.04","50","17.10",
="03019P","華新科群益6A售04","4,000","2","6,660","1.67","1.67","1.66","1.66","-","0.10","1.64","25","1.65","10","0.00",
="03019X","元展19","0","0","0","--","--","--","--"," ","0.00","2.73","50","2.76","50","15.70",
="03020P","鑽全群益6A售01","150,000","4","135,700","0.91","0.92","0.90","0.90","X","0.00","0.89","25","0.90","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.77","50","2.80","50","17.15",
="03021P","大立光元大6A售11","5,000","1","4,100","0.82","0.82","0.82","0.82"," ","0.00","0.75","100","0.76","100","0.00",
="03021X","元展21","7,000","3","58,950","8.45","8.45","8.40","8.40","-","0.20","8.25","10","8.40","6","25.75",
="03022P","大立光元大6A售14","712,000","27","1,341,430","1.88","1.94","1.79","1.79","-","0.10","1.81","100","1.82","100","0.00",
="03022X","富展01","48,000","6","1,311,300","26.90","27.60","26.90","27.60","X","0.00","27.30","10","27.60","10","105.00",
="03023P","大立光元大6B售03","242,000","13","151,220","0.62","0.64","0.59","0.59","-","0.04","0.59","100","0.60","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","14.70","13","14.80","10","27.79",
="03024P","中租元大6A售03","320,000","9","152,600","0.47","0.48","0.47","0.48","X","0.00","0.45","100","0.46","100","0.00",
="03024X","富展03","1,000","1","47,900","47.90","47.90","47.90","47.90","X","0.00","48.50","10","48.90","10","211.50",
="03025P","台積電元大6A售06","384,000","19","115,470","0.35","0.35","0.28","0.29","-","0.07","0.28","100","0.29","50","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","23.00","495","23.10","495","77.70",
="03026P","富邦金元大6B售03","10,000","1","10,300","1.03","1.03","1.03","1.03","-","0.03","1.02","100","1.03","100","0.00",
="03026X","元展23","0","0","0","--","--","--","--"," ","0.00","3.97","100","4.01","100","15.89",
="03027P","微星兆豐6B售01","149,000","3","74,500","0.50","0.50","0.50","0.50"," ","0.00","0.51","10","0.52","10","0.00",
="03027X","元展24","0","0","0","--","--","--","--"," ","0.00","7.75","100","7.95","100","27.79",
="03028P","國巨永豐6A售03","35,000","1","36,050","1.03","1.03","1.03","1.03","-","0.06","1.03","30","1.04","10","0.00",
="03028X","元展25","39,000","18","892,600","22.80","22.90","22.80","22.90","+","0.10","22.80","7","23.00","1","72.00",
="03029P","華新科永豐6A售03","58,000","2","79,360","1.37","1.37","1.36","1.36","-","0.07","1.35","30","1.36","30","0.00",
="03029X","元展26","16,000","5","217,100","13.50","13.60","13.50","13.60","+","0.20","13.60","4","13.70","55","40.30",
="03030P","臺股指玉山6A售01","21,000","2","16,420","0.82","0.82","0.78","0.78","X","0.00","0.72","10","0.73","10","0.00",
="03031P","臺股指玉山6A售02","166,000","7","125,620","0.77","0.79","0.70","0.70","-","0.10","0.70","10","0.71","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.25","10","6.35","10","47.15",
="03032P","大立光國泰6A售10","142,000","3","238,260","1.78","1.78","1.62","1.62","-","0.08","1.61","350","1.63","183","0.00",
="03032X","元展29","27,000","4","206,550","7.55","7.70","7.55","7.70","+","0.25","7.60","100","7.70","100","14.20",
="03033P","大立光國泰6A售11","0","0","0","--","--","--","--"," ","0.00","1.42","400","1.44","206","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","12.90","10","13.10","10","362.00",
="03034P","大立光國泰6A售12","40,000","3","55,900","1.49","1.49","1.36","1.36","-","0.06","1.33","430","1.34","153","0.00",
="03035P","大立光國泰6A售13","418,000","5","524,950","1.27","1.27","1.13","1.13","-","0.09","1.14","499","1.16","81","0.00",
="03035X","元展32","12,000","2","59,980","5.00","5.00","4.99","4.99","-","0.26","5.00","10","5.10","10","23.80",
="03036P","大立光元富6A售06","213,000","12","245,440","1.17","1.20","1.11","1.11","-","0.03","1.08","35","1.09","20","0.00",
="03037P","大立光元富6A售07","114,000","3","154,580","1.33","1.37","1.33","1.37","+","0.03","1.27","25","1.28","20","0.00",
="03038P","大立光元富6A售08","171,000","4","215,200","1.26","1.26","1.20","1.20","-","0.06","1.17","25","1.18","20","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","13.50","10","13.60","10","92.00",
="03039P","大立光統一6B售08","649,000","8","878,310","1.32","1.38","1.32","1.33","+","0.02","1.28","20","1.29","10","0.00",
="03039X","元展36","5,000","4","29,500","5.90","5.90","5.90","5.90"," ","0.00","5.80","10","5.85","10","280.00",
="03040P","華新科凱基6A售02","144,000","5","254,660","1.77","1.78","1.75","1.75","-","0.11","1.75","30","1.76","30","0.00",
="03040X","元展37","10,000","10","48,600","4.86","4.86","4.86","4.86","+","0.04","4.86","10","4.90","10","12.20",
="03041P","台積電元大6A售07","140,000","6","51,850","0.38","0.38","0.34","0.34","-","0.10","0.35","100","0.36","100","0.00",
="03041X","元展38","34,000","6","183,350","5.35","5.50","5.35","5.50","X","0.00","5.40","5","5.45","10","163.50",
="03042P","華通元大71售01","70,000","2","36,200","0.52","0.52","0.51","0.51"," ","0.00","0.50","100","0.51","100","0.00",
="03042X","元展39","0","0","0","--","--","--","--"," ","0.00","8.40","10","8.50","10","37.30",
="03043P","華新科元大6A售03","2,000","2","2,490","1.25","1.25","1.24","1.24","-","0.03","1.22","100","1.23","100","0.00",
