"106年06月29日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"橡膠類指數","327.62","+","2.19","0.67",
"汽車類指數","273.53","-","1.87","-0.68",
"電子類指數","438.93","+","1.49","0.34",
"半導體類指數","149.79","+","1.02","0.69",
"電腦及週邊設備類指數","107.21","+","0.15","0.14",
"光電類指數","45.04","-","0.08","-0.18",
"通信網路類指數","127.88","-","0.42","-0.33",
"電子零組件類指數","90.50","+","0.07","0.08",
"電子通路類指數","116.16","-","0.53","-0.45",
"資訊服務類指數","90.16","+","0.44","0.49",
"其他電子類指數","119.73","+","0.57","0.48",
"建材營造類指數","266.90","-","0.10","-0.04",
"航運類指數","63.58","+","0.58","0.92",
"觀光類指數","129.53","+","2.37","1.86",
"金融保險類指數","1,143.51","+","10.53","0.93",
"貿易百貨類指數","228.19","+","0.17","0.07",
"油電燃氣類指數","133.14","+","0.01","0.01",
"其他類指數","256.69","-","0.74","-0.29",
"臺指日報酬兩倍指數","15,800.00","+","94.02","0.60",
"臺指日報酬反向一倍指數","7,625.74","-","22.89","-0.30",
"電子類兩倍槓桿指數","13,127.31","+","88.82","0.68",
"電子類反向指數","8,098.77","-","27.68","-0.34",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價報酬指數","13,404.97","+","35.69","0.27",
"發行量加權股價報酬指數","17,338.95","+","55.31","0.32",
"臺灣公司治理100報酬指數","6,456.50","+","24.01","0.37",
"臺灣50報酬指數","13,446.52","+","68.25","0.51",
"臺灣中型100報酬指數","11,265.61","+","13.75","0.12",
"臺灣資訊科技報酬指數","15,581.43","+","87.78","0.57",
"臺灣發達報酬指數","13,657.64","+","23.44","0.17",
"臺灣高股息報酬指數","11,295.71","+","12.26","0.11",
"臺灣就業99報酬指數","7,493.75","+","34.12","0.46",
"臺灣高薪100報酬指數","6,433.77","+","32.94","0.51",
"臺灣低波動高股息報酬指數","3,234.19","+","4.25","0.13",
"未含金融電子股報酬指數","19,892.65","+","2.72","0.01",
"小型股300報酬指數","6,363.31","-","3.36","-0.05",
"漲升股利150報酬指數","6,264.83","+","17.66","0.28",
"漲升股利100報酬指數","6,242.84","+","12.93","0.21",
"藍籌 30 報酬指數","5,532.50","+","18.55","0.34",
"工業菁英 30 報酬指數","5,842.38","+","18.44","0.32",
"電子菁英 30 報酬指數","5,786.18","+","2.85","0.05",
"低波動精選 30 報酬指數","5,571.92","+","31.73","0.57",
"低貝塔 100 報酬指數","5,428.21","-","8.03","-0.15",
"中小型精選50報酬指數","5,232.92","+","3.45","0.07",
"中小型A級動能50報酬指數","5,544.94","-","36.12","-0.65",
"水泥類報酬指數","164.22","-","0.24","-0.15",
"食品類報酬指數","1,889.14","-","15.20","-0.80",
"塑膠類報酬指數","356.70","+","0.45","0.13",
"紡織纖維類報酬指數","661.28","-","0.74","-0.11",
"電機機械類報酬指數","228.11","-","0.53","-0.23",
"電器電纜類報酬指數","50.03","+","0.31","0.62",
"化學生技醫療類報酬指數","127.86","-","0.20","-0.16",
"化學類報酬指數","134.44","+","0.38","0.28",
"生技醫療類報酬指數","83.21","-","0.62","-0.74",
"玻璃陶瓷類報酬指數","42.28","+","0.33","0.79",
"造紙類報酬指數","273.55","+","0.09","0.03",
"鋼鐵類報酬指數","134.60","+","0.23","0.17",
"橡膠類報酬指數","427.45","+","2.86","0.67",
"汽車類報酬指數","347.84","-","2.37","-0.68",
"電子類報酬指數","673.13","+","2.39","0.36",
"半導體類報酬指數","222.39","+","1.52","0.69",
"電腦及週邊設備類報酬指數","171.33","+","0.27","0.16",
"光電類報酬指數","56.19","-","0.10","-0.18",
"通信網路類報酬指數","213.56","-","0.70","-0.33",
"電子零組件類報酬指數","136.56","+","0.11","0.08",
"電子通路類報酬指數","195.10","-","0.89","-0.45",
"資訊服務類報酬指數","154.04","+","0.75","0.49",
"其他電子類報酬指數","151.24","+","0.79","0.53",
"建材營造類報酬指數","390.34","-","0.16","-0.04",
"航運類報酬指數","79.07","+","0.72","0.92",
"觀光類報酬指數","152.03","+","3.38","2.27",
"金融保險類報酬指數","1,544.58","+","14.22","0.93",
"貿易百貨類報酬指數","286.72","+","0.22","0.08",
"油電燃氣類報酬指數","176.00","+","0.02","0.01",
"其他類報酬指數","353.58","-","0.79","-0.22",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","92,750,507,743","2,905,415,199","781,123",
"2.台灣存託憑證","20,549,926","3,267,923","704",
"3.受益憑證","0","0","0",
"4.ETF","5,276,982,273","292,377,840","37,430",
"5.受益證券","14,374,470","1,012,000","232",
"6.變更交易股票","35,477,713","20,489,245","1,444",
"7.認購(售)權證","2,390,887,990","2,180,259,000","64,914",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","92,785,985,456","2,925,904,444","782,567",
"總計(1~12)","100,488,780,115","5,402,821,207","885,847",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","2,768(3)","348(3)",
"下跌(跌停)","3,169(20)","385(2)",
"持平","673","142",
"未成交","4,318","2",
"無比價","851","21",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年06月29日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","1,427,255","513","115,380,165","81.00","81.05","80.50","80.65","+","0.10","80.60","481","80.65","5","0.00",
="0051","元大中型100","13,299","17","392,265","29.40","29.67","29.40","29.40"," ","0.00","29.40","4","29.50","2","0.00",
="0052","富邦科技","8,388","7","411,348","49.09","49.18","48.94","48.94","+","0.22","48.94","7","49.18","1","0.00",
="0053","元大電子","10,000","9","355,820","35.50","35.70","35.50","35.70","+","0.11","35.29","50","35.61","100","0.00",
="0054","元大台商50","5,000","2","126,650","25.33","25.33","25.33","25.33","+","0.03","25.28","1","25.49","20","0.00",
="0055","元大MSCI金融","124,134","55","1,930,243","15.45","15.60","15.45","15.55","+","0.15","15.55","4","15.56","1","0.00",
="0056","元大高股息","1,233,897","406","31,634,113","25.57","25.71","25.57","25.60","+","0.03","25.59","10","25.60","7","0.00",
="0057","富邦摩台","11,000","8","531,430","48.04","48.47","48.04","48.47","+","1.05","48.11","20","48.31","20","0.00",
="0058","富邦發達","1,000","1","46,040","46.04","46.04","46.04","46.04","X","0.00","45.62","10","46.01","1","0.00",
="0059","富邦金融","4,000","4","143,890","35.90","36.09","35.81","36.09","+","0.29","35.84","1","36.09","1","0.00",
="0061","元大寶滬深","4,050,579","998","66,772,252","16.49","16.52","16.45","16.50","+","0.04","16.49","368","16.50","39","0.00",
="006203","元大MSCI台灣","0","0","0","--","--","--","--"," ","0.00","37.15","50","37.49","20","0.00",
="006204","永豐臺灣加權","6,000","3","314,600","52.40","52.50","52.40","52.50","+","0.10","52.15","15","52.30","1","0.00",
="006205","富邦上証","5,613,453","888","161,789,091","28.80","28.89","28.71","28.87","+","0.07","28.82","201","28.87","293","0.00",
="006206","元大上證50","1,339,105","333","37,924,489","28.38","28.40","28.25","28.30","-","0.03","28.30","319","28.31","20","0.00",
="006207","FH滬深","4,557,000","388","98,709,770","21.60","21.75","21.55","21.68","+","0.11","21.68","47","21.69","74","0.00",
="006208","富邦台50","4,280","6","203,670","47.67","47.67","47.55","47.55","+","0.25","47.51","10","47.55","1","0.00",
="00625K","富邦上証+R","50,000","2","326,500","6.53","6.53","6.53","6.53","X","0.00","6.45","10","6.51","10","0.00",
="00631L","元大台灣50正2","1,807,000","421","59,522,990","33.09","33.13","32.60","32.73","+","0.11","32.73","91","32.77","2","0.00",
="00632R","元大台灣50反1","43,988,570","4,601","615,630,194","13.95","14.08","13.94","14.03","-","0.01","14.03","49","14.04","444","0.00",
="00633L","富邦上証正2","32,893,000","5,584","1,309,299,060","39.73","40.10","39.59","39.66","-","0.22","39.66","1,637","39.67","1","0.00",
="00634R","富邦上証反1","2,027,000","220","16,497,820","8.12","8.17","8.12","8.16","+","0.01","8.14","6","8.16","38","0.00",
="00635U","元大S&P黃金","663,000","259","13,074,640","19.73","19.76","19.69","19.73","-","0.01","19.72","36","19.73","48","0.00",
="00636","國泰中國A50","2,469,000","368","44,432,120","18.00","18.07","17.95","18.00","+","0.02","18.00","139","18.01","56","0.00",
="00637L","元大滬深300正2","72,527,915","7,066","1,089,970,555","15.05","15.16","14.95","14.99","-","0.07","14.99","82","15.00","1,032","0.00",
="00638R","元大滬深300反1","38,000","6","624,590","16.41","16.45","16.41","16.42","-","0.07","16.41","51","16.45","16","0.00",
="00639","富邦深100","5,562,782","839","57,137,961","10.26","10.30","10.25","10.28","+","0.04","10.27","174","10.28","29","0.00",
="00640L","富邦日本正2","783,000","88","16,037,950","20.41","20.52","20.39","20.46","+","0.12","20.45","5","20.46","2","0.00",
="00641R","富邦日本反1","577,000","50","9,466,660","16.42","16.42","16.40","16.41","-","0.06","16.41","5","16.43","50","0.00",
="00642U","元大S&P石油","8,299,479","1,979","131,562,001","15.82","15.89","15.82","15.88","+","0.28","15.88","148","15.89","413","0.00",
="00643","群益深証中小","3,317,200","594","47,038,648","14.07","14.25","14.07","14.22","+","0.17","14.22","87","14.23","7","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.18","50","3.27","15","0.00",
="00645","富邦日本","38,340","11","797,453","20.76","20.83","20.76","20.83","+","0.11","20.77","73","20.82","20","0.00",
="00646","元大S&P500","470,000","33","10,362,420","22.09","22.09","22.03","22.06","+","0.10","22.05","50","22.08","1","0.00",
="00647L","元大S&P500正2","1,000","1","26,450","26.45","26.45","26.45","26.45","+","0.29","26.57","50","26.71","20","0.00",
="00648R","元大S&P500反1","379,000","127","5,896,080","15.58","15.58","15.54","15.57","-","0.13","15.56","10","15.57","77","0.00",
="00649","FH香港","124,000","16","2,305,350","18.50","18.64","18.50","18.58","+","0.15","18.58","52","18.59","1","0.00",
="00650L","FH香港正2","809,000","47","21,433,750","26.29","26.52","26.29","26.50","+","0.32","26.49","5","26.50","9","0.00",
="00651R","FH香港反1","120,000","16","1,209,700","10.08","10.09","10.07","10.07","-","0.09","10.07","42","10.10","10","0.00",
="00652","富邦印度","308,193","41","6,720,645","21.85","21.86","21.77","21.85","+","0.15","21.85","1","21.86","1","0.00",
="00653L","富邦印度正2","596,000","184","15,306,940","25.57","25.82","25.57","25.77","+","0.21","25.75","2","25.77","51","0.00",
="00654R","富邦印度反1","41,000","14","671,990","16.46","16.46","16.35","16.35","-","0.11","16.36","2","16.37","50","0.00",
="00655L","國泰中國A50正2","5,271,000","1,378","152,593,570","28.92","29.21","28.78","28.87","-","0.13","28.87","35","28.90","160","0.00",
="00656R","國泰中國A50反1","35,000","6","531,580","15.16","15.20","15.16","15.20","+","0.06","15.18","50","15.20","54","0.00",
="00657","國泰日經225","3,000","3","73,430","24.47","24.50","24.46","24.46","-","0.04","24.46","51","24.50","10","0.00",
="00658L","國泰日本正2","82,000","11","2,450,700","29.85","29.92","29.85","29.90","+","0.20","29.84","20","29.88","10","0.00",
="00659R","國泰日本反1","31,000","13","459,840","14.85","14.85","14.82","14.83","-","0.05","14.83","40","14.86","53","0.00",
="00660","元大歐洲50","6,000","5","149,700","24.95","24.95","24.95","24.95","+","0.21","24.91","1","25.00","7","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","25.15","10","25.35","50","0.00",
="00662","富邦NASDAQ","211,224","27","5,110,934","24.18","24.21","24.14","24.14","+","0.38","24.14","61","24.17","10","0.00",
="00663L","國泰臺灣加權正2","229,000","58","6,821,270","29.91","29.97","29.48","29.61","+","0.12","29.61","243","29.64","200","0.00",
="00664R","國泰臺灣加權反1","1,554,000","186","24,636,360","15.82","15.95","15.80","15.91"," ","0.00","15.90","120","15.91","288","0.00",
="00665L","富邦H股正2","1,355,000","224","34,958,040","25.79","25.93","25.68","25.70","+","0.04","25.70","22","25.72","10","0.00",
="00666R","富邦H股反1","339,000","12","5,430,350","15.98","16.03","15.98","16.01","-","0.07","15.98","60","16.01","30","0.00",
="00667","元大韓國","34,000","15","760,220","22.30","22.69","22.05","22.21","+","0.21","22.20","1","22.49","1","0.00",
="00668","國泰美國道瓊","14,000","4","318,350","22.69","22.75","22.68","22.68","+","0.12","22.68","49","22.74","49","0.00",
="00669R","國泰美國道瓊反1","186,000","64","3,045,750","16.41","16.41","16.37","16.38","-","0.13","16.37","120","16.38","22","0.00",
="00670L","富邦NASDAQ正2","495,000","55","11,501,170","23.21","23.26","23.21","23.23","+","0.82","23.20","115","23.23","57","0.00",
="00671R","富邦NASDAQ反1","1,692,000","112","30,676,830","18.16","18.16","18.11","18.12","-","0.38","18.12","3","18.15","100","0.00",
="00672L","元大S&P原油正2","47,558,350","6,007","584,587,101","12.24","12.35","12.24","12.35","+","0.45","12.34","405","12.35","364","0.00",
="00673R","元大S&P原油反1","576,000","126","13,125,800","22.84","22.85","22.74","22.78","-","0.47","22.77","1","22.78","52","0.00",
="00674R","元大S&P黃金反1","14,000","6","279,520","19.97","19.97","19.95","19.97"," ","0.00","19.93","52","19.96","1","0.00",
="00675L","富邦臺灣加權正2","1,817,000","166","23,385,000","12.94","12.97","12.75","12.81","+","0.04","12.81","187","12.82","1","0.00",
="00676R","富邦臺灣加權反1","11,418,000","665","98,577,740","8.59","8.68","8.59","8.67","+","0.01","8.66","702","8.67","71","0.00",
="00677U","富邦VIX","11,583,318","1,277","111,425,305","9.62","9.64","9.57","9.63","-","0.40","9.63","77","9.64","30","0.00",
="00678","群益NBI生技","687,254","131","14,753,223","21.36","21.52","21.30","21.50","+","0.35","21.50","409","21.52","13","0.00",
="00680L","元大美債20正2","5,000","5","105,780","21.18","21.18","21.11","21.16","-","0.19","21.15","1","21.16","1","0.00",
="00681R","元大美債20反1","3,000","2","56,340","18.77","18.80","18.77","18.80","+","0.07","18.78","1","18.81","100","0.00",
="00682U","元大美元指數","59,000","22","1,106,690","18.80","18.80","18.72","18.73","-","0.10","18.73","1","18.82","5","0.00",
="00683L","元大美元指數正2","278,000","79","4,974,870","17.99","17.99","17.82","17.84","-","0.19","17.84","6","17.87","8","0.00",
="00684R","元大美元指數反1","54,000","9","1,122,400","20.76","20.87","20.76","20.87","+","0.14","20.77","100","20.94","100","0.00",
="00685L","群益臺灣加權正2","1,551,000","42","17,574,790","11.39","11.39","11.24","11.28","+","0.03","11.27","200","11.29","200","0.00",
="00686R","群益臺灣加權反1","4,374,000","70","40,898,700","9.32","9.38","9.31","9.38"," ","0.00","9.37","200","9.38","100","0.00",
="00688L","國泰20年美債正2","211,000","10","4,525,900","21.49","21.49","21.42","21.45","-","0.13","21.43","150","21.45","1","0.00",
="00689R","國泰20年美債反1","225,000","7","4,290,250","19.07","19.07","19.05","19.05","+","0.11","19.05","75","19.06","105","0.00",
="00690","兆豐藍籌30","874,000","54","18,314,460","20.91","20.98","20.90","20.90","-","0.01","20.90","1","20.94","51","0.00",
="00691R","兆豐藍籌30反1","405,000","10","7,569,080","18.60","18.78","18.60","18.77","-","0.09","18.77","50","18.81","1","0.00",
="00692","富邦公司治理","899,125","190","18,832,130","20.94","20.96","20.90","20.92"," ","0.00","20.92","7","20.93","19","0.00",
="00693U","華頓S&P黃豆","260,000","90","4,952,760","18.97","19.10","18.97","19.09","+","0.19","19.07","2","19.09","95","0.00",
="00698L","元大美債7-10正2","1,066,000","49","20,961,980","19.64","19.67","19.63","19.65","-","0.04","19.65","23","19.67","9","0.00",
="00699R","元大美債7-10反1","618,000","24","12,298,180","19.88","19.90","19.88","19.90"," ","0.00","19.89","50","19.90","1","0.00",
="008201","BP上證50","6,700","11","585,780","87.75","87.75","87.00","87.00","-","0.90","87.00","2","87.65","2","0.00",
="01001T","土銀富邦R1","126,000","26","1,741,730","13.83","13.85","13.80","13.85","+","0.02","13.81","1","14.00","13","0.00",
="01002T","土銀國泰R1","711,000","149","10,264,530","14.35","14.52","14.32","14.52","+","0.07","14.52","6","14.55","20","0.00",
="01003T","兆豐新光R1","70,000","39","987,470","14.09","14.29","14.09","14.20","+","0.11","14.20","2","14.28","2","0.00",
="01004T","土銀富邦R2","80,000","12","1,024,990","12.88","12.88","12.78","12.86","X","0.00","12.80","1","12.87","1","0.00",
="01007T","兆豐國泰R2","25,000","6","355,750","14.20","14.34","14.20","14.34","+","0.14","14.25","5","14.34","7","0.00",
="03001P","臺股指永豐6A售02","52,000","8","11,220","0.21","0.22","0.21","0.22","-","0.03","0.23","10","0.24","10","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","69.50","10","70.50","10","108.00",
="03002P","廣宇永豐6A售02","109,000","2","77,390","0.71","0.71","0.71","0.71","-","0.02","0.72","10","0.73","10","0.00",
="03003P","聯鈞永豐6A售02","206,000","2","107,120","0.52","0.52","0.52","0.52","-","0.01","0.51","10","0.52","10","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","89.50","10","90.50","10","210.00",
="03004P","大同元大71售02","100,000","2","47,500","0.47","0.48","0.47","0.48"," ","0.00","0.47","100","0.48","103","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.90","10","14.00","10","24.95",
="03005P","義隆元大6A售01","32,000","2","14,000","0.43","0.45","0.43","0.45","X","0.00","0.46","100","0.47","100","0.00",
="03005X","元展05","3,000","2","47,800","15.90","16.00","15.90","16.00","+","0.50","15.80","10","16.00","10","25.35",
="03006P","聯發科元大6A售04","267,000","9","10,720","0.04","0.05","0.04","0.05"," ","0.00","0.03","604","0.05","1,037","0.00",
="03006X","元展06","36,000","7","1,022,800","28.30","28.50","28.10","28.10","+","0.20","28.00","10","28.20","10","48.35",
="03007P","鴻海元大6A售10","103,000","5","3,120","0.04","0.04","0.03","0.04"," ","0.00","0.03","350","0.04","718","0.00",
="03007X","元展07","47,000","8","691,300","14.70","14.80","14.60","14.60","+","0.10","14.60","10","14.70","12","19.90",
="03008P","為升元富6A售02","5,000","5","2,300","0.46","0.46","0.46","0.46","X","0.00","0.46","27","0.47","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.31","30","0.32","30","0.00",
="03009X","元展09","10,000","1","242,000","24.20","24.20","24.20","24.20","X","0.00","23.80","10","24.00","10","30.25",
="03010P","大立光日盛6A售04","20,000","1","19,400","0.97","0.97","0.97","0.97","-","0.09","1.01","25","1.02","25","0.00",
="03010X","元展10","61,000","6","3,904,500","64.00","64.50","64.00","64.00"," ","0.00","62.50","10","63.50","10","119.00",
="03011P","大立光統一6A售04","265,000","6","184,300","0.68","0.71","0.68","0.71","-","0.02","0.70","200","0.71","200","0.00",
="03012P","大立光統一6B售05","20,000","2","16,700","0.84","0.84","0.82","0.82","-","0.06","0.85","216","0.86","108","0.00",
="03012X","元展12","70,000","7","1,006,600","14.40","14.60","14.20","14.20","+","0.40","14.10","10","14.20","10","50.60",
="03013P","可成統一6A售07","0","0","0","--","--","--","--"," ","0.00","0.15","208","0.16","208","0.00",
="03013X","元展13","0","0","0","--","--","--","--"," ","0.00","7.35","10","7.45","60","13.85",
="03014P","華邦電統一6A售04","0","0","0","--","--","--","--"," ","0.00","0.53","20","0.54","10","0.00",
="03014X","元展14","506,000","3","7,841,800","15.30","15.30","15.30","15.30"," ","0.00","15.30","12","15.40","1","20.40",
="03015P","大立光群益6A售09","1,000","1","510","0.51","0.51","0.51","0.51","-","0.06","0.52","25","0.53","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.10","10","13.60","10","18.70",
="03016P","中鋼群益6B售02","30,000","1","18,900","0.63","0.63","0.63","0.63","-","0.01","0.62","25","0.63","10","0.00",
="03016X","元展16","329,000","7","682,140","2.06","2.09","2.06","2.08","X","0.00","2.08","50","2.10","50","8.83",
="03017P","致茂群益6B售02","220,000","4","202,540","0.91","0.93","0.91","0.92","-","0.01","0.92","25","0.93","10","0.00",
="03017X","元展17","1,000","1","1,640","1.64","1.64","1.64","1.64","X","0.00","1.62","50","1.65","50","9.16",
="03018P","國巨群益6B售04","135,000","2","106,790","0.77","0.81","0.77","0.81","-","0.04","0.82","25","0.85","10","0.00",
="03018X","元展18","4,139,000","3","13,451,500","3.20","3.22","3.20","3.22","X","0.00","3.20","50","3.25","50","17.70",
="03019P","華新科群益6A售04","42,000","1","57,540","1.37","1.37","1.37","1.37","-","0.05","1.34","25","1.35","10","0.00",
="03019X","元展19","35,000","6","101,400","2.87","2.91","2.87","2.91","+","0.08","2.91","50","2.93","55","16.15",
="03020P","鑽全群益6A售01","60,000","2","45,000","0.75","0.75","0.75","0.75","-","0.02","0.76","25","0.77","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.86","50","2.92","50","17.35",
="03021P","大立光元大6A售11","11,000","2","4,880","0.44","0.48","0.44","0.48","-","0.01","0.47","100","0.48","99","0.00",
="03021X","元展21","0","0","0","--","--","--","--"," ","0.00","8.85","10","9.00","10","26.35",
="03022P","大立光元大6A售14","224,000","13","313,430","1.40","1.43","1.36","1.43","-","0.05","1.41","100","1.43","100","0.00",
="03022X","富展01","11,000","2","361,800","32.90","32.90","32.80","32.80","+","0.10","32.60","10","32.90","10","119.00",
="03023P","大立光元大6B售03","380,000","4","175,100","0.47","0.47","0.46","0.46","-","0.03","0.47","110","0.48","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","15.70","12","16.00","11","28.87",
="03024P","中租元大6A售03","0","0","0","--","--","--","--"," ","0.00","0.24","100","0.25","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","50.00","10","51.00","10","210.00",
="03025P","台積電元大6A售06","120,000","2","19,200","0.16","0.16","0.16","0.16","-","0.01","0.15","100","0.16","100","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","24.30","495","24.40","300","80.65",
="03026P","富邦金元大6B售03","20,000","2","13,700","0.68","0.69","0.68","0.69","X","0.00","0.68","100","0.69","100","0.00",
="03026X","元展23","5,000","2","21,400","4.28","4.28","4.28","4.28","+","0.03","4.26","100","4.32","105","16.50",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.42","10","0.43","10","0.00",
="03027X","元展24","0","0","0","--","--","--","--"," ","0.00","8.30","100","8.45","100","28.87",
="03028P","國巨永豐6A售03","1,759,000","14","1,219,130","0.66","0.74","0.66","0.72"," ","0.00","0.72","10","0.73","10","0.00",
="03028X","元展25","0","0","0","--","--","--","--"," ","0.00","24.20","10","24.30","1","75.40",
="03029P","華新科永豐6A售03","144,000","2","162,720","1.13","1.13","1.13","1.13","-","0.04","1.10","10","1.11","10","0.00",
="03029X","元展26","2,188,000","5","31,047,380","14.20","14.20","14.10","14.10","-","0.20","14.00","10","14.20","51","41.05",
="03030P","臺股指玉山6A售01","22,000","4","6,990","0.32","0.34","0.31","0.34"," ","0.00","0.32","10","0.33","10","0.00",
="03031P","臺股指玉山6A售02","60,000","1","19,800","0.33","0.33","0.33","0.33","-","0.02","0.33","20","0.34","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.60","10","6.65","10","48.35",
="03032P","大立光國泰6A售10","78,000","6","95,700","1.23","1.25","1.22","1.25","-","0.06","1.27","380","1.28","162","0.00",
="03032X","元展29","38,000","5","347,000","9.20","9.20","8.90","8.90","-","0.25","8.90","100","9.00","100","15.45",
="03033P","大立光國泰6A售11","0","0","0","--","--","--","--"," ","0.00","1.10","440","1.11","196","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.00","10","13.10","10","362.00",
="03034P","大立光國泰6A售12","70,000","3","68,400","0.96","1.02","0.96","1.02","-","0.04","1.00","480","1.01","153","0.00",
="03035P","大立光國泰6A售13","32,000","2","25,600","0.80","0.80","0.80","0.80","-","0.08","0.84","499","0.85","81","0.00",
="03035X","元展32","7,000","3","38,500","5.50","5.50","5.50","5.50","+","0.05","5.55","10","5.60","10","24.75",
="03036P","大立光元富6A售06","113,000","6","99,190","0.89","0.89","0.86","0.89","-","0.02","0.89","15","0.90","20","0.00",
="03037P","大立光元富6A售07","181,000","8","185,850","1.05","1.05","1.02","1.02","-","0.06","1.05","25","1.06","20","0.00",
="03038P","大立光元富6A售08","3,000","1","2,670","0.89","0.89","0.89","0.89","X","0.00","0.88","25","0.89","20","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","14.40","10","14.50","10","96.30",
="03039P","大立光統一6B售08","883,000","5","943,170","1.07","1.07","1.06","1.07","-","0.05","1.09","20","1.10","10","0.00",
="03039X","元展36","3,000","2","18,300","6.10","6.10","6.10","6.10","-","0.10","6.05","7","6.10","10","285.50",
="03040P","華新科凱基6A售02","23,000","1","33,580","1.46","1.46","1.46","1.46","-","0.07","1.44","30","1.45","30","0.00",
="03040X","元展37","20,000","4","145,400","7.30","7.30","7.15","7.15","+","0.50","6.90","10","7.00","10","14.75",
="03041P","台積電元大6A售07","0","0","0","--","--","--","--"," ","0.00","0.21","100","0.22","100","0.00",
