"106年06月22日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="03246P","台積電永豐6C售01","239,000","5","117,710","0.50","0.50","0.49","0.49","-","0.03","0.48","30","0.49","30","0.00",
="03247P","和碩元大71售01","0","0","0","--","--","--","--"," ","0.00","1.14","100","1.15","100","0.00",
="03248P","東聯元大6B售02","0","0","0","--","--","--","--"," ","0.00","0.59","100","0.60","100","0.00",
="03249P","訊芯元大71售01","0","0","0","--","--","--","--"," ","0.00","0.92","100","0.93","100","0.00",
="03250P","鴻海元大6B售07","1,635,000","45","824,310","0.50","0.53","0.47","0.53","+","0.03","0.52","100","0.53","100","0.00",
="03251P","鴻海元大6B售08","855,000","17","561,290","0.65","0.70","0.61","0.70","+","0.02","0.67","100","0.70","100","0.00",
="03252P","奇力新國泰6B售02","0","0","0","--","--","--","--"," ","0.00","0.66","499","0.68","50","0.00",
="03253P","友達富邦6B售03","168,000","2","72,240","0.43","0.43","0.43","0.43","-","0.02","0.43","10","0.44","10","0.00",
="03254P","可成台新6B售01","0","0","0","--","--","--","--"," ","0.00","0.78","20","0.79","20","0.00",
="03255P","台積電台新6B售01","0","0","0","--","--","--","--"," ","0.00","0.59","10","0.60","10","0.00",
="03256P","瑞儀台新6B售01","5,000","1","3,750","0.75","0.75","0.75","0.75","X","0.00","0.74","10","0.75","10","0.00",
="03257P","友達永豐6B售03","277,000","2","110,800","0.40","0.40","0.40","0.40","X","0.00","0.40","30","0.41","30","0.00",
="03258P","群創永豐6B售04","0","0","0","--","--","--","--"," ","0.00","0.37","30","0.38","30","0.00",
="03259B","臺股指元大66熊01","0","0","0","--","--","--","--"," ","0.00","1.24","495","1.25","495","10,399.06",
="03259P","嘉澤永豐6B售02","332,000","9","280,360","0.86","0.87","0.80","0.80","-","0.10","0.80","30","0.81","30","0.00",
="03260B","臺股指元大66熊02","0","0","0","--","--","--","--"," ","0.00","0.96","495","0.97","495","10,399.06",
="03260P","台光電群益6B售02","0","0","0","--","--","--","--"," ","0.00","0.75","25","0.76","10","0.00",
="03261B","臺股指元大66熊03","130,000","3","65,900","0.54","0.54","0.50","0.51","-","0.04","0.50","396","0.51","495","10,399.06",
="03261P","台苯群益6B售02","0","0","0","--","--","--","--"," ","0.00","0.72","25","0.73","10","0.00",
="03262P","台灣50群益6B售01","1,152,000","36","1,116,110","0.96","1.02","0.95","0.97","-","0.07","0.96","25","0.97","29","0.00",
="03263P","南亞科群益6B售04","200,000","3","138,000","0.69","0.69","0.69","0.69","X","0.00","0.68","25","0.69","10","0.00",
="03264P","上銀日盛6C售01","20,000","1","13,600","0.68","0.68","0.68","0.68","X","0.00","0.67","25","0.68","25","0.00",
="03265P","可成統一6B售08","10,000","1","4,300","0.43","0.43","0.43","0.43","X","0.00","0.44","216","0.45","108","0.00",
="03266P","可成統一6B售09","1,432,000","13","928,200","0.63","0.66","0.63","0.66","+","0.03","0.65","10","0.66","10","0.00",
="03267P","可成統一6B售10","21,000","1","13,650","0.65","0.65","0.65","0.65"," ","0.00","0.66","216","0.67","108","0.00",
="03268P","可成統一6C售02","110,000","3","62,700","0.57","0.57","0.57","0.57","+","0.01","0.57","10","0.58","40","0.00",
="03269B","金融類元大67熊01","0","0","0","--","--","--","--"," ","0.00","0.62","495","0.63","495","1,117.91",
="03269P","台積電統一6C售04","346,000","1","173,000","0.50","0.50","0.50","0.50","-","0.03","0.49","500","0.50","498","0.00",
="03270B","金融類元大6A熊01","0","0","0","--","--","--","--"," ","0.00","1.17","495","1.18","495","1,117.91",
="03270P","臺股指統一6B售01","45,000","8","17,750","0.40","0.40","0.39","0.39","-","0.03","0.38","498","0.39","493","0.00",
="03271P","臺股指統一6B售02","30,000","3","22,800","0.77","0.77","0.74","0.74","-","0.04","0.73","498","0.75","498","0.00",
="03272P","GIS凱基6B售03","750,000","22","590,900","0.78","0.80","0.76","0.80","-","0.04","0.79","30","0.80","30","0.00",
="03273P","東陽凱基6B售02","0","0","0","--","--","--","--"," ","0.00","0.76","30","0.77","30","0.00",
="03274B","臺股指凱基69熊02","180,000","14","142,800","0.79","0.81","0.77","0.77","-","0.03","0.76","30","0.86","30","10,399.06",
="03274P","東聯凱基6B售02","0","0","0","--","--","--","--"," ","0.00","0.37","30","0.38","30","0.00",
="03275B","臺股指凱基69熊03","30,000","3","28,700","0.96","0.96","0.95","0.96","-","0.03","0.95","30","0.96","30","10,399.06",
="03275P","微星凱基6B售02","156,000","1","87,360","0.56","0.56","0.56","0.56","X","0.00","0.56","30","0.57","30","0.00",
="03276P","鴻海凱基6B售04","1,143,000","24","451,730","0.38","0.41","0.37","0.41","+","0.02","0.41","30","0.42","30","0.00",
="03277P","大立光元大6B售05","20,000","1","25,400","1.27","1.27","1.27","1.27","+","0.01","1.26","100","1.27","80","0.00",
="03278P","大立光元大6B售06","0","0","0","--","--","--","--"," ","0.00","1.27","100","1.29","100","0.00",
="03279P","大立光元大6B售07","100,000","2","202,000","2.02","2.02","2.02","2.02","-","0.04","1.99","100","2.01","100","0.00",
="03280P","國巨元大6B售03","452,000","25","392,360","0.84","0.89","0.84","0.86","+","0.02","0.87","100","0.88","100","0.00",
="03281P","華通元大6B售02","181,000","4","130,360","0.70","0.74","0.69","0.74","+","0.01","0.74","100","0.75","100","0.00",
="03282P","聯發科元大6B售05","100,000","1","22,000","0.22","0.22","0.22","0.22"," ","0.00","0.20","100","0.21","100","0.00",
="03283P","可成元富6C售03","146,000","6","70,530","0.49","0.50","0.47","0.50","+","0.02","0.49","25","0.50","24","0.00",
="03284P","致伸元富6B售02","62,000","7","25,230","0.41","0.41","0.40","0.40","-","0.05","0.40","25","0.41","25","0.00",
="03285B","臺股指元大69熊19","777,000","29","724,480","0.93","0.96","0.92","0.92","-","0.03","0.91","545","0.92","475","10,399.06",
="03285P","GIS國泰6B售04","483,000","17","391,570","0.81","0.82","0.78","0.82","-","0.01","0.82","130","0.83","30","0.00",
="03286B","大立光凱基68熊07","280,000","10","322,700","1.15","1.17","1.14","1.17","-","0.01","1.13","30","1.15","30","4,890.00",
="03286P","台積電國泰6C售01","301,000","7","205,160","0.80","0.80","0.68","0.68","-","0.08","0.66","30","0.68","30","0.00",
="03287B","臺股指兆豐68熊08","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","10,399.06",
="03287P","可成玉山6C售02","0","0","0","--","--","--","--"," ","0.00","0.38","499","0.39","499","0.00",
="03288P","大立光富邦6C售09","10,000","1","12,900","1.29","1.29","1.29","1.29","X","0.00","1.28","10","1.29","10","0.00",
="03289B","臺股指元大69熊20","52,000","7","69,970","1.34","1.37","1.34","1.34","-","0.03","1.33","495","1.34","495","10,399.06",
="03289P","可成富邦6B售01","339,000","12","386,980","1.14","1.16","1.09","1.16","+","0.05","1.16","15","1.17","10","0.00",
="03290B","臺股指元大72熊01","141,000","12","248,140","1.79","1.79","1.75","1.75","-","0.05","1.74","499","1.75","495","10,399.06",
="03290P","臺股指日盛6B售03","30,000","3","41,000","1.36","1.39","1.35","1.35","-","0.06","1.30","25","1.31","25","0.00",
="03291B","臺股指群益68熊22","0","0","0","--","--","--","--"," ","0.00","2.91","499","3.01","10","10,399.06",
="03291P","仁寶元大6B售01","577,000","7","634,810","1.10","1.11","1.09","1.11","+","0.01","1.12","100","1.13","100","0.00",
="03292B","臺股指元大69熊21","10,000","1","12,000","1.20","1.20","1.20","1.20","-","0.04","1.18","495","1.19","495","10,399.06",
="03292P","友達元大6C售02","300,000","2","210,000","0.70","0.70","0.70","0.70"," ","0.00","0.70","100","0.72","100","0.00",
="03293B","臺股指兆豐69熊08","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","10,399.06",
="03293P","欣興元大6B售01","250,000","1","195,000","0.78","0.78","0.78","0.78","X","0.00","0.79","100","0.80","100","0.00",
="03294B","大立光凱基69熊01","0","0","0","--","--","--","--"," ","0.00","2.76","1","2.78","30","4,890.00",
="03294P","南亞科元大6B售01","600,000","5","570,500","0.95","0.96","0.94","0.96","-","0.05","0.95","100","0.96","100","0.00",
="03295B","臺股指群益69熊17","44,000","7","104,340","2.38","2.39","2.32","2.32","-","0.09","2.32","499","2.33","499","10,399.06",
="03295P","臺股指元大6B售01","0","0","0","--","--","--","--"," ","0.00","0.13","495","0.22","95","0.00",
="03296B","臺股指元大69熊29","0","0","0","--","--","--","--"," ","0.00","1.41","495","1.42","495","10,399.06",
="03296P","臺股指元大6B售02","0","0","0","--","--","--","--"," ","0.00","0.16","495","0.26","96","0.00",
="03297B","臺股指元大6C熊01","11,000","2","18,910","1.72","1.72","1.71","1.71","-","0.06","1.69","495","1.70","495","10,399.06",
="03297P","臺股指元大6B售03","0","0","0","--","--","--","--"," ","0.00","0.39","1","0.44","97","0.00",
="03298B","臺股指元大74熊01","215,000","5","365,500","1.70","1.70","1.70","1.70","-","0.02","1.68","505","1.69","495","10,399.06",
="03298P","臺股指元大6B售04","0","0","0","--","--","--","--"," ","0.00","0.56","3","0.58","98","0.00",
="03299B","臺股指兆豐6A熊08","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","10,399.06",
="03299P","臺股指兆豐6B售03","124,000","12","163,620","1.35","1.36","1.30","1.30","-","0.09","1.30","10","1.31","10","0.00",
="03300B","臺股指群益6A熊21","2,895,000","52","5,739,620","2.02","2.06","1.96","1.97","-","0.11","1.96","499","1.97","488","10,399.06",
="03300P","臺股指兆豐6B售04","0","0","0","--","--","--","--"," ","0.00","1.11","10","1.12","10","0.00",
="03301B","臺股指富邦6A熊03","58,000","11","63,500","1.09","1.10","1.08","1.09","-","0.02","1.07","200","1.08","100","10,399.06",
="03301P","臺股指兆豐6B售05","0","0","0","--","--","--","--"," ","0.00","1.17","10","1.18","10","0.00",
="03302B","臺股指富邦69熊04","264,000","8","252,420","0.92","0.96","0.92","0.93","-","0.03","0.91","200","0.92","100","10,399.06",
="03302P","臺股指兆豐6B售06","0","0","0","--","--","--","--"," ","0.00","1.17","10","1.18","10","0.00",
="03303B","臺股指元大6A熊18","12,000","2","36,790","3.07","3.07","3.06","3.06","-","0.22","3.04","495","3.05","495","10,399.06",
="03303P","微星台新6B售02","85,000","1","78,200","0.92","0.92","0.92","0.92","X","0.00","0.92","20","0.93","20","0.00",
="03304B","臺股指元大75熊01","207,000","14","418,370","2.02","2.04","2.01","2.01","-","0.03","2.00","570","2.01","495","10,399.06",
="03304P","GIS中信6C售02","46,000","3","27,690","0.61","0.61","0.59","0.60","-","0.04","0.62","10","0.63","10","0.00",
="03305B","臺股指兆豐6B熊02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","10,399.06",
="03305P","大立光中信71售01","40,000","4","68,900","1.72","1.73","1.72","1.72","-","0.04","1.70","30","1.72","30","0.00",
="03306B","臺股指凱基6B熊12","4,000","1","7,360","1.84","1.84","1.84","1.84","-","0.02","1.82","30","1.83","30","10,399.06",
="03306P","臺股指永豐6C售01","170,000","4","97,500","0.59","0.59","0.57","0.57","-","0.03","0.57","30","0.58","30","0.00",
="03307B","臺股指凱基6B熊13","55,000","6","112,730","2.07","2.07","2.04","2.04","-","0.04","2.03","30","2.04","30","10,399.06",
="03307P","大立光凱基6B售10","60,000","3","112,400","1.88","1.88","1.87","1.87","X","0.00","1.85","30","1.87","30","0.00",
="03308B","臺股指凱基72熊01","0","0","0","--","--","--","--"," ","0.00","1.77","30","1.78","30","10,399.06",
="03308P","華新凱基6B售02","2,000","1","1,160","0.58","0.58","0.58","0.58","-","0.08","0.58","30","0.60","30","0.00",
="03309B","臺股指群益6B熊20","0","0","0","--","--","--","--"," ","0.00","2.64","499","2.65","499","10,399.06",
="03309P","臺股指凱基6B售06","146,000","27","290,040","1.96","2.02","1.92","1.92","-","0.11","1.91","30","1.92","24","0.00",
="03310B","臺股指元大6C熊02","40,000","1","152,000","3.80","3.80","3.80","3.80","X","0.00","3.78","495","3.79","495","10,399.06",
="03310P","臺股指凱基6B售07","2,000","1","3,000","1.50","1.50","1.50","1.50","-","0.07","1.50","30","1.51","30","0.00",
="03311B","臺股指元大73熊02","12,000","2","26,640","2.24","2.24","2.20","2.20","-","0.10","2.20","495","2.21","495","10,399.06",
="03311P","臺股指凱基6B售08","100,000","4","120,000","1.22","1.22","1.18","1.18","-","0.07","1.17","30","1.18","30","0.00",
="03312B","臺股指群益6C熊17","0","0","0","--","--","--","--"," ","0.00","3.32","499","3.33","10","10,399.06",
="03312P","臺股指凱基6B售09","0","0","0","--","--","--","--"," ","0.00","0.91","30","0.92","30","0.00",
="03313B","臺股指兆豐6C熊04","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","10,399.06",
="03313P","臺股指凱基6B售10","0","0","0","--","--","--","--"," ","0.00","0.70","30","0.71","30","0.00",
="03314P","臺股指凱基6B售11","0","0","0","--","--","--","--"," ","0.00","0.54","30","0.55","30","0.00",
="03315P","和大群益6B售03","2,000","2","1,470","0.74","0.74","0.73","0.73","X","0.00","0.72","25","0.74","10","0.00",
="03316P","金融類群益6B售02","0","0","0","--","--","--","--"," ","0.00","1.96","499","1.97","10","0.00",
="03317P","智邦群益6C售03","252,000","8","184,870","0.82","0.82","0.66","0.74","X","0.00","0.73","25","0.74","9","0.00",
="03318P","電子類群益6B售02","120,000","2","137,000","1.13","1.15","1.13","1.15","X","0.00","1.14","499","1.15","499","0.00",
="03319P","綠悅群益6B售04","62,000","1","57,660","0.93","0.93","0.93","0.93","-","0.03","0.93","25","0.94","10","0.00",
="03320P","臺股指群益6B售10","951,000","9","684,210","0.73","0.74","0.68","0.68","-","0.07","0.67","499","0.68","499","0.00",
="03321P","臺股指群益6B售11","136,000","10","100,100","0.75","0.75","0.71","0.71","-","0.09","0.70","499","0.71","499","0.00",
="03322P","臺股指群益6B售12","0","0","0","--","--","--","--"," ","0.00","0.63","499","0.64","499","0.00",
="03323P","臺股指群益6B售13","270,000","14","253,500","0.95","0.99","0.92","0.93","-","0.06","0.91","499","0.92","499","0.00",
="03324P","臺股指群益6B售14","70,000","4","94,400","1.33","1.37","1.27","1.27","-","0.14","1.27","499","1.28","499","0.00",
="03325P","臺股指群益6B售15","0","0","0","--","--","--","--"," ","0.00","0.89","499","0.90","499","0.00",
="03326P","臺股指群益6B售16","59,000","2","95,200","1.68","1.68","1.60","1.60","-","0.10","1.59","499","1.60","499","0.00",
="03327P","臺股指群益6B售17","144,000","5","271,700","1.91","1.91","1.87","1.87","-","0.05","1.82","499","1.83","499","0.00",
="03328P","臺股指群益6B售18","857,000","26","2,348,790","2.78","2.82","2.69","2.69","-","0.14","2.69","499","2.70","499","0.00",
="03329P","臺股指永昌6B售01","8,000","1","5,600","0.70","0.70","0.70","0.70","-","0.07","0.68","421","0.69","423","0.00",
="03330P","臺股指永昌6B售02","0","0","0","--","--","--","--"," ","0.00","0.64","428","0.65","458","0.00",
="03331P","臺股指永昌6B售03","0","0","0","--","--","--","--"," ","0.00","0.43","473","0.44","400","0.00",
="03332P","臺股指永昌6B售04","0","0","0","--","--","--","--"," ","0.00","0.34","487","0.35","434","0.00",
="03333P","臺股指永昌6B售05","0","0","0","--","--","--","--"," ","0.00","0.22","414","0.23","478","0.00",
="03334P","臺股指永昌6B售06","725,000","28","145,130","0.21","0.21","0.19","0.20","-","0.02","0.19","594","0.20","411","0.00",
="03335P","台積電元富6C售03","0","0","0","--","--","--","--"," ","0.00","0.45","25","0.46","25","0.00",
="03336P","宏達電元富6B售01","25,000","1","21,000","0.84","0.84","0.84","0.84","X","0.00","0.83","25","0.87","25","0.00",
="03337P","英業達元富6C售01","0","0","0","--","--","--","--"," ","0.00","0.67","25","0.68","25","0.00",
="03338P","華新元富6B售01","0","0","0","--","--","--","--"," ","0.00","0.69","25","0.70","25","0.00",
="03339P","榮成元富6B售01","450,000","5","121,500","0.27","0.27","0.27","0.27","-","0.02","0.27","25","0.28","25","0.00",
="03340P","上銀國泰6B售02","86,000","2","116,960","1.36","1.36","1.36","1.36","-","0.07","1.34","499","1.35","100","0.00",
="03341P","可成國泰6C售02","142,000","3","100,760","0.68","0.71","0.68","0.71","+","0.03","0.70","499","0.71","103","0.00",
="03342P","台光電國泰6B售01","19,000","1","12,540","0.66","0.66","0.66","0.66","-","0.08","0.65","499","0.66","100","0.00",
="03343P","臺股指國泰6B售01","0","0","0","--","--","--","--"," ","0.00","0.77","499","0.78","499","0.00",
="03344P","臺股指國泰6B售02","10,000","1","6,800","0.68","0.68","0.68","0.68","-","0.05","0.68","499","0.69","499","0.00",
="03345P","臺股指國泰6B售03","20,000","1","10,800","0.54","0.54","0.54","0.54","X","0.00","0.52","499","0.53","499","0.00",
="03346P","臺股指玉山6B售01","7,000","2","3,340","0.48","0.48","0.47","0.47","-","0.05","0.45","10","0.46","10","0.00",
="03347P","臺股指玉山6B售02","0","0","0","--","--","--","--"," ","0.00","0.55","10","0.56","10","0.00",
="03348P","臺股指富邦6B售01","0","0","0","--","--","--","--"," ","0.00","0.79","100","0.80","100","0.00",
="03349P","臺股指富邦6B售02","2,000","2","2,490","1.26","1.26","1.23","1.23","X","0.00","1.22","100","1.23","99","0.00",
="03350P","群創凱基6B售03","0","0","0","--","--","--","--"," ","0.00","0.57","30","0.58","30","0.00",
="03351P","群創凱基6B售04","5,000","1","1,650","0.33","0.33","0.33","0.33","-","0.03","0.33","30","0.34","30","0.00",
="03352P","華邦電日盛6B售02","0","0","0","--","--","--","--"," ","0.00","0.57","25","0.58","25","0.00",
="03353P","鴻海日盛71售03","645,000","12","214,750","0.33","0.35","0.30","0.35","-","0.02","0.36","25","0.38","25","0.00",
="03354P","友達元大6C售03","550,000","8","282,940","0.50","0.52","0.50","0.52"," ","0.00","0.51","100","0.52","90","0.00",
="03355P","台苯元大6B售02","36,000","3","39,140","1.09","1.09","1.07","1.07","-","0.05","1.07","100","1.08","100","0.00",
="03356P","瑞儀元大6B售02","0","0","0","--","--","--","--"," ","0.00","1.00","100","1.01","100","0.00",
="03357P","台積電兆豐6C售01","45,000","2","10,350","0.23","0.23","0.23","0.23","-","0.02","0.23","10","0.24","10","0.00",
="03358P","台積電兆豐6C售02","443,000","7","118,810","0.27","0.28","0.26","0.27","-","0.01","0.26","40","0.27","10","0.00",
="03359P","儒鴻兆豐6C售01","195,000","11","152,540","0.87","0.87","0.70","0.73","-","0.12","0.71","11","0.72","10","0.00",
="03360P","鴻海兆豐71售04","896,000","16","360,920","0.38","0.43","0.38","0.43","+","0.02","0.42","10","0.43","10","0.00",
="03361P","美律台新6C售01","0","0","0","--","--","--","--"," ","0.00","0.85","20","0.86","20","0.00",
="03362P","國泰金台新6C售02","3,000","2","3,210","1.07","1.07","1.07","1.07","X","0.00","1.06","10","1.07","10","0.00",
="03363P","貿聯永豐6B售02","260,000","2","176,800","0.68","0.68","0.68","0.68","-","0.02","0.68","10","0.69","10","0.00",
="03364P","日友群益6B售02","199,000","3","246,760","1.24","1.24","1.24","1.24","X","0.00","1.25","25","1.26","10","0.00",
="03365P","和大群益6B售04","48,000","3","41,660","0.88","0.88","0.83","0.83","-","0.06","0.83","25","0.85","10","0.00",
="03366P","奇力新群益6B售01","9,000","2","6,390","0.71","0.71","0.71","0.71","+","0.01","0.70","25","0.71","10","0.00",
="03367P","明泰群益6B售03","20,000","2","24,100","1.20","1.21","1.20","1.21","+","0.04","1.21","25","1.22","10","0.00",
="03368P","儒鴻群益6B售03","119,000","10","86,150","0.80","0.80","0.68","0.69","-","0.16","0.69","25","0.70","10","0.00",
="03369P","燁輝群益6B售01","70,000","2","65,100","0.93","0.93","0.93","0.93","-","0.02","0.92","25","0.93","10","0.00",
="03370P","群創元富6C售03","0","0","0","--","--","--","--"," ","0.00","0.55","25","0.56","25","0.00",
="03371P","台積電富邦6C售04","215,000","4","137,400","0.64","0.64","0.62","0.62","-","0.08","0.61","10","0.62","10","0.00",
="03372P","元石油元大71售01","0","0","0","--","--","--","--"," ","0.00","2.44","100","2.45","100","0.00",
="03373P","可成元大6B售07","362,000","5","336,320","0.90","0.94","0.90","0.94","+","0.02","0.94","100","0.95","100","0.00",
="03374P","中石化凱基6B售02","0","0","0","--","--","--","--"," ","0.00","0.38","30","0.40","30","0.00",
="03375P","明泰凱基6B售03","0","0","0","--","--","--","--"," ","0.00","0.82","30","0.83","30","0.00",
="03376P","台灣50元富72售02","924,000","13","708,340","0.76","0.78","0.76","0.76","-","0.02","0.76","25","0.77","25","0.00",
="03377P","宏達電兆豐71售02","0","0","0","--","--","--","--"," ","0.00","1.83","10","1.84","10","0.00",
="03378P","臺股指中信6B售05","94,000","9","40,660","0.44","0.44","0.42","0.42","-","0.03","0.42","499","0.43","299","0.00",
="03379P","友達台新6B售01","0","0","0","--","--","--","--"," ","0.00","0.69","10","0.70","10","0.00",
="03380P","臺股指統一71售01","4,000","2","3,100","0.85","0.85","0.75","0.75","-","0.13","0.76","15","0.83","10","0.00",
="03381P","臺股指統一71售02","1,000","1","630","0.63","0.63","0.63","0.63","-","0.17","0.64","90","0.70","10","0.00",
="03382P","臺股指統一71售03","2,257,000","53","1,276,450","0.55","0.60","0.55","0.56","-","0.04","0.55","444","0.56","167","0.00",
="03383P","臺股指統一71售04","2,826,000","59","988,830","0.36","0.37","0.34","0.35","-","0.02","0.34","336","0.35","198","0.00",
="03384P","台化群益6B售01","0","0","0","--","--","--","--"," ","0.00","1.18","25","1.19","10","0.00",
="03385P","台灣50群益6B售02","1,060,000","25","872,870","0.82","0.84","0.81","0.82","-","0.02","0.81","75","0.83","1","0.00",
="03386P","鴻海玉山6B售02","0","0","0","--","--","--","--"," ","0.00","0.21","10","0.22","10","0.00",
="03387P","大立光國泰6B售12","50,000","1","71,500","1.43","1.43","1.43","1.43","+","0.03","1.39","360","1.41","311","0.00",
="03388P","大立光國泰6B售13","20,000","2","24,800","1.24","1.24","1.24","1.24","-","0.01","1.24","400","1.25","284","0.00",
="03389P","大立光統一6C售06","20,000","1","25,600","1.28","1.28","1.28","1.28","-","0.02","1.27","108","1.28","108","0.00",
="03390P","鴻海統一6B售06","966,000","16","391,880","0.40","0.43","0.38","0.43","+","0.03","0.42","108","0.43","107","0.00",
="03391P","GIS台新6B售01","300,000","3","215,000","0.71","0.72","0.71","0.72","-","0.02","0.71","20","0.72","20","0.00",
="03392P","華通元大71售03","661,000","9","548,200","0.82","0.86","0.82","0.86"," ","0.00","0.86","100","0.87","100","0.00",
="03393P","臺股指康和6B售01","0","0","0","--","--","--","--"," ","0.00","0.53","499","0.54","499","0.00",
="03394P","臺股指康和6B售02","0","0","0","--","--","--","--"," ","0.00","0.71","499","0.72","499","0.00",
="03395P","臺股指康和6B售03","43,000","3","43,860","1.04","1.04","1.00","1.02","-","0.02","1.00","479","1.01","499","0.00",
="03396P","臺股指康和6B售04","758,000","15","853,710","1.12","1.16","1.11","1.13","-","0.02","1.11","479","1.12","499","0.00",
="03397P","GIS元富6C售04","222,000","2","144,280","0.65","0.65","0.64","0.64","-","0.03","0.65","25","0.66","25","0.00",
="03398P","鎧勝元富6C售01","100,000","2","80,000","0.80","0.80","0.80","0.80","+","0.01","0.79","25","0.80","25","0.00",
="03399P","可成凱基6B售01","29,000","1","17,110","0.59","0.59","0.59","0.59","-","0.01","0.61","30","0.62","30","0.00",
="03400P","和大凱基6B售01","311,000","5","302,920","0.98","0.98","0.97","0.97","-","0.04","0.91","30","0.93","30","0.00",
="03401P","嘉澤凱基6B售04","75,000","4","57,150","0.81","0.81","0.73","0.73","-","0.09","0.73","30","0.74","30","0.00",
="03402P","上銀凱基6B售01","948,000","9","1,204,240","1.28","1.28","1.26","1.27","-","0.02","1.26","30","1.27","30","0.00",
="03403P","上銀統一6B售03","165,000","5","122,260","0.74","0.75","0.73","0.73","-","0.02","0.73","216","0.74","108","0.00",
="03404P","中信金統一6B售02","108,000","6","83,460","0.77","0.78","0.77","0.78","+","0.02","0.76","20","0.78","10","0.00",
="03405P","美律統一6B售07","692,000","5","513,680","0.75","0.75","0.74","0.74"," ","0.00","0.75","108","0.76","108","0.00",
="03406P","訊芯統一6B售01","283,000","3","199,000","0.66","0.71","0.66","0.71","+","0.01","0.70","20","0.71","10","0.00",
="03407P","大立光元大6B售09","0","0","0","--","--","--","--"," ","0.00","1.25","100","1.26","100","0.00",
="03408P","大立光元大6B售11","27,000","5","16,350","0.60","0.61","0.60","0.60","-","0.02","0.59","100","0.60","90","0.00",
="03409P","大立光元大6B售12","0","0","0","--","--","--","--"," ","0.00","0.49","100","0.50","100","0.00",
="03410P","大立光元大6B售13","0","0","0","--","--","--","--"," ","0.00","0.56","100","0.57","101","0.00",
="03411P","美律元大6C售02","580,000","10","451,750","0.78","0.79","0.76","0.79","+","0.01","0.79","100","0.80","100","0.00",
="03412P","台光電康和6B售01","10,000","1","4,800","0.48","0.48","0.48","0.48","-","0.05","0.46","10","0.47","10","0.00",
="03413P","亞光康和6B售01","100,000","3","52,000","0.52","0.52","0.52","0.52"," ","0.00","0.52","10","0.53","10","0.00",
="03414P","康控元富6C售01","0","0","0","--","--","--","--"," ","0.00","1.00","25","--","0","0.00",
="03415P","京鼎永豐6B售04","259,000","13","244,190","0.99","0.99","0.93","0.98","-","0.08","0.99","30","1.00","40","0.00",
="03416P","明泰永豐6B售03","33,000","5","32,810","1.01","1.01","0.99","1.01","-","0.04","1.00","30","1.01","30","0.00",
="03417P","敬鵬永豐6B售01","311,000","6","186,910","0.61","0.61","0.58","0.58","-","0.06","0.59","30","0.60","30","0.00",
="03418P","綠悅永豐6B售01","111,000","2","87,310","0.79","0.79","0.78","0.78","-","0.04","0.79","30","0.80","30","0.00",
="03419P","聚陽永豐6B售01","407,000","11","241,130","0.66","0.66","0.59","0.59","-","0.10","0.58","30","0.59","30","0.00",
="03420P","鎧勝永豐6B售01","75,000","2","45,750","0.61","0.61","0.61","0.61","X","0.00","0.60","30","0.61","30","0.00",
="03421P","貿聯國泰6B售04","484,000","10","518,510","1.08","1.08","1.07","1.07"," ","0.00","1.06","499","1.07","340","0.00",
="03422P","瑞儀富邦6B售01","0","0","0","--","--","--","--"," ","0.00","0.62","30","0.63","30","0.00",
="03423P","GIS統一6B售04","1,599,000","22","982,500","0.60","0.62","0.60","0.62","-","0.04","0.62","30","0.63","10","0.00",
="03424P","上銀統一6B售04","113,000","8","112,020","0.99","1.00","0.99","0.99","-","0.01","0.98","108","0.99","108","0.00",
="03425P","大同群益6B售04","0","0","0","--","--","--","--"," ","0.00","0.46","25","0.47","10","0.00",
="03426P","台光電元大6B售02","150,000","7","147,000","0.98","0.98","0.98","0.98","-","0.09","0.97","100","0.98","100","0.00",
="03427P","華新元大6B售02","0","0","0","--","--","--","--"," ","0.00","0.63","100","0.64","100","0.00",
="03428P","臺股指元大6B售07","20,000","1","14,400","0.72","0.72","0.72","0.72","-","0.04","0.68","495","0.69","495","0.00",
="03429P","臺股指元大6B售08","5,000","1","5,550","1.11","1.11","1.11","1.11","-","0.01","1.07","495","1.08","495","0.00",
="03430P","廣達元大6B售02","153,000","3","102,880","0.66","0.70","0.64","0.70","-","0.02","0.71","100","0.72","110","0.00",
="03431P","聯發科玉山6B售02","0","0","0","--","--","--","--"," ","0.00","0.10","30","0.11","30","0.00",
="03432P","智邦國泰6B售05","474,000","9","187,320","0.47","0.47","0.38","0.45","-","0.12","0.44","499","0.45","190","0.00",
="03433P","廣宇富邦6B售02","160,000","2","158,400","0.99","0.99","0.99","0.99","X","0.00","0.98","20","0.99","20","0.00",
="03434P","友達兆豐6C售02","750,000","3","210,000","0.28","0.28","0.28","0.28"," ","0.00","0.28","10","0.29","60","0.00",
="03435P","智邦兆豐6B售01","60,000","2","30,500","0.55","0.55","0.50","0.50","-","0.13","0.50","60","0.51","10","0.00",
