"106年05月31日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"觀光類指數","122.33","+","0.38","0.31",
"金融保險類指數","1,099.37","-","12.02","-1.08",
"貿易百貨類指數","225.97","-","3.29","-1.44",
"油電燃氣類指數","136.70","+","2.42","1.80",
"其他類指數","250.01","+","1.16","0.47",
"臺指日報酬兩倍指數","14,677.27","-","180.11","-1.21",
"臺指日報酬反向一倍指數","7,921.12","+","47.72","0.61",
"電子類兩倍槓桿指數","11,948.84","-","232.94","-1.91",
"電子類反向指數","8,504.34","+","80.54","0.96",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價報酬指數","12,842.08","-","70.66","-0.55",
"發行量加權股價報酬指數","16,554.82","-","100.94","-0.61",
"臺灣公司治理100報酬指數","6,129.91","-","45.61","-0.74",
"臺灣50報酬指數","12,676.75","-","131.95","-1.03",
"臺灣中型100報酬指數","10,830.69","-","1.33","-0.01",
"臺灣資訊科技報酬指數","14,597.95","-","187.69","-1.27",
"臺灣發達報酬指數","12,953.33","-","56.62","-0.44",
"臺灣高股息報酬指數","10,900.53","-","74.11","-0.68",
"臺灣就業99報酬指數","7,229.58","-","42.11","-0.58",
"臺灣高薪100報酬指數","6,104.64","-","44.17","-0.72",
"臺灣低波動高股息報酬指數","3,135.12","-","6.27","-0.20",
"未含金融電子股報酬指數","19,393.76","+","38.02","0.20",
"小型股300報酬指數","6,229.44","-","12.41","-0.20",
"漲升股利150報酬指數","5,970.45","-","28.42","-0.47",
"漲升股利100報酬指數","5,940.48","-","29.33","-0.49",
"藍籌 30 報酬指數","5,272.70","-","43.10","-0.81",
"工業菁英 30 報酬指數","5,479.85","-","26.67","-0.48",
"電子菁英 30 報酬指數","5,534.21","-","28.86","-0.52",
"低波動精選 30 報酬指數","5,241.30","-","36.25","-0.69",
"低貝塔 100 報酬指數","5,357.08","+","1.61","0.03",
"中小型精選50報酬指數","5,048.26","+","0.40","0.01",
"中小型A級動能50報酬指數","5,414.04","+","15.16","0.28",
"水泥類報酬指數","166.32","-","0.46","-0.28",
"食品類報酬指數","1,862.41","-","5.24","-0.28",
"塑膠類報酬指數","343.19"," ","--","--",
"紡織纖維類報酬指數","629.97","-","1.39","-0.22",
"電機機械類報酬指數","218.36","+","0.67","0.31",
"電器電纜類報酬指數","47.91","-","1.01","-2.06",
"化學生技醫療類報酬指數","125.65","-","0.54","-0.43",
"化學類報酬指數","132.91","-","0.12","-0.09",
"生技醫療類報酬指數","81.11","-","0.73","-0.89",
"玻璃陶瓷類報酬指數","40.74","-","0.45","-1.09",
"造紙類報酬指數","255.96","-","1.00","-0.39",
"鋼鐵類報酬指數","132.28","-","0.03","-0.02",
"橡膠類報酬指數","408.52","-","1.11","-0.27",
"汽車類報酬指數","360.17","+","3.68","1.03",
"電子類報酬指數","634.26","-","6.12","-0.96",
"半導體類報酬指數","208.51","-","2.84","-1.34",
"電腦及週邊設備類報酬指數","165.85","-","0.18","-0.11",
"光電類報酬指數","53.76","-","0.64","-1.18",
"通信網路類報酬指數","209.89","+","0.32","0.15",
"電子零組件類報酬指數","133.54","-","0.88","-0.65",
"電子通路類報酬指數","193.47","-","1.62","-0.83",
"資訊服務類報酬指數","155.51","-","1.11","-0.71",
"其他電子類報酬指數","133.12","-","1.71","-1.27",
"建材營造類報酬指數","382.41","-","0.47","-0.12",
"航運類報酬指數","78.88","+","0.85","1.09",
"觀光類報酬指數","142.30","+","0.45","0.32",
"金融保險類報酬指數","1,483.75","-","16.22","-1.08",
"貿易百貨類報酬指數","283.19","-","4.12","-1.43",
"油電燃氣類報酬指數","171.94","+","3.04","1.80",
"其他類報酬指數","343.91","+","1.60","0.47",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","117,066,612,422","2,767,871,510","748,429",
"2.台灣存託憑證","55,884,693","9,302,799","1,631",
"3.受益憑證","0","0","0",
"4.ETF","5,788,855,373","293,603,786","41,844",
"5.受益證券","6,627,470","464,000","117",
"6.變更交易股票","16,930,045","4,487,083","893",
"7.認購(售)權證","1,626,000,170","1,504,971,000","46,596",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","117,083,542,467","2,772,358,593","749,322",
"總計(1~12)","124,560,910,173","4,580,700,178","839,510",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","2,212(5)","302(3)",
"下跌(跌停)","2,993(41)","496(2)",
"持平","486","90",
"未成交","4,613","5",
"無比價","981","3",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年05月31日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","2,701,301","765","207,172,841","76.95","77.50","76.40","76.50","-","0.45","76.45","6","76.50","49","0.00",
="0051","元大中型100","27,000","9","761,530","28.25","28.25","28.12","28.14","-","0.11","28.14","46","28.20","6","0.00",
="0052","富邦科技","13,000","11","604,550","46.54","46.58","46.33","46.33","-","0.17","46.04","1","46.44","5","0.00",
="0053","元大電子","13,000","6","435,620","33.50","33.53","33.50","33.50"," ","0.00","33.26","50","33.57","21","0.00",
="0054","元大台商50","2,000","2","47,850","23.94","23.94","23.91","23.91","-","0.01","23.86","1","23.87","1","0.00",
="0055","元大MSCI金融","44,000","17","659,780","15.00","15.01","14.95","14.95","-","0.06","14.94","2","14.95","2","0.00",
="0056","元大高股息","649,374","387","16,138,099","24.89","24.90","24.80","24.83","-","0.06","24.81","1","24.83","19","0.00",
="0057","富邦摩台","5,000","4","229,480","45.94","45.94","45.72","45.72","-","0.20","45.37","20","45.55","20","0.00",
="0058","富邦發達","4,000","4","176,410","44.15","44.15","44.08","44.08","-","0.07","43.57","1","43.86","10","0.00",
="0059","富邦金融","3,000","3","106,200","35.37","35.44","35.37","35.44","+","0.04","35.13","4","35.36","1","0.00",
="0061","元大寶滬深","3,812,697","1,028","58,892,706","15.42","15.52","15.39","15.47","+","0.16","15.45","59","15.47","4","0.00",
="006203","元大MSCI台灣","2,000","2","70,530","35.27","35.27","35.26","35.26","-","0.13","35.13","50","35.45","20","0.00",
="006204","永豐臺灣加權","3,000","3","149,990","50.10","50.10","49.84","49.84","-","0.36","49.87","15","49.92","100","0.00",
="006205","富邦上証","5,605,662","1,233","152,701,359","27.05","27.42","27.05","27.21","+","0.18","27.21","36","27.25","1","0.00",
="006206","元大上證50","2,289,727","502","61,494,037","26.80","27.07","26.65","26.80","+","0.17","26.78","3","26.80","4","0.00",
="006207","FH滬深","2,465,000","405","49,920,410","20.18","20.38","20.16","20.24","+","0.06","20.23","20","20.24","54","0.00",
="006208","富邦台50","157","2","6,909","--","--","--","--"," ","0.00","44.83","10","44.97","10","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.18","30","6.26","25","0.00",
="00631L","元大台灣50正2","1,771,000","487","52,941,710","30.10","30.17","29.72","29.74","-","0.42","29.74","291","29.76","1","0.00",
="00632R","元大台灣50反1","24,454,847","2,631","358,084,630","14.61","14.69","14.58","14.69","+","0.08","14.68","537","14.69","816","0.00",
="00633L","富邦上証正2","54,129,550","9,644","1,981,671,672","36.50","37.23","36.05","36.20","+","0.07","36.19","108","36.20","31","0.00",
="00634R","富邦上証反1","1,152,000","187","9,742,170","8.50","8.52","8.41","8.51","+","0.01","8.49","11","8.51","3","0.00",
="00635U","元大S&P黃金","816,000","147","16,200,320","19.80","19.87","19.80","19.87","+","0.05","19.84","150","19.87","98","0.00",
="00636","國泰中國A50","2,960,566","452","49,910,409","16.76","17.02","16.75","16.82","+","0.06","16.80","81","16.82","71","0.00",
="00637L","元大滬深300正2","104,876,380","12,829","1,452,478,630","13.75","14.05","13.62","13.69","+","0.07","13.69","310","13.70","47","0.00",
="00638R","元大滬深300反1","110,000","45","1,910,510","17.48","17.49","17.26","17.45","-","0.09","17.45","1","17.46","54","0.00",
="00639","富邦深100","7,240,599","825","67,796,914","9.28","9.41","9.28","9.37","+","0.09","9.35","81","9.37","122","0.00",
="00640L","富邦日本正2","603,000","74","11,543,640","19.12","19.21","19.03","19.05","-","0.11","19.05","5","19.07","100","0.00",
="00641R","富邦日本反1","512,000","52","8,694,460","17.00","17.01","16.96","17.00","+","0.04","16.99","252","17.00","18","0.00",
="00642U","元大S&P石油","3,381,991","769","58,387,903","17.35","17.35","17.21","17.23","+","0.14","17.23","164","17.24","30","0.00",
="00643","群益深証中小","1,963,793","344","25,825,686","13.09","13.22","13.09","13.13","+","0.04","13.13","24","13.15","15","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.94","50","3.02","50","0.00",
="00645","富邦日本","4,150","8","82,828","19.98","19.98","19.93","19.93"," ","0.00","19.90","1","19.93","63","0.00",
="00646","元大S&P500","70,000","22","1,512,360","21.62","21.65","21.59","21.60","-","0.01","21.58","2","21.60","1","0.00",
="00647L","元大S&P500正2","12,016","5","311,744","26.00","26.00","25.93","25.94","+","0.02","25.76","50","25.90","50","0.00",
="00648R","元大S&P500反1","322,000","97","5,072,090","15.80","15.80","15.74","15.76"," ","0.00","15.75","51","15.76","33","0.00",
="00649","FH香港","122,000","17","2,223,590","18.14","18.25","18.14","18.23","+","0.09","18.20","50","18.25","12","0.00",
="00650L","FH香港正2","822,000","54","21,188,660","25.68","25.97","25.68","25.78","+","0.19","25.73","1","25.78","1","0.00",
="00651R","FH香港反1","254,000","28","2,614,750","10.33","10.33","10.21","10.27","-","0.06","10.27","58","10.30","25","0.00",
="00652","富邦印度","256,177","88","5,621,057","21.75","21.98","21.75","21.95","+","0.22","21.95","92","21.97","24","0.00",
="00653L","富邦印度正2","1,055,000","250","27,497,970","25.95","26.14","25.93","26.09","+","0.46","26.08","1","26.09","50","0.00",
="00654R","富邦印度反1","292,000","59","4,762,460","16.40","16.40","16.29","16.33","-","0.17","16.32","1","16.33","25","0.00",
="00655L","國泰中國A50正2","3,070,000","784","82,504,620","26.77","27.32","26.40","26.58","+","0.11","26.56","52","26.58","105","0.00",
="00656R","國泰中國A50反1","54,000","14","851,230","15.85","15.93","15.70","15.93","-","0.01","15.90","50","15.93","104","0.00",
="00657","國泰日經225","13,000","12","307,670","23.69","23.69","23.64","23.64","-","0.10","23.61","102","23.63","25","0.00",
="00658L","國泰日本正2","40,000","10","1,125,680","28.18","28.23","28.11","28.12","-","0.34","28.10","51","28.13","30","0.00",
="00659R","國泰日本反1","161,000","21","2,474,850","15.35","15.38","15.33","15.38","+","0.08","15.37","150","15.38","2","0.00",
="00660","元大歐洲50","3,000","3","74,580","24.86","24.86","24.86","24.86","-","0.19","24.86","11","24.99","50","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","24.34","50","24.53","20","0.00",
="00662","富邦NASDAQ","186,031","30","4,465,172","23.97","24.01","23.97","23.98","+","0.02","23.99","50","24.03","70","0.00",
="00663L","國泰臺灣加權正2","382,000","61","10,471,340","27.64","27.64","27.25","27.25","-","0.34","27.25","177","27.27","100","0.00",
="00664R","國泰臺灣加權反1","4,013,000","203","66,483,800","16.56","16.65","16.54","16.65","+","0.09","16.65","5","16.66","1,186","0.00",
="00665L","富邦H股正2","2,763,000","271","71,862,420","25.70","26.23","25.70","25.90","+","0.36","25.90","13","25.91","150","0.00",
="00666R","富邦H股反1","369,000","36","5,866,690","15.99","15.99","15.84","15.94","-","0.13","15.94","50","15.96","25","0.00",
="00667","元大韓國","22,000","10","470,470","21.50","21.50","21.00","21.00","-","0.50","21.00","1","21.20","1","0.00",
="00668","國泰美國道瓊","9,000","8","197,560","21.97","21.97","21.92","21.97"," ","0.00","21.92","50","21.97","64","0.00",
="00669R","國泰美國道瓊反1","99,000","29","1,661,560","16.78","16.80","16.77","16.79","+","0.01","16.78","112","16.79","50","0.00",
="00670L","富邦NASDAQ正2","1,260,000","365","29,763,470","23.62","23.67","23.57","23.60","+","0.09","23.55","200","23.60","135","0.00",
="00671R","富邦NASDAQ反1","1,515,000","63","27,470,890","18.13","18.14","18.11","18.14","-","0.03","18.13","118","18.15","52","0.00",
="00672L","元大S&P原油正2","25,603,004","3,048","385,076,890","15.10","15.15","14.91","14.98","+","0.38","14.97","110","14.98","140","0.00",
="00673R","元大S&P原油反1","2,303,000","485","48,000,330","20.96","20.96","20.71","20.87","-","0.30","20.87","56","20.88","1","0.00",
="00674R","元大S&P黃金反1","75,000","16","1,491,580","19.86","19.90","19.86","19.89","-","0.01","19.88","12","19.89","49","0.00",
="00675L","富邦臺灣加權正2","2,266,000","163","26,935,420","11.96","11.99","11.80","11.81","-","0.15","11.81","802","11.82","4","0.00",
="00676R","富邦臺灣加權反1","4,750,000","237","42,708,380","8.96","9.03","8.96","9.02","+","0.05","9.02","792","9.03","372","0.00",
="00677U","富邦VIX","10,545,000","1,371","110,474,370","10.51","10.51","10.45","10.49","-","0.19","10.48","112","10.49","157","0.00",
="00678","群益NBI生技","208,000","66","3,985,960","19.50","19.50","19.13","19.15","-","0.30","19.14","2","19.15","4","0.00",
="00680L","元大美債20正2","29,000","5","588,760","20.26","20.31","20.26","20.31","+","0.21","20.31","28","20.34","1","0.00",
="00681R","元大美債20反1","6,000","6","115,110","19.19","19.19","19.16","19.16","X","0.00","19.16","49","19.20","2","0.00",
="00682U","元大美元指數","14,052","9","268,033","19.07","19.10","19.07","19.10","+","0.03","19.07","100","19.10","103","0.00",
="00683L","元大美元指數正2","78,000","41","1,436,310","18.42","18.42","18.40","18.42","+","0.05","18.42","10","18.43","200","0.00",
="00684R","元大美元指數反1","0","0","0","--","--","--","--"," ","0.00","20.55","100","20.58","100","0.00",
="00685L","群益臺灣加權正2","802,000","23","8,378,410","10.48","10.48","10.35","10.35","-","0.10","10.32","300","10.34","300","0.00",
="00686R","群益臺灣加權反1","2,324,000","36","22,709,920","9.76","9.81","9.73","9.81","+","0.06","9.79","300","9.81","301","0.00",
="00688L","國泰20年美債正2","10,000","5","204,400","20.36","20.49","20.36","20.49","+","0.18","20.49","150","20.50","9","0.00",
="00689R","國泰20年美債反1","202,000","3","3,930,860","19.43","19.46","19.43","19.46","-","0.05","19.43","150","19.46","200","0.00",
="00690","兆豐藍籌30","1,523,300","138","30,650,511","20.17","20.21","20.07","20.08","-","0.09","20.07","6","20.09","10","0.00",
="00691R","兆豐藍籌30反1","250,000","23","4,879,950","19.49","19.57","19.49","19.57","+","0.14","19.56","4","19.57","148","0.00",
="00692","富邦公司治理","2,020,312","430","40,404,383","20.01","20.04","19.96","19.96","-","0.05","19.96","118","19.97","42","0.00",
="00693U","華頓S&P黃豆","1,809,000","301","34,421,780","19.07","19.08","18.97","19.00","-","0.40","18.99","44","19.00","43","0.00",
="008201","BP上證50","6,100","21","497,550","83.00","83.00","81.20","82.35","-","1.10","81.80","1","82.20","6","0.00",
="01001T","土銀富邦R1","22,000","7","308,410","13.89","14.35","13.89","14.35","+","0.46","13.95","10","14.35","2","0.00",
="01002T","土銀國泰R1","380,000","88","5,457,460","14.34","14.50","14.25","14.50","+","0.15","14.50","22","14.69","7","0.00",
="01003T","兆豐新光R1","24,000","13","337,730","14.08","14.08","14.07","14.07","-","0.01","14.07","40","14.08","1","0.00",
="01004T","土銀富邦R2","13,000","3","167,700","12.90","12.90","12.90","12.90","+","0.05","12.89","10","12.90","2","0.00",
="01007T","兆豐國泰R2","25,000","6","356,170","14.25","14.25","14.24","14.24","-","0.01","14.23","1","14.25","16","0.00",
="03001P","臺股指永豐6A售02","314,000","5","181,960","0.54","0.58","0.54","0.58","X","0.00","0.58","10","0.59","10","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","69.50","10","70.00","5","107.50",
="03002P","廣宇永豐6A售02","394,000","9","367,470","0.91","0.95","0.91","0.95","+","0.04","0.94","10","0.95","10","0.00",
="03003P","聯鈞永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.68","10","0.69","10","0.00",
="03003X","元展03","5,000","3","418,000","84.00","84.00","83.00","83.00","-","1.00","82.00","10","83.00","10","203.00",
="03004P","大同元大71售02","0","0","0","--","--","--","--"," ","0.00","0.67","100","0.68","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.70","10","13.80","10","24.75",
="03005P","義隆元大6A售01","190,000","13","109,300","0.61","0.61","0.56","0.57","X","0.00","0.57","100","0.58","100","0.00",
="03005X","元展05","185,000","9","2,738,300","14.90","14.90","14.80","14.80","-","0.20","14.70","7","14.80","10","24.25",
="03006P","聯發科元大6A售04","409,000","10","93,290","0.24","0.24","0.22","0.23","-","0.01","0.22","170","0.23","100","0.00",
="03006X","元展06","8,000","3","207,300","26.30","26.30","25.70","25.80","X","0.00","25.30","10","25.50","10","45.85",
="03007P","鴻海元大6A售10","52,000","2","9,880","0.19","0.19","0.19","0.19","X","0.00","0.20","100","0.21","110","0.00",
="03007X","元展07","51,000","6","703,800","13.80","13.80","13.80","13.80","X","0.00","13.70","26","13.80","10","19.15",
="03008P","為升元富6A售02","300,000","9","246,780","0.78","0.84","0.78","0.84","+","0.02","0.85","499","0.86","222","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.47","30","0.48","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","22.80","10","23.10","10","29.50",
="03010P","大立光日盛6A售04","35,000","2","53,300","1.52","1.53","1.52","1.53","X","0.00","1.53","25","1.54","25","0.00",
="03010X","元展10","1,000","1","52,000","52.00","52.00","52.00","52.00","-","1.00","51.50","10","52.50","11","103.00",
="03011P","大立光統一6A售04","17,000","3","15,360","0.90","0.91","0.90","0.91","X","0.00","0.91","400","0.92","200","0.00",
="03012P","大立光統一6B售05","139,000","10","155,760","1.11","1.15","1.09","1.15","+","0.03","1.15","95","1.16","108","0.00",
="03012X","元展12","2,000","1","25,200","12.60","12.60","12.60","12.60","-","0.20","12.20","10","12.30","10","47.10",
="03013P","可成統一6A售07","170,000","4","74,500","0.43","0.45","0.43","0.45"," ","0.00","0.45","208","0.46","208","0.00",
="03013X","元展13","68,000","3","472,600","6.95","6.95","6.95","6.95","X","0.00","7.00","10","7.10","10","13.45",
="03014P","華邦電統一6A售04","120,000","6","90,460","0.76","0.76","0.72","0.72","-","0.07","0.73","20","0.74","10","0.00",
="03014X","元展14","0","0","0","--","--","--","--"," ","0.00","14.00","10","14.30","10","19.25",
="03015P","大立光群益6A售09","4,000","1","4,040","1.01","1.01","1.01","1.01","+","0.01","1.05","25","1.06","10","0.00",
="03015X","元展15","10,000","1","131,000","13.10","13.10","13.10","13.10","-","0.10","13.00","10","13.10","10","18.60",
="03016P","中鋼群益6B售02","400,000","3","342,000","0.86","0.86","0.84","0.84","+","0.02","0.84","425","0.85","10","0.00",
="03016X","元展16","2,000","1","3,560","1.78","1.78","1.78","1.78","-","0.03","1.75","50","1.77","50","8.22",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","1.23","25","1.33","10","0.00",
="03017X","元展17","141,000","3","243,910","1.72","1.73","1.72","1.73","-","0.01","1.69","50","1.72","55","9.31",
="03018P","國巨群益6B售04","61,000","2","79,300","1.30","1.30","1.30","1.30","-","0.02","1.34","25","1.35","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.07","50","3.11","50","17.25",
="03019P","華新科群益6A售04","0","0","0","--","--","--","--"," ","0.00","1.80","25","1.81","10","0.00",
="03019X","元展19","0","0","0","--","--","--","--"," ","0.00","2.70","50","2.72","50","15.55",
="03020P","鑽全群益6A售01","0","0","0","--","--","--","--"," ","0.00","1.03","25","1.04","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.93","50","2.96","50","17.55",
="03021P","大立光元大6A售11","15,000","2","13,300","0.88","0.90","0.88","0.90","+","0.02","0.91","100","0.93","100","0.00",
="03021X","元展21","0","0","0","--","--","--","--"," ","0.00","10.60","10","10.70","10","27.85",
="03022P","大立光元大6A售14","1,000","1","1,900","1.90","1.90","1.90","1.90","+","0.11","1.92","100","1.94","100","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","26.80","10","27.10","10","103.00",
="03023P","大立光元大6B售03","115,000","4","71,450","0.62","0.63","0.62","0.63","+","0.03","0.63","125","0.64","101","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","14.20","11","14.50","10","27.21",
="03024P","中租元大6A售03","174,000","2","87,000","0.50","0.50","0.50","0.50","-","0.04","0.48","100","0.49","100","0.00",
="03024X","富展03","10,000","4","469,200","47.20","47.20","46.50","46.50","X","0.00","46.20","2","46.40","10","203.00",
="03025P","台積電元大6A售06","255,000","11","129,230","0.49","0.56","0.48","0.56","+","0.06","0.57","100","0.58","100","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","22.50","495","22.60","495","76.50",
="03026P","富邦金元大6B售03","134,000","11","157,050","1.13","1.18","1.12","1.18","+","0.15","1.20","100","1.21","100","0.00",
="03026X","元展23","37,000","5","138,810","3.76","3.80","3.75","3.75","+","0.06","3.75","100","3.80","100","15.47",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.56","10","0.57","150","0.00",
="03027X","元展24","6,000","3","45,400","7.55","7.60","7.55","7.55","+","0.10","7.50","100","7.65","100","27.21",
="03028P","國巨永豐6A售03","38,000","1","40,280","1.06","1.06","1.06","1.06"," ","0.00","1.07","10","1.08","10","0.00",
="03028X","元展25","1,000","1","22,300","22.30","22.30","22.30","22.30","+","0.20","22.20","10","22.40","11","71.60",
="03029P","華新科永豐6A售03","10,000","1","14,300","1.43","1.43","1.43","1.43","X","0.00","1.47","10","1.48","10","0.00",
="03029X","元展26","14,000","6","193,600","14.00","14.00","13.70","13.70","-","0.50","13.60","10","13.70","47","40.20",
="03030P","臺股指玉山6A售01","11,000","2","10,190","0.89","0.93","0.89","0.93","X","0.00","0.92","10","0.94","10","0.00",
="03031P","臺股指玉山6A售02","337,000","8","285,910","0.81","0.87","0.80","0.87","+","0.05","0.87","10","0.88","10","0.00",
="03031X","元展28","3,000","3","18,550","6.20","6.20","6.15","6.15"," ","0.00","6.10","10","6.15","10","46.55",
="03032P","大立光國泰6A售10","30,000","3","49,800","1.65","1.68","1.65","1.68","+","0.07","1.70","330","1.71","300","0.00",
="03032X","元展29","0","0","0","--","--","--","--"," ","0.00","6.90","110","7.05","100","13.60",
="03033P","大立光國泰6A售11","40,000","4","58,200","1.42","1.50","1.42","1.50","+","0.09","1.50","370","1.51","220","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","10.60","10","10.80","10","318.00",
="03034P","大立光國泰6A售12","50,000","1","69,000","1.38","1.38","1.38","1.38","X","0.00","1.44","390","1.45","270","0.00",
="03035P","大立光國泰6A售13","0","0","0","--","--","--","--"," ","0.00","1.24","450","1.25","310","0.00",
="03035X","元展32","1,000","1","5,400","5.40","5.40","5.40","5.40","-","0.05","5.35","10","5.45","10","24.40",
="03036P","大立光元富6A售06","183,000","5","201,600","1.10","1.12","1.10","1.12","+","0.06","1.12","499","1.13","300","0.00",
="03037P","大立光元富6A售07","204,000","3","258,020","1.25","1.31","1.25","1.31","+","0.07","1.30","499","1.31","290","0.00",
="03038P","大立光元富6A售08","20,000","3","24,550","1.20","1.26","1.20","1.26","+","0.07","1.25","499","1.26","295","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","13.70","10","13.80","10","92.80",
="03039P","大立光統一6B售08","147,000","20","191,500","1.27","1.32","1.27","1.31","+","0.03","1.29","10","1.32","10","0.00",
="03039X","元展36","1,000","1","6,050","6.05","6.05","6.05","6.05","X","0.00","6.05","1","6.10","10","285.00",
="03040P","華新科凱基6A售02","19,000","2","36,130","1.87","1.91","1.87","1.91","+","0.12","1.90","30","1.91","15","0.00",
="03040X","元展37","10,000","10","50,000","5.00","5.00","5.00","5.00","X","0.00","5.00","10","5.05","10","12.45",
="03041P","台積電元大6A售07","1,627,000","16","995,110","0.55","0.64","0.55","0.64","+","0.08","0.64","100","0.65","100","0.00",
="03041X","元展38","36,000","3","203,450","5.65","5.70","5.65","5.70"," ","0.00","5.60","11","5.70","10","166.00",
="03042P","華通元大71售01","0","0","0","--","--","--","--"," ","0.00","0.64","100","0.65","100","0.00",
