

2015年07月02日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10864.83,+,4.64,0.04
發行量加權股價指數,9379.24,+,4.01,0.04
臺灣公司治理100指數,5041.5,+,5.87,0.12
臺灣50指數,6952.67,+,5.29,0.08
臺灣中型100指數,7045.33,-,1.8,-0.03
臺灣資訊科技指數,7768.15,-,12.18,-0.16
臺灣發達指數,8196.41,+,12.01,0.15
臺灣高股息指數,5718.88,-,17.92,-0.31
臺灣就業99指數,5664.59,+,12.82,0.23
臺灣高薪100指數,5228.7,+,7.8,0.15
臺灣低波動高股息指數,1448.23,-,1.4,-0.1
未含金融保險股指數,7797.4,+,0.12,--
未含電子股指數,13669.85,+,15.56,0.11
未含金融電子股指數,11420,+,4.38,0.04
小型股300指數,--,,--,--
水泥窯製類指數,512.9,-,0.17,-0.03
塑膠化工類指數,790.05,-,5.09,-0.64
機電類指數,2059.83,-,0.58,-0.03
水泥類指數,136.32,-,0.14,-0.1
食品類指數,1308.33,+,10.23,0.79
塑膠類指數,224.24,-,1.65,-0.73
紡織纖維類指數,625.71,-,0.14,-0.02
電機機械類指數,150.79,-,0.24,-0.16
電器電纜類指數,32.18,-,0.17,-0.53
化學生技醫療類指數,101.24,-,0.38,-0.37
化學類指數,101.05,-,1.16,-1.13
生技醫療類指數,71.42,+,0.46,0.65
玻璃陶瓷類指數,39.85,+,0.19,0.48
造紙類指數,158.4,-,0.65,-0.41
鋼鐵類指數,93.98,+,1.05,1.13
橡膠類指數,334.18,-,2.05,-0.61
汽車類指數,314.84,+,3.84,1.23
電子類指數,366.8,-,0.08,-0.02
半導體類指數,116.46, ,--,--
電腦及週邊設備類指數,100.61,-,0.36,-0.36
光電類指數,41.95,+,0.06,0.14
通信網路類指數,114.04,-,0.52,-0.45
電子零組件類指數,82.5,+,0.56,0.68
電子通路類指數,116.29, ,--,--
資訊服務類指數,102.23,-,1.04,-1.01
其他電子類指數,94.52,+,0.06,0.06
建材營造類指數,276.63,-,2.38,-0.85
航運類指數,80.53,+,1.3,1.64
觀光類指數,123.92,-,0.08,-0.06
金融保險類指數,1193.89,+,3.35,0.28
貿易百貨類指數,218.1,-,0.55,-0.25
油電燃氣類指數,103.08,+,0.2,0.19
其他類指數,268.99,+,0.29,0.11
電子類兩倍槓桿指數,9606.61,-,4.19,-0.04
電子類反向指數,10154.94,+,2.21,0.02
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11296.15,+,13.42,0.12
發行量加權股價報酬指數,14416.53,+,14.62,0.1
臺灣公司治理100報酬指數,5104.73,+,8.85,0.17
臺灣50報酬指數,10839.62,+,9.49,0.09
臺灣中型100報酬指數,10118.82,+,4.47,0.04
臺灣資訊科技報酬指數,11524.87,-,18.06,-0.16
臺灣發達報酬指數,11478.52,+,22.68,0.2
臺灣高股息報酬指數,9437.85,-,29.57,-0.31
臺灣就業99報酬指數,6493.4,+,15.79,0.24
臺灣高薪100報酬指數,5323.42,+,8.69,0.16
臺灣低波動高股息報酬指數,2853.45,-,1.9,-0.07
未含金融電子股報酬指數,17602.28,+,33.34,0.19
小型股300報酬指數,--,,--,--
水泥類報酬指數,180.39,-,0.19,-0.11
食品類報酬指數,1513.63,+,11.83,0.79
塑膠類報酬指數,278.95,-,2.04,-0.73
紡織纖維類報酬指數,767.31,+,0.84,0.11
電機機械類報酬指數,181.93,-,0.19,-0.1
電器電纜類報酬指數,36.26,-,0.2,-0.55
化學生技醫療類報酬指數,123.71,+,0.26,0.21
化學類報酬指數,126.63,-,0.14,-0.11
生技醫療類報酬指數,82.94,+,0.53,0.64
玻璃陶瓷類報酬指數,42.48,+,0.2,0.47
造紙類報酬指數,183.68,-,0.76,-0.41
鋼鐵類報酬指數,116.09,+,1.29,1.12
橡膠類報酬指數,397.6,-,0.93,-0.23
汽車類報酬指數,366.48,+,4.47,1.23
電子類報酬指數,517.3,-,0.05,-0.01
半導體類報酬指數,159.07, ,--,--
電腦及週邊設備類報酬指數,144.57,-,0.5,-0.34
光電類報酬指數,49.62,+,0.07,0.14
通信網路類報酬指數,176.4,-,0.8,-0.45
電子零組件類報酬指數,115.25,+,0.89,0.78
電子通路類報酬指數,170.58,+,0.01,0.01
資訊服務類報酬指數,154.37,-,1.57,-1.01
其他電子類報酬指數,109.83,+,0.07,0.06
建材營造類報酬指數,359.66,-,3.1,-0.85
航運類報酬指數,94.98,+,1.54,1.65
觀光類報酬指數,137.76,-,0.09,-0.07
金融保險類報酬指數,1509.28,+,4.59,0.31
貿易百貨類報酬指數,254.66,-,0.65,-0.25
油電燃氣類報酬指數,123.52,+,1.45,1.19
其他類報酬指數,344.53,+,0.37,0.11
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","72298852106","1785073942","656895"
"2.台灣存託憑證","45545618","8273116","1461"
"3.受益憑證","0","0","0"
"4.ETF","10877224790","439578145","65243"
