

2015年07月23日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10139.8,-,153.55,-1.49
發行量加權股價指數,8791.12,-,127.58,-1.43
臺灣公司治理100指數,4797.21,-,62.56,-1.29
臺灣50指數,6548.76,-,121.56,-1.82
臺灣中型100指數,6507.03,-,58.83,-0.9
臺灣資訊科技指數,7114.05,-,166.12,-2.28
臺灣發達指數,7751.75,-,120.23,-1.53
臺灣高股息指數,5175.31,-,66.8,-1.27
臺灣就業99指數,5422.39,-,69.82,-1.27
臺灣高薪100指數,4966.75,-,64.52,-1.28
臺灣低波動高股息指數,1377.41,-,11.36,-0.82
未含金融保險股指數,7255.5,-,114.43,-1.55
未含電子股指數,13132.98,-,62.83,-0.48
未含金融電子股指數,10889.93,-,38.03,-0.35
小型股300指數,--,,--,--
水泥窯製類指數,488.91,-,9.45,-1.9
塑膠化工類指數,755.34,-,3.78,-0.5
機電類指數,1887.4,-,43.81,-2.27
水泥類指數,129.84,-,3.01,-2.27
食品類指數,1301.41,-,9.82,-0.75
塑膠類指數,215.97,-,0.18,-0.08
紡織纖維類指數,586.12,-,2.81,-0.48
電機機械類指數,138.88,-,1.23,-0.88
電器電纜類指數,29.45,-,0.37,-1.24
化學生技醫療類指數,96.82,-,0.58,-0.6
化學類指數,93.72,-,0.29,-0.31
生技醫療類指數,71,-,0.66,-0.92
玻璃陶瓷類指數,38.17,+,0.22,0.58
造紙類指數,149.53,-,0.21,-0.14
鋼鐵類指數,90.18,+,0.15,0.17
橡膠類指數,308.94,-,7.11,-2.25
汽車類指數,289.66,-,1.25,-0.43
電子類指數,336.04,-,7.98,-2.32
半導體類指數,105.81,-,3.07,-2.82
電腦及週邊設備類指數,94.02,-,0.63,-0.67
光電類指數,35.56,-,1.68,-4.51
通信網路類指數,109.95,+,0.2,0.18
電子零組件類指數,77.71,-,0.81,-1.03
電子通路類指數,109.37,-,0.43,-0.39
資訊服務類指數,93.08,-,1.52,-1.61
其他電子類指數,86.08,-,3.47,-3.87
建材營造類指數,265.5,+,0.86,0.32
航運類指數,80.58,+,0.17,0.21
觀光類指數,115.52,-,0.86,-0.74
金融保險類指數,1165.9,-,8.84,-0.75
貿易百貨類指數,212.58,+,1.42,0.67
油電燃氣類指數,97.31,-,0.15,-0.15
其他類指數,253.3,-,0.65,-0.26
電子類兩倍槓桿指數,8044.49,-,391.36,-4.64
電子類反向指數,11060.17,+,250.74,2.32
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10674.36,-,145.13,-1.34
發行量加權股價報酬指數,13685.18,-,177.53,-1.28
臺灣公司治理100報酬指數,4906.37,-,60.84,-1.22
臺灣50報酬指數,10321.56,-,174.1,-1.66
臺灣中型100報酬指數,9487.92,-,85.24,-0.89
臺灣資訊科技報酬指數,10689.59,-,233.78,-2.14
臺灣發達報酬指數,10994.58,-,149.25,-1.34
臺灣高股息報酬指數,8801.68,-,75.2,-0.85
臺灣就業99報酬指數,6288.66,-,65.57,-1.03
臺灣高薪100報酬指數,5119.76,-,62.55,-1.21
臺灣低波動高股息報酬指數,2750.56,-,12.62,-0.46
未含金融電子股報酬指數,17043.57,-,13.65,-0.08
小型股300報酬指數,--,,--,--
水泥類報酬指數,177.75,+,1.42,0.81
食品類報酬指數,1511.27,-,11.4,-0.75
塑膠類報酬指數,275.26,-,0.12,-0.04
紡織纖維類報酬指數,721.16,-,3.46,-0.48
電機機械類報酬指數,170.13,-,1.5,-0.87
電器電纜類報酬指數,33.65,-,0.16,-0.47
化學生技醫療類報酬指數,119.58,-,0.57,-0.47
化學類報酬指數,118.8,-,0.37,-0.31
生技醫療類報酬指數,83.25,-,0.54,-0.64
玻璃陶瓷類報酬指數,40.78,+,0.24,0.59
造紙類報酬指數,178.51,-,0.25,-0.14
鋼鐵類報酬指數,112.57,+,0.2,0.18
橡膠類報酬指數,378.9,+,2.1,0.56
汽車類報酬指數,344.09,-,1.5,-0.43
電子類報酬指數,480.28,-,10.79,-2.2
半導體類報酬指數,146.41,-,3.86,-2.57
電腦及週邊設備類報酬指數,136.42,-,0.88,-0.64
光電類報酬指數,42.65,-,2.01,-4.5
通信網路類報酬指數,175.87,+,0.34,0.19
電子零組件類報酬指數,109.92,-,1.05,-0.95
電子通路類報酬指數,162.35,-,0.5,-0.31
