

2016年12月07日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10631.8,+,15.96,0.15
發行量加權股價指數,9263.89,+,13.12,0.14
臺灣公司治理100指數,5252.73,+,1.06,0.02
臺灣50指數,6995.76,+,6.85,0.1
臺灣中型100指數,6300.86,+,6.58,0.1
臺灣資訊科技指數,8291.64,-,6.42,-0.08
臺灣發達指數,7884.12,+,26.44,0.34
臺灣高股息指數,5438.1,+,12.17,0.22
臺灣就業99指數,5590.68,-,1.13,-0.02
臺灣高薪100指數,5192.35,+,3.67,0.07
臺灣低波動高股息指數,1353.66,-,0.86,-0.06
未含金融保險股指數,7820.2,+,13.67,0.18
未含電子股指數,13218.79,+,3.66,0.03
未含金融電子股指數,11390.38,+,7.72,0.07
小型股300指數,5458.25,+,32.97,0.61
漲升股利150指數,5287.35,+,9.06,0.17
漲升股利100指數,5245.51,+,8.31,0.16
水泥窯製類指數,442.99,+,1.3,0.29
塑膠化工類指數,863.81,+,1.6,0.19
機電類指數,2075.43,+,5.2,0.25
水泥類指數,116.5,+,0.17,0.15
食品類指數,1371.02,+,1.63,0.12
塑膠類指數,262.01,+,0.39,0.15
紡織纖維類指數,479.18,+,2.96,0.62
電機機械類指數,152.09,+,0.4,0.26
電器電纜類指數,41.15,+,0.59,1.45
化學生技醫療類指數,98.7,+,0.46,0.47
化學類指數,94.77,+,0.04,0.04
生技醫療類指數,73.3,+,0.7,0.96
玻璃陶瓷類指數,36.51,+,0.41,1.14
造紙類指數,161.48,+,0.17,0.11
鋼鐵類指數,101.09,+,0.38,0.38
橡膠類指數,309.6,-,0.09,-0.03
汽車類指數,251.14,+,0.31,0.12
電子類指數,369.13,+,0.89,0.24
半導體類指數,128.24,-,0.16,-0.12
電腦及週邊設備類指數,94.73,+,0.04,0.04
光電類指數,35.17,+,0.64,1.85
通信網路類指數,120.9,+,0.13,0.11
電子零組件類指數,77.03,+,0.39,0.51
電子通路類指數,107.07,+,0.1,0.09
資訊服務類指數,84.28,+,0.25,0.3
其他電子類指數,85.93,+,0.59,0.69
建材營造類指數,242.41,+,0.7,0.29
航運類指數,58.81,+,0.01,0.02
觀光類指數,110.73,+,0.66,0.6
金融保險類指數,1075.7,-,0.78,-0.07
貿易百貨類指數,212.69,+,1.11,0.52
油電燃氣類指數,138.77,-,1.18,-0.84
其他類指數,236.47,-,0.9,-0.38
臺指日報酬兩倍指數,12531.28,+,35.44,0.28
臺指日報酬反向一倍指數,8611.03,-,12.23,-0.14
電子類兩倍槓桿指數,9328.38,+,44.87,0.48
電子類反向指數,9676.5,-,23.44,-0.24
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11839.01,+,17.77,0.15
發行量加權股價報酬指數,15273.34,+,21.62,0.14
臺灣公司治理100報酬指數,5694.16,+,1.14,0.02
臺灣50報酬指數,11663.82,+,11.43,0.1
臺灣中型100報酬指數,9772.07,+,10.21,0.1
臺灣資訊科技報酬指數,13145.62,-,10.18,-0.08
臺灣發達報酬指數,11846.89,+,39.72,0.34
