

2016年06月08日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10089.83,+,34.52,0.34
發行量加權股價指數,8715.48,+,35.58,0.41
臺灣公司治理100指數,4884.52,+,27.19,0.56
臺灣50指數,6517.78,+,42.48,0.66
臺灣中型100指數,6105.71,+,31.23,0.51
臺灣資訊科技指數,7829.71,+,111.62,1.45
臺灣發達指數,7447.8,-,2.49,-0.03
臺灣高股息指數,5284.91,+,14.1,0.27
臺灣就業99指數,5252.57,+,21.44,0.41
臺灣高薪100指數,4776.2,+,16.99,0.36
臺灣低波動高股息指數,1298.41,+,3.12,0.24
未含金融保險股指數,7411.96,+,31.34,0.42
未含電子股指數,12273.52,-,3.81,-0.03
未含金融電子股指數,10726.39,-,17.27,-0.16
小型股300指數,5249.2,+,5.07,0.1
水泥窯製類指數,401.32,+,2.34,0.59
塑膠化工類指數,793.01,+,0.06,0.01
機電類指數,1977.45,+,14.89,0.76
水泥類指數,104.21,+,0.81,0.78
食品類指數,1467.98,-,31.49,-2.1
塑膠類指數,228.77,+,0.07,0.03
紡織纖維類指數,479.39,-,0.82,-0.17
電機機械類指數,155.22,+,0.1,0.06
電器電纜類指數,31.33,-,0.16,-0.51
化學生技醫療類指數,98.26,-,0.7,-0.71
化學類指數,92.17,-,0.3,-0.32
生技醫療類指數,74.93,-,0.87,-1.15
玻璃陶瓷類指數,35.7,-,0.17,-0.47
造紙類指數,154.94,+,1.15,0.75
鋼鐵類指數,85,+,0.59,0.7
橡膠類指數,327.68,+,2.84,0.87
汽車類指數,233.4,-,0.5,-0.21
電子類指數,351.28,+,2.75,0.79
半導體類指數,120.37,+,1.66,1.4
電腦及週邊設備類指數,92.99,+,0.31,0.33
光電類指數,29.98,-,0.13,-0.43
通信網路類指數,127.47,+,1.1,0.87
電子零組件類指數,74.97,+,0.07,0.09
電子通路類指數,104.01,+,0.45,0.43
資訊服務類指數,79.82,-,0.54,-0.67
其他電子類指數,79.32,+,0.15,0.19
建材營造類指數,245.57,+,0.52,0.21
航運類指數,61.93,+,0.3,0.49
觀光類指數,113.81,-,0.25,-0.22
金融保險類指數,963.42,+,2.97,0.31
貿易百貨類指數,212.66,+,0.47,0.22
油電燃氣類指數,113.02,-,2.04,-1.77
其他類指數,236.35,+,1.79,0.76
臺指日報酬兩倍指數,11186.19,+,90.96,0.82
臺指日報酬反向一倍指數,9230.54,-,37.99,-0.41
電子類兩倍槓桿指數,8543.81,+,132.73,1.58
電子類反向指數,10282.97,-,81.78,-0.79
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10803.97,+,37.01,0.34
發行量加權股價報酬指數,13801.32,+,56.39,0.41
臺灣公司治理100報酬指數,5074.73,+,28.24,0.56
臺灣50報酬指數,10432.75,+,67.99,0.66
臺灣中型100報酬指數,9122.41,+,46.68,0.51
臺灣資訊科技報酬指數,11909.94,+,169.79,1.45
臺灣發達報酬指數,10763.42,-,3.6,-0.03
臺灣高股息報酬指數,9380.88,+,25.04,0.27
臺灣就業99報酬指數,6205.86,+,25.32,0.41
臺灣高薪100報酬指數,5023.76,+,17.87,0.36
臺灣低波動高股息報酬指數,2683.14,+,6.46,0.24
未含金融電子股報酬指數,17064.56,-,27.27,-0.16
小型股300報酬指數,5249.96,+,5.07,0.1
水泥類報酬指數,146.62,+,1.15,0.79
食品類報酬指數,1745.26,-,37.43,-2.1
塑膠類報酬指數,291.94,+,0.1,0.03
紡織纖維類報酬指數,605.48,-,1.04,-0.17
電機機械類報酬指數,193.42,+,0.13,0.07
電器電纜類報酬指數,35.83,-,0.18,-0.5
化學生技醫療類報酬指數,123.46,-,0.88,-0.71
化學類報酬指數,118.98,-,0.38,-0.32
生技醫療類報酬指數,89.25,-,1.03,-1.14
玻璃陶瓷類報酬指數,38.34,-,0.19,-0.49
造紙類報酬指數,184.97,+,1.37,0.75
鋼鐵類報酬指數,109.64,+,0.76,0.7
橡膠類報酬指數,408.46,+,3.55,0.88
汽車類報酬指數,284.67,-,0.61,-0.21
電子類報酬指數,510.62,+,4,0.79
半導體類報酬指數,167.5,+,2.32,1.4
電腦及週邊設備類報酬指數,140.98,+,0.48,0.34
光電類報酬指數,36.48,-,0.16,-0.44
通信網路類報酬指數,204.23,+,1.77,0.87
電子零組件類報酬指數,107.79,+,0.1,0.09
電子通路類報酬指數,164.21,+,0.71,0.43
資訊服務類報酬指數,127.78,-,0.86,-0.67
其他電子類報酬指數,95.64,+,0.18,0.19
建材營造類報酬指數,337.43,+,0.71,0.21
航運類報酬指數,74.57,+,0.36,0.49
觀光類報酬指數,129.15,-,0.29,-0.22
金融保險類報酬指數,1248.27,+,3.85,0.31
貿易百貨類報酬指數,259.21,+,0.57,0.22
油電燃氣類報酬指數,135.88,-,2.44,-1.76
其他類報酬指數,314.03,+,2.41,0.77
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","75606364609","1784806273","702556"
"2.台灣存託憑證","7994574","2720896","583"
"3.受益憑證","0","0","0"
"4.ETF","8609087111","399775642","55953"
"5.受益證券","8848940","610000","87"
"6.變更交易股票","42798782","20211335","3904"
"7.認購(售)權證","1511094250","1474546000","43434"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","75649163391","1805017608","706460"
"總計(1~12)","85786188266","3682670146","806517"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2403(2),361(2)
"下跌(跌停)",2747(20),375(0)
"持平",536,132
"未成交",3618,4
"無比價",730,5
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年06月08日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
