

2016年09月08日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10698.04,+,8.42,0.08
發行量加權股價指數,9262.89,+,3.82,0.04
臺灣公司治理100指數,5189.17,-,4.71,-0.09
臺灣50指數,6959.59,-,20.23,-0.29
臺灣中型100指數,6550.59,+,44.05,0.68
臺灣資訊科技指數,8509.15,-,19.91,-0.23
臺灣發達指數,7854.27,-,20.79,-0.26
臺灣高股息指數,5610.86,+,31.06,0.56
臺灣就業99指數,5539.19,+,15.2,0.28
臺灣高薪100指數,5088.48,+,4.08,0.08
臺灣低波動高股息指數,1382.65,+,6.26,0.45
未含金融保險股指數,7877.85,-,2.49,-0.03
未含電子股指數,12854.92,+,32.66,0.25
未含金融電子股指數,11172.61,+,15.98,0.14
小型股300指數,5509.94,+,18.65,0.34
漲升股利150指數,5335.82,-,5.66,-0.11
漲升股利100指數,5323.86,-,4.29,-0.08
水泥窯製類指數,448.54,-,5.3,-1.17
塑膠化工類指數,805.31,-,0.36,-0.04
機電類指數,2128.9,-,2.41,-0.11
水泥類指數,116.62,-,2.5,-2.1
食品類指數,1453.21,+,3.8,0.26
塑膠類指數,230.93,-,0.31,-0.13
紡織纖維類指數,500.94,+,1.24,0.25
電機機械類指數,167.99,+,0.86,0.51
電器電纜類指數,36.19,-,0.03,-0.08
化學生技醫療類指數,101.8,+,0.14,0.14
化學類指數,96.37,+,0.59,0.62
生技醫療類指數,76.82,-,0.31,-0.4
玻璃陶瓷類指數,39.31,+,1.41,3.72
造紙類指數,155.73,+,0.29,0.19
鋼鐵類指數,89.88,-,0.15,-0.17
橡膠類指數,332.83,+,0.4,0.12
汽車類指數,256.69,-,0.84,-0.33
電子類指數,377.98,-,0.51,-0.13
半導體類指數,130.54,-,0.48,-0.37
電腦及週邊設備類指數,100.64,+,1.04,1.04
光電類指數,35.09,-,0.01,-0.03
通信網路類指數,128.24,-,0.14,-0.11
電子零組件類指數,82.02,+,0.28,0.34
電子通路類指數,111.42,+,1.04,0.94
資訊服務類指數,77.92,+,0.65,0.84
其他電子類指數,83.63,-,0.74,-0.88
建材營造類指數,241.95,+,1.2,0.5
航運類指數,61.52,+,0.18,0.29
觀光類指數,119.87,+,3.89,3.35
金融保險類指數,1023.59,+,5.52,0.54
貿易百貨類指數,223.89,+,2.04,0.92
油電燃氣類指數,121.93,+,0.59,0.49
其他類指數,251.28,-,0.54,-0.21
臺指日報酬兩倍指數,12588.35,+,10.38,0.08
臺指日報酬反向一倍指數,8652.91,-,3.57,-0.04
電子類兩倍槓桿指數,9844.33,-,26.6,-0.27
電子類反向指數,9510.8,+,12.8,0.13
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11908.82,+,13.93,0.12
發行量加權股價報酬指數,15267.19,+,12.05,0.08
臺灣公司治理100報酬指數,5625.16,-,5.11,-0.09
臺灣50報酬指數,11603.5,-,27.74,-0.24
臺灣中型100報酬指數,10153.42,+,72.23,0.72
臺灣資訊科技報酬指數,13489.6,-,31.56,-0.23
臺灣發達報酬指數,11800.08,-,17.55,-0.15
臺灣高股息報酬指數,10511.81,+,58.18,0.56
臺灣就業99報酬指數,6802.32,+,19.73,0.29
臺灣高薪100報酬指數,5591.69,+,4.92,0.09
臺灣低波動高股息報酬指數,2981.14,+,18.13,0.61
未含金融電子股報酬指數,18452.58,+,27.47,0.15
小型股300報酬指數,5748.57,+,21.78,0.38
漲升股利150報酬指數,5510.39,-,0.72,-0.01
漲升股利100報酬指數,5489.22,+,2.04,0.04
水泥類報酬指數,170.29,-,3.65,-2.1
食品類報酬指數,1782.25,+,4.66,0.26
塑膠類報酬指數,308.41,-,0.42,-0.14
紡織纖維類報酬指數,656.27,+,1.75,0.27
電機機械類報酬指數,215.97,+,1.09,0.51
電器電纜類報酬指數,41.99,-,0.03,-0.07
化學生技醫療類報酬指數,131.71,+,0.18,0.14
化學類報酬指數,129.05,+,0.79,0.62
生技醫療類報酬指數,93.44,-,0.38,-0.41
玻璃陶瓷類報酬指數,42.47,+,1.53,3.74
造紙類報酬指數,193.52,+,0.37,0.19
鋼鐵類報酬指數,119,-,0.2,-0.17
橡膠類報酬指數,432.79,+,0.52,0.12
汽車類報酬指數,326.42,-,1.07,-0.33
電子類報酬指數,572.69,-,0.41,-0.07
半導體類報酬指數,189.1,-,0.68,-0.36
電腦及週邊設備類報酬指數,160.58,+,1.65,1.04
光電類報酬指數,43.7,-,0.02,-0.05
通信網路類報酬指數,214.13,-,0.22,-0.1
電子零組件類報酬指數,123.15,+,0.53,0.43
電子通路類報酬指數,186.07,+,1.73,0.94
資訊服務類報酬指數,132.45,+,1.11,0.85
其他電子類報酬指數,105.53,-,0.5,-0.47
建材營造類報酬指數,352.15,+,1.76,0.5
航運類報酬指數,76.51,+,0.24,0.31
觀光類報酬指數,139.44,+,4.53,3.36
金融保險類報酬指數,1381.47,+,7.45,0.54
貿易百貨類報酬指數,280.38,+,2.56,0.92
油電燃氣類報酬指數,153.36,+,0.74,0.48
其他類報酬指數,345.31,-,0.59,-0.17
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","72791700518","1900091229","679070"
"2.台灣存託憑證","11055390","2770859","570"
"3.受益憑證","0","0","0"
"4.ETF","3068673214","152379789","19824"
"5.受益證券","1867250","116000","42"
"6.變更交易股票","45802474","20993522","2129"
"7.認購(售)權證","2050840490","1904781000","51245"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","72837502992","1921084751","681199"
"總計(1~12)","77969939336","3981132399","752880"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2567(9),462(8)
"下跌(跌停)",2678(10),271(0)
"持平",577,130
"未成交",4167,7
"無比價",683,8
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
"3. 外幣（含人民幣）成交值係以本公司當日下午3時30分公告人民幣兌新臺幣匯率4.712換算後加入成交金額。"
2016年09月08日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","4674329","724","334565799","71.8","71.8","71.4","71.6","-","0.25","71.55","89","71.6","113","0.00"
="0051  ","元大中型100     ","56110","25","1520286","27","27.15","27","27.15","+","0.15","27.15","1","27.2","12","0.00"
="0052  ","富邦科技        ","10000","10","442320","44.09","44.29","44","44.29","+","0.29","43.96","1","44.27","1","0.00"
="0053  ","元大電子        ","45000","24","1396270","31.01","31.1","31","31.06","-","0.06","30.4","4","31.1","1","0.00"
="0054  ","元大台商50      ","27000","27","603130","22.33","22.36","22.33","22.36","+","0.03","22.21","1","22.42","1","0.00"
="0055  ","元大MSCI金融    ","353000","103","5004660","14.15","14.24","14.13","14.23","+","0.07","14.2","1","14.23","3","0.00"
="0056  ","元大高股息      ","3129899","1040","78447805","25","25.11","24.96","25.08","+","0.08","25.07","10","25.08","9","0.00"
="0057  ","富邦摩台        ","2000","2","84590","42.28","42.31","42.28","42.31","-","0.17","42.24","20","42.38","28","0.00"
="0058  ","富邦發達        ","2000","2","80090","39.96","40.13","39.96","40.13","-","0.05","39.84","10","40.08","2","0.00"
="0059  ","富邦金融        ","2000","2","65670","32.77","32.9","32.77","32.9","-","0.1","32.71","1","32.91","1","0.00"
="0061  ","元大寶滬深      ","1730000","397","28201990","16.34","16.35","16.25","16.3","-","0.1","16.3","37","16.32","9","0.00"
="006203","元大MSCI台灣    ","0","0","0","--","--","--","--"," ","0","32.14","1","--","0","0.00"
="006204","永豐臺灣加權    ","3100","4","146490","47.24","47.28","47.24","47.28","+","0.05","47.31","15","47.75","50","0.00"
="006205","富邦上証        ","1223072","297","33590097","27.48","27.51","27.43","27.44","-","0.09","27.44","47","27.46","66","0.00"
="006206","元大上證50      ","731020","213","19153404","26.22","26.23","26.18","26.22"," ","0","26.2","372","26.23","50","0.00"
="006207","FH滬深          ","548000","109","11331130","20.65","20.71","20.65","20.66","-","0.11","20.65","14","20.66","121","0.00"
="006208","富邦台50        ","0","0","0","--","--","--","--"," ","0","40.5","1","40.8","1","0.00"
="00625K","富邦上証+R      ","340000","13","1999200","5.88","5.88","5.88","5.88","-","0.04","5.82","100","5.93","50","0.00"
="00631L","元大台灣50正2   ","6511540","1175","161644264","24.9","24.9","24.72","24.85","-","0.1","24.84","15","24.85","38","0.00"
="00632R","元大台灣50反1   ","48595459","5296","798900451","16.44","16.48","16.42","16.42"," ","0","16.42","4,033","16.43","331","0.00"
="00633L","富邦上証正2     ","13107000","1959","427701740","32.65","32.74","32.55","32.59","-","0.06","32.59","38","32.6","7","0.00"
="00634R","富邦上証反1     ","344000","39","3238140","9.39","9.42","9.39","9.4","+","0.01","9.4","129","9.42","210","0.00"
