

2016年11月16日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10289.83,+,34.59,0.34
發行量加權股價指數,8962.22,+,31.19,0.35
臺灣公司治理100指數,5094.76,+,17.69,0.35
臺灣50指數,6801.94,+,22.07,0.33
臺灣中型100指數,6126.5,+,16.18,0.26
臺灣資訊科技指數,8188.47,+,17.92,0.22
臺灣發達指數,7595.48,+,35.39,0.47
臺灣高股息指數,5321.97,+,25.86,0.49
臺灣就業99指數,5381.77,+,20.59,0.38
臺灣高薪100指數,5017.69,+,19.88,0.4
臺灣低波動高股息指數,1321.87,+,3.04,0.23
未含金融保險股指數,7578.83,+,27.86,0.37
未含電子股指數,12680.31,+,35.83,0.28
未含金融電子股指數,10938.96,+,33.63,0.31
小型股300指數,5253.17,+,16.5,0.32
漲升股利150指數,5117.72,+,17.74,0.35
漲升股利100指數,5075.95,+,26.24,0.52
水泥窯製類指數,433.96,-,1.83,-0.42
塑膠化工類指數,827.53,+,8.96,1.09
機電類指數,2021.87,+,7.58,0.38
水泥類指數,113.99,-,0.4,-0.35
食品類指數,1402.13,+,19.08,1.38
塑膠類指數,249.35,+,2.88,1.17
紡織纖維類指數,451.29,+,7.29,1.64
電機機械類指數,146.18,-,0.54,-0.37
電器電纜類指數,39.92,-,0.14,-0.35
化學生技醫療類指數,95.51,+,0.39,0.41
化學類指數,92.01,+,0.37,0.4
生技醫療類指數,70.65,+,0.29,0.41
玻璃陶瓷類指數,36,-,0.29,-0.8
造紙類指數,155.01,-,0.05,-0.03
鋼鐵類指數,96.85,-,1.28,-1.3
橡膠類指數,303.25,+,5.06,1.7
汽車類指數,239.05,-,0.58,-0.24
電子類指數,359.79,+,1.46,0.41
半導體類指數,126.04,+,0.2,0.16
電腦及週邊設備類指數,93.29,+,0.78,0.84
光電類指數,32.7,+,0.33,1.02
通信網路類指數,119.14,+,1.61,1.37
電子零組件類指數,75.34,-,0.12,-0.16
電子通路類指數,106.56,+,0.11,0.1
資訊服務類指數,81.52,-,0.18,-0.22
其他電子類指數,81.74,+,0.07,0.09
建材營造類指數,231.53,-,1.35,-0.58
航運類指數,58.54,-,0.08,-0.14
觀光類指數,108.82,+,0.06,0.06
