

2016年05月10日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9459.43,+,29.3,0.31
發行量加權股價指數,8156.29,+,24.46,0.3
臺灣公司治理100指數,4556.15,+,5.57,0.12
臺灣50指數,5981.85,+,21.02,0.35
臺灣中型100指數,5754.46,+,15.34,0.27
臺灣資訊科技指數,6969.92,-,0.57,-0.01
臺灣發達指數,7027.51,+,40.8,0.58
臺灣高股息指數,4879.71,+,4.94,0.1
臺灣就業99指數,4886.18,+,17.24,0.35
臺灣高薪100指數,4465.84,+,17.97,0.4
臺灣低波動高股息指數,1220.97,+,3.53,0.29
未含金融保險股指數,6926.6,+,20.15,0.29
未含電子股指數,11801.55,+,8.37,0.07
未含金融電子股指數,10382.5,-,3.88,-0.04
小型股300指數,5102.06,+,31.42,0.62
水泥窯製類指數,396.26,-,0.2,-0.05
塑膠化工類指數,769.39,+,0.83,0.11
機電類指數,1812.15,+,9.75,0.54
水泥類指數,102.62,-,0.04,-0.04
食品類指數,1348.29,+,1.98,0.15
塑膠類指數,222.06,+,0.15,0.07
紡織纖維類指數,474.16,+,3.03,0.64
電機機械類指數,151.09,+,2.26,1.52
電器電纜類指數,31.95,-,0.03,-0.09
化學生技醫療類指數,95.17,+,0.46,0.49
化學類指數,89.87,+,0.31,0.35
生技醫療類指數,72.04,+,0.47,0.66
玻璃陶瓷類指數,35.75,-,0.05,-0.14
造紙類指數,153.2,+,0.54,0.35
鋼鐵類指數,82.13,-,1.14,-1.37
橡膠類指數,317.99,-,0.72,-0.23
汽車類指數,220.04,-,0.79,-0.36
電子類指數,321.03,+,1.63,0.51
半導體類指數,107.84,+,0.06,0.06
電腦及週邊設備類指數,83.97,-,0.05,-0.06
光電類指數,27.31,+,0.09,0.33
通信網路類指數,122.05,+,1.4,1.16
電子零組件類指數,71.41,+,0.17,0.24
電子通路類指數,96.26,+,0.38,0.4
資訊服務類指數,78.09,+,0.25,0.32
其他電子類指數,72.57,+,1.51,2.12
建材營造類指數,236.6,+,1.66,0.71
航運類指數,61.8,-,0.11,-0.18
觀光類指數,113.32,+,1.56,1.4
金融保險類指數,910.3,+,3.28,0.36
貿易百貨類指數,198.63,+,0.83,0.42
油電燃氣類指數,112.81,-,2.63,-2.28
其他類指數,224.75,+,1.74,0.78
臺指日報酬兩倍指數,9810.33,+,58.66,0.6
臺指日報酬反向一倍指數,9877.41,-,29.8,-0.3
電子類兩倍槓桿指數,7149.58,+,72.24,1.02
電子類反向指數,11274.7,-,57.83,-0.51
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10125.79,+,31.36,0.31
發行量加權股價報酬指數,12911.48,+,38.72,0.3
臺灣公司治理100報酬指數,4731.45,+,5.78,0.12
臺灣50報酬指數,9569.72,+,33.62,0.35
臺灣中型100報酬指數,8597.61,+,22.92,0.27
臺灣資訊科技報酬指數,10602.08,-,0.88,-0.01
臺灣發達報酬指數,10156.02,+,58.96,0.58
臺灣高股息報酬指數,8644.55,+,8.75,0.1
臺灣就業99報酬指數,5769.69,+,20.36,0.35
臺灣高薪100報酬指數,4695.01,+,18.89,0.4
臺灣低波動高股息報酬指數,2518.24,+,7.29,0.29
未含金融電子股報酬指數,16516.39,-,6.18,-0.04
小型股300報酬指數,5102.06,+,31.42,0.62
水泥類報酬指數,144.38,-,0.05,-0.03
食品類報酬指數,1602.96,+,2.36,0.15
塑膠類報酬指數,283.37,+,0.19,0.07
紡織纖維類報酬指數,598.87,+,3.82,0.64
電機機械類報酬指數,188.27,+,2.82,1.52
電器電纜類報酬指數,36.54,-,0.03,-0.08
化學生技醫療類報酬指數,119.47,+,0.59,0.5
化學類報酬指數,115.81,+,0.41,0.36
生技醫療類報酬指數,85.81,+,0.56,0.66
玻璃陶瓷類報酬指數,38.4,-,0.05,-0.13
造紙類報酬指數,182.89,+,0.64,0.35
鋼鐵類報酬指數,105.94,-,1.47,-1.37
橡膠類報酬指數,396.37,-,0.9,-0.23
汽車類報酬指數,268.37,-,0.97,-0.36
電子類報酬指數,466.63,+,2.36,0.51
半導體類報酬指數,150.06,+,0.09,0.06
電腦及週邊設備類報酬指數,127.31,-,0.06,-0.05
光電類報酬指數,33.24,+,0.12,0.36
通信網路類報酬指數,195.55,+,2.26,1.17
電子零組件類報酬指數,102.68,+,0.24,0.23
電子通路類報酬指數,151.82,+,0.6,0.4
資訊服務類報酬指數,125.02,+,0.4,0.32
其他電子類報酬指數,87.49,+,1.82,2.12
建材營造類報酬指數,325.11,+,2.27,0.7
航運類報酬指數,74.42,-,0.14,-0.19
觀光類報酬指數,128.6,+,1.77,1.4
金融保險類報酬指數,1176.73,+,4.24,0.36
貿易百貨類報酬指數,242.11,+,1.02,0.42
油電燃氣類報酬指數,135.63,-,3.15,-2.27
其他類報酬指數,298.58,+,2.3,0.78
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","61096593056","1345409913","582478"
"2.台灣存託憑證","13224927","2760259","545"
"3.受益憑證","0","0","0"
"4.ETF","8028476416","398514419","58846"
"5.受益證券","12609580","815000","111"
"6.變更交易股票","10733197","3873911","550"
"7.認購(售)權證","1767206040","1989709000","51750"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","61107326253","1349283824","583028"
"總計(1~12)","70928843216","3741082502","694280"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2535(10),493(8)
"下跌(跌停)",2769(30),291(4)
"持平",471,83
"未成交",3460,4
"無比價",794,4
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年05月10日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
