

2017年03月20日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11421.03,+,5.09,0.04
發行量加權股價指數,9912.97,+,4.28,0.04
臺灣公司治理100指數,5528.42,+,4.86,0.09
臺灣50指數,7407.68,+,0.41,0.01
臺灣中型100指數,6958.14,+,3.66,0.05
臺灣資訊科技指數,8808.94,+,5.13,0.06
臺灣發達指數,8461.33,-,2.51,-0.03
臺灣高股息指數,5881.11,+,14.69,0.25
臺灣就業99指數,5981.68,+,5.23,0.09
臺灣高薪100指數,5511.88,+,2.17,0.04
臺灣低波動高股息指數,1450.96,-,1.17,-0.08
未含金融保險股指數,8389.92,+,3.8,0.05
未含電子股指數,13839.5,-,5.75,-0.04
未含金融電子股指數,11902,-,8.28,-0.07
小型股300指數,6075,-,5.47,-0.09
漲升股利150指數,5677.74,+,5.55,0.1
漲升股利100指數,5627.26,+,10.05,0.18
藍籌30指數,5285.11,+,8.51,0.16
工業菁英30指數,5415.76,+,4.2,0.08
電子菁英30指數,5408.4,+,12.45,0.23
低波動精選30指數,5201.26,+,4.73,0.09
低貝塔100指數,5336.09,+,7.41,0.14
藍籌30反向一倍指數,9438.91,-,15.25,-0.16
水泥窯製類指數,486.71,-,2.45,-0.5
塑膠化工類指數,883.91,+,0.93,0.11
機電類指數,2266.31,+,2.39,0.11
水泥類指數,124.77,+,0.02,0.02
食品類指數,1441.73,-,14.28,-0.98
塑膠類指數,262.75,+,0.67,0.26
紡織纖維類指數,504.52,-,0.6,-0.12
電機機械類指數,171.56,-,0.16,-0.09
電器電纜類指數,45.05,-,0.18,-0.4
化學生技醫療類指數,104.21,-,0.28,-0.27
化學類指數,103.12,-,0.57,-0.55
生技醫療類指數,74.63,+,0.07,0.09
玻璃陶瓷類指數,45.5,-,1.31,-2.8
造紙類指數,220.18,-,4.36,-1.94
鋼鐵類指數,105.83,+,0.14,0.13
橡膠類指數,337.61,-,0.44,-0.13
汽車類指數,251.05,-,0.82,-0.33
電子類指數,402.6,+,0.46,0.11
半導體類指數,137.55,+,0.2,0.15
電腦及週邊設備類指數,103.36,-,0.44,-0.42
光電類指數,42.04,-,0.24,-0.57
通信網路類指數,124.24,+,1.12,0.91
電子零組件類指數,87.92,+,0.06,0.07
電子通路類指數,113.71,-,0.64,-0.56
資訊服務類指數,93.12,+,0.02,0.02
其他電子類指數,96.15,+,0.3,0.31
建材營造類指數,264.93,-,0.24,-0.09
航運類指數,65.87,-,0.28,-0.42
觀光類指數,116.02,+,0.55,0.48
金融保險類指數,1131.74,+,0.32,0.03
貿易百貨類指數,219.75,+,1.33,0.61
油電燃氣類指數,135.35,+,0.6,0.45
其他類指數,250.37,-,1.01,-0.4
臺指日報酬兩倍指數,14322.91,+,12.36,0.09
臺指日報酬反向一倍指數,8032.61,-,3.47,-0.04
電子類兩倍槓桿指數,11075.53,+,25.28,0.23
電子類反向指數,8854.95,-,10.14,-0.11
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,12717.86,+,5.67,0.04
發行量加權股價報酬指數,16343.49,+,7.05,0.04
臺灣公司治理100報酬指數,5993.02,+,5.27,0.09
臺灣50報酬指數,12350.6,+,0.69,0.01
臺灣中型100報酬指數,10791.44,+,5.66,0.05
臺灣資訊科技報酬指數,13965.76,+,8.14,0.06
臺灣發達報酬指數,12714.21,-,3.78,-0.03
臺灣高股息報酬指數,11018.13,+,27.54,0.25
臺灣就業99報酬指數,7348.56,+,6.43,0.09
臺灣高薪100報酬指數,6057.65,+,2.39,0.04
臺灣低波動高股息報酬指數,3128.42,-,2.51,-0.08
未含金融電子股報酬指數,19667.8,-,13.69,-0.07
小型股300報酬指數,6344.89,-,5.71,-0.09
漲升股利150報酬指數,5865.39,+,5.73,0.1
漲升股利100報酬指數,5804.26,+,10.37,0.18
藍籌 30 報酬指數,5285.11,+,8.51,0.16
工業菁英 30 報酬指數,5415.76,+,4.2,0.08
電子菁英 30 報酬指數,5408.4,+,12.45,0.23
低波動精選 30 報酬指數,5201.26,+,4.73,0.09
低貝塔 100 報酬指數,5336.09,+,7.41,0.14
中小型精選50報酬指數,5068.88,-,24.3,-0.48
中小型A級動能50報酬指數,5186.02,+,22.2,0.43
水泥類報酬指數,182.19,+,0.03,0.02
食品類報酬指數,1768.18,-,17.5,-0.98
塑膠類報酬指數,350.92,+,0.89,0.25
紡織纖維類報酬指數,660.96,-,0.78,-0.12
電機機械類報酬指數,220.68,-,0.21,-0.1
電器電纜類報酬指數,52.73,-,0.21,-0.4
化學生技醫療類報酬指數,135.11,-,0.36,-0.27
化學類報酬指數,138.15,-,0.77,-0.55
生技醫療類報酬指數,91.12,+,0.08,0.09
玻璃陶瓷類報酬指數,49.15,-,1.42,-2.81
造紙類報酬指數,273.61,-,5.41,-1.94
鋼鐵類報酬指數,140.11,+,0.18,0.13
橡膠類報酬指數,439.01,-,0.57,-0.13
汽車類報酬指數,319.25,-,1.05,-0.33
電子類報酬指數,610.14,+,0.7,0.11
半導體類報酬指數,199.31,+,0.3,0.15
電腦及週邊設備類報酬指數,164.96,-,0.71,-0.43
光電類報酬指數,52.39,-,0.3,-0.57
通信網路類報酬指數,207.45,+,1.87,0.91
電子零組件類報酬指數,132.05,+,0.1,0.08
電子通路類報酬指數,189.91,-,1.07,-0.56
資訊服務類報酬指數,158.27,+,0.03,0.02
其他電子類報酬指數,121.33,+,0.39,0.32
建材營造類報酬指數,386.82,-,0.34,-0.09
航運類報酬指數,81.92,-,0.35,-0.43
觀光類報酬指數,134.96,+,0.64,0.48
金融保險類報酬指數,1527.44,+,0.44,0.03
貿易百貨類報酬指數,275.39,+,1.67,0.61
油電燃氣類報酬指數,170.24,+,0.75,0.44
其他類報酬指數,344.41,-,1.39,-0.4
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","78130802476","2227501051","819538"
"2.台灣存託憑證","55524157","8265544","1236"
"3.受益憑證","0","0","0"
"4.ETF","4220472540","211455234","29655"
"5.受益證券","18458988","1258197","175"
"6.變更交易股票","274422890","34967151","6755"
"7.認購(售)權證","1800880210","1720404000","57035"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","78405225366","2262468202","826293"
"總計(1~12)","84500561261","4203851177","914394"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2664(5),361(5)
"下跌(跌停)",2825(11),433(1)
"持平",559,96
"未成交",3801,5
"無比價",718,0
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
"3. 外幣（含人民幣）成交值係以本公司當日下午3時30分公告人民幣兌新臺幣匯率4.45換算後加入成交金額。"
2017年03月20日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
