

2015年09月03日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9320.51,+,74.24,0.8
發行量加權股價指數,8095.95,+,60.66,0.75
臺灣公司治理100指數,4486.57,+,27.03,0.61
臺灣50指數,6042.82,+,25.52,0.42
臺灣中型100指數,5853.9,+,89.45,1.55
臺灣資訊科技指數,6495.4,+,93.98,1.47
臺灣發達指數,7300.08,+,7.82,0.11
臺灣高股息指數,4664.09,+,36.9,0.8
臺灣就業99指數,4962.5,+,46.95,0.96
臺灣高薪100指數,4547.18,+,17.57,0.39
臺灣低波動高股息指數,1244.65,+,9.03,0.73
未含金融保險股指數,6720.7,+,56.92,0.85
未含電子股指數,11975.1,+,80.73,0.68
未含金融電子股指數,10032.81,+,89.34,0.9
小型股300指數,--,,--,--
水泥窯製類指數,444.65,+,0.78,0.18
塑膠化工類指數,683.75,+,3.09,0.45
機電類指數,1757.19,+,15.22,0.87
水泥類指數,118.79,+,0.32,0.27
食品類指數,1323.02,+,15.36,1.17
塑膠類指數,197.8,+,0.27,0.14
紡織纖維類指數,584.05,+,11.71,2.05
電機機械類指數,134.79,+,2.85,2.16
電器電纜類指數,28.73,+,0.57,2.02
化學生技醫療類指數,86.47,+,0.99,1.16
化學類指數,84.48,+,1.13,1.36
生技醫療類指數,62.68,+,0.56,0.9
玻璃陶瓷類指數,33.35,-,0.16,-0.48
造紙類指數,141.11,+,1.61,1.15
鋼鐵類指數,75.41,+,0.37,0.49
橡膠類指數,269.54,+,2.74,1.03
汽車類指數,250.62,+,1.42,0.57
電子類指數,312.36,+,2.56,0.83
半導體類指數,97.31,+,1.46,1.52
電腦及週邊設備類指數,85.05,+,1.24,1.48
光電類指數,31.41,+,0.2,0.64
通信網路類指數,107.13,+,0.89,0.84
電子零組件類指數,74.23,+,1.06,1.45
電子通路類指數,89.77,+,0.6,0.67
資訊服務類指數,84.97,+,1.64,1.97
其他電子類指數,83.05,-,1.43,-1.69
建材營造類指數,220.46,+,3.57,1.65
航運類指數,68.75,+,0.23,0.34
觀光類指數,112.22,+,2.35,2.14
金融保險類指數,1039.34,+,2,0.19
貿易百貨類指數,192.31,-,0.63,-0.33
油電燃氣類指數,92.7,+,0.87,0.95
其他類指數,246.83,+,3.24,1.33
電子類兩倍槓桿指數,6883.43,+,111.91,1.65
電子類反向指數,11785.18,-,98.2,-0.83
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,9970.06,+,101.94,1.03
發行量加權股價報酬指數,12808.8,+,127.21,1
臺灣公司治理100報酬指數,4659.2,+,44.95,0.97
臺灣50報酬指數,9667.27,+,78.94,0.82
臺灣中型100報酬指數,8733.19,+,133.45,1.55
臺灣資訊科技報酬指數,9880.29,+,142.95,1.47
臺灣發達報酬指數,10548.62,+,87.54,0.84
臺灣高股息報酬指數,8262.58,+,65.37,0.8
臺灣就業99報酬指數,5859.8,+,58.35,1.01
臺灣高薪100報酬指數,4780.52,+,34.6,0.73
臺灣低波動高股息報酬指數,2565.81,+,18.6,0.73
未含金融電子股報酬指數,15936.4,+,143,0.91
小型股300報酬指數,--,,--,--
水泥類報酬指數,166.99,+,0.44,0.26
食品類報酬指數,1572.92,+,18.26,1.17
塑膠類報酬指數,252.39,+,0.35,0.14
紡織纖維類報酬指數,737.27,+,14.78,2.05
電機機械類報酬指數,167.5,+,3.55,2.17
電器電纜類報酬指數,32.86,+,0.65,2.02
化學生技醫療類報酬指數,108.34,+,1.23,1.15
化學類報酬指數,108.87,+,1.46,1.36
生技醫療類報酬指數,74.36,+,0.65,0.88
玻璃陶瓷類報酬指數,35.82,-,0.17,-0.47
造紙類報酬指數,168.46,+,1.92,1.15
鋼鐵類報酬指數,97.28,+,0.49,0.51
橡膠類報酬指數,335.99,+,3.42,1.03
汽車類報酬指數,305.67,+,1.73,0.57
電子類報酬指數,453.98,+,5.84,1.3
半導體類報酬指數,135.41,+,2.03,1.52
電腦及週邊設備類報酬指數,128.89,+,1.88,1.48
光電類報酬指數,38.18,+,0.25,0.66
通信網路類報酬指數,171.65,+,1.45,0.85
電子零組件類報酬指數,106.73,+,1.56,1.48
電子通路類報酬指數,141.58,+,0.95,0.68
資訊服務類報酬指數,136.02,+,2.85,2.14
其他電子類報酬指數,100.12,+,1.23,1.24
建材營造類報酬指數,297.62,+,4.82,1.65
航運類報酬指數,82.73,+,0.27,0.33
觀光類報酬指數,127.36,+,2.94,2.36
金融保險類報酬指數,1343.53,+,2.59,0.19
貿易百貨類報酬指數,233.51,-,0.77,-0.33
油電燃氣類報酬指數,111.45,+,1.05,0.95
其他類報酬指數,327.74,+,4.4,1.36
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","81998853717","2477026204","814051"
"2.台灣存託憑證","21163866","6484684","1151"
"3.受益憑證","0","0","0"
"4.ETF","2531260826","118907971","19400"
"5.受益證券","19326690","1166000","89"
"6.變更交易股票","5552299","2528291","415"
"7.認購(售)權證","2586455820","2384073000","71198"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","82004406016","2479554495","814466"
"總計(1~12)","87162613218","4990186150","906304"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3284(16),656(16)
"下跌(跌停)",1692(53),118(0)
"持平",428,76
"未成交",6020,4
"無比價",1233,9
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年09月03日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","7543894","1573","468271835","62.35","62.4","61.6","62.15","+","0.05","62.15","302","62.2","79","0.00"
="0051  ","元大中型100     ","66120","27","1618744","24.39","24.67","24.19","24.57","+","0.18","24.48","4","24.7","8","0.00"
="0052  ","FB科技          ","8000","6","275790","34.44","34.61","34.38","34.55","+","0.28","34.43","10","34.75","1","0.00"
="0053  ","元大電子        ","13000","9","326240","25.1","25.12","25","25.02","-","0.08","25.04","8","25.18","1","0.00"
="0054  ","元大台商50      ","4000","3","83500","20.85","20.95","20.85","20.85","+","0.1","20.77","8","20.97","8","0.00"
="0055  ","元大MSCI金融    ","377000","194","5363440","14.34","14.34","14.16","14.21","-","0.09","14.21","4","14.24","5","0.00"
="0056  ","元大高股息      ","1405493","738","29119762","20.7","20.81","20.57","20.81","+","0.11","20.81","9","20.82","17","0.00"
="0057  ","FB摩台          ","65000","7","2411470","37.1","37.18","36.99","37.18","-","0.1","37.25","50","37.31","10","0.00"
="0058  ","FB發達          ","3000","3","107530","35.84","35.9","35.79","35.9","-","0.04","35.85","10","36.09","10","0.00"
="0059  ","FB金融          ","11000","11","353580","31.55","32.48","31.55","32.42","-","0.13","31.73","3","32.63","2","0.00"
="0060  ","新台灣          ","3000","3","89900","29.91","30.05","29.91","29.94","-","0.11","29.96","10","30.05","1","0.00"
="0061  ","元大寶滬深      ","11165360","1692","180513439","16.15","16.3","16.1","16.3","+","0.15","16.25","1","16.3","88","0.00"
="006203","元大MSCI台灣    ","164000","10","4783670","29.3","29.47","28.95","29.47","+","0.28","29.47","5","29.5","5","0.00"
="006204","永豐臺灣加權    ","8000","8","334280","41.9","41.9","41.7","41.89","+","0.27","41.92","15","41.94","1","0.00"
="006205","FB上証          ","6340000","869","180174150","28.58","28.58","28.29","28.39","-","0.25","28.39","55","28.4","50","0.00"
="006206","元大上證50      ","1164010","293","30750955","26.2","26.48","26.2","26.45","-","0.15","26.45","4","26.48","25","0.00"
="006207","FH滬深          ","1829000","328","38180260","20.9","20.95","20.8","20.84","-","0.23","20.83","63","20.84","101","0.00"
="006208","FB台50          ","83000","5","2914240","35.28","35.28","34.94","35.2","+","0.05","35.05","1","35.28","10","0.00"
="00631L","元大台灣50正2   ","6444000","1355","109459220","17.2","17.2","16.78","17.05","+","0.04","17.04","1","17.05","122","0.00"
="00632R","元大台灣50反1   ","27171404","3416","575333865","21.1","21.34","21","21.13","-","0.03","21.12","118","21.13","1,052","0.00"
="00633L","FB上証正2       ","17871500","3686","490133530","27.5","27.54","27.25","27.27","-","0.96","27.27","91","27.3","4","0.00"
="00634R","FB上証反1       ","4898000","738","59505400","12.04","12.18","12.04","12.18","+","0.18","12.18","23","12.19","161","0.00"
="00635U","元大S&P黃金     ","60000","20","1134160","18.93","18.93","18.89","18.92","-","0.06","18.9","15","18.92","47","0.00"
="00636 ","國泰中國A50     ","1792000","227","29465400","16.3","16.5","16.3","16.32","-","0.12","16.32","42","16.39","27","0.00"
="00637L","元大滬深300正2  ","26910890","3610","270418976","10","10.12","10","10.02","-","0.33","10.02","578","10.03","322","0.00"
="00638R","元大滬深300反1  ","1227000","146","27778230","22.8","22.8","22.56","22.67","+","0.49","22.66","1","22.67","7","0.00"
="00639 ","FB深100         ","2267000","394","21341970","9.5","9.5","9.35","9.41","-","0.08","9.41","49","9.42","2","0.00"
="0080  ","恒中國          ","0","0","0","--","--","--","--"," ","0","332.2","5","390","2","0.00"
="0081  ","恒香港          ","0","0","0","--","--","--","--"," ","0","760.05","1","889.95","1","0.00"
="008201","BP上證50        ","13300","29","1017290","76.9","76.9","76.15","76.55","-","0.85","76.3","2","76.6","1","0.00"
="01001T","土銀富邦R1      ","45000","11","696960","15.49","15.49","15.43","15.49","-","0.01","15.42","1","15.49","20","0.00"
="01002T","土銀國泰R1      ","860000","37","14962740","17.4","17.4","17.35","17.4","-","0.02","17.39","2","17.4","7","0.00"
="01003T","兆豐新光R1      ","0","0","0","--","--","--","--"," ","0","13.97","52","14.09","9","0.00"
