

2017年05月15日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11513.3,+,61.54,0.54
發行量加權股價指數,10036.82,+,50,0.5
臺灣公司治理100指數,5657.29,+,26.02,0.46
臺灣50指數,7633.38,+,34.54,0.45
臺灣中型100指數,6955.54,+,36.79,0.53
臺灣資訊科技指數,9216.32,+,24.12,0.26
臺灣發達指數,8620.05,+,54.96,0.64
臺灣高股息指數,5829.39,+,47.66,0.82
臺灣就業99指數,5901.33,+,13.04,0.22
臺灣高薪100指數,5576.72,+,39.41,0.71
臺灣低波動高股息指數,1446.35,+,6.75,0.47
未含金融保險股指數,8525.51,+,41,0.48
未含電子股指數,13516.85,+,54.11,0.4
未含金融電子股指數,11568.74,+,36.19,0.31
小型股300指數,5925.95,+,26.69,0.45
漲升股利150指數,5764.43,+,34.14,0.6
漲升股利100指數,5745.13,+,38.36,0.67
藍籌30指數,5306.63,+,16.35,0.31
工業菁英30指數,5471.23,+,26.59,0.49
電子菁英30指數,5540.68,+,25.49,0.46
低波動精選30指數,5268.18,+,37.2,0.71
低貝塔100指數,5297.75,+,9.55,0.18
中小型精選50指數,4975.39,+,0.8,0.02
中小型A級動能50指數,5352.51,+,47.6,0.9
藍籌30反向一倍指數,9391.53,-,29.12,-0.31
水泥窯製類指數,439.99,+,0.57,0.13
塑膠化工類指數,844.74,+,3.2,0.38
機電類指數,2358.25,+,13.49,0.58
水泥類指數,114.27,+,0.62,0.55
食品類指數,1440.21,-,0.25,-0.02
塑膠類指數,254.64,+,0.75,0.3
紡織纖維類指數,481.99,-,1.52,-0.31
電機機械類指數,169.79,+,0.78,0.46
電器電纜類指數,41.45,+,0.16,0.39
化學生技醫療類指數,97.11,+,0.87,0.9
化學類指數,97.97,+,0.55,0.56
生技醫療類指數,67.86,+,0.9,1.34
玻璃陶瓷類指數,38.66,-,0.75,-1.9
造紙類指數,204.43,+,0.64,0.31
鋼鐵類指數,97.77,+,0.93,0.96
橡膠類指數,310.6,+,0.23,0.07
汽車類指數,257.66,+,2.35,0.92
電子類指數,419.98,+,2.42,0.58
半導體類指數,144.61,+,0.23,0.16
電腦及週邊設備類指數,102.19,+,1.37,1.36
光電類指數,43.86,+,0.37,0.85
通信網路類指數,125.2,+,0.29,0.23
電子零組件類指數,89.84,+,0.46,0.51
電子通路類指數,113.45,-,0.14,-0.12
資訊服務類指數,90.12,+,1.73,1.96
其他電子類指數,106.65,+,1.57,1.49
建材營造類指數,260.34,-,0.47,-0.18
航運類指數,61.29,-,0.14,-0.23
觀光類指數,118.95,+,0.49,0.41
金融保險類指數,1118.52,+,6.87,0.62
貿易百貨類指數,228.51,-,0.95,-0.41
油電燃氣類指數,134.84,+,1.78,1.34
其他類指數,248.68,-,0.79,-0.32
臺指日報酬兩倍指數,14668,+,145.42,1
臺指日報酬反向一倍指數,7925.34,-,39.88,-0.5
電子類兩倍槓桿指數,12035.69,+,137.91,1.16
電子類反向指數,8476.5,-,49.41,-0.58
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,12820.73,+,68.53,0.54
發行量加權股價報酬指數,16547.87,+,82.44,0.5
臺灣公司治理100報酬指數,6132.73,+,28.21,0.46
臺灣50報酬指數,12726.89,+,57.58,0.45
臺灣中型100報酬指數,10787.42,+,57.06,0.53
臺灣資訊科技報酬指數,14611.62,+,38.24,0.26
臺灣發達報酬指數,12952.72,+,82.59,0.64
臺灣高股息報酬指數,10921.23,+,89.3,0.82
臺灣就業99報酬指數,7251.48,+,16.01,0.22
臺灣高薪100報酬指數,6128.91,+,43.32,0.71
臺灣低波動高股息報酬指數,3118.48,+,14.55,0.47
未含金融電子股報酬指數,19117.1,+,59.81,0.31
小型股300報酬指數,6189.21,+,27.87,0.45
漲升股利150報酬指數,5954.95,+,35.27,0.6
漲升股利100報酬指數,5925.84,+,39.57,0.67
