

2016年06月02日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9928.99,-,55.48,-0.56
發行量加權股價指數,8556.02,-,41.14,-0.48
臺灣公司治理100指數,4783.06,-,18.49,-0.39
臺灣50指數,6353.98,-,29.81,-0.47
臺灣中型100指數,6020.21,-,39.31,-0.65
臺灣資訊科技指數,7556.31,-,23.68,-0.31
臺灣發達指數,7314.06,-,59.57,-0.81
臺灣高股息指數,5197.59,-,11.27,-0.22
臺灣就業99指數,5181.82,-,18.71,-0.36
臺灣高薪100指數,4682.38,-,18.25,-0.39
臺灣低波動高股息指數,1278.94,-,6.63,-0.52
未含金融保險股指數,7264.88,-,37.64,-0.52
未含電子股指數,12176.21,-,45.96,-0.38
未含金融電子股指數,10640.54,-,46.18,-0.43
小型股300指數,5225.59,-,27.99,-0.53
水泥窯製類指數,388.49,-,0.19,-0.05
塑膠化工類指數,784.58,-,2.25,-0.29
機電類指數,1925.51,-,11.27,-0.58
水泥類指數,100.06,+,0.06,0.06
食品類指數,1469.43,+,11.31,0.78
塑膠類指數,224.86,-,0.33,-0.15
紡織纖維類指數,476.66,-,11.29,-2.31
電機機械類指數,154.06,-,1.44,-0.93
電器電纜類指數,31.92,-,0.26,-0.81
化學生技醫療類指數,98.52,-,1.01,-1.01
化學類指數,92.1,-,0.63,-0.68
生技醫療類指數,75.41,-,1.06,-1.39
玻璃陶瓷類指數,36.08,-,0.22,-0.61
造紙類指數,153.27,-,0.65,-0.42
鋼鐵類指數,82.78,-,0.92,-1.1
橡膠類指數,328.11,+,0.25,0.08
汽車類指數,231.29,-,3.2,-1.36
電子類指數,341.74,-,1.95,-0.57
半導體類指數,116.49,-,0.31,-0.27
電腦及週邊設備類指數,90.54,-,0.64,-0.7
光電類指數,29.2,-,0.23,-0.78
通信網路類指數,124.41,+,0.14,0.11
電子零組件類指數,73.79,-,1.14,-1.52
電子通路類指數,100.86,+,0.12,0.12
資訊服務類指數,79.97,+,0.37,0.46
其他電子類指數,77.62,-,1.22,-1.55
建材營造類指數,244.75,+,3.93,1.63
航運類指數,62.04,-,0.19,-0.31
觀光類指數,114.57,-,0.62,-0.54
金融保險類指數,955.97,-,2.2,-0.23
貿易百貨類指數,214.07,-,2.35,-1.09
油電燃氣類指數,112.68,+,0.34,0.3
其他類指數,233.58,-,2.52,-1.07
臺指日報酬兩倍指數,10781.91,-,104.19,-0.96
臺指日報酬反向一倍指數,9403.73,+,44.79,0.48
電子類兩倍槓桿指數,8087.75,-,92.83,-1.13
電子類反向指數,10572.28,+,59.65,0.57
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10628.76,-,59.2,-0.55
發行量加權股價報酬指數,13544.71,-,64.89,-0.48
臺灣公司治理100報酬指數,4967.09,-,19.2,-0.39
臺灣50報酬指數,10165.06,-,47.69,-0.47
臺灣中型100報酬指數,8994.66,-,58.72,-0.65
臺灣資訊科技報酬指數,11494.06,-,36.03,-0.31
臺灣發達報酬指數,10570.13,-,86.1,-0.81
臺灣高股息報酬指數,9207.68,-,19.98,-0.22
臺灣就業99報酬指數,6120.02,-,22.1,-0.36
臺灣高薪100報酬指數,4922.66,-,19.18,-0.39
臺灣低波動高股息報酬指數,2637.8,-,13.67,-0.52
未含金融電子股報酬指數,16927.78,-,72.56,-0.43
小型股300報酬指數,5226.35,-,27.23,-0.52
水泥類報酬指數,140.78,+,0.09,0.06
食品類報酬指數,1746.98,+,13.45,0.78
塑膠類報酬指數,286.95,-,0.41,-0.14
紡織纖維類報酬指數,602.03,-,14.27,-2.32
電機機械類報酬指數,191.97,-,1.8,-0.93
電器電纜類報酬指數,36.5,-,0.3,-0.82
化學生技醫療類報酬指數,123.78,-,1.16,-0.93
化學類報酬指數,118.89,-,0.61,-0.51
生技醫療類報酬指數,89.82,-,1.26,-1.38
玻璃陶瓷類報酬指數,38.75,-,0.24,-0.62
造紙類報酬指數,182.97,-,0.79,-0.43
鋼鐵類報酬指數,106.77,-,1.19,-1.1
橡膠類報酬指數,408.99,+,0.3,0.07
汽車類報酬指數,282.1,-,3.9,-1.36
電子類報酬指數,496.75,-,2.84,-0.57
半導體類報酬指數,162.09,-,0.43,-0.26
電腦及週邊設備類報酬指數,137.25,-,0.98,-0.71
光電類報酬指數,35.53,-,0.29,-0.81
通信網路類報酬指數,199.33,+,0.23,0.12
電子零組件類報酬指數,106.11,-,1.63,-1.51
電子通路類報酬指數,159.23,+,0.19,0.12
資訊服務類報酬指數,128.03,+,0.59,0.46
其他電子類報酬指數,93.58,-,1.48,-1.56
建材營造類報酬指數,336.31,+,5.4,1.63
航運類報酬指數,74.71,-,0.23,-0.31
觀光類報酬指數,130.02,-,0.7,-0.54
金融保險類報酬指數,1235.75,-,2.85,-0.23
貿易百貨類報酬指數,260.93,-,2.86,-1.08
油電燃氣類報酬指數,135.47,+,0.41,0.3
其他類報酬指數,310.32,-,3.34,-1.06
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","72289138963","2033323011","680773"
"2.台灣存託憑證","21662990","5017269","946"
"3.受益憑證","0","0","0"
"4.ETF","7827933319","392684251","52015"
"5.受益證券","4721680","328000","44"
"6.變更交易股票","35943254","12799463","2130"
"7.認購(售)權證","2009598450","1977085000","55543"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","72325082217","2046122474","682903"
"總計(1~12)","82188998656","4421236994","791451"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1881(3),212(2)
"下跌(跌停)",3650(22),581(2)
"持平",452,77
"未成交",3342,2
"無比價",723,5
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年06月02日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","13721372","2516","875256815","63.7","64.05","63.4","63.7"," ","0","63.65","1","63.7","3,220","0.00"
="0051  ","元大中型100     ","15050","13","367230","24.4","24.5","24.32","24.32","+","0.01","24.32","7","24.36","10","0.00"
