

2015年10月05日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9668.95,+,63.25,0.66
發行量加權股價指數,8352.36,+,47.33,0.57
臺灣公司治理100指數,4583.56,+,24.87,0.55
臺灣50指數,6138.69,+,11.58,0.19
臺灣中型100指數,6185.39,+,59.46,0.97
臺灣資訊科技指數,6708.03,+,22.6,0.34
臺灣發達指數,7482.08,+,15.76,0.21
臺灣高股息指數,4834.96,+,46.88,0.98
臺灣就業99指數,5127.91,+,24.3,0.48
臺灣高薪100指數,4612.48,+,23.61,0.51
臺灣低波動高股息指數,1282.19,+,9.95,0.78
未含金融保險股指數,6978.16,+,39.01,0.56
未含電子股指數,12361.28,+,100.3,0.82
未含金融電子股指數,10529.21,+,94.25,0.9
小型股300指數,--,,--,--
水泥窯製類指數,452.57,+,8.13,1.83
塑膠化工類指數,714.92,+,6.75,0.95
機電類指數,1816.08,+,7.85,0.43
水泥類指數,121.05,+,2.21,1.86
食品類指數,1343.49,+,12.67,0.95
塑膠類指數,203.98,+,1.45,0.72
紡織纖維類指數,611.06,+,2.6,0.43
電機機械類指數,148.81,+,4.29,2.97
電器電纜類指數,29.62,+,0.36,1.23
化學生技醫療類指數,92.24,+,1.47,1.62
化學類指數,88.07,+,1.77,2.05
生技醫療類指數,68.75,+,0.76,1.12
玻璃陶瓷類指數,33.67,+,0.53,1.6
造紙類指數,148.57,+,0.53,0.36
鋼鐵類指數,76.66,-,0.02,-0.03
橡膠類指數,292.65,+,3.3,1.14
汽車類指數,261.85,+,2.54,0.98
電子類指數,322.09,+,1.09,0.34
半導體類指數,101.19,+,0.47,0.47
電腦及週邊設備類指數,87.78,+,0.78,0.9
光電類指數,30.25,-,0.2,-0.66
通信網路類指數,110.3,-,0.31,-0.28
電子零組件類指數,77.64,+,0.81,1.05
電子通路類指數,94.39,+,0.82,0.88
資訊服務類指數,86.76,+,1.24,1.45
其他電子類指數,85.9,+,0.09,0.1
建材營造類指數,235.44,+,1.47,0.63
航運類指數,70.69,+,0.38,0.54
觀光類指數,118.37,+,0.1,0.08
金融保險類指數,1033,+,6.33,0.62
貿易百貨類指數,205.09,+,0.6,0.29
油電燃氣類指數,101.24,+,0.61,0.61
其他類指數,257.95,+,2.88,1.13
臺指日報酬兩倍指數,10404.68,+,117.26,1.14
臺指日報酬反向一倍指數,9755.07,-,55.91,-0.57
電子類兩倍槓桿指數,7290.61,+,49.18,0.68
電子類反向指數,11383.89,-,38.79,-0.34
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10348.55,+,67.75,0.66
發行量加權股價報酬指數,13219.98,+,74.91,0.57
臺灣公司治理100報酬指數,4759.92,+,25.83,0.55
臺灣50報酬指數,9820.65,+,18.53,0.19
臺灣中型100報酬指數,9238.99,+,88.81,0.97
臺灣資訊科技報酬指數,10203.72,+,34.38,0.34
臺灣發達報酬指數,10811.81,+,22.77,0.21
臺灣高股息報酬指數,8565.28,+,83.05,0.98
臺灣就業99報酬指數,6055.13,+,28.69,0.48
臺灣高薪100報酬指數,4849.17,+,24.82,0.51
臺灣低波動高股息報酬指數,2644.51,+,20.54,0.78
未含金融電子股報酬指數,16743.16,+,149.88,0.9
小型股300報酬指數,--,,--,--
水泥類報酬指數,170.3,+,3.11,1.86
食品類報酬指數,1597.25,+,15.06,0.95
塑膠類報酬指數,260.3,+,1.86,0.72
紡織纖維類報酬指數,771.5,+,3.28,0.43
電機機械類報酬指數,184.95,+,5.33,2.97
電器電纜類報酬指數,33.88,+,0.41,1.22
化學生技醫療類報酬指數,115.71,+,1.84,1.62
化學類報酬指數,113.5,+,2.29,2.06
生技醫療類報酬指數,81.78,+,0.9,1.11
玻璃陶瓷類報酬指數,36.17,+,0.57,1.6
造紙類報酬指數,177.36,+,0.63,0.36
鋼鐵類報酬指數,98.89,-,0.02,-0.02
橡膠類報酬指數,364.8,+,4.12,1.14
汽車類報酬指數,319.37,+,3.1,0.98
電子類報酬指數,468.17,+,1.59,0.34
半導體類報酬指數,140.81,+,0.66,0.47
電腦及週邊設備類報酬指數,133.07,+,1.18,0.89
光電類報酬指數,36.81,-,0.25,-0.67
通信網路類報酬指數,176.72,-,0.5,-0.28
電子零組件類報酬指數,111.64,+,1.17,1.06
電子通路類報酬指數,148.87,+,1.29,0.87
資訊服務類報酬指數,138.89,+,1.98,1.45
其他電子類報酬指數,103.55,+,0.11,0.11
建材營造類報酬指數,323.35,+,2,0.62
航運類報酬指數,85.12,+,0.46,0.54
觀光類報酬指數,134.33,+,0.12,0.09
金融保險類報酬指數,1335.33,+,8.18,0.62
貿易百貨類報酬指數,249.15,+,0.73,0.29
油電燃氣類報酬指數,121.72,+,0.74,0.61
其他類報酬指數,342.7,+,3.83,1.13
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","79194140776","1984197139","744129"
"2.台灣存託憑證","24411463","6188304","1102"
"3.受益憑證","0","0","0"
"4.ETF","2848815851","141247305","22356"
"5.受益證券","8693580","587000","125"
"6.變更交易股票","10546371","4281299","575"
"7.認購(售)權證","2196856940","2060166000","60608"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","79204687147","1988478438","744704"
"總計(1~12)","84283464981","4196667047","828895"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3243(25),618(18)
"下跌(跌停)",2095(51),168(1)
"持平",422,70
"未成交",5800,5
"無比價",1093,4
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年10月05日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","5383188","1393","342143611","63.8","64","63.25","63.4","+","0.15","63.4","281","63.5","6","0.00"
="0051  ","元大中型100     ","47050","27","1208160","25.72","25.75","25.64","25.64","+","0.22","25.64","4","25.85","3","0.00"
="0052  ","FB科技          ","1000","1","36020","36.02","36.02","36.02","36.02","+","0.17","35.83","20","36.09","10","0.00"
="0053  ","元大電子        ","4000","4","105220","26.2","26.36","26.2","26.34","+","0.05","26.2","1","26.39","8","0.00"
="0054  ","元大台商50      ","4000","4","87440","21.83","21.93","21.79","21.93","+","0.2","21.74","8","21.92","1","0.00"
="0055  ","元大MSCI金融    ","101000","37","1426530","14.1","14.18","14.1","14.12","+","0.02","14.12","6","14.15","1","0.00"
="0056  ","元大高股息      ","1227183","542","26433743","21.5","21.59","21.49","21.58","+","0.22","21.58","3","21.59","19","0.00"
="0057  ","FB摩台          ","4000","3","152770","38.19","38.2","38.19","38.2","+","0.03","38.2","1","38.27","20","0.00"
="0058  ","FB發達          ","3000","3","110860","36.92","36.97","36.92","36.97","X","0","36.86","1","37.04","10","0.00"
="0059  ","FB金融          ","2000","2","64790","32.39","32.4","32.39","32.4","+","0.16","32.24","20","32.52","20","0.00"
="0060  ","新台灣          ","5110","7","154698","30.32","30.35","30.23","30.35","+","0.14","30.1","1","30.31","8","0.00"
="0061  ","元大寶滬深      ","14782700","2502","244931668","16.48","16.62","16.44","16.6","+","0.22","16.59","82","16.6","22","0.00"
="006203","元大MSCI台灣    ","2000","2","60150","30","30.15","30","30.15","X","0","29.88","1","30.14","8","0.00"
="006204","永豐臺灣加權    ","5060","3","218895","43.26","43.26","43.26","43.26","+","0.21","43.17","15","43.25","1","0.00"
="006205","FB上証          ","3995000","1005","119514270","29.7","30.02","29.69","29.92","+","0.44","29.92","55","29.93","6","0.00"
