

2016年11月23日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10533.29,+,47.38,0.45
發行量加權股價指數,9178.23,+,44.84,0.49
臺灣公司治理100指數,5227.23,+,36.81,0.71
臺灣50指數,6973.96,+,39.7,0.57
臺灣中型100指數,6253.2,+,8.29,0.13
臺灣資訊科技指數,8431.6,+,40.59,0.48
臺灣發達指數,7782.08,+,49.23,0.64
臺灣高股息指數,5434.26,-,3.99,-0.07
臺灣就業99指數,5503.68,+,19.08,0.35
臺灣高薪100指數,5127.74,+,24.93,0.49
臺灣低波動高股息指數,1339.57,+,6.14,0.46
未含金融保險股指數,7776.69,+,40.89,0.53
未含電子股指數,12900.06,+,40.65,0.32
未含金融電子股指數,11156.4,+,38.44,0.35
小型股300指數,5345.53,-,3.2,-0.06
漲升股利150指數,5258.32,+,29.05,0.56
漲升股利100指數,5221.43,+,31.1,0.6
水泥窯製類指數,438.53,+,0.67,0.15
塑膠化工類指數,844.66,+,4.86,0.58
機電類指數,2080.95,+,12.75,0.62
水泥類指數,115.22,+,0.24,0.21
食品類指數,1377.55,-,0.24,-0.02
塑膠類指數,255.72,+,1.82,0.72
紡織纖維類指數,459.06,+,0.24,0.05
電機機械類指數,147.68,+,0.34,0.23
電器電纜類指數,40.66,-,0.44,-1.07
化學生技醫療類指數,96.96,+,0.43,0.45
化學類指數,93.16,+,0.24,0.26
生技醫療類指數,71.95,+,0.47,0.66
玻璃陶瓷類指數,36.32,-,0.06,-0.16
造紙類指數,153.91,+,0.37,0.24
鋼鐵類指數,98.72,+,0.03,0.03
橡膠類指數,303.88,+,0.01,--
汽車類指數,246.91,+,0.99,0.4
電子類指數,370.56,+,2.36,0.64
半導體類指數,130.23,+,0.79,0.61
電腦及週邊設備類指數,95.73,+,0.35,0.37
光電類指數,33.91,+,0.13,0.38
通信網路類指數,121.38,+,1.33,1.11
電子零組件類指數,77.08,+,0.71,0.93
電子通路類指數,107.82,-,0.22,-0.2
資訊服務類指數,83.54,-,0.37,-0.44
其他電子類指數,84.52,+,0.53,0.63
建材營造類指數,232.01,-,0.13,-0.06
航運類指數,59.93,-,0.05,-0.08
觀光類指數,109.1,-,0.31,-0.28
金融保險類指數,1040.18,+,2.51,0.24
貿易百貨類指數,213.44,+,1.65,0.78
油電燃氣類指數,132.73,+,1.8,1.37
其他類指數,234.21,-,1.09,-0.46
臺指日報酬兩倍指數,12303.95,+,119.64,0.98
臺指日報酬反向一倍指數,8693.78,-,42.89,-0.49
電子類兩倍槓桿指數,9405.03,+,119.04,1.28
電子類反向指數,9643.47,-,62.21,-0.64
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11728.48,+,52.76,0.45
發行量加權股價報酬指數,15130.93,+,73.93,0.49
臺灣公司治理100報酬指數,5666.53,+,39.91,0.71
臺灣50報酬指數,11627.46,+,66.18,0.57
臺灣中型100報酬指數,9696.59,+,12.86,0.13
臺灣資訊科技報酬指數,13366.65,+,64.34,0.48
臺灣發達報酬指數,11693.56,+,73.98,0.64
臺灣高股息報酬指數,10180.95,-,7.48,-0.07
臺灣就業99報酬指數,6758.7,+,23.42,0.35
臺灣高薪100報酬指數,5635.47,+,27.4,0.49
臺灣低波動高股息報酬指數,2888.25,+,13.25,0.46
未含金融電子股報酬指數,18435.04,+,63.51,0.35
小型股300報酬指數,5582.43,-,3.34,-0.06
漲升股利150報酬指數,5430.61,+,29.99,0.56
漲升股利100報酬指數,5383.98,+,32.07,0.6
水泥類報酬指數,168.25,+,0.35,0.21
食品類報酬指數,1689.46,-,0.29,-0.02
塑膠類報酬指數,341.53,+,2.43,0.72
紡織纖維類報酬指數,601.4,+,0.31,0.05
電機機械類報酬指數,189.96,+,0.43,0.23
電器電纜類報酬指數,47.6,-,0.51,-1.06
化學生技醫療類報酬指數,125.71,+,0.56,0.45
化學類報酬指數,124.81,+,0.32,0.26
生技醫療類報酬指數,87.86,+,0.58,0.66
玻璃陶瓷類報酬指數,39.23,-,0.07,-0.18
造紙類報酬指數,191.26,+,0.47,0.25
鋼鐵類報酬指數,130.71,+,0.04,0.03
橡膠類報酬指數,395.14,+,0.01,--
汽車類報酬指數,313.98,+,1.26,0.4
電子類報酬指數,561.51,+,3.58,0.64
半導體類報酬指數,188.65,+,1.15,0.61
電腦及週邊設備類報酬指數,152.79,+,0.56,0.37
光電類報酬指數,42.26,+,0.16,0.38
通信網路類報酬指數,202.67,+,2.23,1.11
電子零組件類報酬指數,115.77,+,1.07,0.93
電子通路類報酬指數,180.07,-,0.36,-0.2
資訊服務類報酬指數,141.99,-,0.63,-0.44
其他電子類報酬指數,106.65,+,0.67,0.63
建材營造類報酬指數,338.75,-,0.19,-0.06
航運類報酬指數,74.53,-,0.07,-0.09
觀光類報酬指數,126.91,-,0.36,-0.28
金融保險類報酬指數,1403.86,+,3.39,0.24
貿易百貨類報酬指數,267.28,+,2.05,0.77
油電燃氣類報酬指數,166.95,+,2.26,1.37
其他類報酬指數,322.18,-,1.5,-0.46
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","65996541293","1965623361","725805"
"2.台灣存託憑證","10420946","5135973","587"
"3.受益憑證","0","0","0"
"4.ETF","7390744096","392156675","52702"
"5.受益證券","157763520","11243000","368"
"6.變更交易股票","63930757","19059419","2116"
"7.認購(售)權證","1765502190","1883162000","52484"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","66060472050","1984682780","727921"
"總計(1~12)","75384902802","4276380428","834062"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2518(9),364(7)
"下跌(跌停)",3036(21),386(4)
"持平",582,123
"未成交",3800,6
"無比價",724,8
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
"3. 外幣（含人民幣）成交值係以本公司當日下午3時30分公告人民幣兌新臺幣匯率4.627換算後加入成交金額。"
2016年11月23日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
