

2015年12月10日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,9579.76,-,8.45,-0.09
發行量加權股價指數,8216.17,-,13.45,-0.16
臺灣公司治理100指數,4502.23,-,3.72,-0.08
臺灣50指數,6044.68,-,8.24,-0.14
臺灣中型100指數,5975.26,-,42.17,-0.7
臺灣資訊科技指數,6977.98,-,2.93,-0.04
臺灣發達指數,7065.28,-,38.19,-0.54
臺灣高股息指數,5047.73,+,5.78,0.11
臺灣就業99指數,5034.6,-,8.86,-0.18
臺灣高薪100指數,4530.85,-,0.93,-0.02
臺灣低波動高股息指數,1244.51,-,1.32,-0.11
未含金融保險股指數,6895.01,-,15.43,-0.22
未含電子股指數,11781.47,-,30.44,-0.26
未含金融電子股指數,10014.35,-,45.88,-0.46
小型股300指數,--,,--,--
水泥窯製類指數,394.12,-,4.82,-1.21
塑膠化工類指數,720.22,-,3.18,-0.44
機電類指數,1833.06,-,0.97,-0.05
水泥類指數,103.5,-,1.44,-1.37
食品類指數,1278.12,+,7.51,0.59
塑膠類指數,201.97,-,1.3,-0.64
紡織纖維類指數,522.34,-,10.42,-1.96
電機機械類指數,140.23,+,1.13,0.81
電器電纜類指數,27.86,-,0.06,-0.21
化學生技醫療類指數,102.94,+,0.76,0.74
化學類指數,90.35,+,0.22,0.24
生技醫療類指數,84.06,+,1.02,1.23
玻璃陶瓷類指數,32.9,-,0.08,-0.24
造紙類指數,148.63,-,1.12,-0.75
鋼鐵類指數,69.68,-,0.93,-1.32
橡膠類指數,274.34,-,3.96,-1.42
汽車類指數,269.44,+,0.96,0.36
電子類指數,325.99,-,0.26,-0.08
半導體類指數,107.19,+,0.12,0.11
電腦及週邊設備類指數,87.85,+,0.01,0.01
光電類指數,28.62,-,0.27,-0.93
通信網路類指數,110.65,-,0.4,-0.36
電子零組件類指數,77.34,+,0.64,0.83
電子通路類指數,92.19,+,0.09,0.1
資訊服務類指數,82.14,-,0.32,-0.39
其他電子類指數,81.52,-,0.53,-0.65
建材營造類指數,224.54,-,1.7,-0.75
航運類指數,62.65,-,0.59,-0.93
觀光類指數,112.38,-,0.33,-0.29
金融保險類指數,989.28,+,2.02,0.2
貿易百貨類指數,199.76,-,2.42,-1.2
油電燃氣類指數,95.35,-,0.12,-0.13
其他類指數,237.14,-,0.37,-0.16
臺指日報酬兩倍指數,10028.47,-,32.89,-0.33
臺指日報酬反向一倍指數,9877.59,+,16.12,0.16
電子類兩倍槓桿指數,7434.63,-,11.87,-0.16
電子類反向指數,11196.69,+,8.92,0.08
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
