

2016年03月22日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10201.58,-,33.61,-0.33
發行量加權股價指數,8785.68,-,27.02,-0.31
臺灣公司治理100指數,4860.44,-,8.98,-0.18
臺灣50指數,6453.06,-,27.24,-0.42
臺灣中型100指數,6349.21,-,67,-1.04
臺灣資訊科技指數,7696.35,-,90.53,-1.16
臺灣發達指數,7557.15,-,0.33,---
臺灣高股息指數,5339.4,-,41.6,-0.77
臺灣就業99指數,5300.17,-,36.34,-0.68
臺灣高薪100指數,4769.39,-,14.22,-0.3
臺灣低波動高股息指數,1328.12,-,1.91,-0.14
未含金融保險股指數,7483.16,-,21.95,-0.29
未含電子股指數,12536.36,+,13.67,0.11
未含金融電子股指數,11054.65,+,33.23,0.3
小型股300指數,5476.16,-,8.15,-0.15
水泥窯製類指數,432.1,+,4.1,0.96
塑膠化工類指數,803.35,-,0.88,-0.11
機電類指數,1971.11,-,12.89,-0.65
水泥類指數,112.41,+,1.48,1.33
食品類指數,1386.6,-,0.25,-0.02
塑膠類指數,229.78,-,0.55,-0.24
紡織纖維類指數,571,+,5.6,0.99
電機機械類指數,154.81,-,0.32,-0.21
電器電纜類指數,32.24,-,0.09,-0.28
化學生技醫療類指數,105.19,-,0.46,-0.44
化學類指數,97.1,+,0.21,0.22
生技醫療類指數,81.63,-,0.93,-1.13
玻璃陶瓷類指數,38.06,-,0.41,-1.07
造紙類指數,155.78,-,0.21,-0.13
鋼鐵類指數,88.41,+,0.45,0.51
橡膠類指數,319.52,+,3.18,1.01
汽車類指數,255.14,-,0.61,-0.24
電子類指數,350.09,-,2.35,-0.67
半導體類指數,118.01,-,1.29,-1.08
電腦及週邊設備類指數,94.4,-,0.32,-0.34
光電類指數,30.69,-,0.18,-0.58
通信網路類指數,122.56,-,0.03,-0.02
電子零組件類指數,76.78,-,0.25,-0.32
電子通路類指數,101.75,-,0.14,-0.14
資訊服務類指數,84.9,-,0.18,-0.21
其他電子類指數,82.6,-,0.44,-0.53
建材營造類指數,235.7,+,0.02,0.01
航運類指數,66.44,-,0.16,-0.24
觀光類指數,117.62,-,1.1,-0.93
金融保險類指數,960.97,-,3.91,-0.41
貿易百貨類指數,207.19,-,2.21,-1.06
油電燃氣類指數,120.17,+,4.43,3.83
其他類指數,244.98,-,2.03,-0.82
臺指日報酬兩倍指數,11403.34,-,70.36,-0.61
臺指日報酬反向一倍指數,9186.19,+,28.08,0.31
電子類兩倍槓桿指數,8522.11,-,115.18,-1.33
電子類反向指數,10362.31,+,68.64,0.67
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10919.74,-,35.98,-0.33
發行量加權股價報酬指數,13907.14,-,42.78,-0.31
臺灣公司治理100報酬指數,5047.45,-,9.32,-0.18
臺灣50報酬指數,10323.58,-,43.57,-0.42
臺灣中型100報酬指數,9485.06,-,100.1,-1.04
臺灣資訊科技報酬指數,11707.08,-,137.71,-1.16
臺灣發達報酬指數,10920.92,-,0.48,---
臺灣高股息報酬指數,9458.9,-,73.69,-0.77
臺灣就業99報酬指數,6258.54,-,42.9,-0.68
臺灣高薪100報酬指數,5014.14,-,14.94,-0.3
臺灣低波動高股息報酬指數,2739.22,-,3.95,-0.14
未含金融電子股報酬指數,17583.19,+,52.86,0.3
小型股300報酬指數,5476.16,-,8.15,-0.15
水泥類報酬指數,158.15,+,2.09,1.34
食品類報酬指數,1648.51,-,0.3,-0.02
塑膠類報酬指數,293.22,-,0.7,-0.24
紡織纖維類報酬指數,720.92,+,7.06,0.99
電機機械類報酬指數,192.91,-,0.39,-0.2
電器電纜類報酬指數,36.87,-,0.1,-0.27
化學生技醫療類報酬指數,132.04,-,0.58,-0.44
化學類報酬指數,125.12,+,0.26,0.21
生技醫療類報酬指數,97.23,-,1.1,-1.12
玻璃陶瓷類報酬指數,40.88,-,0.44,-1.06
造紙類報酬指數,185.97,-,0.25,-0.13
鋼鐵類報酬指數,114.04,+,0.58,0.51
橡膠類報酬指數,398.29,+,3.97,1.01
汽車類報酬指數,311.19,-,0.74,-0.24
電子類報酬指數,508.87,-,3.42,-0.67
半導體類報酬指數,164.21,-,1.79,-1.08
電腦及週邊設備類報酬指數,143.11,-,0.49,-0.34
光電類報酬指數,37.35,-,0.21,-0.56
通信網路類報酬指數,196.36,-,0.05,-0.03
電子零組件類報酬指數,110.39,-,0.37,-0.33
電子通路類報酬指數,160.48,-,0.21,-0.13
資訊服務類報酬指數,135.91,-,0.29,-0.21
其他電子類報酬指數,99.58,-,0.53,-0.53
建材營造類報酬指數,323.88,+,0.03,0.01
航運類報酬指數,80,-,0.21,-0.26
觀光類報酬指數,133.48,-,1.25,-0.93
金融保險類報酬指數,1242.22,-,5.05,-0.4
貿易百貨類報酬指數,251.93,-,2.69,-1.06
油電燃氣類報酬指數,144.47,+,5.33,3.83
其他類報酬指數,325.46,-,2.7,-0.82
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","75851572880","1928195780","761230"
"2.台灣存託憑證","53579919","8123300","1743"
"3.受益憑證","0","0","0"
"4.ETF","9911888209","510700356","69271"
"5.受益證券","5598030","357000","68"
"6.變更交易股票","8883693","3294083","701"
"7.認購(售)權證","2077585010","2086851000","63128"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","75860456573","1931489863","761931"
"總計(1~12)","87909107741","4537521519","896141"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1805(6),276(4)
"下跌(跌停)",3629(49),483(3)
"持平",458,109
"未成交",3655,2
"無比價",862,7
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年03月22日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","元大台灣50      ","8180504","1809","524896358","64.35","64.55","63.85","64.4","-","0.2","64.4","28","64.45","89","0.00"
="0051  ","元大中型100     ","10000","10","256880","25.75","25.75","25.65","25.65","-","0.13","25.57","1","25.65","4","0.00"
="0052  ","FB科技          ","0","0","0","--","--","--","--"," ","0","40.75","10","41.12","1","0.00"
="0053  ","元大電子        ","9000","8","247180","27.62","27.62","27.35","27.48","-","0.3","27.48","8","27.74","8","0.00"
="0054  ","元大台商50      ","4000","2","83660","20.87","21.05","20.87","21.05","-","0.17","21.08","8","21.23","1","0.00"
="0055  ","元大MSCI金融    ","244400","110","3106570","12.8","12.8","12.66","12.74","-","0.06","12.74","197","12.75","1","0.00"
="0056  ","元大高股息      ","1019762","593","23125899","22.79","22.8","22.54","22.69","-","0.1","22.65","9","22.69","7","0.00"
="0057  ","FB摩台          ","2000","2","79080","39.56","39.56","39.52","39.52","-","0.28","39.62","50","39.73","63","0.00"
="0058  ","FB發達          ","2000","2","73900","36.95","36.95","36.95","36.95","X","0","36.97","10","37.27","10","0.00"
="0059  ","FB金融          ","0","0","0","--","--","--","--"," ","0","29.81","1","30.11","2","0.00"
