"106年06月02日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="056209","樺漢元大68購01","50,000","1","9,000","0.18","0.18","0.18","0.18"," ","0.00","0.17","100","0.18","100","380.00",
="056210","上銀中信69購01","0","0","0","--","--","--","--"," ","0.00","2.87","30","2.97","10","203.50",
="056211","緯創中信69購01","20,000","2","17,000","0.85","0.85","0.85","0.85","+","0.02","0.85","30","0.86","10","28.80",
="056212","東聯台新67購01","0","0","0","--","--","--","--"," ","0.00","0.15","20","0.16","10","0.00",
="056213","宏碁永豐68購01","0","0","0","--","--","--","--"," ","0.00","0.98","30","1.01","30","16.40",
="056214","神基永豐68購02","20,000","1","3,800","0.19","0.19","0.19","0.19","X","0.00","0.20","30","0.21","30","40.45",
="056215","華新科永豐67購01","0","0","0","--","--","--","--"," ","0.00","2.90","30","2.96","30","53.40",
="056216","亞光凱基67購01","2,000","1","3,740","1.87","1.87","1.87","1.87","X","0.00","1.85","30","1.92","30","52.30",
="056217","東聯凱基67購03","9,000","1","990","0.11","0.11","0.11","0.11","X","0.00","0.10","90","0.11","30","23.35",
="056218","南亞科凱基67購01","66,000","7","143,610","1.92","2.22","1.92","2.21","X","0.00","2.18","30","2.24","30","53.60",
="056219","超眾凱基69購01","100,000","4","36,500","0.37","0.37","0.36","0.36","+","0.01","0.33","30","0.34","30","123.00",
="056220","GIS群益68購01","0","0","0","--","--","--","--"," ","0.00","9.00","25","9.20","10","224.00",
="056221","台光電群益69購01","10,000","1","11,000","1.10","1.10","1.10","1.10","X","0.00","1.09","25","1.13","10","124.00",
="056222","台積電群益67購04","20,000","1","29,200","1.46","1.46","1.46","1.46","+","0.06","1.46","25","1.49","10","209.00",
="056223","兆赫群益68購01","0","0","0","--","--","--","--"," ","0.00","0.35","25","0.36","10","30.05",
="056224","利勤群益6A購01","399,000","3","131,710","0.33","0.37","0.33","0.37","X","0.00","0.35","25","0.36","10","75.50",
="056225","宏碁群益69購01","1,577,000","25","1,850,210","1.17","1.23","1.14","1.19","+","0.02","1.18","25","1.19","10","16.40",
="056226","佳世達群益68購01","0","0","0","--","--","--","--"," ","0.00","2.50","25","2.60","10","22.70",
="056227","和大群益67購03","0","0","0","--","--","--","--"," ","0.00","1.18","25","1.25","10","146.50",
="056228","英業達群益68購01","0","0","0","--","--","--","--"," ","0.00","0.26","25","0.27","10","22.85",
="056229","國泰金群益67購01","20,000","2","5,500","0.27","0.28","0.27","0.28","+","0.04","0.26","25","0.27","10","47.55",
="056230","富邦金群益67購02","0","0","0","--","--","--","--"," ","0.00","0.07","25","0.08","10","46.15",
="056231","華新群益68購01","0","0","0","--","--","--","--"," ","0.00","0.82","25","0.85","10","12.90",
="056232","臻鼎群益67購01","54,000","6","55,960","1.01","1.05","1.01","1.04","X","0.00","1.01","25","1.02","10","74.50",
="056233","智伸科日盛67購01","0","0","0","--","--","--","--"," ","0.00","0.49","25","0.51","25","142.50",
="056234","華邦電日盛67購02","60,000","6","383,500","6.45","6.50","6.00","6.00","+","0.95","5.95","25","6.40","20","19.55",
="056235","大同統一69購02","20,000","2","2,300","0.11","0.12","0.11","0.12","X","0.00","0.11","10","0.12","10","10.40",
="056236","超眾統一69購01","0","0","0","--","--","--","--"," ","0.00","0.17","216","0.18","28","123.00",
="056237","T50反1國泰69購01","10,000","1","1,300","0.13","0.13","0.13","0.13","X","0.00","0.13","509","0.14","350","14.55",
="056238","卜蜂國泰69購01","0","0","0","--","--","--","--"," ","0.00","3.79","140","--","0","67.00",
="056239","利勤國泰67購01","100,000","1","30,000","0.30","0.30","0.30","0.30","X","0.00","0.29","200","0.31","141","75.50",
="056240","宏碁國泰67購01","40,000","4","75,200","1.87","1.90","1.87","1.90","X","0.00","1.89","100","1.95","10","16.40",
="056241","亞光國泰68購02","0","0","0","--","--","--","--"," ","0.00","2.57","210","2.65","10","52.30",
="056242","華邦電國泰67購01","0","0","0","--","--","--","--"," ","0.00","7.75","100","--","0","19.55",
="056243","華邦電國泰69購01","0","0","0","--","--","--","--"," ","0.00","7.25","100","--","0","19.55",
="056244","臻鼎國泰67購01","17,000","4","28,190","1.63","1.68","1.63","1.67","+","0.04","1.64","330","1.65","43","74.50",
="056245","燁輝國泰67購01","0","0","0","--","--","--","--"," ","0.00","0.71","499","0.73","12","12.60",
="056246","鎧勝國泰67購01","99,000","11","84,320","0.70","0.99","0.70","0.90","+","0.25","0.85","30","0.86","30","94.30",
="056247","深中小富邦68購02","74,000","6","35,040","0.49","0.49","0.45","0.46","-","0.06","0.46","11","0.48","15","13.13",
="056248","啟碁凱基67購01","10,000","3","5,080","0.51","0.51","0.50","0.50","-","0.02","0.49","30","0.50","30","90.00",
="056249","群創凱基67購03","700,000","5","559,000","0.80","0.83","0.78","0.78","-","0.01","0.78","30","0.80","30","13.75",
="056250","榮化凱基67購03","0","0","0","--","--","--","--"," ","0.00","0.40","30","0.41","30","41.75",
="056251","上銀台新67購02","0","0","0","--","--","--","--"," ","0.00","1.97","20","2.05","20","0.00",
="056252","元大金永昌67購01","0","0","0","--","--","--","--"," ","0.00","0.19","10","0.20","10","0.00",
="056253","滬深2X永昌67購02","507,000","8","435,220","0.88","0.89","0.79","0.79"," ","0.00","0.79","10","0.80","10","0.00",
="056254","聯發科永昌67購03","65,000","10","104,450","1.45","1.66","1.45","1.61","+","0.19","1.59","30","1.62","10","0.00",
="056255","聯電永昌67購03","111,000","1","48,840","0.44","0.44","0.44","0.44"," ","0.00","0.40","10","0.44","60","0.00",
="056256","鴻海永昌67購01","24,000","2","190,800","7.95","7.95","7.95","7.95","-","0.05","7.95","30","8.30","1","0.00",
="056257","智易康和67購01","0","0","0","--","--","--","--"," ","0.00","0.06","10","0.10","10","50.10",
="056258","T50反1元富69購01","0","0","0","--","--","--","--"," ","0.00","0.07","25","0.09","25","14.55",
="056259","友達元富67購03","1,000","1","110","0.11","0.11","0.11","0.11","X","0.00","0.11","25","0.12","25","11.85",
="056260","華新科群益68購01","2,000","1","5,120","2.56","2.56","2.56","2.56","X","0.00","2.97","25","3.04","10","53.40",
="056261","貿聯群益68購01","5,000","1","10,200","2.04","2.04","2.04","2.04","-","0.05","2.02","25","2.09","10","221.50",
="056262","群創群益68購03","0","0","0","--","--","--","--"," ","0.00","0.42","5","0.46","3","13.75",
="056263","宏達電兆豐68購01","50,000","1","15,000","0.30","0.30","0.30","0.30","X","0.00","0.28","10","0.29","10","71.50",
="056264","潤泰全兆豐67購01","20,000","2","400","0.02","0.02","0.02","0.02","X","0.00","0.01","139","0.02","10","44.55",
="056265","聯鈞兆豐68購03","284,000","10","133,680","0.46","0.48","0.46","0.48","+","0.04","0.46","10","0.47","10","135.50",
="056266","京元電國泰67購01","481,000","23","619,250","1.24","1.33","1.23","1.33","+","0.01","1.30","250","1.32","50","29.70",
="056267","神基國泰68購02","3,000","1","900","0.30","0.30","0.30","0.30","+","0.03","0.29","499","0.30","197","40.45",
="056268","儒鴻國泰67購01","126,000","10","99,450","0.81","0.81","0.76","0.76","+","0.26","0.76","497","0.77","100","326.00",
="056269","華邦電富邦68購01","0","0","0","--","--","--","--"," ","0.00","6.05","10","--","0","19.55",
="056270","T50反1合庫6A購01","0","0","0","--","--","--","--"," ","0.00","0.09","50","0.12","20","14.55",
="056271","可成合庫68購01","3,000","1","8,550","2.85","2.85","2.85","2.85","+","0.16","2.79","10","2.82","10","322.00",
="056272","台積電合庫69購01","0","0","0","--","--","--","--"," ","0.00","1.72","50","1.76","50","209.00",
="056273","台聚第一72購01","64,000","2","56,320","0.88","0.88","0.88","0.88","X","0.00","0.97","10","1.00","10","15.25",
="056274","華夏第一72購01","1,000","1","2,420","2.42","2.42","2.42","2.42","X","0.00","2.53","10","2.61","10","28.10",
="056275","台灣50群益68購03","618,000","10","3,066,760","5.00","5.00","4.85","4.97","+","0.36","4.94","25","4.97","10","77.20",
="056276","長虹群益68購01","88,000","1","58,080","0.66","0.66","0.66","0.66","X","0.00","0.66","25","0.67","10","70.00",
="056277","華新科群益69購01","0","0","0","--","--","--","--"," ","0.00","3.03","25","3.13","10","53.40",
="056278","微星群益69購01","1,000","1","410","0.41","0.41","0.41","0.41","X","0.00","0.40","25","0.41","10","70.00",
="056279","儒鴻群益68購01","0","0","0","--","--","--","--"," ","0.00","0.40","25","0.41","10","326.00",
="056280","聯發科群益68購01","3,000","3","5,520","1.83","1.86","1.83","1.86","X","0.00","1.72","25","1.79","10","234.00",
="056281","T50反1元大6A購01","1,340,000","20","520,790","0.42","0.42","0.38","0.39","-","0.03","0.38","100","0.39","90","14.55",
="056282","台耀元大68購01","400,000","1","36,000","0.09","0.09","0.09","0.09","X","0.00","0.09","100","0.10","100","79.80",
="056283","利勤元大69購01","800,000","4","200,000","0.25","0.25","0.25","0.25","+","0.04","0.26","100","0.27","100","75.50",
="056284","利勤元大6A購01","800,000","4","256,000","0.32","0.32","0.32","0.32","X","0.00","0.32","100","0.33","100","75.50",
="056285","東陽元大68購02","260,000","16","109,100","0.45","0.45","0.41","0.41","-","0.01","0.39","100","0.40","100","55.70",
="056286","盛餘元大68購01","30,000","1","15,000","0.50","0.50","0.50","0.50"," ","0.00","0.50","100","0.51","100","33.75",
="056287","堤維西元大68購01","0","0","0","--","--","--","--"," ","0.00","0.20","100","0.21","100","31.65",
="056288","微星元大69購01","0","0","0","--","--","--","--"," ","0.00","0.13","100","0.14","100","70.00",
="056289","碩天元大68購01","10,000","1","1,800","0.18","0.18","0.18","0.18","X","0.00","0.20","100","0.22","100","93.70",
="056290","聯發科元大69購01","66,000","10","167,200","2.22","2.64","2.22","2.52","+","0.41","2.48","100","2.57","100","234.00",
="056291","和大日盛69購01","735,000","18","1,486,630","2.02","2.06","1.99","1.99","-","0.06","1.96","25","1.99","25","146.50",
="056292","台灣大日盛68購01","81,000","2","92,730","1.16","1.16","1.13","1.13","-","0.01","1.10","25","1.13","25","113.00",
="056293","宏達電日盛68購02","0","0","0","--","--","--","--"," ","0.00","0.26","25","0.27","25","71.50",
="056294","潤泰全日盛68購02","0","0","0","--","--","--","--"," ","0.00","0.01","1,024","0.02","25","44.55",
="056295","台光電中信68購01","30,000","5","91,180","2.95","3.11","2.95","2.96","-","0.11","2.98","10","3.08","10","124.00",
="056296","台新金中信6C購01","30,000","3","50,990","1.70","1.71","1.69","1.71","-","0.01","1.69","30","1.71","10","13.50",
="056297","華邦電中信6C購01","108,000","10","669,200","6.30","6.30","6.00","6.20","+","0.40","6.15","30","6.25","10","19.55",
="056298","台積電統一6C購01","24,000","2","26,760","1.14","1.14","1.11","1.11","+","0.05","1.12","216","1.14","10","209.00",
="056299","華新科統一68購01","0","0","0","--","--","--","--"," ","0.00","2.06","10","2.15","10","53.40",
="056300","華新科統一69購01","0","0","0","--","--","--","--"," ","0.00","1.87","216","1.93","10","53.40",
="056301","樺漢統一69購01","0","0","0","--","--","--","--"," ","0.00","0.12","10","0.14","96","380.00",
="056302","樺漢統一6B購01","664,000","12","123,720","0.19","0.19","0.17","0.18","-","0.01","0.17","180","0.18","10","380.00",
="056303","卜蜂凱基68購01","0","0","0","--","--","--","--"," ","0.00","4.48","30","4.58","30","67.00",
="056304","大成凱基68購01","1,679,000","36","1,735,730","1.02","1.12","0.99","0.99","-","0.03","0.99","30","1.00","30","31.75",
="056305","中壽凱基68購02","6,000","1","3,240","0.54","0.54","0.54","0.54","X","0.00","0.52","30","0.54","30","29.70",
="056306","台橡凱基68購01","0","0","0","--","--","--","--"," ","0.00","0.16","30","0.17","30","33.85",
="056307","利勤凱基68購01","130,000","3","25,800","0.19","0.20","0.19","0.20","+","0.05","0.19","30","0.20","30","75.50",
="056308","矽創凱基68購01","0","0","0","--","--","--","--"," ","0.00","0.44","30","0.45","30","87.90",
="056309","致伸凱基68購01","0","0","0","--","--","--","--"," ","0.00","2.37","30","2.43","30","57.70",
="056310","崇越凱基68購01","100,000","1","69,000","0.69","0.69","0.69","0.69","+","0.01","0.68","30","0.69","30","95.40",
="056311","堤維西凱基68購01","0","0","0","--","--","--","--"," ","0.00","0.17","30","0.18","30","31.65",
="056312","華新科凱基68購01","0","0","0","--","--","--","--"," ","0.00","2.55","30","2.65","30","53.40",
="056313","瑞智凱基68購01","480,000","44","349,670","0.73","0.75","0.69","0.72"," ","0.00","0.74","30","0.75","30","34.40",
="056314","劍麟凱基68購01","0","0","0","--","--","--","--"," ","0.00","0.21","30","0.22","30","153.00",
="056315","康友國泰69購01","95,000","7","234,020","2.50","2.50","2.44","2.49","-","0.01","2.48","499","2.49","105","473.50",
="056316","超眾國泰69購01","0","0","0","--","--","--","--"," ","0.00","0.29","499","0.30","340","123.00",
="056317","中壽富邦68購01","0","0","0","--","--","--","--"," ","0.00","0.13","20","0.14","10","29.70",
="056318","麗豐富邦6B購01","10,000","1","3,700","0.37","0.37","0.37","0.37","+","0.02","0.37","10","0.38","10","138.00",
="056319","南亞科日盛68購01","684,000","22","903,850","1.16","1.53","1.15","1.49","+","0.35","1.47","25","1.49","25","53.60",
="056320","華邦電凱基68購01","1,000","1","5,300","5.30","5.30","5.30","5.30","+","0.32","5.25","30","5.40","30","19.55",
="056321","華邦電凱基68購02","0","0","0","--","--","--","--"," ","0.00","5.55","30","5.75","30","19.55",
="056322","華通凱基68購01","0","0","0","--","--","--","--"," ","0.00","3.50","30","3.60","30","24.80",
="056323","T50反1永昌72購01","2,074,000","10","1,624,590","0.78","0.80","0.78","0.79","-","0.05","0.78","99","0.79","99","0.00",
="056324","T50反1永昌72購02","0","0","0","--","--","--","--"," ","0.00","0.45","99","0.46","99","0.00",
="056325","台積電永昌6A購02","125,000","3","331,250","2.65","2.65","2.65","2.65","+","0.45","2.66","30","2.76","30","0.00",
="056326","台光電永豐69購01","57,000","3","33,780","0.59","0.62","0.59","0.61","+","0.01","0.59","30","0.61","84","124.00",
="056327","華邦電永豐69購01","15,000","2","39,600","2.63","2.68","2.63","2.68","+","0.49","2.59","30","2.67","30","19.55",
="056328","S&P反1統一6A購01","8,000","1","1,760","0.22","0.22","0.22","0.22","-","0.04","0.22","216","0.23","108","15.57",
="056329","華邦電群益68購01","1,000","1","3,270","3.27","3.27","3.27","3.27","X","0.00","3.27","25","3.37","10","19.55",
="056330","華邦電群益68購02","5,000","1","21,100","4.22","4.22","4.22","4.22","+","0.42","4.11","25","4.21","10","19.55",
="056331","華通群益6A購01","16,000","2","76,640","4.49","4.97","4.49","4.97","X","0.00","4.73","25","4.83","10","24.80",
="056332","樺漢群益68購01","101,000","2","19,180","0.19","0.19","0.18","0.18","-","0.01","0.18","35","0.19","10","380.00",
="056333","聯電群益68購01","31,000","1","27,900","0.90","0.90","0.90","0.90","+","0.02","0.84","25","0.87","10","12.40",
="056334","南亞科元大69購01","1,952,000","41","1,754,820","0.78","0.96","0.78","0.96","+","0.20","0.95","110","0.96","100","53.60",
="056335","華通元大69購01","100,000","10","471,300","4.48","4.93","4.48","4.93","X","0.00","4.79","100","4.89","10","24.80",
="056336","瑞儀元大68購01","22,000","4","28,520","1.26","1.32","1.26","1.32","X","0.00","1.26","100","1.29","100","65.80",
="056337","鴻海元大6A購01","38,000","8","85,700","2.23","2.30","2.23","2.30","+","0.11","2.30","94","2.39","100","105.50",
="056338","上銀富邦69購01","30,000","4","66,300","2.21","2.21","2.21","2.21","+","0.02","2.17","30","2.21","10","203.50",
="056339","華邦電富邦69購01","0","0","0","--","--","--","--"," ","0.00","5.75","10","--","0","19.55",
="056340","GIS國泰69購01","0","0","0","--","--","--","--"," ","0.00","16.60","100","--","0","224.00",
="056341","元大金國泰69購01","0","0","0","--","--","--","--"," ","0.00","0.80","499","0.84","100","13.20",
="056342","富邦金國泰68購01","0","0","0","--","--","--","--"," ","0.00","0.20","30","0.40","28","46.15",
="056343","華新科國泰69購01","0","0","0","--","--","--","--"," ","0.00","3.98","160","4.06","10","53.40",
="056344","元大金日盛6C購01","206,000","9","201,900","0.98","1.00","0.98","1.00","+","0.04","0.98","25","1.00","29","13.20",
="056345","台光電統一69購01","90,000","5","79,800","0.86","0.91","0.86","0.87","+","0.02","0.87","216","0.89","10","124.00",
="056346","元大金中信6C購01","15,000","1","14,250","0.95","0.95","0.95","0.95","X","0.00","0.94","30","0.96","10","13.20",
="056347","華新科中信68購01","22,000","3","51,020","2.26","2.38","2.26","2.38","+","0.45","2.74","30","2.84","10","53.40",
="056348","華邦電台新68購01","124,000","14","442,270","3.62","3.64","3.42","3.64","+","0.22","3.57","20","3.64","8","0.00",
="056349","GIS永豐69購01","0","0","0","--","--","--","--"," ","0.00","8.90","30","9.40","30","224.00",
="056350","中石化永豐69購01","0","0","0","--","--","--","--"," ","0.00","0.25","30","0.26","30","11.35",
="056351","美律永豐69購01","0","0","0","--","--","--","--"," ","0.00","2.03","30","2.11","30","177.00",
="056352","智邦永豐69購01","0","0","0","--","--","--","--"," ","0.00","1.40","30","1.44","30","68.30",
="056353","葡萄王永豐69購01","2,000","1","1,880","0.94","0.94","0.94","0.94","X","0.00","0.91","30","0.92","10","188.50",
="056354","鎧勝永豐68購01","441,000","6","113,510","0.21","0.26","0.21","0.24","+","0.06","0.23","50","0.24","30","94.30",
="056355","A50正2群益69購01","17,000","4","33,650","1.97","1.99","1.97","1.98","X","0.00","1.83","25","1.84","10","27.02",
="056356","T50反1群益68購01","0","0","0","--","--","--","--"," ","0.00","0.13","25","0.14","10","14.55",
="056357","T50反1群益68購02","0","0","0","--","--","--","--"," ","0.00","0.08","25","0.09","10","14.55",
="056358","T50反1群益69購01","0","0","0","--","--","--","--"," ","0.00","0.09","25","0.10","10","14.55",
="056359","T50反1群益6B購01","10,000","1","4,600","0.46","0.46","0.46","0.46","X","0.00","0.45","25","0.46","10","14.55",
="056360","T50反1群益6B購02","42,000","1","6,300","0.15","0.15","0.15","0.15","X","0.00","0.15","25","0.16","10","14.55",
="056361","超眾康和68購01","0","0","0","--","--","--","--"," ","0.00","0.09","10","0.10","10","123.00",
="056362","台光電元富68購01","40,000","1","25,200","0.63","0.63","0.63","0.63","+","0.03","0.61","25","0.64","25","124.00",
="056363","大同元大68購03","0","0","0","--","--","--","--"," ","0.00","0.08","100","0.09","100","10.40",
="056364","中華電元大68購01","41,000","3","25,390","0.65","0.65","0.59","0.59","-","0.06","0.59","100","0.64","100","108.00",
="056365","台光電元大68購03","162,000","4","135,840","0.82","0.84","0.82","0.84","+","0.04","0.80","100","0.82","100","124.00",
="056366","奇力新元大69購01","25,000","4","49,030","2.03","2.03","1.89","1.89","-","0.06","1.89","100","1.90","100","88.60",
="056367","神基元大68購02","0","0","0","--","--","--","--"," ","0.00","0.14","100","0.15","100","40.45",
="056368","華新科元大68購01","0","0","0","--","--","--","--"," ","0.00","2.57","100","2.62","100","53.40",
="056369","新興元大68購01","10,000","1","2,500","0.25","0.25","0.25","0.25","-","0.05","0.23","100","0.25","100","20.90",
="056370","榮化元大68購01","100,000","2","66,500","0.66","0.67","0.66","0.67","+","0.04","0.65","100","0.67","100","41.75",
="056371","A50正2富邦68購01","25,000","2","40,350","1.61","1.63","1.61","1.63","X","0.00","1.47","12","1.48","13","27.02",
="056372","中石化富邦6A購01","92,000","1","57,040","0.62","0.62","0.62","0.62","X","0.00","0.61","30","0.63","30","11.35",
="056373","A50正2第一72購01","53,000","14","86,620","1.70","1.70","1.60","1.60","-","0.01","1.59","10","1.60","8","27.02",
="056374","友達日盛69購01","0","0","0","--","--","--","--"," ","0.00","0.12","30","0.14","15","11.85",
="056375","宏達電日盛68購03","0","0","0","--","--","--","--"," ","0.00","0.44","25","0.45","25","71.50",
="056376","大同統一6B購01","100,000","1","5,000","0.05","0.05","0.05","0.05","-","0.01","0.05","20","0.06","241","10.40",
="056377","康友統一6A購01","20,000","2","23,500","1.18","1.18","1.17","1.17"," ","0.00","1.16","10","1.18","10","473.50",
="056378","A50正2群益69購02","47,000","7","63,710","1.41","1.41","1.34","1.34","-","0.03","1.34","25","1.35","10","27.02",
="056379","力成群益68購01","0","0","0","--","--","--","--"," ","0.00","0.44","25","0.45","10","91.70",
="056380","彩晶群益6A購01","383,000","17","136,810","0.33","0.39","0.33","0.38","+","0.02","0.36","25","0.37","10","7.96",
="056381","葡萄王群益69購01","6,000","3","6,450","1.07","1.08","1.07","1.08","-","0.01","1.06","25","1.08","10","188.50",
="056382","聯發科群益68購02","10,000","1","18,800","1.88","1.88","1.88","1.88","X","0.00","1.84","25","1.90","10","234.00",
="056383","聯發科群益68購03","398,000","20","657,820","1.42","1.84","1.42","1.65","+","0.34","1.65","25","1.68","10","234.00",
="056384","鴻海群益69購01","0","0","0","--","--","--","--"," ","0.00","5.15","25","5.40","10","105.50",
="056385","鑽全群益68購02","69,000","3","12,420","0.18","0.18","0.18","0.18","X","0.00","0.17","25","0.18","10","86.50",
="056386","鎧勝群益68購01","0","0","0","--","--","--","--"," ","0.00","0.13","25","0.14","10","94.30",
="056387","中石化兆豐68購01","191,000","3","61,850","0.31","0.34","0.31","0.31","X","0.00","0.30","10","0.31","7","11.35",
="056388","台光電兆豐69購01","14,000","2","12,600","0.90","0.90","0.90","0.90"," ","0.00","0.88","10","0.93","10","124.00",
="056389","台積電兆豐68購02","0","0","0","--","--","--","--"," ","0.00","2.66","10","2.70","10","209.00",
="056390","瑞儀兆豐69購01","332,000","20","531,500","1.59","1.63","1.57","1.60","+","0.07","1.59","10","1.60","9","65.80",
="056391","榮化兆豐68購01","0","0","0","--","--","--","--"," ","0.00","0.47","10","0.48","10","41.75",
="056392","A50正2元富68購01","0","0","0","--","--","--","--"," ","0.00","0.95","25","0.96","25","27.02",
="056393","宏達電元富68購01","0","0","0","--","--","--","--"," ","0.00","0.17","25","0.18","25","71.50",
="056394","瑞儀元富68購01","7,000","1","9,030","1.29","1.29","1.29","1.29","X","0.00","1.26","25","1.29","25","65.80",
="056395","儒鴻元富69購02","115,000","4","128,200","1.02","1.12","1.02","1.12","+","0.21","1.09","25","1.11","25","326.00",
="056396","鎧勝元富6A購01","17,000","2","6,900","0.40","0.45","0.40","0.45","X","0.00","0.43","25","0.44","25","94.30",
="056397","T50反1國票6A購01","0","0","0","--","--","--","--"," ","0.00","0.15","25","0.16","35","14.55",
="056398","中石化國票6A購01","241,000","6","67,800","0.29","0.30","0.27","0.28","+","0.01","0.27","25","0.28","15","11.35",
="056399","宏碁國票69購01","148,000","6","153,190","1.03","1.10","1.03","1.04","+","0.03","1.03","25","1.04","5","16.40",
="056400","智邦國票6A購01","0","0","0","--","--","--","--"," ","0.00","1.52","25","1.53","10","68.30",
="056401","廣達國票6A購01","46,000","4","47,850","1.10","1.10","0.99","1.05","-","0.09","1.01","25","1.02","10","68.00",
="056402","潤泰全國票69購01","10,000","1","200","0.02","0.02","0.02","0.02"," ","0.00","0.02","50","0.05","40","44.55",
="056403","GIS中信6A購01","0","0","0","--","--","--","--"," ","0.00","19.20","10","--","0","224.00",
="056404","大立光中信68購01","1,477,000","23","1,010,710","0.67","0.70","0.64","0.70","+","0.14","0.69","30","0.70","30","4,845.00",
="056405","大立光中信68購02","66,000","5","55,910","0.84","0.91","0.84","0.91","+","0.16","0.92","30","0.93","10","4,845.00",
="056406","大立光中信69購01","304,000","11","325,920","1.02","1.12","1.02","1.11","+","0.21","1.12","30","1.16","10","4,845.00",
="056407","華新中信6B購01","137,000","4","33,870","0.24","0.29","0.24","0.27","+","0.01","0.28","30","0.29","10","12.90",
="056408","TPK永豐69購01","0","0","0","--","--","--","--"," ","0.00","4.18","30","4.26","30","96.50",
="056409","大立光永豐69購03","51,000","3","45,080","0.88","0.89","0.88","0.88","+","0.10","0.89","30","0.90","30","4,845.00",
="056410","大立光永豐69購04","14,000","5","13,800","0.98","1.02","0.98","1.02","+","0.12","1.02","30","1.03","30","4,845.00",
="056411","大同永豐69購01","1,000","1","40","0.04","0.04","0.04","0.04","+","0.01","0.03","30","0.04","10","10.40",
="056412","中石化永豐69購02","0","0","0","--","--","--","--"," ","0.00","0.14","30","0.15","30","11.35",
="056413","友達永豐69購01","0","0","0","--","--","--","--"," ","0.00","0.12","30","0.13","34","11.85",
="056414","東聯永豐68購01","0","0","0","--","--","--","--"," ","0.00","0.03","30","0.04","10","23.35",
="056415","國喬永豐68購01","0","0","0","--","--","--","--"," ","0.00","0.19","30","0.20","30","20.85",
="056416","智邦永豐69購02","116,000","5","201,900","1.72","1.75","1.72","1.75","+","0.02","1.74","30","1.75","30","68.30",
="056417","群創永豐69購01","316,000","6","101,020","0.32","0.32","0.31","0.32"," ","0.00","0.31","50","0.32","424","13.75",
="056418","綠悅永豐68購01","10,000","1","800","0.08","0.08","0.08","0.08","X","0.00","0.07","30","0.08","30","135.00",
="056419","儒鴻永豐69購01","150,000","13","176,400","1.14","1.24","1.11","1.20","+","0.20","1.20","30","1.21","10","326.00",
="056420","聯成永豐68購01","0","0","0","--","--","--","--"," ","0.00","0.23","30","0.24","30","13.30",
="056421","大立光元大68購02","42,000","4","47,440","1.12","1.14","1.12","1.14","+","0.15","1.13","100","1.17","100","4,845.00",
="056422","大立光元大68購03","306,000","13","215,550","0.70","0.72","0.67","0.72","+","0.10","0.72","100","0.73","100","4,845.00",
="056423","大立光元大68購04","497,000","15","889,670","1.76","1.82","1.73","1.82","+","0.25","1.82","100","1.86","100","4,845.00",
="056424","大立光元大69購01","440,000","18","1,059,610","2.40","2.46","2.33","2.46","+","0.33","2.44","100","2.49","100","4,845.00",
="056425","大立光元大69購02","998,000","18","1,627,590","1.56","1.66","1.55","1.66","+","0.23","1.64","100","1.67","100","4,845.00",
="056426","大同元大68購04","0","0","0","--","--","--","--"," ","0.00","0.02","100","0.03","100","10.40",
="056427","和大元大69購01","75,000","4","110,750","1.51","1.51","1.47","1.47","-","0.05","1.45","100","1.49","100","146.50",
="056428","康舒元大68購01","5,000","1","2,650","0.53","0.53","0.53","0.53","X","0.00","0.51","100","0.52","100","22.95",
="056429","啟碁元大68購01","200,000","7","95,200","0.51","0.51","0.47","0.47","-","0.01","0.44","100","0.45","100","90.00",
="056430","儒鴻元大69購01","93,000","3","39,480","0.44","0.44","0.42","0.42","+","0.10","0.40","100","0.41","100","326.00",
="056431","日友玉山68購01","60,000","4","128,700","2.15","2.17","2.13","2.13","-","0.06","2.07","10","2.15","10","0.00",
="056432","佳世達玉山68購01","45,000","6","158,160","3.53","3.53","3.38","3.38","+","0.38","3.40","30","3.47","10","0.00",
="056433","T50反1國泰68購01","10,000","1","1,600","0.16","0.16","0.16","0.16","-","0.03","0.15","499","0.16","300","14.55",
="056434","群創國泰69購01","77,000","4","31,570","0.41","0.41","0.41","0.41","+","0.03","0.40","2","0.45","10","13.75",
="056435","A50反1富邦68購01","0","0","0","--","--","--","--"," ","0.00","0.33","10","0.34","10","15.76",
="056436","A50正2富邦68購02","85,000","10","142,320","1.72","1.72","1.59","1.60","+","0.02","1.59","10","1.60","2","27.02",
="056437","FH滬深富邦68購01","0","0","0","--","--","--","--"," ","0.00","0.56","13","0.57","14","20.28",
="056438","T50反1富邦68購02","242,000","6","104,160","0.43","0.44","0.43","0.43","-","0.06","0.43","10","0.44","10","14.55",
="056439","上証2X富邦68購02","160,000","5","167,950","1.06","1.09","0.98","1.00","+","0.01","0.98","15","0.99","13","36.90",
="056440","中石化富邦68購02","10,000","1","2,100","0.21","0.21","0.21","0.21","+","0.01","0.20","50","0.21","30","11.35",
="056441","可成富邦6A購01","3,000","2","17,100","5.65","5.80","5.65","5.80","+","0.55","5.45","20","5.55","10","322.00",
="056442","神基富邦68購01","0","0","0","--","--","--","--"," ","0.00","0.10","10","0.11","10","40.45",
="056443","國泰金富邦68購02","221,000","3","198,200","0.90","0.90","0.88","0.88","X","0.00","0.86","10","0.87","10","47.55",
