"106年06月27日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="00637L","元大滬深300正2","52,739,000","6,379","787,274,050","15.06","15.06","14.85","14.89","-","0.09","14.88","983","14.89","32","0.00",
="00638R","元大滬深300反1","33,000","15","544,610","16.55","16.55","16.50","16.50","-","0.05","16.50","18","16.54","2","0.00",
="00639","富邦深100","7,369,139","1,389","75,633,593","10.29","10.30","10.22","10.22","-","0.06","10.22","169","10.23","20","0.00",
="00640L","富邦日本正2","880,000","77","17,906,110","20.28","20.36","20.28","20.34","+","0.16","20.34","217","20.35","3","0.00",
="00641R","富邦日本反1","757,000","37","12,444,470","16.47","16.47","16.42","16.45","-","0.04","16.44","4","16.45","132","0.00",
="00642U","元大S&P石油","5,530,060","984","84,879,479","15.34","15.38","15.30","15.36","-","0.02","15.36","184","15.37","557","0.00",
="00643","群益深証中小","2,028,804","383","28,524,648","14.00","14.09","14.00","14.03","+","0.02","14.02","57","14.03","31","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.16","50","3.26","15","0.00",
="00645","富邦日本","40,351","12","834,669","20.66","20.70","20.66","20.70","+","0.09","20.68","83","20.70","9","0.00",
="00646","元大S&P500","18,000","15","397,550","22.10","22.10","22.05","22.10"," ","0.00","22.06","2","22.10","12","0.00",
="00647L","元大S&P500正2","10,000","1","264,600","26.46","26.46","26.46","26.46"," ","0.00","26.47","1","26.50","20","0.00",
="00648R","元大S&P500反1","383,250","65","5,961,846","15.56","15.57","15.53","15.57","+","0.02","15.55","102","15.57","10","0.00",
="00649","FH香港","129,000","13","2,393,110","18.60","18.60","18.47","18.47","-","0.02","18.45","52","18.47","9","0.00",
="00650L","FH香港正2","842,000","40","22,251,200","26.39","26.47","26.31","26.31","+","0.04","26.29","16","26.31","54","0.00",
="00651R","FH香港反1","122,000","13","1,233,280","10.15","10.15","10.09","10.15","-","0.01","10.12","53","10.15","6","0.00",
="00652","富邦印度","367,582","76","8,041,993","21.86","21.95","21.69","21.70","-","0.22","21.69","50","21.74","23","0.00",
="00653L","富邦印度正2","925,000","214","23,947,290","26.04","26.16","25.64","25.66","-","0.33","25.65","10","25.66","64","0.00",
="00654R","富邦印度反1","124,000","33","2,027,910","16.25","16.42","16.24","16.39","+","0.09","16.39","69","16.41","80","0.00",
="00655L","國泰中國A50正2","4,206,100","933","121,222,240","29.00","29.04","28.68","28.76","-","0.20","28.75","27","28.76","351","0.00",
="00656R","國泰中國A50反1","17,000","5","258,880","15.18","15.24","15.18","15.24","+","0.06","15.22","103","15.26","104","0.00",
="00657","國泰日經225","1,000","1","24,440","24.44","24.44","24.44","24.44","+","0.06","24.46","52","24.51","25","0.00",
="00658L","國泰日本正2","3,000","2","89,360","29.76","29.80","29.76","29.80","+","0.19","29.79","51","29.85","10","0.00",
="00659R","國泰日本反1","13,000","10","193,240","14.90","14.90","14.85","14.85","-","0.06","14.85","61","14.88","52","0.00",
="00660","元大歐洲50","1,000","1","24,940","24.94","24.94","24.94","24.94","+","0.04","24.93","55","25.00","1","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","25.16","10","25.26","1","0.00",
="00662","富邦NASDAQ","139,000","14","3,379,300","24.31","24.32","24.25","24.25","-","0.20","24.24","70","24.28","52","0.00",
="00663L","國泰臺灣加權正2","1,341,000","111","40,429,520","30.25","30.27","30.01","30.07","-","0.09","30.09","250","30.11","200","0.00",
="00664R","國泰臺灣加權反1","2,098,000","207","33,093,610","15.75","15.81","15.72","15.77","+","0.02","15.77","205","15.78","100","0.00",
="00665L","富邦H股正2","1,546,000","185","40,193,700","25.95","26.11","25.67","25.67","-","0.02","25.66","50","25.67","8","0.00",
="00666R","富邦H股反1","371,000","20","5,904,620","15.84","16.02","15.84","16.02","-","0.01","15.99","60","16.01","1","0.00",
="00667","元大韓國","81,000","23","1,794,070","22.05","22.40","21.99","22.39","+","0.16","22.15","1","22.30","1","0.00",
="00668","國泰美國道瓊","1,000","1","22,630","22.63","22.63","22.63","22.63"," ","0.00","22.60","1","22.63","6","0.00",
="00669R","國泰美國道瓊反1","36,000","14","591,080","16.42","16.43","16.41","16.43","+","0.01","16.42","197","16.43","24","0.00",
="00670L","富邦NASDAQ正2","367,000","122","8,573,630","23.35","23.38","23.30","23.30","-","0.34","23.29","100","23.31","100","0.00",
="00671R","富邦NASDAQ反1","1,007,000","36","18,245,020","18.10","18.12","18.10","18.11","+","0.11","18.11","75","18.13","1","0.00",
="00672L","元大S&P原油正2","20,504,202","2,222","235,809,548","11.47","11.56","11.43","11.53","+","0.01","11.53","35","11.54","1,471","0.00",
="00673R","元大S&P原油反1","364,000","45","8,585,810","23.55","23.63","23.53","23.57","+","0.03","23.56","100","23.59","100","0.00",
="00674R","元大S&P黃金反1","69,000","19","1,385,500","20.08","20.09","20.05","20.06","+","0.18","20.05","1","20.06","3","0.00",
="00675L","富邦臺灣加權正2","1,990,369","200","25,951,157","13.09","13.11","12.98","13.03","-","0.01","13.01","401","13.03","348","0.00",
="00676R","富邦臺灣加權反1","9,087,000","3,916","77,957,410","8.55","8.60","8.54","8.57"," ","0.00","8.57","709","8.59","716","0.00",
="00677U","富邦VIX","8,339,100","874","79,989,670","9.60","9.60","9.58","9.60","-","0.15","9.59","218","9.60","125","0.00",
="00678","群益NBI生技","1,130,142","221","24,297,360","21.00","21.68","21.00","21.50","+","0.15","21.50","81","21.51","39","0.00",
="00680L","元大美債20正2","39,000","5","850,450","21.74","21.81","21.74","21.81","+","0.20","21.81","13","21.82","50","0.00",
="00681R","元大美債20反1","5,000","3","92,660","18.55","18.55","18.52","18.52","-","0.09","18.50","5","18.52","2","0.00",
="00682U","元大美元指數","59,000","7","1,122,200","19.03","19.04","19.01","19.02","+","0.02","19.02","3","19.08","100","0.00",
="00683L","元大美元指數正2","1,000","1","18,350","18.35","18.35","18.35","18.35","+","0.04","18.33","120","18.39","2","0.00",
="00684R","元大美元指數反1","50,000","5","1,026,900","20.54","20.55","20.53","20.53","-","0.05","20.54","20","20.62","100","0.00",
="00685L","群益臺灣加權正2","1,199,000","38","13,750,540","11.50","11.52","11.41","11.46","-","0.01","11.44","100","11.45","200","0.00",
="00686R","群益臺灣加權反1","2,901,000","52","26,994,600","9.29","9.32","9.27","9.30","+","0.01","9.30","77","9.31","199","0.00",
="00688L","國泰20年美債正2","306,000","11","6,741,860","21.92","22.05","21.92","22.04","+","0.19","22.03","300","22.07","50","0.00",
="00689R","國泰20年美債反1","206,000","5","3,870,560","18.79","18.79","18.76","18.76","-","0.08","18.75","155","18.80","70","0.00",
="00690","兆豐藍籌30","1,202,090","94","25,273,775","20.98","21.05","20.98","21.01","+","0.03","21.00","17","21.01","1","0.00",
="00691R","兆豐藍籌30反1","302,000","4","5,641,360","18.68","18.68","18.68","18.68","-","0.01","18.65","1","18.70","50","0.00",
="00692","富邦公司治理","2,677,908","445","56,488,250","21.09","21.15","21.06","21.06","-","0.02","21.06","83","21.08","4","0.00",
="00693U","華頓S&P黃豆","273,000","66","5,161,370","18.90","18.93","18.89","18.90","+","0.01","18.90","4","18.92","250","0.00",
="00698L","元大美債7-10正2","853,000","64","16,923,470","19.83","19.85","19.83","19.84","-","0.02","19.84","35","19.85","5","0.00",
="00699R","元大美債7-10反1","812,000","33","16,093,740","19.81","19.82","19.81","19.82","-","0.02","19.81","50","19.83","2","0.00",
="008201","BP上證50","5,000","18","433,650","86.25","88.00","86.25","86.50"," ","0.00","86.65","10","87.75","1","0.00",
="01001T","土銀富邦R1","60,000","19","830,350","13.88","13.88","13.83","13.83","-","0.04","13.83","12","13.87","35","0.00",
="01002T","土銀國泰R1","473,000","85","6,721,920","14.20","14.30","14.20","14.30","+","0.09","14.26","1","14.30","12","0.00",
="01003T","兆豐新光R1","74,000","13","1,042,650","14.09","14.09","14.08","14.08","-","0.01","14.08","37","14.10","1","0.00",
="01004T","土銀富邦R2","5,000","1","64,400","12.88","12.88","12.88","12.88"," ","0.00","12.82","5","12.88","30","0.00",
="01007T","兆豐國泰R2","39,000","6","553,680","14.20","14.20","14.16","14.20","X","0.00","14.17","1","14.20","8","0.00",
="03001P","臺股指永豐6A售02","1,000","1","210","0.21","0.21","0.21","0.21","-","0.02","0.21","30","0.22","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","70.50","10","71.50","10","109.00",
="03002P","廣宇永豐6A售02","10,000","1","7,400","0.74","0.74","0.74","0.74","X","0.00","0.71","30","0.72","30","0.00",
="03003P","聯鈞永豐6A售02","743,000","6","403,720","0.54","0.55","0.54","0.55","+","0.02","0.53","30","0.54","30","0.00",
="03003X","元展03","1,000","1","91,000","91.00","91.00","91.00","91.00","-","1.00","90.50","1","91.00","10","211.50",
="03004P","大同元大71售02","76,000","2","37,250","0.50","0.50","0.49","0.49","-","0.01","0.48","115","0.49","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.60","10","13.80","10","24.75",
="03005P","義隆元大6A售01","28,000","3","14,160","0.52","0.52","0.50","0.50","-","0.11","0.49","100","0.50","100","0.00",
="03005X","元展05","311,000","11","4,852,300","15.60","15.70","15.60","15.70","+","0.10","15.70","10","15.80","10","25.20",
="03006P","聯發科元大6A售04","1,185,000","29","48,150","0.05","0.05","0.04","0.05","-","0.03","0.03","775","0.05","559","0.00",
="03006X","元展06","1,000","1","28,300","28.30","28.30","28.30","28.30","+","0.50","28.00","10","28.30","10","48.40",
="03007P","鴻海元大6A售10","1,845,000","31","49,850","0.02","0.04","0.02","0.04","+","0.02","0.02","2,297","0.04","391","0.00",
="03007X","元展07","16,000","3","233,600","14.60","14.60","14.60","14.60","+","0.30","14.40","10","14.60","10","19.80",
="03008P","為升元富6A售02","0","0","0","--","--","--","--"," ","0.00","0.46","25","0.47","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.32","30","0.33","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","23.60","10","23.80","10","30.10",
="03010P","大立光日盛6A售04","42,000","2","39,260","0.93","0.94","0.93","0.94","-","0.04","0.93","30","0.94","25","0.00",
="03010X","元展10","28,000","8","1,821,500","64.50","65.50","64.50","64.50","+","0.50","65.00","10","65.50","11","121.50",
="03011P","大立光統一6A售04","82,000","5","53,450","0.65","0.66","0.65","0.66","-","0.01","0.65","200","0.66","200","0.00",
="03012P","大立光統一6B售05","0","0","0","--","--","--","--"," ","0.00","0.79","216","0.80","108","0.00",
="03012X","元展12","2,167,000","4","30,662,700","14.00","14.10","14.00","14.00"," ","0.00","14.00","10","14.10","10","50.40",
="03013P","可成統一6A售07","146,000","4","18,620","0.12","0.13","0.12","0.13","-","0.01","0.13","208","0.14","208","0.00",
="03013X","元展13","9,000","1","67,500","7.50","7.50","7.50","7.50","X","0.00","7.40","10","7.55","10","13.90",
="03014P","華邦電統一6A售04","10,000","1","5,000","0.50","0.50","0.50","0.50","-","0.08","0.51","20","0.52","12","0.00",
="03014X","元展14","458,000","42","7,052,700","15.20","15.40","15.20","15.40","+","0.30","15.30","10","15.70","10","20.40",
="03015P","大立光群益6A售09","0","0","0","--","--","--","--"," ","0.00","0.48","25","0.49","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.10","10","13.50","10","18.70",
="03016P","中鋼群益6B售02","406,000","5","282,800","0.69","0.70","0.68","0.68","-","0.01","0.69","25","0.71","10","0.00",
="03016X","元展16","18,000","4","35,390","1.94","1.97","1.94","1.97","+","0.07","1.97","50","1.99","50","8.64",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","0.88","25","0.89","10","0.00",
="03017X","元展17","162,000","4","260,720","1.60","1.61","1.60","1.61","+","0.03","1.59","90","1.61","55","9.10",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","0.81","25","0.82","10","0.00",
="03018X","元展18","2,000","2","6,300","3.13","3.17","3.13","3.17","+","0.07","3.15","50","3.18","1","17.55",
="03019P","華新科群益6A售04","44,000","1","56,320","1.28","1.28","1.28","1.28","-","0.08","1.35","25","1.36","10","0.00",
="03019X","元展19","10,000","2","28,300","2.83","2.83","2.83","2.83","+","0.02","2.83","50","2.86","50","15.95",
="03020P","鑽全群益6A售01","209,000","2","162,820","0.78","0.78","0.76","0.76","X","0.00","0.76","25","0.77","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.89","5","2.92","50","17.35",
="03021P","大立光元大6A售11","120,000","3","49,500","0.42","0.43","0.41","0.43","-","0.02","0.43","100","0.45","100","0.00",
="03021X","元展21","0","0","0","--","--","--","--"," ","0.00","8.80","10","8.90","2","26.30",
="03022P","大立光元大6A售14","693,000","13","905,660","1.28","1.33","1.28","1.33","-","0.01","1.32","100","1.36","100","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","33.60","10","33.90","10","121.50",
="03023P","大立光元大6B售03","681,000","15","305,450","0.44","0.45","0.44","0.45","-","0.01","0.44","160","0.46","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","15.50","11","15.80","11","28.57",
="03024P","中租元大6A售03","1,000","1","230","0.23","0.23","0.23","0.23","X","0.00","0.22","100","0.23","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","50.50","10","51.50","10","211.50",
="03025P","台積電元大6A售06","84,000","7","11,980","0.13","0.15","0.13","0.14","+","0.01","0.15","100","0.16","110","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","24.50","500","24.70","300","81.30",
="03026P","富邦金元大6B售03","0","0","0","--","--","--","--"," ","0.00","0.69","100","0.70","100","0.00",
="03026X","元展23","6,000","3","25,270","4.21","4.22","4.21","4.22","+","0.02","4.21","100","4.26","10","16.40",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.40","10","0.41","10","0.00",
="03027X","元展24","17,000","5","139,300","8.15","8.20","8.15","8.20"," ","0.00","8.15","101","8.30","100","28.57",
="03028P","國巨永豐6A售03","111,000","4","77,510","0.71","0.71","0.69","0.69","-","0.07","0.69","30","0.70","30","0.00",
="03028X","元展25","2,000","2","48,500","24.20","24.30","24.20","24.30","+","0.30","23.90","10","24.20","1","74.80",
="03029P","華新科永豐6A售03","121,000","3","133,910","1.11","1.11","1.07","1.07","-","0.10","1.11","30","1.12","30","0.00",
="03029X","元展26","2,224,000","12","32,633,060","14.00","14.60","14.00","14.60","+","0.70","14.50","10","14.60","50","41.90",
="03030P","臺股指玉山6A售01","25,000","2","7,550","0.31","0.31","0.30","0.30","-","0.02","0.29","10","0.30","10","0.00",
="03031P","臺股指玉山6A售02","450,000","2","126,500","0.27","0.29","0.27","0.29","-","0.02","0.29","10","0.30","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.75","10","6.85","10","48.95",
="03032P","大立光國泰6A售10","103,000","4","119,900","1.14","1.17","1.14","1.17","-","0.01","1.16","440","1.17","171","0.00",
="03032X","元展29","8,000","4","77,650","9.70","9.85","9.40","9.60","+","0.15","9.50","100","9.60","100","15.95",
="03033P","大立光國泰6A售11","3,000","1","2,910","0.97","0.97","0.97","0.97","X","0.00","1.00","499","1.01","197","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.40","10","13.60","10","372.00",
="03034P","大立光國泰6A售12","0","0","0","--","--","--","--"," ","0.00","0.90","499","0.91","153","0.00",
="03035P","大立光國泰6A售13","0","0","0","--","--","--","--"," ","0.00","0.75","499","0.76","81","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.35","10","5.45","10","24.45",
="03036P","大立光元富6A售06","10,000","2","8,250","0.82","0.83","0.82","0.83"," ","0.00","0.82","40","0.83","25","0.00",
="03037P","大立光元富6A售07","177,000","7","171,920","0.94","0.99","0.94","0.99"," ","0.00","0.97","25","0.98","25","0.00",
="03038P","大立光元富6A售08","0","0","0","--","--","--","--"," ","0.00","0.81","25","0.82","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","14.70","10","14.90","10","97.90",
="03039P","大立光統一6B售08","111,000","1","112,110","1.01","1.01","1.01","1.01","-","0.04","1.02","20","1.03","10","0.00",
="03039X","元展36","0","0","0","--","--","--","--"," ","0.00","6.10","10","6.20","10","287.00",
="03040P","華新科凱基6A售02","48,000","1","69,120","1.44","1.44","1.44","1.44","-","0.04","1.44","30","1.45","30","0.00",
="03040X","元展37","7,000","3","41,000","5.90","5.90","5.70","5.70","-","0.05","5.60","11","5.70","10","13.15",
="03041P","台積電元大6A售07","41,000","4","8,290","0.20","0.21","0.20","0.21","+","0.03","0.21","100","0.22","100","0.00",
