date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,,,,,0.0,0,0,0,0
2017-05-26,0.8,0.83,0.83,0.8,0.01,1,20000,4,16450
2017-05-31,0.84,0.85,0.85,0.81,0.02,1,77000,11,64820
2017-06-01,,,,,0.0,0,0,0,0
2017-06-02,0.78,0.79,0.79,0.78,0.0,0,154000,8,120510
2017-06-03,0.76,0.75,0.76,0.75,-0.04,-1,40000,4,30300
2017-06-05,0.75,0.7,0.76,0.7,-0.05,-1,336000,19,241040
2017-06-06,0.7,0.7,0.7,0.7,0.0,0,4000,1,2800
2017-06-07,0.68,0.7,0.72,0.67,0.0,0,100000,5,69450
2017-06-08,0.69,0.68,0.69,0.68,-0.02,-1,64000,3,43650
2017-06-09,0.65,0.68,0.68,0.63,0.0,0,53000,6,35050
2017-06-12,0.78,0.77,0.78,0.74,0.09,1,210000,15,157880
2017-06-13,0.75,0.75,0.77,0.75,-0.02,-1,80000,6,60300
2017-06-14,0.74,0.83,0.85,0.74,0.08,1,897000,9,746020
2017-06-15,0.85,0.82,0.85,0.82,-0.01,-1,106000,5,87990
2017-06-16,0.78,0.72,0.78,0.72,-0.1,-1,985000,20,744370
2017-06-19,0.69,0.62,0.69,0.62,-0.1,-1,195000,18,126240
2017-06-20,0.58,0.53,0.58,0.51,-0.09,-1,1049000,25,585580
2017-06-21,0.56,0.49,0.57,0.49,-0.04,-1,1022000,14,537530
