date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,24.2,24.2,24.2,24.2,0.7,1,2000,1,48400
2017-05-23,,,,,0.0,0,0,0,0
2017-05-24,,,,,0.0,0,0,0,0
2017-05-25,,,,,0.0,0,0,0,0
2017-05-26,,,,,0.0,0,0,0,0
2017-05-31,,,,,0.0,0,0,0,0
2017-06-01,,,,,0.0,0,0,0,0
2017-06-02,,,,,0.0,0,0,0,0
2017-06-03,26.2,26.2,26.2,26.2,0.0,0,1000,1,26200
2017-06-05,,,,,0.0,0,0,0,0
2017-06-06,,,,,0.0,0,0,0,0
2017-06-07,26.2,25.3,26.2,25.3,0.0,0,2000,2,51500
2017-06-08,,,,,0.0,0,0,0,0
2017-06-09,25.9,25.7,25.9,25.7,0.0,0,21000,3,542700
2017-06-12,24.9,24.9,24.9,24.9,-0.8,-1,10000,1,249000
2017-06-13,24.2,24.0,24.2,24.0,-0.9,-1,2000,2,48200
2017-06-14,24.3,24.3,24.3,24.3,0.3,1,1000,1,24300
2017-06-15,23.6,23.6,23.6,23.6,-0.7,-1,1000,1,23600
2017-06-16,,,,,0.0,0,0,0,0
2017-06-19,23.8,23.9,23.9,23.8,0.0,0,4000,2,95300
2017-06-20,24.6,24.0,24.6,24.0,0.1,1,104000,8,2551500
2017-06-21,,,,,0.0,0,0,0,0
2017-06-22,,,,,0.0,0,0,0,0
2017-06-23,,,,,0.0,0,0,0,0
2017-06-26,,,,,0.0,0,0,0,0
2017-06-27,23.6,23.5,23.6,23.5,0.0,0,21000,2,493600
2017-06-28,23.9,23.9,23.9,23.9,0.4,1,20000,1,478000
2017-06-29,24.1,24.1,24.1,24.1,0.2,1,2000,1,48200
2017-06-30,23.2,23.2,23.2,23.2,-0.9,-1,1000,1,23200
2017-07-03,22.7,22.7,22.7,22.7,-0.5,-1,4000,2,90800
2017-07-04,,,,,0.0,0,0,0,0
2017-07-05,22.0,22.0,22.0,22.0,0.0,0,1000,1,22000
2017-07-06,22.4,22.4,22.4,22.4,0.4,1,1000,1,22400
2017-07-07,,,,,0.0,0,0,0,0
2017-07-10,,,,,0.0,0,0,0,0
2017-07-11,21.3,21.8,21.8,21.3,0.0,0,3000,3,64500
