date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-06-23,,,,,0.0,0,0,0,0
2017-06-26,0.91,0.94,0.97,0.89,0.0,0,263000,8,244950
2017-06-27,0.96,1.02,1.07,0.95,0.08,1,616000,26,609740
2017-06-28,0.94,0.88,0.95,0.87,-0.14,-1,274000,20,249220
2017-06-29,0.89,0.87,0.9,0.85,-0.01,-1,362000,19,323190
2017-06-30,0.78,0.75,0.79,0.75,-0.12,-1,842000,25,652840
2017-07-03,0.77,0.73,0.77,0.73,-0.02,-1,833000,12,632400
2017-07-04,0.72,0.6,0.72,0.6,-0.13,-1,319000,19,213080
2017-07-05,0.62,0.68,0.68,0.62,0.08,1,140000,11,91070
2017-07-06,0.66,0.66,0.66,0.64,-0.02,-1,150000,4,97320
2017-07-07,0.62,0.63,0.63,0.62,-0.03,-1,211000,6,132410
2017-07-10,0.65,0.67,0.67,0.65,0.04,1,93000,4,62250
2017-07-11,0.75,0.78,0.8,0.72,0.11,1,700000,25,539520
