date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2004-02-11,34.0,34.2,34.9,34.0,-0.3,-1,51615,26,1778406
2004-02-12,34.6,33.9,34.6,33.9,-0.3,-1,31126,12,1062685
2004-02-13,34.0,34.4,34.4,33.9,0.5,1,190000,23,6466000
2004-02-16,34.0,34.2,34.5,34.0,-0.2,-1,231000,38,7941100
2004-02-17,34.4,34.4,34.8,34.4,0.2,1,218000,39,7538000
2004-02-18,34.9,34.6,35.4,34.6,0.2,1,141000,31,4975700
2004-02-19,34.8,35.4,35.4,34.8,0.8,1,82000,29,2874600
2004-02-20,35.4,35.1,36.4,35.1,-0.3,-1,77000,24,2746400
2004-02-23,34.9,35.3,35.3,34.6,0.2,1,76000,22,2670400
2004-02-24,35.2,35.0,35.3,34.8,-0.3,-1,366000,41,12884000
2004-02-25,35.0,35.2,35.2,35.0,0.2,1,355000,42,12465700
2004-02-26,35.3,35.5,36.1,35.3,0.3,1,124000,29,4414300
2004-02-27,35.7,37.8,37.9,35.7,2.3,1,288216,76,10613828
2004-03-01,37.3,38.8,38.9,37.3,1.0,1,200500,56,7696405
2004-03-02,38.3,38.1,38.5,37.1,-0.7,-1,75851,36,2887546
2004-03-03,38.5,38.1,39.1,38.1,0.0,0,110200,44,4254180
2004-03-04,38.8,38.1,38.8,38.1,0.0,0,77000,24,2948900
2004-03-05,38.5,38.1,38.5,37.6,0.0,0,114000,40,4340400
2004-03-08,38.0,37.6,38.2,37.6,-0.5,-1,34000,20,1286800
2004-03-09,37.8,38.1,38.1,37.8,0.5,1,79000,31,2995500
2004-03-10,38.4,38.2,38.9,38.1,0.1,1,101000,36,3881900
2004-03-11,37.8,37.8,38.0,37.4,-0.4,-1,80157,33,3023566
2004-03-12,37.2,37.6,37.7,37.0,-0.2,-1,281000,79,10506700
2004-03-15,37.6,37.9,38.9,37.6,0.3,1,186000,73,7152300
2004-03-16,37.8,37.9,38.0,37.8,0.0,0,24000,13,910300
2004-03-17,38.2,38.2,38.7,38.2,0.3,1,130000,40,5005900
2004-03-18,38.5,39.7,39.7,38.5,1.5,1,263000,74,10328500
2004-03-19,39.2,40.8,41.5,39.2,1.1,1,284096,72,11606992
2004-03-22,38.0,38.0,38.0,38.0,-2.8,-1,15681,9,597640
2004-03-23,35.4,35.7,38.0,35.4,-2.3,-1,434000,108,15698800
2004-03-24,35.7,35.6,35.8,33.4,-0.1,-1,292385,95,10281473
2004-03-25,35.6,35.8,36.0,34.6,0.2,1,440150,89,15584313
2004-03-26,35.7,35.5,35.7,35.1,-0.3,-1,106541,35,3758570
2004-03-29,36.4,37.5,37.5,36.0,2.0,1,83000,39,3068000
2004-03-30,37.2,37.0,37.2,36.5,-0.5,-1,158074,60,5821960
2004-03-31,36.5,36.9,37.0,36.3,-0.1,-1,321074,118,11724723
2004-04-01,36.4,36.2,36.4,35.4,-0.7,-1,405000,103,14450500
