date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2004-02-11,31.6,31.8,31.9,31.6,0.0,0,26000,5,824300
2004-02-12,31.7,31.8,31.9,31.7,0.0,0,32000,10,1018000
2004-02-13,31.7,32.0,32.0,31.7,0.2,1,36000,12,1147400
2004-02-16,31.8,32.2,32.2,31.8,0.2,1,37000,11,1182500
2004-02-17,32.2,32.0,32.2,31.9,-0.2,-1,37000,14,1188700
2004-02-18,32.0,32.2,32.3,32.0,0.2,1,37000,16,1189800
2004-02-19,32.2,33.5,33.5,32.2,1.3,1,224000,64,7334500
2004-02-20,33.6,33.5,33.8,33.2,0.0,0,78000,31,2611700
2004-02-23,33.4,34.1,34.4,33.4,0.6,1,205000,51,6934600
2004-02-24,34.1,33.6,34.1,33.4,-0.5,-1,77000,21,2592100
2004-02-25,33.5,33.8,33.8,33.3,0.2,1,75000,18,2514700
2004-02-26,33.8,33.7,34.0,33.6,-0.1,-1,138000,24,4654200
2004-02-27,34.2,34.4,34.5,34.2,0.7,1,131000,42,4501200
2004-03-01,34.4,35.1,35.2,34.3,0.7,1,158000,61,5512200
2004-03-02,35.0,35.0,35.1,34.0,-0.1,-1,168000,47,5852000
2004-03-03,35.0,34.7,35.0,34.5,-0.3,-1,63000,27,2191400
2004-03-04,34.5,34.6,35.0,34.5,-0.1,-1,66000,21,2288400
2004-03-05,34.6,34.6,35.0,34.5,0.0,0,185000,41,6413100
2004-03-08,34.7,34.7,34.7,34.5,0.1,1,62000,20,2140400
2004-03-09,34.5,34.9,34.9,34.5,0.2,1,52000,19,1798200
2004-03-10,34.7,34.7,34.9,34.7,-0.2,-1,98000,23,3412500
2004-03-11,34.7,34.5,34.7,34.5,-0.2,-1,90000,17,3111000
2004-03-12,34.4,34.8,34.8,34.4,0.3,1,88000,17,3032100
2004-03-15,34.8,34.5,34.8,34.5,-0.3,-1,78000,27,2691600
2004-03-16,34.5,34.4,34.6,34.3,-0.1,-1,145000,33,4991100
2004-03-17,34.3,34.4,34.5,34.3,0.0,0,422000,27,14507300
2004-03-18,34.4,34.6,34.7,34.4,0.2,1,50000,12,1723600
2004-03-19,34.6,34.4,34.6,34.4,-0.2,-1,41000,13,1411600
2004-03-22,32.0,33.7,34.0,32.0,-0.7,-1,600000,78,19733500
2004-03-23,32.9,33.7,33.7,32.9,0.0,0,239000,41,7996700
2004-03-24,33.7,33.7,33.7,33.5,0.0,0,32000,17,1075800
2004-03-25,33.5,33.7,33.8,33.5,0.0,0,36000,14,1209700
2004-03-26,33.6,33.7,34.0,33.6,0.0,0,15000,5,504600
2004-03-29,33.9,34.7,34.9,33.9,1.0,1,38000,21,1308800
2004-03-30,34.7,34.7,34.7,34.6,0.0,0,29000,16,1005500
2004-03-31,34.7,34.8,34.8,34.5,0.1,1,27000,10,934600
2004-04-01,34.8,34.8,34.8,34.4,0.0,0,42000,13,1449600
2004-04-02,34.5,34.8,34.8,34.5,0.0,0,40000,6,1386700
2004-04-05,34.8,35.2,35.2,34.8,0.4,1,97000,38,3396800
2004-04-06,35.2,35.2,35.3,35.2,0.0,0,37000,18,1303000
2004-04-07,34.9,35.2,35.2,34.9,0.0,0,17000,7,594300
2004-04-08,35.1,35.2,35.2,35.0,0.0,0,38000,19,1333200
2004-04-09,35.0,35.4,35.4,35.0,0.2,1,64000,25,2253100
2004-04-12,35.0,35.4,35.5,35.0,0.0,0,37000,14,1307800
2004-04-13,35.4,35.6,35.6,35.4,0.2,1,46000,17,1633800
2004-04-14,35.6,35.6,35.6,35.4,0.0,0,34000,15,1209100
2004-04-15,35.6,35.2,35.6,35.2,-0.4,-1,62000,21,2198200
2004-04-16,35.1,35.2,35.2,35.0,0.0,0,45000,16,1581300
2004-04-19,35.1,35.2,35.2,35.1,0.0,0,15000,5,527700
2004-04-20,35.2,35.1,35.2,35.1,-0.1,-1,23000,9,808000
2004-04-21,35.0,34.8,35.0,34.8,-0.3,-1,11000,5,383000
2004-04-22,35.0,34.9,35.2,34.9,0.1,1,48000,19,1682700
2004-04-23,34.9,34.8,35.0,34.8,-0.1,-1,34000,8,1188000
2004-04-26,34.8,34.8,35.0,34.8,0.0,0,19000,9,662200
2004-04-27,35.0,34.8,35.0,34.6,0.0,0,26000,11,904900
2004-04-28,34.8,34.4,34.8,34.4,-0.4,-1,52000,12,1799700
2004-04-29,34.1,33.5,34.1,32.1,-0.9,-1,55000,15,1827400
2004-04-30,32.6,32.4,32.6,31.9,-1.1,-1,93000,30,2986300
2004-05-03,32.0,30.6,32.0,30.5,-1.8,-1,132000,47,4086000
2004-05-04,30.2,31.3,31.3,30.2,0.7,1,26000,10,799900
2004-05-05,31.1,30.7,31.1,30.7,-0.6,-1,82000,10,2532500
2004-05-06,30.7,31.0,31.0,30.7,0.3,1,12000,3,369000
2004-05-07,31.0,31.4,31.4,31.0,0.4,1,13000,4,403400
2004-05-10,30.5,31.4,31.4,30.2,0.0,0,16000,7,489300
2004-05-11,31.4,31.2,31.4,31.0,-0.2,-1,35000,5,1086000
2004-05-12,31.2,31.4,31.4,30.7,0.2,1,20000,10,625300
2004-05-13,30.5,31.7,31.7,30.5,0.3,1,14000,4,430200
2004-05-14,31.2,31.4,31.4,31.2,-0.3,-1,74000,21,2317400
2004-05-17,31.0,31.3,31.3,30.6,-0.1,-1,93000,21,2859900
2004-05-18,31.0,30.7,31.0,30.7,-0.6,-1,46000,11,1423000
2004-05-19,30.7,31.1,32.0,30.7,0.4,1,43000,12,1352300
2004-05-20,31.0,30.7,31.0,30.7,-0.4,-1,55000,10,1695200
2004-05-21,30.7,31.3,31.9,30.7,0.6,1,36000,12,1127600
2004-05-24,31.3,32.0,32.0,31.3,0.7,1,97000,50,3082300
2004-05-25,31.3,32.0,32.0,31.3,0.0,0,85000,28,2710300
2004-05-26,31.5,32.0,32.0,31.5,0.0,0,28000,16,890800
2004-05-27,31.8,32.0,32.2,31.8,0.0,0,23000,9,734600
2004-05-28,32.0,32.3,32.4,32.0,0.3,1,54000,12,1731700
2004-05-31,32.3,32.0,32.3,32.0,-0.3,-1,166000,22,5355200
2004-06-01,31.4,32.2,32.2,31.4,0.2,1,49000,12,1560300
2004-06-02,32.0,31.7,32.0,31.7,-0.5,-1,13000,7,412400
2004-06-03,31.7,31.7,31.7,31.7,0.0,0,22000,5,697400
2004-06-04,31.5,31.6,31.6,31.4,-0.1,-1,25000,12,788000
2004-06-07,31.1,31.3,32.0,31.1,-0.3,-1,35000,11,1104500
2004-06-08,31.5,31.8,32.0,31.5,0.5,1,18000,4,570000
2004-06-09,31.8,31.9,32.4,31.8,0.1,1,15000,4,479000
2004-06-10,31.8,32.0,32.0,31.8,0.1,1,17000,4,541600
2004-06-11,32.2,32.2,32.2,31.7,0.2,1,37000,10,1175900
2004-06-14,31.7,31.6,31.7,31.6,-0.6,-1,23000,6,728100
2004-06-15,31.5,31.9,31.9,31.5,0.3,1,12000,2,378800
2004-06-16,31.5,31.9,31.9,31.3,0.0,0,46000,14,1452600
2004-06-17,31.5,32.4,32.4,31.5,0.5,1,29000,8,933200
2004-06-18,31.8,32.4,32.4,31.7,0.0,0,22000,12,705900
2004-06-21,31.8,32.3,32.3,31.8,-0.1,-1,23000,9,736800
2004-06-23,32.0,32.5,32.5,32.0,0.2,1,39000,10,1261700
2004-06-24,32.5,32.7,32.7,32.2,0.2,1,53000,15,1716600
2004-06-25,32.7,33.0,33.0,32.6,0.3,1,24000,6,785700
2004-06-28,33.0,33.0,33.0,32.5,0.0,0,39000,9,1275900
2004-06-29,32.5,33.2,33.2,32.5,0.2,1,51000,16,1676000
2004-06-30,33.0,33.1,33.1,32.8,-0.1,-1,31000,8,1022500
2004-07-01,32.7,33.1,33.1,32.7,0.0,0,23000,7,756400
2004-07-02,32.5,32.5,32.5,32.3,-0.6,-1,16000,7,518300
2004-07-05,32.5,33.0,33.0,32.5,0.5,1,27000,8,881700
2004-07-06,32.7,33.2,33.2,32.7,0.2,1,17000,5,559400
2004-07-07,32.7,33.1,33.2,32.7,-0.1,-1,40000,11,1316400
2004-07-08,32.8,33.4,33.4,32.8,0.3,1,251000,33,8329000
2004-07-09,33.4,33.4,33.5,33.4,0.0,0,106000,15,3544400
2004-07-12,33.5,33.7,33.8,33.2,0.3,1,170000,32,5698300
2004-07-13,33.5,33.6,33.7,33.5,-0.1,-1,44000,17,1479400
2004-07-14,33.5,33.6,33.6,33.5,0.0,0,49000,19,1644500
2004-07-15,33.3,33.5,33.5,33.2,-0.1,-1,396000,20,13234800
2004-07-16,33.3,33.5,33.6,33.2,0.0,0,56000,15,1868000
2004-07-19,33.3,33.5,33.5,33.3,0.0,0,90000,17,3010800
2004-07-20,33.6,33.6,33.6,33.2,0.1,1,178000,40,5954300
2004-07-21,33.3,33.6,33.7,33.1,0.0,0,72000,22,2409100
2004-07-22,33.3,33.8,33.8,33.3,0.2,1,132000,27,4435100
2004-07-23,30.0,29.6,30.2,29.6,0.0,0,104000,37,3111500
2004-07-26,29.6,29.7,29.7,29.6,0.1,1,15000,5,444500
2004-07-27,29.6,29.7,29.7,29.5,0.0,0,25000,17,739900
2004-07-28,29.5,29.8,29.8,29.5,0.1,1,20000,4,593000
2004-07-29,29.5,30.2,30.2,29.5,0.4,1,24000,11,712000
2004-07-30,29.8,30.2,30.2,29.8,0.0,0,35000,10,1050000
2004-08-02,30.0,30.2,30.2,29.8,0.0,0,41000,16,1232200
2004-08-03,30.0,30.4,30.4,30.0,0.2,1,38000,9,1148300
2004-08-04,30.0,30.1,30.5,30.0,-0.3,-1,24000,5,726300
2004-08-05,30.2,30.2,30.3,30.2,0.1,1,19000,7,574200
2004-08-06,30.0,30.4,30.4,30.0,0.2,1,39000,11,1178300
