date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,1.49,1.49,1.49,1.49,0.06,1,3000,1,4470
2017-05-23,1.51,1.47,1.51,1.47,-0.02,-1,350000,4,522500
2017-05-24,1.53,1.47,1.53,1.47,0.0,0,66000,4,100620
2017-05-25,,,,,0.0,0,0,0,0
2017-05-26,,,,,0.0,0,0,0,0
2017-05-31,1.34,1.34,1.34,1.34,0.0,0,6000,1,8040
2017-06-01,1.23,1.23,1.23,1.23,-0.11,-1,7000,1,8610
2017-06-02,1.37,1.41,1.41,1.35,0.18,1,73000,4,101630
2017-06-03,1.39,1.39,1.39,1.39,-0.02,-1,3000,1,4170
2017-06-05,1.39,1.38,1.39,1.37,-0.01,-1,105000,4,145360
2017-06-06,1.35,1.32,1.35,1.32,-0.06,-1,155000,6,205900
2017-06-07,1.36,1.34,1.36,1.34,0.02,1,54000,3,73380
2017-06-08,1.29,1.29,1.29,1.29,-0.05,-1,32000,1,41280
2017-06-09,1.4,1.4,1.4,1.4,0.11,1,19000,1,26600
2017-06-12,1.31,1.31,1.31,1.31,-0.09,-1,6000,1,7860
2017-06-13,,,,,0.0,0,0,0,0
2017-06-14,1.18,1.15,1.18,1.13,0.0,0,68000,6,78480
2017-06-15,1.11,1.11,1.11,1.11,-0.04,-1,10000,1,11100
2017-06-16,1.12,1.14,1.14,1.12,0.03,1,120000,2,135000
2017-06-19,1.27,1.31,1.34,1.27,0.17,1,138000,4,179990
2017-06-20,1.38,1.37,1.38,1.37,0.06,1,83000,4,113770
2017-06-21,1.3,1.31,1.36,1.3,-0.06,-1,203000,6,268460
